rom_rev,log_path,start_time,n_events,n_signals,signal_set,dominant_signal,rpm_mean,load_mean,app_mean,throttle_mean
20.8,logs/4-23/log0001.csv,56770.0,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1923.25,0.3724944754972052,0.0,10.9804
20.8,logs/4-23/log0001.csv,57369.96,2,2,avcs_oscillation+throttle_hunt_at_steady_app,avcs_oscillation,1986.5,0.269827141168956,0.0,8.235295
20.8,logs/4-23/log0001.csv,57390.36,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1433.25,0.2746227688155554,0.0,6.27451
20.8,logs/4-23/log0001.csv,57421.28,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2350.25,0.20181061115450094,0.0,7.45098
20.8,logs/4-23/log0001.csv,57425.56,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2085.75,0.2150424388572612,0.0,6.66667
20.8,logs/4-23/log0001.csv,57427.6,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1045.375,0.3107612785029607,0.0,5.4902
20.8,logs/4-23/log0001.csv,57545.16,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2175.875,0.21550726022117378,0.0,7.05882
20.8,logs/4-23/log0001.csv,57549.36,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,1998.0,0.27041209909303615,3.92157,8.62745
20.8,logs/4-23/log0001.csv,57552.76,2,2,avcs_oscillation+timing_osc,timing_osc,1964.875,0.21451528716424864,0.0,6.66667
20.8,logs/4-23/log0001.csv,57553.6,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1950.375,0.21734665781843565,0.0,6.66667
20.8,logs/4-23/log0001.csv,57565.0,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1920.5,0.21948027196567105,0.0,6.66667
20.8,logs/4-23/log0001.csv,57569.8,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,797.25,0.3311382878645343,0.0,4.70588
20.8,logs/4-23/log0001.csv,57613.12,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1514.375,0.24622923550553172,0.0,5.4902
20.8,logs/4-23/log0001.csv,57628.44,2,2,throttle_hunt_at_steady_app+timing_osc,throttle_hunt_at_steady_app,3242.125,0.1708237799318705,0.0,8.62745
20.8,logs/4-23/log0001.csv,57635.4,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1106.5,0.314880791426216,0.0,5.490195
20.8,logs/4-23/log0001.csv,57666.4,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1883.5,0.2549194972805439,1.372547,8.039215
20.8,logs/4-23/log0001.csv,57680.8,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1602.5,0.25145418850624474,0.0,6.66667
20.8,logs/4-23/log0001.csv,57694.68,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1746.625,0.24595648743372775,0.0,6.66667
20.8,logs/4-23/log0001.csv,57695.76,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1653.375,0.24603541272826857,0.0,6.66667
20.8,logs/4-23/log0001.csv,57708.48,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,551.25,0.3430629208265614,0.0,2.35294
20.8,logs/4-23/log0002.csv,91247.64,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2013.25,0.3638892338259034,0.0,11.3725
20.8,logs/4-23/log0002.csv,91270.24,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2580.875,0.3939503978223572,8.235295,14.1176
20.8,logs/4-23/log0002.csv,91303.16,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1742.75,0.25360894682060364,0.0,7.254905
20.8,logs/4-23/log0002.csv,91304.16,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,967.875,0.4158915333593445,0.0,7.05882
20.8,logs/4-23/log0002.csv,91344.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2374.5,0.21607707930947406,0.0,8.62745
20.8,logs/4-23/log0002.csv,91395.04,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2023.75,0.23942394749385582,0.0,7.84314
20.8,logs/4-23/log0002.csv,91396.2,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2628.0,0.20901869221168506,0.5882354999999999,9.01961
20.8,logs/4-23/log0002.csv,91436.68,2,2,avcs_oscillation+timing_osc,avcs_oscillation,2469.25,0.194393049887547,0.1960785,8.039215
20.8,logs/4-23/log0002.csv,91524.88,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2238.25,0.22425345631364665,1.96078,8.62745
20.8,logs/4-23/log0002.csv,91582.96,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2032.875,0.23169203323111692,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,4.04,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2007.25,0.41,0.0,11.7647
20.8,logs/4-24/4-24 full.csv,26.28,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1607.125,0.52,0.0,12.1569
20.8,logs/4-24/4-24 full.csv,742.68,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1527.0,0.28,0.0,6.862745
20.8,logs/4-24/4-24 full.csv,771.84,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2748.875,0.18,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,797.92,2,2,afr_osc+avcs_oscillation,avcs_oscillation,2808.5,0.9,16.4706,22.7451
20.8,logs/4-24/4-24 full.csv,834.8,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3045.625,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,862.32,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2946.375,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,899.76,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2793.25,0.195,1.764705,8.823530000000002
20.8,logs/4-24/4-24 full.csv,911.44,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2588.75,0.22,2.745095,9.21569
20.8,logs/4-24/4-24 full.csv,925.04,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2607.25,0.185,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,926.04,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2566.875,0.19,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,933.72,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2628.25,0.185,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,982.88,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2789.25,0.21,1.764705,9.01961
20.8,logs/4-24/4-24 full.csv,985.64,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2571.25,0.19,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,999.28,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1590.125,0.265,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,1068.48,2,2,avcs_oscillation+timing_osc,avcs_oscillation,1603.875,0.3,0.0,7.058825000000001
20.8,logs/4-24/4-24 full.csv,1082.52,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,453.5,0.38,0.0,2.35294
20.8,logs/4-24/4-24 full.csv,13803.92,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1918.875,0.385,0.0,11.3725
20.8,logs/4-24/4-24 full.csv,13826.56,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1473.125,0.55,0.9803934999999999,11.960799999999999
20.8,logs/4-24/4-24 full.csv,13832.6,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1019.75,0.725,10.1961,12.35295
20.8,logs/4-24/4-24 full.csv,13876.4,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3068.625,0.245,2.15686,11.3725
20.8,logs/4-24/4-24 full.csv,13878.16,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3213.25,0.21,0.0,10.1961
20.8,logs/4-24/4-24 full.csv,13879.76,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3216.375,0.22,0.5882354999999999,10.588249999999999
20.8,logs/4-24/4-24 full.csv,13880.76,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3210.625,0.22,0.0,10.1961
20.8,logs/4-24/4-24 full.csv,13891.72,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1393.625,0.32999999999999996,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,13911.2,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2321.25,0.265,2.54902,10.00001
20.8,logs/4-24/4-24 full.csv,13940.24,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2389.5,0.22,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,13942.96,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2139.25,0.225,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,13959.92,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2588.625,0.21,0.0,8.431370000000001
20.8,logs/4-24/4-24 full.csv,13963.64,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1101.875,0.325,0.0,5.88235
20.8,logs/4-24/4-24 full.csv,14079.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1704.375,0.235,0.0,6.47059
20.8,logs/4-24/4-24 full.csv,14126.28,2,2,afr_osc+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2448.375,0.195,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,14128.8,2,2,afr_osc+avcs_oscillation,afr_osc,2426.375,1.13,23.9216,28.4314
20.8,logs/4-24/4-24 full.csv,14499.4,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3156.875,0.19,5.098039999999999,10.58821
20.8,logs/4-24/4-24 full.csv,14641.16,2,2,throttle_hunt_at_steady_app+timing_osc,throttle_hunt_at_steady_app,3112.25,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,14647.6,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2481.25,0.195,0.0,8.039215
20.8,logs/4-24/4-24 full.csv,14663.48,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3357.875,0.215,4.31373,10.9804
20.8,logs/4-24/4-24 full.csv,14670.44,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1494.25,0.28,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,14692.6,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3061.375,0.19,0.0,8.82353
20.8,logs/4-24/4-24 full.csv,14693.6,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3025.5,0.18,0.392157,8.62745
20.8,logs/4-24/4-24 full.csv,14703.56,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3056.75,0.185,0.392157,8.82353
20.8,logs/4-24/4-24 full.csv,14706.04,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3055.5,0.185,0.392157,8.62745
20.8,logs/4-24/4-24 full.csv,14707.04,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3021.875,0.19,0.9803919999999999,9.21569
20.8,logs/4-24/4-24 full.csv,14711.88,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,3017.625,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,14767.96,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2888.0,0.18,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,14820.56,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3581.125,0.16,0.0,9.01961
20.8,logs/4-24/4-24 full.csv,14895.04,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3153.25,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,14923.72,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3469.625,0.165,0.0,9.01961
20.8,logs/4-24/4-24 full.csv,14947.8,3,3,afr_osc+avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2855.1666666666665,0.18000000000000002,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,15010.16,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2161.625,0.255,0.0,8.431370000000001
20.8,logs/4-24/4-24 full.csv,15011.16,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1952.75,0.245,0.0,8.039215
20.8,logs/4-24/4-24 full.csv,15045.12,2,2,afr_osc+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,3083.375,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15065.6,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3380.75,0.17,0.0,8.82353
20.8,logs/4-24/4-24 full.csv,15082.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3018.375,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15083.0,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3026.5,0.2,4.117649999999999,9.999985
20.8,logs/4-24/4-24 full.csv,15097.68,2,2,avcs_oscillation+timing_osc,timing_osc,2853.0,0.20500000000000002,0.0,9.01961
20.8,logs/4-24/4-24 full.csv,15109.6,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,1826.5,0.23,0.0,6.470585
20.8,logs/4-24/4-24 full.csv,15177.0,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2947.625,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15250.64,2,2,avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2305.25,0.29000000000000004,6.666665,10.9804
20.8,logs/4-24/4-24 full.csv,15291.88,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2515.125,0.2,0.588235,8.235295
20.8,logs/4-24/4-24 full.csv,15309.56,3,3,avcs_oscillation+ffb_wbo2_divergence+timing_osc,avcs_oscillation,2721.9166666666665,0.18333333333333335,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,15365.4,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1603.0,0.265,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,15433.32,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2928.5,0.19,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15445.32,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,3072.75,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15448.84,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2918.375,0.20500000000000002,1.5686269999999998,9.411764999999999
20.8,logs/4-24/4-24 full.csv,15464.96,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2927.75,0.19,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15472.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1636.875,0.23,0.0,5.686275
20.8,logs/4-24/4-24 full.csv,15476.32,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,3092.0,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15481.64,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2934.75,0.21,2.5490199999999996,9.80392
20.8,logs/4-24/4-24 full.csv,15493.72,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,3238.75,0.18,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,15527.96,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2124.0,0.225,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,15528.96,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1491.125,0.21,0.0,4.70588
20.8,logs/4-24/4-24 full.csv,15556.84,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2600.125,0.19,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,15562.28,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2239.5,0.225,1.17647,8.23529
20.8,logs/4-24/4-24 full.csv,15589.44,2,2,avcs_oscillation+timing_osc,avcs_oscillation,2501.5,0.23,1.960785,8.82353
20.8,logs/4-24/4-24 full.csv,15597.08,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2443.375,0.195,0.588235,7.84314
20.8,logs/4-24/4-24 full.csv,15639.12,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2728.375,0.19,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,15655.16,2,2,avcs_oscillation+timing_osc,avcs_oscillation,2502.125,0.215,0.0,8.235295
20.8,logs/4-24/4-24 full.csv,15673.32,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2201.375,0.46499999999999997,10.9804,13.7255
20.8,logs/4-24/4-24 full.csv,15730.12,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2732.625,0.19,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,15742.04,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2541.625,0.19,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,15755.48,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2501.375,0.19,0.1960785,7.84314
20.8,logs/4-24/4-24 full.csv,15761.52,2,2,afr_osc+avcs_oscillation,avcs_oscillation,2503.75,0.38,8.23529,12.549
20.8,logs/4-24/4-24 full.csv,15789.24,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2602.0,0.22,2.54902,9.01961
20.8,logs/4-24/4-24 full.csv,15801.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1602.375,0.255,0.0,6.274509999999999
20.8,logs/4-24/4-24 full.csv,15815.6,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2028.75,0.245,0.0,7.2549
20.8,logs/4-24/4-24 full.csv,19007.92,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,1848.0,0.36,7.647055,10.9804
20.8,logs/4-24/4-24 full.csv,19052.64,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,2179.625,0.26,4.117649999999999,9.41177
20.8,logs/4-24/4-24 full.csv,19059.64,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2707.5,0.19,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,19095.28,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2212.875,0.22,2.3529435,8.235295
20.8,logs/4-24/4-24 full.csv,19097.48,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2415.75,0.195,0.0,7.64706
20.8,logs/4-24/4-24 full.csv,19109.08,2,2,afr_osc+avcs_oscillation,avcs_oscillation,1815.125,0.225,0.0,6.862745
20.8,logs/4-24/4-24 full.csv,19118.52,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,1791.0,0.22999999999999998,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19119.52,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1443.75,0.27,0.0,6.27451
20.8,logs/4-24/4-24 full.csv,19342.04,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,1460.625,0.31,1.37255,7.45098
20.8,logs/4-24/4-24 full.csv,19361.44,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2231.625,0.21000000000000002,0.0,7.4509799999999995
20.8,logs/4-24/4-24 full.csv,19362.12,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,rpm_swing_steady_tps,1509.25,0.23,0.0,5.4902
20.8,logs/4-24/4-24 full.csv,19363.24,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,718.125,0.455,0.0,5.490195
20.8,logs/4-24/4-24 full.csv,19371.72,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,1220.875,0.3,0.0,5.88235
20.8,logs/4-24/4-24 full.csv,19389.56,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2018.75,0.32499999999999996,6.07843,10.39216
20.8,logs/4-24/4-24 full.csv,19391.0,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,1992.875,0.22,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19391.76,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,1909.625,0.225,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19394.8,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,1608.875,0.245,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,19430.72,2,2,rpm_swing_steady_tps+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2325.625,0.21500000000000002,2.156862,8.235295
20.8,logs/4-24/4-24 full.csv,19446.24,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2139.25,0.22499999999999998,1.5686285,7.84314
20.8,logs/4-24/4-24 full.csv,19463.68,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2522.875,0.19,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,19466.88,3,3,afr_osc+avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2379.6666666666665,0.39333333333333337,10.1961,13.071866666666667
20.8,logs/4-24/4-24 full.csv,19499.72,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2491.625,0.19,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,19502.68,3,3,afr_osc+avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2339.0,0.2933333333333333,5.3594800000000005,10.1961
20.8,logs/4-24/4-24 full.csv,19524.4,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2418.625,0.19,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19538.76,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2351.875,0.195,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19545.76,3,3,afr_osc+ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2322.0,0.19000000000000003,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,19558.56,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2330.5,0.2,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19603.16,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2667.25,0.19,2.941175,8.62745
20.8,logs/4-24/4-24 full.csv,19653.48,2,2,afr_osc+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2462.0,0.19,0.98039,7.05882
20.8,logs/4-24/4-24 full.csv,19659.2,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2290.0,0.19,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,19670.28,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2070.75,0.21,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,19689.84,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2491.25,0.22,2.7451,8.62745
20.8,logs/4-24/4-24 full.csv,19695.08,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2696.875,0.18,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,19696.88,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2652.0,0.23,3.92157,9.80392
20.8,logs/4-24/4-24 full.csv,19698.8,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2636.5,0.18,0.0,7.84314
20.8,logs/4-24/4-24 full.csv,19700.6,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2506.0,0.23,3.52941,9.01961
20.8,logs/4-24/4-24 full.csv,19704.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1860.75,0.24,0.0,6.66667
20.8,logs/4-24/4-24 full.csv,19780.36,2,2,avcs_oscillation+ffb_wbo2_divergence,ffb_wbo2_divergence,2327.625,0.375,8.431370000000001,11.960799999999999
20.8,logs/4-24/4-24 full.csv,19821.36,3,3,afr_osc+ffb_wbo2_divergence+throttle_hunt_at_steady_app,throttle_hunt_at_steady_app,2619.75,0.18000000000000002,0.0,7.843140000000001
20.8,logs/4-24/4-24 full.csv,19834.88,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2451.625,0.195,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,19849.24,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2479.625,0.19,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,19855.12,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2328.875,0.21,1.96078,8.039215
20.8,logs/4-24/4-24 full.csv,19860.36,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2454.25,0.19,0.0,7.05882
20.8,logs/4-24/4-24 full.csv,19913.24,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2784.875,0.18,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,19938.04,2,2,ffb_wbo2_divergence+timing_osc,timing_osc,2711.875,0.19,0.7843134999999999,8.431370000000001
20.8,logs/4-24/4-24 full.csv,19942.92,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2949.875,0.17,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,19945.24,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2840.375,0.23,4.313725,10.392154999999999
20.8,logs/4-24/4-24 full.csv,19976.04,2,2,avcs_oscillation+ffb_wbo2_divergence,avcs_oscillation,2371.875,0.2,0.0,7.45098
20.8,logs/4-24/4-24 full.csv,19976.96,2,2,afr_osc+ffb_wbo2_divergence,afr_osc,2285.875,0.22,2.941175,8.039215
20.8,logs/4-24/4-24 full.csv,20108.56,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,ffb_wbo2_divergence,2274.625,0.21000000000000002,0.0,7.4509799999999995
20.8,logs/4-24/4-24 full.csv,20109.72,2,2,ffb_wbo2_divergence+rpm_swing_steady_tps,rpm_swing_steady_tps,1482.625,0.26,0.0,6.27451
20.8,logs/4-24/4-24 full.csv,20120.2,2,2,avcs_oscillation+timing_osc,timing_osc,2672.75,0.27,5.686275,11.3725
20.8,logs/4-24/4-24 full.csv,20124.52,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2834.75,0.17,0.0,8.23529
20.8,logs/4-24/4-24 full.csv,20132.28,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2866.25,0.2,1.17647,9.01961
20.8,logs/4-24/4-24 full.csv,20134.48,2,2,ffb_wbo2_divergence+timing_osc,ffb_wbo2_divergence,2915.875,0.17,0.0,8.62745
20.8,logs/4-24/4-24 full.csv,20135.48,2,2,afr_osc+ffb_wbo2_divergence,ffb_wbo2_divergence,2923.5,0.18,0.0,8.62745
