rpm,mp,mode,err,n
2650,5.62,all,-6.06,3
2750,-10.88,OL,0.85,86
2750,-10.88,CL,-0.78,64
2750,-10.88,all,-0.09,150
2750,-10.62,OL,-0.06,67
2750,-10.62,CL,-0.78,123
2750,-10.62,all,-0.78,190
2750,-10.38,OL,2.19,81
2750,-10.38,CL,0.0,405
2750,-10.38,all,0.0,486
2750,-10.12,OL,-4.01,76
2750,-10.12,CL,-0.78,507
2750,-10.12,all,-1.56,583
2750,-9.88,OL,-3.06,140
2750,-9.88,CL,-2.34,668
2750,-9.88,all,-2.34,808
2750,-9.62,OL,-2.79,47
2750,-9.62,CL,-2.34,448
2750,-9.62,all,-2.34,495
2750,-9.38,OL,-1.82,240
2750,-9.38,CL,-3.91,734
2750,-9.38,all,-3.12,974
2750,-9.12,OL,-2.41,231
2750,-9.12,CL,-3.12,967
2750,-9.12,all,-3.12,1198
2750,-8.88,OL,-2.31,281
2750,-8.88,CL,-3.12,890
2750,-8.88,all,-2.81,1171
2750,-8.62,OL,-1.99,200
2750,-8.62,CL,-3.91,575
2750,-8.62,all,-3.12,775
2750,-8.38,OL,-3.3,357
2750,-8.38,CL,-4.69,766
2750,-8.38,all,-4.14,1123
2750,-8.12,OL,-3.09,346
2750,-8.12,CL,-3.12,763
2750,-8.12,all,-3.12,1109
2750,-7.88,OL,-1.33,157
2750,-7.88,CL,-3.12,392
2750,-7.88,all,-2.34,549
2750,-7.62,OL,-1.5,205
2750,-7.62,CL,-0.78,804
2750,-7.62,all,-0.78,1009
2750,-7.38,OL,0.14,197
2750,-7.38,CL,-1.17,846
2750,-7.38,all,-0.78,1043
2750,-7.12,OL,-0.75,294
2750,-7.12,CL,-2.34,453
2750,-7.12,all,-1.56,747
2750,-6.88,OL,-3.09,137
2750,-6.88,CL,-1.56,147
2750,-6.88,all,-2.34,284
2750,-6.62,OL,-0.63,239
2750,-6.62,CL,-2.34,441
2750,-6.62,all,-1.92,680
2750,-6.38,OL,-1.27,285
2750,-6.38,CL,-2.34,410
2750,-6.38,all,-1.59,695
2750,-6.12,OL,-1.81,173
2750,-6.12,CL,-0.78,216
2750,-6.12,all,-1.56,389
2750,-5.88,OL,-1.29,368
2750,-5.88,CL,-2.34,539
2750,-5.88,all,-1.89,907
2750,-5.62,OL,-0.18,318
2750,-5.62,CL,-3.91,426
2750,-5.62,all,-3.12,744
2750,-5.38,OL,-0.49,319
2750,-5.38,CL,-3.12,457
2750,-5.38,all,-2.34,776
2750,-5.12,OL,-1.03,183
2750,-5.12,CL,-1.56,263
2750,-5.12,all,-1.38,446
2750,-4.88,OL,-0.92,310
2750,-4.88,CL,-2.34,298
2750,-4.88,all,-2.28,608
2750,-4.62,OL,-0.36,431
2750,-4.62,CL,-2.34,290
2750,-4.62,all,-1.56,721
2750,-4.38,OL,-1.11,322
2750,-4.38,CL,-1.56,302
2750,-4.38,all,-1.56,624
2750,-4.12,OL,-2.73,98
2750,-4.12,CL,-2.34,179
2750,-4.12,all,-2.34,277
2750,-3.88,OL,-0.62,268
2750,-3.88,CL,-3.91,250
2750,-3.88,all,-2.54,518
2750,-3.62,OL,-0.19,280
2750,-3.62,CL,-3.91,253
2750,-3.62,all,-2.89,533
2750,-3.38,OL,-0.48,104
2750,-3.38,CL,-3.91,86
2750,-3.38,all,-2.34,190
2750,-3.12,OL,0.19,329
2750,-3.12,CL,-2.34,98
2750,-3.12,all,-0.49,427
2750,-2.88,OL,0.59,409
2750,-2.88,CL,-0.78,16
2750,-2.88,all,0.43,425
2750,-2.62,OL,1.0,319
2750,-2.62,CL,-0.78,1
2750,-2.62,all,0.98,320
2750,-2.38,OL,0.15,110
2750,-2.38,all,0.15,110
2750,-2.12,OL,0.09,306
2750,-2.12,all,0.09,306
2750,-1.88,OL,0.12,440
2750,-1.88,all,0.12,440
2750,-1.62,OL,0.41,310
2750,-1.62,all,0.41,310
2750,-1.38,OL,0.22,288
2750,-1.38,all,0.22,288
2750,-1.12,OL,-0.19,296
2750,-1.12,all,-0.19,296
2750,-0.88,OL,1.17,191
2750,-0.88,all,1.17,191
2750,-0.62,OL,2.27,112
2750,-0.62,all,2.27,112
2750,-0.38,OL,2.05,281
2750,-0.38,all,2.05,281
2750,-0.12,OL,2.69,149
2750,-0.12,all,2.69,149
2750,0.12,OL,3.66,81
2750,0.12,all,3.66,81
2750,0.38,OL,4.72,54
2750,0.38,all,4.72,54
2750,0.62,OL,3.73,175
2750,0.62,all,3.73,175
2750,0.88,OL,2.58,124
2750,0.88,all,2.58,124
2750,1.12,OL,1.26,47
2750,1.12,all,1.26,47
2750,1.38,OL,1.64,83
2750,1.38,all,1.64,83
2750,1.62,OL,0.54,25
2750,1.62,all,0.54,25
2750,1.88,OL,-1.23,19
2750,1.88,all,-1.23,19
2750,2.12,OL,-3.57,8
2750,2.12,all,-3.57,8
2750,2.38,OL,-3.44,85
2750,2.38,all,-3.44,85
2750,2.62,OL,-6.92,38
2750,2.62,all,-6.92,38
2750,2.88,OL,-6.59,29
2750,2.88,all,-6.59,29
2750,3.12,OL,-6.12,8
2750,3.12,all,-6.12,8
2750,3.38,OL,-8.86,8
2750,3.38,all,-8.86,8
2750,3.62,OL,-11.01,5
2750,3.62,all,-11.01,5
2750,4.12,OL,-6.4,12
2750,4.12,all,-6.4,12
2750,4.38,OL,-5.31,10
2750,4.38,all,-5.31,10
2750,4.62,OL,-2.73,5
2750,4.62,all,-2.73,5
2750,4.88,OL,-4.19,3
2750,4.88,all,-4.19,3
2750,5.12,OL,-6.01,7
2750,5.12,all,-6.01,7
2850,-10.88,OL,-0.33,136
2850,-10.88,CL,-0.78,158
2850,-10.88,all,-0.69,294
2850,-10.62,OL,-0.27,101
2850,-10.62,CL,-1.95,174
2850,-10.62,all,-1.51,275
2850,-10.38,OL,-1.37,222
2850,-10.38,CL,-1.56,278
2850,-10.38,all,-1.49,500
2850,-10.12,OL,-3.28,136
2850,-10.12,CL,-3.12,300
2850,-10.12,all,-3.12,436
2850,-9.88,OL,-2.69,364
2850,-9.88,CL,-1.56,561
2850,-9.88,all,-1.63,925
2850,-9.62,OL,-3.81,258
2850,-9.62,CL,-2.34,369
2850,-9.62,all,-2.76,627
2850,-9.38,OL,-2.91,328
2850,-9.38,CL,-1.56,788
2850,-9.38,all,-1.76,1116
2850,-9.12,OL,-2.65,278
2850,-9.12,CL,-1.56,1265
2850,-9.12,all,-2.12,1543
2850,-8.88,OL,-3.43,216
2850,-8.88,CL,-3.13,781
2850,-8.88,all,-3.16,997
2850,-8.62,OL,-2.25,111
2850,-8.62,CL,-3.91,643
2850,-8.62,all,-3.91,754
2850,-8.38,OL,-3.35,303
2850,-8.38,CL,-3.12,753
2850,-8.38,all,-3.12,1056
2850,-8.12,OL,-0.91,284
2850,-8.12,CL,-3.12,664
2850,-8.12,all,-3.12,948
2850,-7.88,OL,-1.57,171
2850,-7.88,CL,-2.34,463
2850,-7.88,all,-2.34,634
2850,-7.62,OL,-1.85,194
2850,-7.62,CL,-2.34,686
2850,-7.62,all,-2.34,880
2850,-7.38,OL,-1.86,177
2850,-7.38,CL,-2.34,454
2850,-7.38,all,-2.34,631
2850,-7.12,OL,-1.03,322
2850,-7.12,CL,-3.12,416
2850,-7.12,all,-1.63,738
2850,-6.88,OL,-3.45,193
2850,-6.88,CL,-2.34,334
2850,-6.88,all,-2.58,527
2850,-6.62,OL,-1.63,252
2850,-6.62,CL,-3.12,392
2850,-6.62,all,-2.34,644
2850,-6.38,OL,-1.37,351
2850,-6.38,CL,-3.12,425
2850,-6.38,all,-2.45,776
2850,-6.12,OL,-2.15,185
2850,-6.12,CL,-3.12,304
2850,-6.12,all,-3.12,489
2850,-5.88,OL,-2.08,370
2850,-5.88,CL,-3.12,486
2850,-5.88,all,-2.82,856
2850,-5.62,OL,-2.1,319
2850,-5.62,CL,-3.91,636
2850,-5.62,all,-3.31,955
2850,-5.38,OL,-1.28,290
2850,-5.38,CL,-3.91,411
2850,-5.38,all,-3.12,701
2850,-5.12,OL,-1.76,178
2850,-5.12,CL,-3.12,215
2850,-5.12,all,-2.55,393
2850,-4.88,OL,-1.32,417
2850,-4.88,CL,-2.34,348
2850,-4.88,all,-2.34,765
2850,-4.62,OL,-0.51,341
2850,-4.62,CL,-2.34,309
2850,-4.62,all,-1.56,650
2850,-4.38,OL,-1.02,303
2850,-4.38,CL,-2.34,236
2850,-4.38,all,-1.56,539
2850,-4.12,OL,-1.98,181
2850,-4.12,CL,-4.69,153
2850,-4.12,all,-3.12,334
2850,-3.88,OL,-1.09,284
2850,-3.88,CL,-3.12,225
2850,-3.88,all,-2.34,509
2850,-3.62,OL,-1.33,357
2850,-3.62,CL,-5.47,169
2850,-3.62,all,-2.69,526
2850,-3.38,OL,-0.78,287
2850,-3.38,CL,-4.69,96
2850,-3.38,all,-1.68,383
2850,-3.12,OL,0.1,396
2850,-3.12,CL,-2.34,153
2850,-3.12,all,-0.21,549
2850,-2.88,OL,0.92,522
2850,-2.88,CL,0.0,25
2850,-2.88,all,0.76,547
2850,-2.62,OL,0.33,593
2850,-2.62,CL,-0.78,1
2850,-2.62,all,0.31,594
2850,-2.38,OL,-0.24,347
2850,-2.38,all,-0.24,347
2850,-2.12,OL,-1.08,804
2850,-2.12,all,-1.08,804
2850,-1.88,OL,-0.38,449
2850,-1.88,all,-0.38,449
2850,-1.62,OL,0.03,349
2850,-1.62,all,0.03,349
2850,-1.38,OL,1.98,216
2850,-1.38,all,1.98,216
2850,-1.12,OL,1.32,312
2850,-1.12,all,1.32,312
2850,-0.88,OL,1.44,266
2850,-0.88,all,1.44,266
2850,-0.62,OL,2.75,125
2850,-0.62,all,2.75,125
2850,-0.38,OL,2.98,232
2850,-0.38,all,2.98,232
2850,-0.12,OL,3.24,172
2850,-0.12,all,3.24,172
2850,0.12,OL,4.45,183
2850,0.12,all,4.45,183
2850,0.38,OL,4.09,67
2850,0.38,all,4.09,67
2850,0.62,OL,4.11,178
2850,0.62,all,4.11,178
2850,0.88,OL,3.27,181
2850,0.88,all,3.27,181
2850,1.12,OL,0.87,43
2850,1.12,all,0.87,43
2850,1.38,OL,-0.25,125
2850,1.38,all,-0.25,125
2850,1.62,OL,-4.58,47
2850,1.62,all,-4.58,47
2850,1.88,OL,-4.87,72
2850,1.88,all,-4.87,72
2850,2.12,OL,-5.57,31
2850,2.12,all,-5.57,31
2850,2.38,OL,-7.58,34
2850,2.38,all,-7.58,34
2850,2.62,OL,-6.83,13
2850,2.62,all,-6.83,13
2850,2.88,OL,-3.69,73
2850,2.88,all,-3.69,73
2850,3.12,OL,-5.86,39
2850,3.12,all,-5.86,39
2850,3.38,OL,-6.18,17
2850,3.38,all,-6.18,17
2850,3.62,OL,-3.52,2
2850,3.62,all,-3.52,2
2850,4.38,OL,-4.63,2
2850,4.38,all,-4.63,2
2850,4.62,OL,-3.01,1
2850,4.62,all,-3.01,1
2950,-10.88,OL,-2.24,90
2950,-10.88,CL,1.17,100
2950,-10.88,all,-0.04,190
2950,-10.62,OL,2.75,41
2950,-10.62,CL,-2.34,154
2950,-10.62,all,-2.34,195
2950,-10.38,OL,-1.03,203
2950,-10.38,CL,0.78,355
2950,-10.38,all,0.0,558
2950,-10.12,OL,-3.57,183
2950,-10.12,CL,0.78,243
2950,-10.12,all,-0.78,426
2950,-9.88,OL,-3.76,292
2950,-9.88,CL,-2.34,594
2950,-9.88,all,-3.12,886
2950,-9.62,OL,-3.19,258
2950,-9.62,CL,-3.12,336
2950,-9.62,all,-3.12,594
2950,-9.38,OL,-2.89,455
2950,-9.38,CL,-1.56,860
2950,-9.38,all,-2.34,1315
2950,-9.12,OL,-2.8,410
2950,-9.12,CL,-1.56,786
2950,-9.12,all,-2.34,1196
2950,-8.88,OL,-2.81,176
2950,-8.88,CL,-0.78,747
2950,-8.88,all,-1.56,923
2950,-8.62,OL,-2.96,135
2950,-8.62,CL,-0.79,461
2950,-8.62,all,-1.56,596
2950,-8.38,OL,-3.39,458
2950,-8.38,CL,-1.56,796
2950,-8.38,all,-2.25,1254
2950,-8.12,OL,-2.77,198
2950,-8.12,CL,-2.34,661
2950,-8.12,all,-2.34,859
2950,-7.88,OL,-1.5,217
2950,-7.88,CL,-2.34,529
2950,-7.88,all,-2.34,746
2950,-7.62,OL,-2.23,320
2950,-7.62,CL,-3.12,983
2950,-7.62,all,-3.12,1303
2950,-7.38,OL,-2.2,295
2950,-7.38,CL,-3.91,847
2950,-7.38,all,-3.63,1142
2950,-7.12,OL,-2.57,310
2950,-7.12,CL,-3.12,760
2950,-7.12,all,-3.01,1070
2950,-6.88,OL,-1.89,209
2950,-6.88,CL,-3.12,254
2950,-6.88,all,-3.12,463
2950,-6.62,OL,-0.94,390
2950,-6.62,CL,-4.69,798
2950,-6.62,all,-3.91,1188
2950,-6.38,OL,-1.32,388
2950,-6.38,CL,-4.69,491
2950,-6.38,all,-3.52,879
2950,-6.12,OL,-1.56,239
2950,-6.12,CL,-4.69,301
2950,-6.12,all,-3.74,540
2950,-5.88,OL,-1.41,401
2950,-5.88,CL,-4.69,451
2950,-5.88,all,-3.15,852
2950,-5.62,OL,-2.62,522
2950,-5.62,CL,-3.91,460
2950,-5.62,all,-3.49,982
2950,-5.38,OL,-0.33,383
2950,-5.38,CL,-3.12,574
2950,-5.38,all,-2.34,957
2950,-5.12,OL,-2.38,277
2950,-5.12,CL,-2.34,310
2950,-5.12,all,-2.34,587
2950,-4.88,OL,-1.35,490
2950,-4.88,CL,-1.56,722
2950,-4.88,all,-1.56,1212
2950,-4.62,OL,-0.87,490
2950,-4.62,CL,-2.34,370
2950,-4.62,all,-1.56,860
2950,-4.38,OL,-1.31,364
2950,-4.38,CL,-2.34,227
2950,-4.38,all,-1.85,591
2950,-4.12,OL,-0.88,250
2950,-4.12,CL,-3.9,155
2950,-4.12,all,-1.6,405
2950,-3.88,OL,-1.51,393
2950,-3.88,CL,-3.12,294
2950,-3.88,all,-1.94,687
2950,-3.62,OL,-1.03,480
2950,-3.62,CL,-2.34,184
2950,-3.62,all,-1.56,664
2950,-3.38,OL,0.07,262
2950,-3.38,CL,-1.56,128
2950,-3.38,all,-0.78,390
2950,-3.12,OL,-0.22,537
2950,-3.12,CL,0.0,192
2950,-3.12,all,-0.07,729
2950,-2.88,OL,0.17,657
2950,-2.88,CL,0.0,45
2950,-2.88,all,0.1,702
2950,-2.62,OL,-1.17,685
2950,-2.62,CL,-0.39,6
2950,-2.62,all,-1.13,691
2950,-2.38,OL,-0.6,274
2950,-2.38,all,-0.6,274
2950,-2.12,OL,-1.46,572
2950,-2.12,all,-1.46,572
2950,-1.88,OL,0.9,356
2950,-1.88,all,0.9,356
2950,-1.62,OL,-0.04,318
2950,-1.62,all,-0.04,318
2950,-1.38,OL,0.91,229
2950,-1.38,all,0.91,229
2950,-1.12,OL,0.41,467
2950,-1.12,all,0.41,467
2950,-0.88,OL,2.62,386
2950,-0.88,all,2.62,386
2950,-0.62,OL,2.13,145
2950,-0.62,all,2.13,145
2950,-0.38,OL,3.24,251
2950,-0.38,all,3.24,251
2950,-0.12,OL,2.96,255
2950,-0.12,all,2.96,255
2950,0.12,OL,3.65,303
2950,0.12,all,3.65,303
2950,0.38,OL,2.88,115
2950,0.38,all,2.88,115
2950,0.62,OL,-0.34,223
2950,0.62,all,-0.34,223
2950,0.88,OL,-1.48,269
2950,0.88,all,-1.48,269
2950,1.12,OL,-4.21,50
2950,1.12,all,-4.21,50
2950,1.38,OL,-6.8,80
2950,1.38,all,-6.8,80
2950,1.62,OL,-8.47,88
2950,1.62,all,-8.47,88
2950,1.88,OL,-9.29,138
2950,1.88,all,-9.29,138
2950,2.12,OL,-8.77,13
2950,2.12,all,-8.77,13
2950,2.38,OL,-7.01,25
2950,2.38,all,-7.01,25
2950,2.62,OL,-5.11,26
2950,2.62,all,-5.11,26
2950,2.88,OL,-5.33,67
2950,2.88,all,-5.33,67
2950,3.12,OL,-5.65,42
2950,3.12,all,-5.65,42
2950,3.38,OL,-7.01,55
2950,3.38,all,-7.01,55
2950,3.62,OL,-6.19,22
2950,3.62,all,-6.19,22
2950,3.88,OL,-5.76,4
2950,3.88,all,-5.76,4
2950,4.12,OL,-4.51,14
2950,4.12,all,-4.51,14
2950,4.38,OL,-4.94,6
2950,4.38,all,-4.94,6
2950,4.62,OL,-3.01,4
2950,4.62,all,-3.01,4
2950,4.88,OL,-2.83,2
2950,4.88,all,-2.83,2
2950,5.12,OL,0.78,5
2950,5.12,all,0.78,5
2950,5.38,OL,1.76,2
2950,5.38,all,1.76,2
2950,5.62,OL,-2.94,2
2950,5.62,all,-2.94,2
3050,-10.88,OL,-1.29,64
3050,-10.88,CL,2.34,130
3050,-10.88,all,1.56,194
3050,-10.62,OL,3.13,8
3050,-10.62,CL,3.12,62
3050,-10.62,all,3.12,70
3050,-10.38,OL,-0.18,35
3050,-10.38,CL,0.0,151
3050,-10.38,all,0.0,186
3050,-10.12,OL,-1.6,111
3050,-10.12,CL,-2.34,302
3050,-10.12,all,-2.22,413
3050,-9.88,OL,-2.58,273
3050,-9.88,CL,-1.56,381
3050,-9.88,all,-1.56,654
3050,-9.62,OL,-2.89,105
3050,-9.62,CL,-1.56,345
3050,-9.62,all,-2.34,450
3050,-9.38,OL,-1.86,309
3050,-9.38,CL,0.0,750
3050,-9.38,all,-0.78,1059
3050,-9.12,OL,-2.82,318
3050,-9.12,CL,-0.78,959
3050,-9.12,all,-1.32,1277
3050,-8.88,OL,-3.36,245
3050,-8.88,CL,-1.56,806
3050,-8.88,all,-2.34,1051
3050,-8.62,OL,-3.23,296
3050,-8.62,CL,-2.34,487
3050,-8.62,all,-2.34,783
3050,-8.38,OL,-3.11,497
3050,-8.38,CL,-2.34,653
3050,-8.38,all,-2.34,1150
3050,-8.12,OL,-2.71,344
3050,-8.12,CL,-0.78,884
3050,-8.12,all,-1.56,1228
3050,-7.88,OL,-2.55,76
3050,-7.88,CL,0.78,308
3050,-7.88,all,0.0,384
3050,-7.62,OL,-3.18,286
3050,-7.62,CL,-2.34,812
3050,-7.62,all,-2.34,1098
3050,-7.38,OL,-2.38,275
3050,-7.38,CL,-3.12,787
3050,-7.38,all,-2.99,1062
3050,-7.12,OL,-3.5,374
3050,-7.12,CL,-3.91,1045
3050,-7.12,all,-3.91,1419
3050,-6.88,OL,-2.95,207
3050,-6.88,CL,-4.69,335
3050,-6.88,all,-3.4,542
3050,-6.62,OL,-2.02,456
3050,-6.62,CL,-5.47,554
3050,-6.62,all,-3.91,1010
3050,-6.38,OL,-1.91,205
3050,-6.38,CL,-3.91,437
3050,-6.38,all,-3.23,642
3050,-6.12,OL,-1.08,133
3050,-6.12,CL,-3.91,257
3050,-6.12,all,-3.12,390
3050,-5.88,OL,-1.6,439
3050,-5.88,CL,-2.34,654
3050,-5.88,all,-2.34,1093
3050,-5.62,OL,-1.8,438
3050,-5.62,CL,-1.95,638
3050,-5.62,all,-1.8,1076
3050,-5.38,OL,-1.34,421
3050,-5.38,CL,0.0,896
3050,-5.38,all,-0.78,1317
3050,-5.12,OL,-1.29,210
3050,-5.12,CL,0.0,371
3050,-5.12,all,-0.53,581
3050,-4.88,OL,-2.0,605
3050,-4.88,CL,0.0,668
3050,-4.88,all,-0.78,1273
3050,-4.62,OL,-2.17,646
3050,-4.62,CL,0.0,624
3050,-4.62,all,-1.33,1270
3050,-4.38,OL,-2.51,544
3050,-4.38,CL,-0.78,355
3050,-4.38,all,-1.92,899
3050,-4.12,OL,-1.3,296
3050,-4.12,CL,-2.34,195
3050,-4.12,all,-1.56,491
3050,-3.88,OL,-1.29,464
3050,-3.88,CL,-2.34,460
3050,-3.88,all,-1.61,924
3050,-3.62,OL,-1.41,605
3050,-3.62,CL,-1.56,174
3050,-3.62,all,-1.46,779
3050,-3.38,OL,-0.87,310
3050,-3.38,CL,-0.78,80
3050,-3.38,all,-0.78,390
3050,-3.12,OL,0.54,699
3050,-3.12,CL,-0.78,57
3050,-3.12,all,0.27,756
3050,-2.88,OL,0.15,771
3050,-2.88,CL,-0.78,15
3050,-2.88,all,0.08,786
3050,-2.62,OL,0.22,768
3050,-2.62,all,0.22,768
3050,-2.38,OL,1.04,292
3050,-2.38,all,1.04,292
3050,-2.12,OL,2.22,498
3050,-2.12,all,2.22,498
3050,-1.88,OL,2.71,438
3050,-1.88,all,2.71,438
3050,-1.62,OL,0.78,272
3050,-1.62,all,0.78,272
3050,-1.38,OL,2.57,269
3050,-1.38,all,2.57,269
3050,-1.12,OL,1.83,413
3050,-1.12,all,1.83,413
3050,-0.88,OL,1.59,437
3050,-0.88,all,1.59,437
3050,-0.62,OL,3.74,150
3050,-0.62,all,3.74,150
3050,-0.38,OL,3.38,271
3050,-0.38,all,3.38,271
3050,-0.12,OL,2.75,320
3050,-0.12,all,2.75,320
3050,0.12,OL,2.53,276
3050,0.12,all,2.53,276
3050,0.38,OL,1.68,76
3050,0.38,all,1.68,76
3050,0.62,OL,-1.0,134
3050,0.62,all,-1.0,134
3050,0.88,OL,-4.78,142
3050,0.88,all,-4.78,142
3050,1.12,OL,-6.83,62
3050,1.12,all,-6.83,62
3050,1.38,OL,-11.31,94
3050,1.38,all,-11.31,94
3050,1.62,OL,-9.81,51
3050,1.62,all,-9.81,51
3050,1.88,OL,-9.47,42
3050,1.88,all,-9.47,42
3050,2.12,OL,-9.87,16
3050,2.12,all,-9.87,16
3050,2.38,OL,-10.06,34
3050,2.38,all,-10.06,34
3050,2.62,OL,-7.22,28
3050,2.62,all,-7.22,28
3050,2.88,OL,-3.68,6
3050,2.88,all,-3.68,6
3050,3.12,OL,-5.96,15
3050,3.12,all,-5.96,15
3050,3.38,OL,-4.74,49
3050,3.38,all,-4.74,49
3050,3.62,OL,-5.12,47
3050,3.62,all,-5.12,47
3050,3.88,OL,-5.61,7
3050,3.88,all,-5.61,7
3050,4.12,OL,-3.76,27
3050,4.12,all,-3.76,27
3050,4.38,OL,-0.32,5
3050,4.38,all,-0.32,5
3050,4.88,OL,-2.32,1
3050,4.88,all,-2.32,1
3050,5.12,OL,-1.21,2
3050,5.12,all,-1.21,2
3050,5.38,OL,1.33,2
3050,5.38,all,1.33,2
3050,5.62,OL,0.79,1
3050,5.62,all,0.79,1
3150,-10.88,OL,-1.44,74
3150,-10.88,CL,3.12,124
3150,-10.88,all,1.45,198
3150,-10.62,OL,-2.21,24
3150,-10.62,CL,3.91,74
3150,-10.62,all,3.12,98
3150,-10.38,OL,-1.47,22
3150,-10.38,CL,-1.56,165
3150,-10.38,all,-1.56,187
3150,-10.12,OL,-2.57,62
3150,-10.12,CL,0.0,245
3150,-10.12,all,-0.86,307
3150,-9.88,OL,-3.5,75
3150,-9.88,CL,-2.34,425
3150,-9.88,all,-2.34,500
3150,-9.62,OL,-2.91,164
3150,-9.62,CL,-2.34,328
3150,-9.62,all,-2.34,492
3150,-9.38,OL,-2.25,200
3150,-9.38,CL,-1.56,663
3150,-9.38,all,-1.56,863
3150,-9.12,OL,-3.49,473
3150,-9.12,CL,-1.56,846
3150,-9.12,all,-2.34,1319
3150,-8.88,OL,-3.48,457
3150,-8.88,CL,-2.34,1145
3150,-8.88,all,-2.75,1602
3150,-8.62,OL,-3.29,286
3150,-8.62,CL,-2.34,291
3150,-8.62,all,-2.56,577
3150,-8.38,OL,-3.53,282
3150,-8.38,CL,-3.12,579
3150,-8.38,all,-3.12,861
3150,-8.12,OL,-2.24,130
3150,-8.12,CL,-3.12,517
3150,-8.12,all,-2.5,647
3150,-7.88,OL,-2.51,133
3150,-7.88,CL,-1.56,165
3150,-7.88,all,-2.34,298
3150,-7.62,OL,-2.58,210
3150,-7.62,CL,-2.34,485
3150,-7.62,all,-2.34,695
3150,-7.38,OL,-2.56,302
3150,-7.38,CL,-3.91,690
3150,-7.38,all,-3.82,992
3150,-7.12,OL,-1.92,438
3150,-7.12,CL,-3.91,806
3150,-7.12,all,-3.12,1244
3150,-6.88,OL,-2.55,166
3150,-6.88,CL,-3.91,373
3150,-6.88,all,-3.12,539
3150,-6.62,OL,-2.22,310
3150,-6.62,CL,-3.12,577
3150,-6.62,all,-2.55,887
3150,-6.38,OL,-2.31,306
3150,-6.38,CL,-2.34,604
3150,-6.38,all,-2.34,910
3150,-6.12,OL,0.1,143
3150,-6.12,CL,-1.56,274
3150,-6.12,all,-1.56,417
3150,-5.88,OL,-1.43,503
3150,-5.88,CL,-0.78,851
3150,-5.88,all,-0.78,1354
3150,-5.62,OL,-1.99,401
3150,-5.62,CL,0.0,684
3150,-5.62,all,-0.62,1085
3150,-5.38,OL,-2.84,378
3150,-5.38,CL,0.79,748
3150,-5.38,all,0.0,1126
3150,-5.12,OL,-2.95,216
3150,-5.12,CL,0.78,369
3150,-5.12,all,-0.71,585
3150,-4.88,OL,-2.03,431
3150,-4.88,CL,0.78,597
3150,-4.88,all,0.0,1028
3150,-4.62,OL,-1.62,545
3150,-4.62,CL,-0.78,634
3150,-4.62,all,-1.03,1179
3150,-4.38,OL,-0.59,467
3150,-4.38,CL,-0.78,366
3150,-4.38,all,-0.78,833
3150,-4.12,OL,-0.99,411
3150,-4.12,CL,-0.78,191
3150,-4.12,all,-0.78,602
3150,-3.88,OL,0.29,749
3150,-3.88,CL,0.0,219
3150,-3.88,all,0.0,968
3150,-3.62,OL,0.5,880
3150,-3.62,CL,-0.78,25
3150,-3.62,all,0.42,905
3150,-3.38,OL,-0.3,473
3150,-3.38,CL,0.0,1
3150,-3.38,all,-0.29,474
3150,-3.12,OL,-0.44,984
3150,-3.12,CL,-0.78,1
3150,-3.12,all,-0.44,985
3150,-2.88,OL,-1.86,930
3150,-2.88,all,-1.86,930
3150,-2.62,OL,-0.22,700
3150,-2.62,all,-0.22,700
3150,-2.38,OL,1.71,429
3150,-2.38,all,1.71,429
3150,-2.12,OL,1.79,708
3150,-2.12,all,1.79,708
3150,-1.88,OL,2.26,738
3150,-1.88,all,2.26,738
3150,-1.62,OL,2.39,512
3150,-1.62,all,2.39,512
3150,-1.38,OL,1.61,285
3150,-1.38,all,1.61,285
3150,-1.12,OL,2.15,424
3150,-1.12,all,2.15,424
3150,-0.88,OL,3.71,483
3150,-0.88,all,3.71,483
3150,-0.62,OL,3.75,229
3150,-0.62,all,3.75,229
3150,-0.38,OL,3.51,333
3150,-0.38,all,3.51,333
3150,-0.12,OL,0.3,398
3150,-0.12,all,0.3,398
3150,0.12,OL,-1.55,293
3150,0.12,all,-1.55,293
3150,0.38,OL,-3.39,108
3150,0.38,all,-3.39,108
3150,0.62,OL,-4.73,156
3150,0.62,all,-4.73,156
3150,0.88,OL,-7.96,220
3150,0.88,all,-7.96,220
3150,1.12,OL,-10.66,60
3150,1.12,all,-10.66,60
3150,1.38,OL,-11.22,76
3150,1.38,all,-11.22,76
3150,1.62,OL,-9.8,58
3150,1.62,all,-9.8,58
3150,1.88,OL,-8.01,54
3150,1.88,all,-8.01,54
3150,2.12,OL,-6.5,31
3150,2.12,all,-6.5,31
3150,2.38,OL,-9.06,82
3150,2.38,all,-9.06,82
3150,2.62,OL,-4.63,36
3150,2.62,all,-4.63,36
3150,2.88,OL,-4.75,54
3150,2.88,all,-4.75,54
3150,3.12,OL,-3.72,22
3150,3.12,all,-3.72,22
3150,3.38,OL,-0.59,13
3150,3.38,all,-0.59,13
3150,3.62,OL,-1.1,50
3150,3.62,all,-1.1,50
3150,3.88,OL,-5.68,16
3150,3.88,all,-5.68,16
3150,4.12,OL,-0.16,31
3150,4.12,all,-0.16,31
3150,4.38,OL,1.6,6
3150,4.38,all,1.6,6
3150,4.88,OL,-0.5,3
3150,4.88,all,-0.5,3
3150,5.12,OL,0.16,9
3150,5.12,all,0.16,9
3150,5.38,OL,3.49,17
3150,5.38,all,3.49,17
3150,5.62,OL,2.64,13
