rpm,mp,mode,err,n
3750,-8.62,CL,-4.69,21
3750,-8.62,all,-4.29,28
3750,-8.38,OL,-2.44,28
3750,-8.38,CL,-7.03,28
3750,-8.38,all,-4.23,56
3750,-8.12,OL,-1.57,29
3750,-8.12,CL,-6.25,48
3750,-8.12,all,-5.47,77
3750,-7.88,OL,-2.48,18
3750,-7.88,CL,-6.25,19
3750,-7.88,all,-5.58,37
3750,-7.62,OL,0.72,29
3750,-7.62,CL,-5.47,73
3750,-7.62,all,-5.47,102
3750,-7.38,OL,0.21,9
3750,-7.38,CL,-4.69,96
3750,-7.38,all,-4.69,105
3750,-7.12,OL,-0.51,21
3750,-7.12,CL,-3.12,81
3750,-7.12,all,-2.34,102
3750,-6.88,OL,0.77,25
3750,-6.88,CL,-3.12,51
3750,-6.88,all,-2.34,76
3750,-6.62,OL,0.28,51
3750,-6.62,CL,-3.91,130
3750,-6.62,all,-3.12,181
3750,-6.38,OL,-0.98,77
3750,-6.38,CL,-3.9,149
3750,-6.38,all,-3.12,226
3750,-6.12,OL,-0.61,46
3750,-6.12,CL,-4.69,115
3750,-6.12,all,-3.9,161
3750,-5.88,OL,-0.57,134
3750,-5.88,CL,-3.91,134
3750,-5.88,all,-2.43,268
3750,-5.62,OL,-0.85,352
3750,-5.62,CL,-3.12,54
3750,-5.62,all,-1.01,406
3750,-5.38,OL,-0.63,319
3750,-5.38,CL,0.0,9
3750,-5.38,all,-0.6,328
3750,-5.12,OL,1.65,190
3750,-5.12,all,1.65,190
3750,-4.88,OL,0.87,284
3750,-4.88,all,0.87,284
3750,-4.62,OL,1.31,321
3750,-4.62,all,1.31,321
3750,-4.38,OL,1.92,384
3750,-4.38,all,1.92,384
3750,-4.12,OL,1.79,298
3750,-4.12,all,1.79,298
3750,-3.88,OL,2.11,688
3750,-3.88,all,2.11,688
3750,-3.62,OL,2.71,606
3750,-3.62,all,2.71,606
3750,-3.38,OL,2.86,248
3750,-3.38,all,2.86,248
3750,-3.12,OL,3.12,570
3750,-3.12,all,3.12,570
3750,-2.88,OL,1.84,471
3750,-2.88,all,1.84,471
3750,-2.62,OL,-0.22,346
3750,-2.62,all,-0.22,346
3750,-2.38,OL,-2.22,199
3750,-2.38,all,-2.22,199
3750,-2.12,OL,-3.95,425
3750,-2.12,all,-3.95,425
3750,-1.88,OL,-5.66,712
3750,-1.88,all,-5.66,712
3750,-1.62,OL,-9.13,466
3750,-1.62,all,-9.13,466
3750,-1.38,OL,-9.75,330
3750,-1.38,all,-9.75,330
3750,-1.12,OL,-8.64,506
3750,-1.12,all,-8.64,506
3750,-0.88,OL,-9.66,252
3750,-0.88,all,-9.66,252
3750,-0.62,OL,-8.57,152
3750,-0.62,all,-8.57,152
3750,-0.38,OL,-8.5,323
3750,-0.38,all,-8.5,323
3750,-0.12,OL,-7.76,269
3750,-0.12,all,-7.76,269
3750,0.12,OL,-5.61,172
3750,0.12,all,-5.61,172
3750,0.38,OL,-4.38,78
3750,0.38,all,-4.38,78
3750,0.62,OL,-3.09,72
3750,0.62,all,-3.09,72
3750,0.88,OL,-5.16,49
3750,0.88,all,-5.16,49
3750,1.12,OL,-4.65,25
3750,1.12,all,-4.65,25
3750,1.38,OL,-2.91,39
3750,1.38,all,-2.91,39
3750,1.62,OL,-1.62,73
3750,1.62,all,-1.62,73
3750,1.88,OL,-1.74,80
3750,1.88,all,-1.74,80
3750,2.12,OL,-1.76,16
3750,2.12,all,-1.76,16
3750,2.38,OL,-2.97,20
3750,2.38,all,-2.97,20
3750,2.62,OL,-4.66,6
3750,2.62,all,-4.66,6
3750,4.12,OL,-8.39,9
3750,4.12,all,-8.39,9
3750,4.38,OL,-4.22,7
3750,4.38,all,-4.22,7
3750,4.62,OL,-3.39,4
3750,4.62,all,-3.39,4
3850,-10.12,CL,0.78,16
3850,-10.12,all,0.78,16
3850,-9.88,CL,0.78,9
3850,-9.88,all,0.78,9
3850,-9.38,OL,3.27,6
3850,-9.38,all,3.27,6
3850,-9.12,CL,-4.69,1
3850,-9.12,all,-4.69,1
3850,-8.88,OL,2.3,3
3850,-8.88,CL,-5.47,1
3850,-8.88,all,1.46,4
3850,-8.62,OL,-3.82,3
3850,-8.62,CL,-5.47,19
3850,-8.62,all,-5.47,22
3850,-8.38,OL,-4.14,13
3850,-8.38,CL,-5.47,14
3850,-8.38,all,-5.47,27
3850,-8.12,OL,-6.09,43
3850,-8.12,CL,-4.69,13
3850,-8.12,all,-5.61,56
3850,-7.88,OL,-1.13,24
3850,-7.88,CL,-7.03,2
3850,-7.88,all,-1.94,26
3850,-7.62,OL,-4.45,88
3850,-7.62,CL,-5.47,65
3850,-7.62,all,-5.1,153
3850,-7.38,OL,-1.63,19
3850,-7.38,CL,-5.47,125
3850,-7.38,all,-5.47,144
3850,-7.12,OL,-0.07,41
3850,-7.12,CL,-6.25,71
3850,-7.12,all,-4.69,112
3850,-6.88,OL,-0.07,29
3850,-6.88,CL,-10.16,7
3850,-6.88,all,-0.36,36
3850,-6.62,OL,-0.39,37
3850,-6.62,CL,-8.2,24
3850,-6.62,all,-3.89,61
3850,-6.38,OL,-1.32,78
3850,-6.38,CL,-5.47,30
3850,-6.38,all,-2.65,108
3850,-6.12,OL,0.3,58
3850,-6.12,CL,-6.25,19
3850,-6.12,all,-0.87,77
3850,-5.88,OL,-0.56,84
3850,-5.88,CL,-6.25,13
3850,-5.88,all,-0.87,97
3850,-5.62,OL,-1.43,125
3850,-5.62,CL,-2.34,3
3850,-5.62,all,-1.48,128
3850,-5.38,OL,-2.39,71
3850,-5.38,all,-2.39,71
3850,-5.12,OL,-1.42,57
3850,-5.12,all,-1.42,57
3850,-4.88,OL,-1.39,100
3850,-4.88,all,-1.39,100
3850,-4.62,OL,-0.15,115
3850,-4.62,all,-0.15,115
3850,-4.38,OL,-1.15,119
3850,-4.38,all,-1.15,119
3850,-4.12,OL,0.08,46
3850,-4.12,all,0.08,46
3850,-3.88,OL,-1.42,81
3850,-3.88,all,-1.42,81
3850,-3.62,OL,1.53,75
3850,-3.62,all,1.53,75
3850,-3.38,OL,0.0,26
3850,-3.38,all,0.0,26
3850,-3.12,OL,-1.12,59
3850,-3.12,all,-1.12,59
3850,-2.88,OL,-4.65,102
3850,-2.88,all,-4.65,102
3850,-2.62,OL,-4.74,73
3850,-2.62,all,-4.74,73
3850,-2.38,OL,-5.54,56
3850,-2.38,all,-5.54,56
3850,-2.12,OL,-8.01,93
3850,-2.12,all,-8.01,93
3850,-1.88,OL,-9.99,122
3850,-1.88,all,-9.99,122
3850,-1.62,OL,-10.22,107
3850,-1.62,all,-10.22,107
3850,-1.38,OL,-7.99,21
3850,-1.38,all,-7.99,21
3850,-1.12,OL,-4.47,19
3850,-1.12,all,-4.47,19
3850,-0.88,OL,-4.97,24
3850,-0.88,all,-4.97,24
3850,-0.62,OL,-9.32,2
3850,-0.62,all,-9.32,2
3850,-0.38,OL,-6.13,24
3850,-0.38,all,-6.13,24
3850,-0.12,OL,-3.93,25
3850,-0.12,all,-3.93,25
3850,0.12,OL,-2.95,34
3850,0.12,all,-2.95,34
3850,0.38,OL,-3.43,17
3850,0.38,all,-3.43,17
3850,0.62,OL,-2.38,6
3850,0.62,all,-2.38,6
3850,0.88,OL,0.11,9
3850,0.88,all,0.11,9
3850,1.12,OL,1.09,2
3850,1.12,all,1.09,2
3850,1.38,OL,-1.78,4
3850,1.38,all,-1.78,4
3950,-9.38,OL,2.18,16
3950,-9.38,CL,-4.3,6
3950,-9.38,all,0.18,22
3950,-9.12,OL,-5.58,3
3950,-9.12,CL,-5.47,5
3950,-9.12,all,-5.52,8
3950,-8.88,OL,-1.92,4
3950,-8.88,CL,-7.03,1
3950,-8.88,all,-2.21,5
3950,-8.62,OL,-2.1,4
3950,-8.62,CL,-6.25,6
3950,-8.62,all,-5.47,10
3950,-8.38,OL,-1.63,33
3950,-8.38,CL,-8.59,9
3950,-8.38,all,-1.94,42
3950,-8.12,OL,2.2,18
3950,-8.12,CL,-7.81,11
3950,-8.12,all,-0.98,29
3950,-7.88,OL,0.38,13
3950,-7.88,all,0.38,13
3950,-7.62,OL,-2.47,11
3950,-7.62,all,-2.47,11
3950,-7.38,OL,-4.24,1
3950,-7.38,CL,-4.68,1
3950,-7.38,all,-4.46,2
3950,-7.12,OL,-0.98,12
3950,-7.12,all,-0.98,12
3950,-6.88,OL,-0.7,3
3950,-6.88,all,-0.7,3
3950,-6.62,OL,0.3,6
3950,-6.62,CL,-9.77,2
3950,-6.62,all,-0.98,8
3950,-6.38,OL,-2.38,23
3950,-6.38,all,-2.38,23
3950,-6.12,OL,-2.72,25
3950,-6.12,CL,-7.81,3
3950,-6.12,all,-2.9,28
3950,-5.88,OL,-3.18,21
3950,-5.88,CL,-5.47,21
3950,-5.88,all,-5.35,42
3950,-5.62,OL,-0.1,54
3950,-5.62,CL,-2.34,7
3950,-5.62,all,-0.12,61
3950,-5.38,OL,3.83,60
3950,-5.38,all,3.83,60
3950,-5.12,OL,2.55,58
3950,-5.12,all,2.55,58
3950,-4.88,OL,2.9,10
3950,-4.88,all,2.9,10
3950,-4.62,OL,2.74,5
3950,-4.62,all,2.74,5
3950,-4.38,OL,3.99,14
3950,-4.38,all,3.99,14
3950,-4.12,OL,6.31,5
3950,-4.12,all,6.31,5
3950,-3.88,OL,6.67,1
3950,-3.88,all,6.67,1
3950,-3.62,OL,2.12,8
3950,-3.62,all,2.12,8
3950,-3.38,OL,-0.39,15
3950,-3.38,all,-0.39,15
3950,-3.12,OL,4.28,3
3950,-3.12,all,4.28,3
3950,-2.88,OL,3.22,3
3950,-2.88,all,3.22,3
3950,-2.62,OL,0.99,6
3950,-2.62,all,0.99,6
3950,-2.38,OL,-8.63,10
3950,-2.38,all,-8.63,10
3950,-2.12,OL,-9.52,30
3950,-2.12,all,-9.52,30
3950,-1.88,OL,-9.08,21
3950,-1.88,all,-9.08,21
3950,-1.62,OL,-9.9,9
3950,-1.62,all,-9.9,9
3950,-1.38,OL,-8.9,11
3950,-1.38,all,-8.9,11
3950,-1.12,OL,-7.68,17
3950,-1.12,all,-7.68,17
3950,-0.88,OL,-3.32,18
3950,-0.88,all,-3.32,18
3950,-0.62,OL,-3.93,9
3950,-0.62,all,-3.93,9
3950,-0.38,OL,-3.43,17
3950,-0.38,all,-3.43,17
3950,-0.12,OL,-2.07,14
3950,-0.12,all,-2.07,14
3950,0.12,OL,-3.36,30
3950,0.12,all,-3.36,30
3950,0.38,OL,-0.86,3
3950,0.38,all,-0.86,3
3950,0.62,OL,-3.16,9
3950,0.62,all,-3.16,9
3950,0.88,OL,-1.05,15
3950,0.88,all,-1.05,15
3950,1.12,OL,-1.33,15
3950,1.12,all,-1.33,15
3950,1.38,OL,-2.73,10
3950,1.38,all,-2.73,10
3950,1.62,OL,-3.79,17
3950,1.62,all,-3.79,17
3950,1.88,OL,-6.12,24
3950,1.88,all,-6.12,24
3950,2.12,OL,-6.04,3
3950,2.12,all,-6.04,3
3950,2.38,OL,-6.22,9
3950,2.38,all,-6.22,9
3950,2.88,OL,-3.53,1
3950,2.88,all,-3.53,1
3950,3.12,OL,-3.37,1
3950,3.12,all,-3.37,1
3950,3.38,OL,-4.14,1
3950,3.38,all,-4.14,1
3950,5.38,OL,-2.08,3
3950,5.38,all,-2.08,3
3950,5.62,OL,-6.93,10
3950,5.62,all,-6.93,10
3950,5.88,OL,-4.85,3
3950,5.88,all,-4.85,3
4050,-10.12,OL,-4.74,2
4050,-10.12,all,-4.74,2
4050,-9.88,OL,-4.29,10
4050,-9.88,all,-4.29,10
4050,-9.62,OL,-5.24,2
4050,-9.62,all,-5.24,2
4050,-9.38,OL,-4.45,5
4050,-9.38,CL,-3.91,5
4050,-9.38,all,-4.45,10
4050,-9.12,OL,-3.84,37
4050,-9.12,CL,-8.98,2
4050,-9.12,all,-3.89,39
4050,-8.88,OL,-0.47,14
4050,-8.88,CL,-6.64,2
4050,-8.88,all,-0.95,16
4050,-8.62,OL,-1.13,3
4050,-8.62,all,-1.13,3
4050,-8.38,OL,1.71,20
4050,-8.38,CL,-3.91,14
4050,-8.38,all,-0.42,34
4050,-8.12,OL,3.68,4
4050,-8.12,all,3.68,4
4050,-7.88,OL,0.63,5
4050,-7.88,all,0.63,5
4050,-7.62,OL,-1.66,3
4050,-7.62,all,-1.66,3
4050,-7.38,OL,2.2,12
4050,-7.38,all,2.2,12
4050,-7.12,OL,-1.57,13
4050,-7.12,all,-1.57,13
4050,-6.38,OL,0.63,1
4050,-6.38,all,0.63,1
4050,-6.12,OL,-2.43,18
4050,-6.12,all,-2.43,18
4050,-5.88,OL,-4.21,23
4050,-5.88,all,-4.21,23
4050,-5.62,OL,-4.41,21
4050,-5.62,CL,0.0,1
4050,-5.62,all,-4.23,22
4050,-5.38,OL,7.72,8
4050,-5.38,all,7.72,8
4050,-5.12,OL,8.9,3
4050,-5.12,all,8.9,3
4050,-4.62,OL,6.61,1
4050,-4.62,all,6.61,1
4050,-4.38,OL,6.64,5
4050,-4.38,all,6.64,5
4050,-4.12,OL,7.69,3
4050,-4.12,all,7.69,3
4050,-3.88,OL,5.91,19
4050,-3.88,all,5.91,19
4050,-3.62,OL,0.55,21
4050,-3.62,all,0.55,21
4050,-3.38,OL,1.69,17
4050,-3.38,all,1.69,17
4050,-3.12,OL,0.31,3
4050,-3.12,all,0.31,3
4050,-2.88,OL,-2.78,11
4050,-2.88,all,-2.78,11
4050,-2.62,OL,4.96,1
4050,-2.62,all,4.96,1
4050,-1.62,OL,-6.36,1
4050,-1.62,all,-6.36,1
4050,-1.38,OL,-5.6,2
4050,-1.38,all,-5.6,2
4050,-1.12,OL,-9.86,1
4050,-1.12,all,-9.86,1
4050,-0.88,OL,-5.38,1
4050,-0.88,all,-5.38,1
4050,-0.62,OL,0.08,7
4050,-0.62,all,0.08,7
4050,-0.38,OL,-1.54,11
4050,-0.38,all,-1.54,11
4050,-0.12,OL,1.15,6
4050,-0.12,all,1.15,6
4050,0.62,OL,1.31,6
4050,0.62,all,1.31,6
4050,0.88,OL,-1.4,9
4050,0.88,all,-1.4,9
4050,1.12,OL,1.23,5
4050,1.12,all,1.23,5
4050,1.38,OL,-0.6,10
4050,1.38,all,-0.6,10
4050,1.62,OL,-0.08,11
4050,1.62,all,-0.08,11
4050,1.88,OL,-5.87,6
4050,1.88,all,-5.87,6
4150,-9.88,OL,-4.14,3
4150,-9.88,all,-4.14,3
4150,-9.38,OL,-4.14,1
4150,-9.38,all,-4.14,1
4150,-9.12,OL,-4.14,17
4150,-9.12,all,-4.14,17
4150,-8.88,OL,-6.29,2
4150,-8.88,all,-6.29,2
4150,-8.62,OL,-0.99,1
4150,-8.62,all,-0.99,1
4150,-8.38,OL,-0.36,8
4150,-8.38,all,-0.36,8
4150,-7.62,CL,-5.86,2
4150,-7.62,all,-5.86,2
4150,-7.38,OL,1.89,2
4150,-7.38,CL,-5.47,6
4150,-7.38,all,-5.47,8
4150,-6.38,OL,-0.05,2
4150,-6.38,all,-0.05,2
4150,-6.12,OL,-5.43,5
4150,-6.12,CL,2.34,10
4150,-6.12,all,2.34,15
4150,-5.88,OL,1.89,1
4150,-5.88,CL,3.91,2
4150,-5.88,all,3.91,3
4150,-5.38,OL,8.64,2
4150,-5.38,all,8.64,2
4150,-5.12,OL,8.24,9
4150,-5.12,all,8.24,9
4150,-4.38,OL,5.15,6
4150,-4.38,all,5.15,6
4150,-4.12,OL,1.43,9
4150,-4.12,all,1.43,9
4150,-3.88,OL,3.47,11
4150,-3.88,all,3.47,11
4150,-2.88,OL,-5.36,12
4150,-2.88,all,-5.36,12
4150,-2.62,OL,-4.0,4
4150,-2.62,all,-4.0,4
4150,-1.62,OL,-4.9,5
4150,-1.62,all,-4.9,5
4150,-1.38,OL,-0.11,2
4150,-1.38,all,-0.11,2
4150,-1.12,OL,-3.5,11
4150,-1.12,all,-3.5,11
4150,-0.88,OL,2.3,4
4150,-0.88,all,2.3,4
4150,-0.62,OL,3.99,2
4150,-0.62,all,3.99,2
4150,-0.38,OL,3.81,3
4150,-0.38,all,3.81,3
4150,1.88,OL,-6.5,2
4150,1.88,all,-6.5,2
4150,2.12,OL,-6.93,3
4150,2.12,all,-6.93,3
4150,2.38,OL,-8.42,7
4150,2.38,all,-8.42,7
4250,-5.38,OL,6.62,2
4250,-5.38,all,6.62,2
4250,-5.12,OL,6.8,3
4250,-5.12,all,6.8,3
4250,-4.38,OL,-2.36,4
4250,-4.38,all,-2.36,4
4250,-4.12,OL,-7.27,12
4250,-4.12,all,-7.27,12
4250,-2.62,OL,-5.17,8
4250,-2.62,all,-5.17,8
4250,-2.38,OL,-3.06,5
4250,-2.38,all,-3.06,5
4250,-1.62,OL,-4.23,12
4250,-1.62,all,-4.23,12
4250,-1.38,OL,-3.73,9
4250,-1.38,all,-3.73,9
4250,-1.12,OL,-3.23,6
4250,-1.12,all,-3.23,6
4250,-0.38,OL,3.65,7
4250,-0.38,all,3.65,7
4250,2.38,OL,-8.05,1
4250,2.38,all,-8.05,1
4350,-5.88,OL,9.76,6
4350,-5.88,all,9.76,6
4350,-4.38,OL,-11.22,6
4350,-4.38,all,-11.22,6
4350,-4.12,OL,-11.72,4
4350,-4.12,all,-11.72,4
4350,-2.12,OL,-1.8,13
4350,-2.12,all,-1.8,13
4350,-1.62,OL,-3.97,17
4350,-1.62,all,-3.97,17
4350,-1.38,OL,-1.8,2
4350,-1.38,all,-1.8,2
4450,-9.12,OL,3.17,5
4450,-9.12,all,3.17,5
4450,-8.88,OL,-0.05,14
4450,-8.88,all,-0.05,14
4450,-7.62,OL,3.38,7
4450,-7.62,all,3.38,7
4450,-5.88,OL,10.36,7
4450,-5.88,all,10.36,7
4450,-5.62,OL,7.57,8
4450,-5.62,all,7.57,8
4450,-5.38,OL,-5.4,4
4450,-5.38,all,-5.4,4
4450,-5.12,OL,0.77,3
4450,-5.12,all,0.77,3
4450,-4.88,OL,-4.42,3
4450,-4.88,all,-4.42,3
4450,-4.62,OL,-5.34,10
4450,-4.62,all,-5.34,10
4450,-3.12,OL,-8.91,11
4450,-3.12,all,-8.91,11
4450,-2.88,OL,-5.03,5
4450,-2.88,all,-5.03,5
4450,-2.62,OL,-4.84,4
4450,-2.62,all,-4.84,4
4450,-2.12,OL,-1.09,6
4450,-2.12,all,-1.09,6
4450,-1.88,OL,-0.61,9
4450,-1.88,all,-0.61,9
4450,-1.62,OL,-4.9,14
4450,-1.62,all,-4.9,14
4550,-7.62,OL,0.86,1
4550,-7.62,all,0.86,1
4550,-7.38,OL,2.17,2
4550,-7.38,all,2.17,2
4550,-4.88,OL,-2.85,18
4550,-4.88,all,-2.85,18
4550,-3.12,OL,-8.65,19
4550,-3.12,all,-8.65,19
4550,-0.88,OL,-3.16,8
4550,-0.88,all,-3.16,8
4550,-0.62,OL,-9.66,6
4550,-0.62,all,-9.66,6
4550,-0.38,OL,-10.45,1
4550,-0.38,all,-10.45,1
4550,-0.12,OL,-10.71,1
4550,-0.12,all,-10.71,1
4650,-5.62,OL,-1.77,1
4650,-5.62,all,-1.77,1
4650,-5.38,OL,-4.27,3
4650,-5.38,all,-4.27,3
4650,-5.12,OL,-5.78,3
4650,-5.12,all,-5.78,3
4650,-4.88,OL,-3.1,12
4650,-4.88,all,-3.1,12
4650,-0.38,OL,-9.86,6
4650,-0.38,all,-9.86,6
4650,-0.12,OL,-10.77,4
4650,-0.12,all,-10.77,4
