log_date,rom_rev,log_path,pull_id,start_sample,end_sample,pull_type,gear_path,gear_ratios,shift_offsets,duration_s,start_RPM,peak_RPM,RPM_span,pre_spool_duration_s,main_spool_duration_s,target_approach_duration_s,hold_fade_duration_s,entry_mrp,peak_mrp,target_mrp_at_peak,attainment_pct,peak_under_target_psi,slam_magnitude_wgdc,min_Tdp,max_Tdp,max_tdi,peak_wgdc,hold_wgdc_median,avcs_at_pull_start,avcs_at_peak,avcs_at_lift,timing_at_peak,mean_wbo2,mean_AFR_delta,min_FBKC,flkc_decrements,knock_during,app_high_frac,thr_full_frac,saturated_frac,writeup_path
2026-04-24,20.8,logs/April/4-24/4-24 full.csv,20.8__4-24 full__s55181,55181,55229,mixed,"r=62.3,s@10,r=61.9","62.3,61.9",10.0,1.8800000000010184,4679.0,5576.0,897.0,0.5200000000004366,0.1599999999998544,0.2000000000007276,1.0,1.73,22.18,20.4361,1.0853342858960369,-1.7439,14.509799999999998,-4.67608,10.1051,0.273153,75.2941,62.7451,3.0,5.0,4.0,10.5,12.767320833333336,0.337963,-1.4,2,1,0.4791666666666667,0.9791666666666666,0.5208333333333334,logs/wot_pulls/20.8__4-24 full__s55181.md
2026-05-11,20.11,logs/5-11 20.11/log0001.csv,20.11__log0001__s19168,19168,19249,true_wot,"r=102.8,s@80,r=87.8","102.8,87.8",80.0,3.199999999999932,2629.0,5981.0,3352.0,1.0,0.5199999999999818,0.2400000000000091,1.4399999999999409,3.33,21.74,22.29,0.975325257963212,0.5500000000000007,8.620000000000005,-0.400278,10.0781,4.80353,80.0,69.02,26.0,21.0,4.0,9.0,11.514938271604938,0.1397260273972603,-1.4,2,1,0.9876543209876544,1.0,0.0123456790123456,logs/wot_pulls/20.11__log0001__s19168.md
2026-05-23,20.14,logs/5-23 20.14/log0003.csv,20.14__log0003__s28136,28136,28184,true_wot,r=102.9,102.9,,1.8800000000001087,3089.0,5012.0,1923.0,0.6799999999998363,0.5199999999999818,0.2400000000002364,0.4400000000000545,3.76,21.02,21.86,0.9615736505032022,0.8399999999999999,2.3499999999999943,-7.14994,10.1509,1.38276,80.0,71.76,28.0,17.0,6.0,8.5,11.061041666666668,-0.1224999999999997,0.0,0,0,0.9583333333333334,1.0,0.0416666666666666,logs/wot_pulls/20.14__log0003__s28136.md
2026-06-07,20.17a,logs/6-7 BIG 20.17a fixed/log0001.csv,20.17a__log0001__s36334,36334,36365,throttle_saturated,r=102.4,102.4,,1.199999999999818,3638.0,4151.0,513.0,0.6799999999993815,0.4400000000005093,0.0799999999999272,0.0,4.92,17.25,18.67,0.9239421531869308,1.4200000000000017,0.0,6.54052,10.2422,1.06342,80.0,67.84,4.0,23.0,23.0,9.5,12.82096774193548,0.2595652173913044,0.0,0,0,0.0,0.967741935483871,0.967741935483871,logs/wot_pulls/20.17a__log0001__s36334.md
2026-06-07,20.17a,logs/6-7 BIG 20.17a fixed/log0001.csv,20.17a__log0001__s601071,601071,601110,throttle_saturated,r=39.6,39.6,,1.519999999999527,2740.0,2839.0,99.0,1.519999999999527,0.0,0.0,0.0,2.31,8.11,16.76,0.4838902147971359,8.650000000000002,,10.1806,10.1862,0.0,80.0,80.0,23.0,29.0,29.0,11.5,12.617179487179486,0.5583870967741934,0.0,0,0,0.0,1.0,1.0,logs/wot_pulls/20.17a__log0001__s601071.md
2026-03-21,stock,logs/Older/3-21.csv,stock__3-21__s41661,41661,41714,true_wot,r=62.0,62.0,,3.0,2853.0,3494.0,641.0,2.0,0.0,1.0,0.0,0.43,14.06,16.34,0.8604651162790699,2.2799999999999994,0.39000000000000057,0.0,10.08,0.0,79.22,73.73,19.0,31.0,31.0,10.0,12.703773584905662,0.4373333333333332,-4.2,0,1,0.8867924528301887,1.0,0.11320754716981132,logs/wot_pulls/stock__3-21__s41661.md
