log_date,rom_rev,log_path,rpm_bin,mrp_bin,sample_count,mean_maf_gs,median_maf_gs,st,std_maf_gs
2026-04-01,stock,logs/4-1.csv,3300.0,-10.5,43,16.631627906976743,16.8,,0.7556767078729542
2026-04-01,stock,logs/4-1.csv,3300.0,-10.0,40,17.232499999999998,16.595,,1.4341096585758393
2026-04-01,stock,logs/4-1.csv,3300.0,-9.5,58,19.599827586206896,19.76,,1.7012827888527833
2026-04-01,stock,logs/4-1.csv,3300.0,-9.0,65,23.27292307692308,23.23,,1.2131708493099322
2026-04-01,stock,logs/4-1.csv,3300.0,-8.5,287,26.028815331010456,26.02,,1.3713813122324343
2026-04-01,stock,logs/4-1.csv,3300.0,-8.0,131,27.852213740458016,28.15,,1.4192529400391416
2026-04-01,stock,logs/4-1.csv,3300.0,-7.5,112,30.737142857142857,30.615,,1.4205527591645977
2026-04-01,stock,logs/4-1.csv,3300.0,-7.0,17,35.76529411764706,35.89,,0.9337030955224662
2026-04-01,stock,logs/4-1.csv,3300.0,-6.5,26,37.28038461538461,38.64,,2.604728747135457
2026-04-01,stock,logs/4-1.csv,3300.0,-6.0,47,38.43531914893617,38.37,,0.9623608901478832
2026-04-01,stock,logs/4-1.csv,3300.0,-5.5,27,39.77111111111111,39.29,,1.1296402876523033
2026-04-01,stock,logs/4-1.csv,3700.0,-12.0,166,8.662409638554218,8.59,,0.6573409988392783
2026-04-01,stock,logs/4-1.csv,3700.0,-11.5,24,12.409166666666666,12.34,,0.4048179050287718
2026-04-01,stock,logs/4-1.csv,3700.0,-11.0,13,14.372307692307691,14.63,,1.1646469697305557
2026-04-01,stock,logs/4-1.csv,3700.0,-10.5,76,17.23013157894737,17.205,,0.8926925464324992
2026-04-01,stock,logs/4-1.csv,3700.0,-10.0,66,19.571060606060605,19.64,,0.8582955001053918
2026-04-01,stock,logs/4-1.csv,3700.0,-9.5,52,24.486153846153847,25.06,,2.152824094929821
2026-04-01,stock,logs/4-1.csv,3700.0,-9.0,90,25.022,24.63,,1.1590612241587208
2026-04-01,stock,logs/4-1.csv,3700.0,-8.5,102,29.77235294117647,29.73,,2.054408048235458
2026-04-01,stock,logs/4-1.csv,3700.0,-8.0,37,31.597027027027025,31.75,,2.143636402710829
2026-04-01,stock,logs/4-1.csv,3700.0,-7.5,90,36.120444444444445,36.885000000000005,,2.657526479879537
2026-04-01,stock,logs/4-1.csv,3700.0,-7.0,9,37.44444444444444,36.98,,2.451596985186957
2026-04-01,stock,logs/4-1.csv,3700.0,-6.5,126,41.66095238095238,41.62,,2.052306187125662
2026-04-01,stock,logs/4-1.csv,3700.0,-6.0,9,46.02777777777778,45.76,,0.7532061102012153
2026-04-01,stock,logs/4-1.csv,3700.0,-5.5,6,46.89833333333333,46.875,,0.7075426960026266
2026-04-01,stock,logs/4-1.csv,4000.0,-12.0,87,10.23816091954023,9.95,,0.5433092586621193
2026-04-01,stock,logs/4-1.csv,4000.0,-11.5,22,17.60818181818182,17.625,,0.9854543857126749
2026-04-01,stock,logs/4-1.csv,4000.0,-11.0,45,20.773333333333333,21.21,,1.2219544702126703
2026-04-01,stock,logs/4-1.csv,4000.0,-10.5,98,22.669897959183675,22.985,,1.8041958513123504
2026-04-01,stock,logs/4-1.csv,4000.0,-10.0,18,25.16,23.01,,3.509085686178264
2026-04-01,stock,logs/4-1.csv,4000.0,-9.5,4,25.3,25.4,,1.414237132402718
2026-04-01,stock,logs/4-1.csv,4000.0,-9.0,4,30.5525,30.48,,0.4305326158763529
2026-04-01,stock,logs/4-1.csv,4000.0,-8.5,90,35.343,35.71,,2.4900252469276527
2026-04-01,stock,logs/4-1.csv,4000.0,-8.0,50,40.5332,40.645,,1.377199820991405
2026-04-01,stock,logs/4-1.csv,4000.0,-7.5,6,41.64,41.125,,1.1598275733918386
2026-04-01,stock,logs/4-1.csv,4000.0,-7.0,78,45.03025641025641,45.04,,1.3518692920362525
2026-04-01,stock,logs/4-1.csv,4000.0,-6.5,96,46.420520833333335,46.15,,1.1955094661992212
2026-04-01,stock,logs/4-1.csv,4000.0,-6.0,6,46.69166666666666,46.695,,0.6420721662450938
2026-04-01,stock,logs/4-1.csv,4000.0,-5.5,20,49.212,49.055,,1.3007431074501004
2026-04-01,stock,logs/4-1.csv,4000.0,-5.0,3,50.98333333333333,51.38,,1.310813996466824
2026-04-01,stock,logs/4-1.csv,4400.0,-12.0,21,11.725238095238094,11.67,,0.2762900477327963
2026-04-01,stock,logs/4-1.csv,4400.0,-11.0,10,21.182,21.675,,1.159634041890419
2026-04-01,stock,logs/4-1.csv,4400.0,-10.5,12,23.848333333333333,23.705,,1.5834475237929593
2026-04-01,stock,logs/4-1.csv,4400.0,-10.0,7,29.86428571428572,29.95,,0.2968084198523327
2026-04-01,stock,logs/4-1.csv,4400.0,-9.5,22,32.161818181818184,31.295,,1.934431468991629
2026-04-01,stock,logs/4-1.csv,4400.0,-9.0,19,38.25210526315789,38.78,,1.3503727014230325
2026-04-01,stock,logs/4-1.csv,4400.0,-8.5,77,41.07727272727273,41.31,,1.495801700518057
2026-04-01,stock,logs/4-1.csv,4400.0,-8.0,20,42.612,42.395,,0.862185716957956
2026-04-01,stock,logs/4-1.csv,4400.0,-7.5,3,45.173333333333325,44.83,,1.2023449310964538
2026-04-01,stock,logs/4-1.csv,4400.0,-7.0,18,47.19222222222223,47.28,,0.3812758080839447
2026-04-01,stock,logs/4-1.csv,4400.0,-6.5,2,48.085,48.085,,0.0636396103067916
2026-04-11,20.7,logs/4-11.csv,800.0,-10.5,10,4.261,4.3,,0.2108422264264071
2026-04-11,20.7,logs/4-11.csv,800.0,-10.0,812,3.9767487684729055,3.96,,0.2777193021517065
2026-04-11,20.7,logs/4-11.csv,800.0,-9.5,5803,4.229129760468723,4.2,,0.2178388354653006
2026-04-11,20.7,logs/4-11.csv,800.0,-9.0,129,4.6610852713178295,4.6,,0.4219101657752464
2026-04-11,20.7,logs/4-11.csv,800.0,-7.0,1,4.88,4.88,,
2026-04-11,20.7,logs/4-11.csv,1200.0,-11.0,6,4.785,4.225,,1.0160068897404189
2026-04-11,20.7,logs/4-11.csv,1200.0,-10.5,242,5.378925619834711,6.09,,1.0374568343990584
2026-04-11,20.7,logs/4-11.csv,1200.0,-10.0,707,6.05975954738331,6.16,,0.3812898548769551
2026-04-11,20.7,logs/4-11.csv,1200.0,-9.5,253,6.226916996047431,6.3,,0.665706437210368
2026-04-11,20.7,logs/4-11.csv,1200.0,-9.0,12,6.449166666666667,6.39,,0.5097318070824253
2026-04-11,20.7,logs/4-11.csv,1200.0,-7.5,9,11.737777777777778,11.52,,0.4560914869238899
2026-04-11,20.7,logs/4-11.csv,1200.0,-7.0,23,12.303478260869566,12.13,,0.8946437010221755
2026-04-11,20.7,logs/4-11.csv,1600.0,-11.5,52,5.623076923076923,5.64,,0.1805822658821496
2026-04-11,20.7,logs/4-11.csv,1600.0,-11.0,262,6.603053435114504,6.64,,0.1926082046679121
2026-04-11,20.7,logs/4-11.csv,1600.0,-10.5,142,6.72112676056338,6.55,,0.5161341551256844
2026-04-11,20.7,logs/4-11.csv,1600.0,-10.0,24,7.708333333333333,7.869999999999999,,0.8809316543921811
2026-04-11,20.7,logs/4-11.csv,1600.0,-9.5,76,8.5875,8.51,,0.4208566660198372
2026-04-11,20.7,logs/4-11.csv,1600.0,-8.5,20,12.2615,12.335,,0.8084571075430302
2026-04-11,20.7,logs/4-11.csv,1600.0,-8.0,28,12.784642857142858,13.19,,1.2178410835416529
2026-04-11,20.7,logs/4-11.csv,1600.0,-7.5,33,12.697575757575756,12.84,,0.7749477010701682
2026-04-11,20.7,logs/4-11.csv,1600.0,-7.0,6,12.585,12.68,,0.243618554301597
2026-04-11,20.7,logs/4-11.csv,1600.0,-6.5,1,15.43,15.43,,
2026-04-11,20.7,logs/4-11.csv,1600.0,-6.0,2,19.55,19.55,,0.9616652224137042
2026-04-11,20.7,logs/4-11.csv,1600.0,-5.5,3,20.683333333333334,20.61,,0.2773685875028617
2026-04-11,20.7,logs/4-11.csv,1900.0,-11.5,58,6.58551724137931,6.32,,0.5077130437414814
2026-04-11,20.7,logs/4-11.csv,1900.0,-11.0,433,7.271108545034641,7.25,,0.3513949315413138
2026-04-11,20.7,logs/4-11.csv,1900.0,-10.5,211,8.18696682464455,7.9,,0.7117766462397108
2026-04-11,20.7,logs/4-11.csv,1900.0,-10.0,125,9.77424,9.87,,0.756130070735828
2026-04-11,20.7,logs/4-11.csv,1900.0,-9.5,115,11.274,11.13,,1.0868970802968856
2026-04-11,20.7,logs/4-11.csv,1900.0,-9.0,62,12.10725806451613,12.7,,1.20287383930924
2026-04-11,20.7,logs/4-11.csv,1900.0,-8.5,146,13.964109589041096,14.25,,1.2338013427714596
2026-04-11,20.7,logs/4-11.csv,1900.0,-8.0,44,15.486136363636364,15.145,,1.3009749759120124
2026-04-11,20.7,logs/4-11.csv,1900.0,-7.5,63,17.412539682539684,17.55,,1.093566181978777
2026-04-11,20.7,logs/4-11.csv,1900.0,-7.0,41,19.17682926829268,19.14,,1.0920678528012586
2026-04-11,20.7,logs/4-11.csv,1900.0,-6.5,36,20.218055555555555,20.28,,1.0067367919441348
2026-04-11,20.7,logs/4-11.csv,1900.0,-6.0,13,20.974615384615387,20.75,,0.7113088333559868
2026-04-11,20.7,logs/4-11.csv,1900.0,-5.5,39,21.998205128205125,21.96,,0.5196399147733368
2026-04-11,20.7,logs/4-11.csv,1900.0,-5.0,38,22.98342105263158,22.715,,1.0517251627317794
2026-04-11,20.7,logs/4-11.csv,1900.0,-4.5,26,24.075384615384618,24.135,,1.36910841285628
2026-04-11,20.7,logs/4-11.csv,1900.0,-4.0,19,26.80736842105264,26.38,,1.5107461074481028
2026-04-11,20.7,logs/4-11.csv,1900.0,-3.5,6,27.88,27.79,,0.7082090086972918
2026-04-11,20.7,logs/4-11.csv,1900.0,-3.0,10,28.914,29.435,,1.202739465645915
2026-04-11,20.7,logs/4-11.csv,1900.0,-2.5,36,30.69055555555555,30.515,,0.931299995994677
2026-04-11,20.7,logs/4-11.csv,1900.0,-2.0,105,32.91695238095238,33.07,,1.1805589645860397
2026-04-11,20.7,logs/4-11.csv,1900.0,-1.5,3,33.666666666666664,33.49,,0.3146956201368807
2026-04-11,20.7,logs/4-11.csv,2200.0,-12.0,12,6.530833333333334,6.52,,0.0501739398734465
2026-04-11,20.7,logs/4-11.csv,2200.0,-11.5,868,7.60995391705069,7.8,,0.4077303739615732
2026-04-11,20.7,logs/4-11.csv,2200.0,-11.0,188,8.125797872340426,7.85,,0.6283540178594832
2026-04-11,20.7,logs/4-11.csv,2200.0,-10.5,278,10.087194244604316,10.165,,0.6916239757741715
2026-04-11,20.7,logs/4-11.csv,2200.0,-10.0,177,11.647909604519771,11.8,,0.8754574341765319
2026-04-11,20.7,logs/4-11.csv,2200.0,-9.5,342,13.104035087719298,12.96,,1.0407134812641234
2026-04-11,20.7,logs/4-11.csv,2200.0,-9.0,127,14.661732283464566,15.11,,1.2993588739507582
2026-04-11,20.7,logs/4-11.csv,2200.0,-8.5,136,16.381838235294115,15.995,,1.4204173628724293
2026-04-11,20.7,logs/4-11.csv,2200.0,-8.0,19,18.54315789473684,18.88,,1.533862418252908
2026-04-11,20.7,logs/4-11.csv,2200.0,-7.5,62,20.614516129032257,21.37,,1.6011396324763216
2026-04-11,20.7,logs/4-11.csv,2200.0,-7.0,64,21.95546875,22.325000000000003,,1.417825217794592
2026-04-11,20.7,logs/4-11.csv,2200.0,-6.5,45,22.01533333333333,21.82,,1.097222940800176
2026-04-11,20.7,logs/4-11.csv,2200.0,-6.0,35,24.382,24.54,,0.8344452190104564
2026-04-11,20.7,logs/4-11.csv,2200.0,-5.5,33,26.039696969696973,26.22,,1.0273524372400304
2026-04-11,20.7,logs/4-11.csv,2200.0,-5.0,41,27.38512195121951,27.5,,0.992963045513829
2026-04-11,20.7,logs/4-11.csv,2200.0,-4.5,27,27.683333333333334,27.96,,1.1278775165361228
2026-04-11,20.7,logs/4-11.csv,2200.0,-4.0,162,30.85543209876543,29.655,,2.8297573801943736
2026-04-11,20.7,logs/4-11.csv,2200.0,-3.5,57,30.873859649122807,30.6,,1.2080337542380368
2026-04-11,20.7,logs/4-11.csv,2200.0,-3.0,11,32.32727272727273,32.14,,1.203105073624834
2026-04-11,20.7,logs/4-11.csv,2600.0,-12.0,60,7.3325,7.34,,0.3594563927725928
2026-04-11,20.7,logs/4-11.csv,2600.0,-11.5,1441,8.101311589174184,8.02,,0.3287907358543627
2026-04-11,20.7,logs/4-11.csv,2600.0,-11.0,348,9.252586206896552,9.475,,0.858995245134491
2026-04-11,20.7,logs/4-11.csv,2600.0,-10.5,350,11.686542857142856,11.93,,0.994327344381877
2026-04-11,20.7,logs/4-11.csv,2600.0,-10.0,502,13.311812749003984,13.06,,0.8995761370468457
2026-04-11,20.7,logs/4-11.csv,2600.0,-9.5,1419,15.648541226215643,15.77,,0.8371081932330523
2026-04-11,20.7,logs/4-11.csv,2600.0,-9.0,596,17.62941275167785,17.55,,1.0048714073532528
2026-04-11,20.7,logs/4-11.csv,2600.0,-8.5,551,19.6591833030853,19.59,,1.08065832838253
2026-04-11,20.7,logs/4-11.csv,2600.0,-8.0,328,21.525,21.47,,0.9116654786456097
2026-04-11,20.7,logs/4-11.csv,2600.0,-7.5,273,23.096336996337,23.0,,1.2842317699531984
2026-04-11,20.7,logs/4-11.csv,2600.0,-7.0,268,25.06455223880597,24.815,,1.6152341770465009
2026-04-11,20.7,logs/4-11.csv,2600.0,-6.5,53,27.820566037735848,28.55,,1.7551423513321536
2026-04-11,20.7,logs/4-11.csv,2600.0,-6.0,44,30.58022727272727,30.825,,1.2006654911191867
2026-04-11,20.7,logs/4-11.csv,2600.0,-5.5,69,32.82536231884058,32.91,,1.3136988415182156
2026-04-11,20.7,logs/4-11.csv,2600.0,-5.0,33,33.90212121212121,33.98,,0.876387320109373
2026-04-11,20.7,logs/4-11.csv,2600.0,-4.5,28,35.43964285714286,35.125,,0.997231286159454
2026-04-11,20.7,logs/4-11.csv,2600.0,-4.0,19,37.11315789473685,37.38,,1.0235453234907397
2026-04-11,20.7,logs/4-11.csv,2600.0,-3.5,1,38.14,38.14,,
2026-04-11,20.7,logs/4-11.csv,3000.0,-12.0,64,7.8496875,7.86,,0.048859005116277
2026-04-11,20.7,logs/4-11.csv,3000.0,-11.5,440,8.590136363636363,8.44,,0.483156835882141
2026-04-11,20.7,logs/4-11.csv,3000.0,-11.0,106,10.12122641509434,10.37,,1.1519347723185311
2026-04-11,20.7,logs/4-11.csv,3000.0,-10.5,145,13.571793103448275,13.24,,1.2682641620239583
2026-04-11,20.7,logs/4-11.csv,3000.0,-10.0,289,15.735570934256057,15.89,,1.2762452127397568
2026-04-11,20.7,logs/4-11.csv,3000.0,-9.5,190,17.038736842105262,16.87,,0.9431745809604212
2026-04-11,20.7,logs/4-11.csv,3000.0,-9.0,75,19.412133333333333,19.44,,1.1394490054566004
2026-04-11,20.7,logs/4-11.csv,3000.0,-8.5,122,21.860901639344263,22.155,,1.1972012846071682
2026-04-11,20.7,logs/4-11.csv,3000.0,-8.0,125,23.71136,23.67,,1.0625458957829343
2026-04-11,20.7,logs/4-11.csv,3000.0,-7.5,134,25.897985074626867,25.62,,1.6422947359641502
2026-04-11,20.7,logs/4-11.csv,3000.0,-7.0,85,28.676823529411767,28.87,,1.401441614709574
2026-04-11,20.7,logs/4-11.csv,3000.0,-6.5,109,30.60091743119266,30.25,,1.667429570551298
2026-04-11,20.7,logs/4-11.csv,3000.0,-6.0,51,33.61156862745098,33.58,,1.5768530337974018
2026-04-11,20.7,logs/4-11.csv,3000.0,-5.5,3,35.88,35.85,,0.0608276253029814
2026-04-11,20.7,logs/4-11.csv,3000.0,-5.0,6,37.585,37.67,,1.1701581089750213
2026-04-11,20.7,logs/4-11.csv,3000.0,-4.5,2,39.855,39.855,,1.4495689014324278
2026-04-11,20.7,logs/4-11.csv,3300.0,-12.0,4,9.5625,9.585,,0.0713559154286917
2026-04-11,20.7,logs/4-11.csv,3300.0,-11.5,42,8.832619047619048,8.89,,0.3613461250205451
2026-04-11,20.7,logs/4-11.csv,3300.0,-11.0,1,11.43,11.43,,
2026-04-11,20.7,logs/4-11.csv,3300.0,-10.5,120,16.5715,16.72,,1.2783074747493277
2026-04-11,20.7,logs/4-11.csv,3300.0,-10.0,189,17.76878306878307,17.49,,1.5775887541303772
2026-04-11,20.7,logs/4-11.csv,3300.0,-9.5,63,19.70968253968254,20.02,,1.239816542430279
2026-04-11,20.7,logs/4-11.csv,3300.0,-9.0,24,22.64208333333333,23.045,,1.361227001376095
2026-04-11,20.7,logs/4-11.csv,3300.0,-8.5,269,24.597918215613383,24.61,,1.12069979836818
2026-04-11,20.7,logs/4-11.csv,3300.0,-8.0,203,27.517733990147786,27.47,,1.4354958394666548
2026-04-11,20.7,logs/4-11.csv,3300.0,-7.5,440,31.59959090909091,31.47,,1.51872093285731
2026-04-11,20.7,logs/4-11.csv,3300.0,-7.0,67,33.476716417910446,33.2,,2.303031196291097
2026-04-11,20.7,logs/4-11.csv,3300.0,-6.5,25,35.5412,35.42,,1.655355752298177
2026-04-11,20.7,logs/4-11.csv,3300.0,-6.0,35,37.74771428571429,37.82,,0.9270385667283108
2026-04-11,20.7,logs/4-11.csv,3300.0,-5.5,41,42.31317073170732,42.78,,1.6772275323050103
2026-04-11,20.7,logs/4-11.csv,3300.0,-5.0,17,44.827058823529406,44.87,,0.6915540895862924
2026-04-11,20.7,logs/4-11.csv,3700.0,-12.0,20,9.6155,9.61,,0.0658926559281326
2026-04-11,20.7,logs/4-11.csv,3700.0,-11.0,4,14.59,14.645,,0.63702433234532
2026-04-11,20.7,logs/4-11.csv,3700.0,-10.5,4,18.32,19.265,,1.9540556116276049
2026-04-11,20.7,logs/4-11.csv,3700.0,-10.0,142,21.089507042253523,20.58,,1.2196385509590597
2026-04-11,20.7,logs/4-11.csv,3700.0,-9.5,64,24.4259375,24.39,,1.1974439957742782
2026-04-11,20.7,logs/4-11.csv,3700.0,-9.0,10,26.062,24.76,,2.456677069177432
2026-04-11,20.7,logs/4-11.csv,3700.0,-8.5,2,28.825,28.825,,1.1808683245815357
2026-04-11,20.7,logs/4-11.csv,3700.0,-8.0,25,34.3208,34.61,,1.1402774516172212
2026-04-11,20.7,logs/4-11.csv,3700.0,-7.5,20,34.236000000000004,34.185,,1.3756889183241978
2026-04-11,20.7,logs/4-11.csv,4000.0,-10.0,10,22.338,22.39,,0.2772403690342053
2026-04-11,20.7,logs/4-11.csv,4000.0,-9.5,17,31.225882352941177,31.54,,2.6169138761705777
2026-04-11,20.7,logs/4-11.csv,4000.0,-9.0,7,36.42142857142857,36.08,,1.285592322257571
2026-04-11,20.7,logs/4-11.csv,4400.0,-9.5,24,33.937083333333334,34.33,,1.3939792249923006
2026-04-11,20.7,logs/4-11.csv,4400.0,-9.0,56,36.245357142857145,36.07,,1.2025154911657068
2026-04-11,20.7,logs/4-11.csv,4400.0,-8.5,120,41.497,41.685,,1.7075952918277355
2026-04-11,20.7,logs/4-11.csv,4400.0,-8.0,20,45.499,45.235,,0.9433194469252536
2026-04-11,20.7,logs/4-11.csv,4400.0,-7.5,1,46.32,46.32,,
2026-04-12,20.7,logs/4-12 big.csv,800.0,-10.5,287,3.82808362369338,3.83,,0.1888856352198797
2026-04-12,20.7,logs/4-12 big.csv,800.0,-10.0,5627,4.07133819086547,4.06,,0.1560989182398322
2026-04-12,20.7,logs/4-12 big.csv,800.0,-9.5,30129,4.297275050615686,4.2,,0.273314032444558
2026-04-12,20.7,logs/4-12 big.csv,800.0,-9.0,448,5.276941964285714,5.36,,0.4516945734406995
2026-04-12,20.7,logs/4-12 big.csv,800.0,-8.5,43,5.589767441860466,5.52,,0.3939693508268367
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-11.0,12,4.663333333333333,3.97,,1.0284616343516824
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-10.5,919,5.900424374319913,6.3,,0.8878313978183503
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-10.0,1852,6.364654427645789,6.34,,0.6062934295888974
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-9.5,3786,7.405256207078711,7.81,,0.7849278002757648
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-9.0,280,9.304964285714286,9.55,,0.7766336686950558
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-8.5,109,9.725504587155962,9.8,,0.7091171953478644
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-8.0,95,10.390526315789474,10.5,,0.5553690902703988
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-7.5,4,10.2,10.29,,0.4232414598468978
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-7.0,16,11.689375,11.435,,0.7658761322824992
2026-04-12,20.7,logs/4-12 big.csv,1200.0,-6.5,16,12.4625,12.54,,0.2679427799611951
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-11.0,579,6.890569948186529,6.79,,0.3427673656937011
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-10.5,540,7.0452407407407405,6.77,,0.7128698547960917
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-10.0,149,8.170335570469799,8.06,,0.5367487409914641
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-9.5,2413,9.26074181516784,9.31,,0.4316990672211946
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-9.0,719,10.486995827538246,10.29,,0.6678582895859256
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-8.5,586,12.250716723549488,12.42,,0.8331857294674566
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-8.0,40,13.65325,13.7,,0.7177864388485417
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-7.5,19,13.737368421052633,13.11,,1.7424498784606028
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-7.0,8,15.0825,15.55,,1.2942372270955589
2026-04-12,20.7,logs/4-12 big.csv,1600.0,-2.5,8,27.55375,27.625,,0.8229552582873852
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-11.5,233,7.754034334763949,7.82,,0.1659222881730916
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-11.0,1529,7.679175931981687,7.71,,0.3778723863459197
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-10.5,430,8.597116279069768,8.485,,0.8047852573556407
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-10.0,136,10.201176470588235,10.31,,1.1068976056384767
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-9.5,123,11.660650406504065,11.58,,1.0069192910803892
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-9.0,90,13.732666666666669,13.96,,1.31005514936663
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-8.5,111,14.506846846846846,14.36,,1.374807081991693
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-8.0,45,15.82622222222222,15.96,,1.379044941071519
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-7.5,15,16.484666666666666,16.09,,1.3989325862786888
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-7.0,22,17.290454545454544,16.855,,1.0802842539184163
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-6.5,13,19.04,19.19,,0.9205976319760976
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-6.0,12,20.335,20.685,,1.2818913583238845
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-5.5,15,22.340666666666667,22.62,,0.931799079098881
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-5.0,6,23.015,22.99,,0.4592493875880491
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-3.0,12,32.755,32.96,,0.7691021920513436
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-2.5,14,34.93214285714286,34.87,,0.4309770397494599
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-2.0,29,35.94103448275862,36.4,,1.321636822892588
2026-04-12,20.7,logs/4-12 big.csv,1900.0,-1.5,10,37.402,37.41,,0.548853350176527
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-11.5,2621,7.945356734070965,7.93,,0.1498969002598041
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-11.0,1264,8.366400316455696,7.92,,0.750134071648026
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-10.5,450,10.593933333333334,10.41,,1.0947021012235074
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-10.0,366,12.174344262295085,12.045,,1.258183723133775
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-9.5,679,14.0079675994109,14.08,,1.4417912262014925
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-9.0,287,15.98794425087108,15.95,,1.1288692391587822
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-8.5,150,16.982400000000002,16.939999999999998,,1.7383107900155743
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-8.0,42,19.08238095238095,19.535,,1.5639612145459183
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-7.5,90,20.513,20.73,,1.3846465090614948
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-7.0,42,22.475238095238097,22.515,,1.425332204486906
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-6.5,69,23.567101449275363,23.62,,1.6288304189430949
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-6.0,159,24.65509433962264,24.2,,2.062382138688273
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-5.5,83,26.54289156626506,25.68,,2.717943326694495
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-5.0,73,27.916849315068493,27.81,,2.0971448028691064
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-4.5,23,29.393478260869568,28.87,,2.201457386484217
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-4.0,22,32.69409090909091,31.65,,2.622711535961555
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-3.5,68,35.57617647058823,35.655,,2.2038893906013675
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-3.0,175,37.7376,37.98,,1.813761874649218
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-2.5,174,39.617758620689656,40.415,,2.070854764547752
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-2.0,155,42.31464516129032,42.81,,2.1142860627384548
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-1.5,167,42.575269461077845,42.53,,2.639757613546864
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-1.0,73,45.10191780821918,45.38,,1.150579150706102
2026-04-12,20.7,logs/4-12 big.csv,2200.0,-0.5,42,47.01523809523809,46.93,,0.972650986699746
2026-04-12,20.7,logs/4-12 big.csv,2200.0,0.0,8,48.1925,48.785,,1.2667816363863629
2026-04-12,20.7,logs/4-12 big.csv,2200.0,0.5,15,49.19133333333333,49.27,,0.7710740808088665
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-12.0,46,8.382608695652175,8.475,,0.2921904613441084
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-11.5,3464,8.274901847575057,8.06,,0.4119441683908889
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-11.0,1463,8.907149692412851,8.51,,1.029581221965871
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-10.5,429,11.904522144522144,11.81,,1.2668791471395655
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-10.0,517,14.013733075435203,13.88,,1.303167053939618
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-9.5,1776,15.845692567567568,15.96,,1.01760396517461
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-9.0,903,17.052757475083055,16.85,,1.1559874182632648
2026-04-12,20.7,logs/4-12 big.csv,2600.0,-8.5,492,19.1080081300813,19.025,,1.6721143170069026
