log_date,rom_rev,log_path,pull_id,entry_condition,pedal_on_t,pedal_on_RPM,pedal_on_mrp,pedal_on_mph,app100_t_offset,app100_RPM,app100_mrp,thr100_t_offset,thr100_RPM,thr100_mrp,peak_mrp,peak_t_offset,peak_RPM,time_pedal_to_peak,time_app100_to_peak,time_thr100_to_peak,avcs_at_pedal_on,avcs_at_peak,avcs_max,wgdc_at_peak,wgdc_max,peak_mph,target_at_peak,target_attainment,min_fbkc,knock_during,duration_s,min_flkc,flkc_events_during
2026-05-17,20.12,logs/5-17 20.12/log0002.csv,30,post_dfco,8939.12,3201.0,-2.18,81.0,,,,,,,16.38,3.1199999999989814,3448.0,3.1199999999989814,,,19.0,27.0,28.0,68.24,70.59,89.0,12.17,1.3459326211996712,0.0,0,3.959999999999127,,
2026-05-17,20.12,logs/5-17 20.12/log0002.csv,31,post_partial,8984.8,2608.0,-0.15,66.0,,,,,,,10.14,4.480000000001382,2989.0,4.480000000001382,,,18.0,30.0,31.0,72.94,74.9,76.0,8.62,1.1763341067285384,0.0,0,5.0,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,0,post_partial,81016.84,5240.0,1.59,63.0,,,,,,,13.19,0.5200000000040745,5470.0,0.5200000000040745,,,4.0,4.0,4.0,61.57,69.8,66.0,12.6,1.0468253968253969,0.0,0,0.6000000000058208,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,1,post_dfco,81019.92,4925.0,-3.63,73.0,,,,,,,18.41,0.8399999999965075,4693.0,0.8399999999965075,,,2.0,8.0,11.0,59.22,67.45,81.0,17.72,1.038939051918736,0.0,0,1.8800000000046566,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,2,post_partial,81398.8,2751.0,2.75,70.0,,,,,,,6.95,2.4400000000023283,2917.0,2.4400000000023283,,,25.0,29.0,29.0,73.73,74.9,75.0,8.36,0.8313397129186604,0.0,0,2.9199999999982538,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,3,post_dfco,81659.68,2813.0,-1.89,71.0,,,,,,,7.53,2.5600000000122236,3065.0,2.5600000000122236,,,19.0,28.0,29.0,71.37,74.9,80.0,9.78,0.7699386503067486,0.0,0,3.1600000000034925,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,4,post_partial,82930.36,2983.0,-0.44,76.0,,,,,,,8.98,3.1600000000034925,3230.0,3.1600000000034925,,,19.0,28.0,28.0,70.59,72.94,81.0,9.67,0.9286452947259566,0.0,0,3.2400000000052387,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,5,post_partial,82933.72,3238.0,8.11,82.0,,,,,,,8.69,0.19999999999708962,3256.0,0.19999999999708962,,,29.0,28.0,29.0,69.8,70.2,84.0,10.06,0.8638170974155068,0.0,0,0.7200000000011642,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,6,post_dfco,83311.64,3952.0,-3.92,27.0,,,,,,,12.46,2.2400000000052387,4302.0,2.2400000000052387,,,3.0,19.0,26.0,69.02,76.86,42.0,16.27,0.7658266748617087,0.0,0,2.2400000000052387,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,7,post_dfco,83376.84,4428.0,-4.94,29.0,,,,,,,7.53,1.680000000007567,3965.0,1.680000000007567,,,2.0,25.0,26.0,70.98,74.9,39.0,15.54,0.4845559845559846,0.0,0,1.7200000000011642,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,8,post_dfco,83380.92,4443.0,-8.27,50.0,,,,,,,14.06,1.2400000000052387,4668.0,1.2400000000052387,,,2.0,9.0,15.0,68.24,69.41,56.0,15.32,0.9177545691906005,0.0,0,1.2400000000052387,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,9,post_dfco,83388.36,3657.0,-3.2,59.0,,,,,,,5.21,1.1600000000034925,3810.0,1.1600000000034925,,,11.0,24.0,24.0,71.76,74.51,62.0,14.99,0.3475650433622415,0.0,0,1.1600000000034925,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,10,post_partial,83390.08,3903.0,3.76,63.0,,,,,,,11.74,0.9199999999982538,4102.0,0.9199999999982538,,,18.0,21.0,23.0,70.2,70.98,66.0,15.57,0.7540141297366731,0.0,0,0.9199999999982538,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,11,post_partial,83904.12,3095.0,-0.3,78.0,,,,,,,17.68,3.7600000000093132,3422.0,3.7600000000093132,,,20.0,28.0,29.0,68.24,71.76,87.0,12.79,1.382329945269742,0.0,0,3.960000000006403,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,12,post_dfco,83912.72,3341.0,-2.47,84.0,,,,,,,18.12,3.0800000000017462,3611.0,3.0800000000017462,,,18.0,27.0,28.0,56.47,76.47,93.0,14.61,1.240246406570842,0.0,0,3.7599999999947613,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,13,post_dfco,83953.4,3123.0,-0.59,79.0,,,,,,,19.28,3.4400000000023283,3456.0,3.4400000000023283,,,19.0,27.0,28.0,55.69,71.37,95.0,15.47,1.2462831286360698,0.0,0,5.680000000007567,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,14,post_dfco,83963.24,3572.0,-5.81,89.0,,,,,,,16.67,2.279999999998836,3672.0,2.279999999998836,,,5.0,26.0,26.0,61.96,74.51,95.0,14.78,1.12787550744249,0.0,0,2.8799999999901047,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,15,post_partial,83980.16,3265.0,2.17,83.0,,,,,,,7.1,1.2799999999988358,3350.0,1.2799999999988358,,,23.0,28.0,28.0,69.41,70.59,85.0,10.61,0.6691800188501413,0.0,0,1.319999999992433,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,16,post_partial,84046.44,3192.0,1.59,80.0,,,,,,,5.5,1.1199999999953434,3255.0,1.1199999999953434,,,21.0,27.0,27.0,70.2,70.98,82.0,9.84,0.5589430894308943,0.0,0,1.1999999999970896,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,17,post_partial,84077.16,3028.0,3.33,76.0,,,,,,,6.23,0.7200000000011642,3051.0,0.7200000000011642,,,25.0,28.0,28.0,72.16,72.55,78.0,9.0,0.6922222222222223,0.0,0,0.9199999999982538,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,18,post_partial,84088.08,3001.0,-0.73,76.0,,,,,,,6.95,2.599999999991269,3158.0,2.599999999991269,,,20.0,28.0,28.0,70.98,72.55,80.0,9.37,0.7417289220917823,0.0,0,2.679999999993015,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,19,post_dfco,84191.32,2594.0,-1.89,66.0,,,,,,,16.23,7.4799999999959255,3276.0,7.4799999999959255,,,8.0,29.0,31.0,69.41,74.9,86.0,10.67,1.521087160262418,-7.0,1,8.799999999988358,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,20,post_partial,84237.8,3245.0,3.33,82.0,,,,,,,7.53,0.8000000000029104,3308.0,0.8000000000029104,,,23.0,27.0,28.0,69.41,70.2,84.0,10.59,0.7110481586402266,0.0,0,0.9599999999918509,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,21,post_partial,84301.56,3193.0,1.44,80.0,,,,,,,6.08,1.0,3239.0,1.0,,,21.0,27.0,27.0,70.2,70.59,81.0,9.87,0.6160081053698075,0.0,0,1.040000000008149,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,22,post_dfco,84336.32,3019.0,-1.75,76.0,,,,,,,12.61,4.119999999995343,3211.0,4.119999999995343,,,19.0,29.0,29.0,70.2,72.94,83.0,9.96,1.2660642570281122,-1.4,1,4.759999999994761,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,23,post_partial,84684.64,3215.0,-0.3,81.0,,,,,,,11.16,2.360000000000582,3387.0,2.360000000000582,,,20.0,28.0,28.0,68.63,70.59,86.0,11.38,0.9806678383128294,0.0,0,2.5599999999976717,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,24,post_partial,84933.04,2945.0,0.14,75.0,,,,,,,5.5,1.2800000000133878,3032.0,1.2800000000133878,,,20.0,28.0,28.0,72.16,73.33,76.0,9.2,0.5978260869565218,0.0,0,1.360000000000582,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,25,post_dfco,84936.4,3007.0,-0.59,76.0,,,,,,,5.21,1.5600000000122236,3094.0,1.5600000000122236,,,19.0,27.0,27.0,71.37,72.94,78.0,9.21,0.5656894679695982,0.0,0,1.639999999999418,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,26,post_partial,84970.36,2964.0,4.2,75.0,,,,,,,5.94,0.8800000000046566,3033.0,0.8800000000046566,,,28.0,28.0,28.0,72.16,73.33,77.0,8.72,0.6811926605504587,0.0,0,1.0,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,27,post_partial,85070.2,3072.0,2.31,78.0,,,,,,,6.81,1.4400000000023283,3143.0,1.4400000000023283,,,22.0,27.0,28.0,70.98,72.16,80.0,9.41,0.7236981934112645,0.0,0,1.4799999999959255,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,28,post_partial,85072.4,3203.0,6.52,81.0,,,,,,,8.69,0.4400000000023283,3225.0,0.4400000000023283,,,28.0,28.0,28.0,70.2,70.59,81.0,9.9,0.8777777777777777,0.0,0,0.5600000000122236,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,29,post_partial,85462.64,3215.0,0.57,81.0,,,,,,,6.37,1.680000000007567,3315.0,1.680000000007567,,,20.0,27.0,27.0,69.8,70.59,83.0,10.3,0.6184466019417475,0.0,0,1.680000000007567,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,30,post_dfco,85471.68,3442.0,-1.17,87.0,,,,,,,10.87,2.400000000008731,3543.0,2.400000000008731,,,19.0,27.0,27.0,67.84,68.63,89.0,12.39,0.877320419693301,0.0,0,2.64000000001397,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,31,post_dfco,85680.08,3049.0,-1.75,77.0,,,,,,,15.8,3.319999999992433,3455.0,3.319999999992433,,,20.0,28.0,29.0,61.96,72.55,88.0,13.1,1.2061068702290076,0.0,0,3.720000000001164,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,32,post_partial,86432.44,2958.0,-0.73,29.0,,,,,,,12.61,2.5599999999976717,4440.0,2.5599999999976717,,,21.0,15.0,27.0,68.63,75.29,43.0,16.24,0.7764778325123153,0.0,0,2.5599999999976717,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,33,post_dfco,86436.68,4249.0,-5.81,52.0,,,,,,,14.78,1.0800000000017462,4700.0,1.0800000000017462,,,2.0,8.0,14.0,63.53,68.63,57.0,15.43,0.9578742709008425,0.0,0,1.2400000000052387,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,34,post_dfco,86439.2,3970.0,-7.11,61.0,,,,,,,12.32,1.4400000000023283,4084.0,1.4400000000023283,,,2.0,20.0,25.0,69.02,72.55,66.0,16.66,0.7394957983193278,0.0,0,1.5200000000040745,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,35,post_dfco,86465.56,2756.0,-1.75,70.0,,,,,,,7.53,4.119999999995343,3028.0,4.119999999995343,,,18.0,29.0,29.0,72.16,74.9,78.0,8.96,0.8404017857142857,0.0,0,4.960000000006403,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,36,post_dfco,86650.68,3011.0,-2.33,76.0,,,,,,,17.97,3.960000000006403,3447.0,3.960000000006403,,,20.0,28.0,29.0,55.29,72.94,91.0,13.5,1.3311111111111111,0.0,0,5.080000000001746,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,37,post_dfco,86700.12,3144.0,-0.44,80.0,,,,,,,5.79,2.2000000000116415,3244.0,2.2000000000116415,,,19.0,27.0,27.0,70.2,71.37,82.0,9.79,0.5914198161389174,0.0,0,2.2400000000052387,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,38,post_partial,87343.12,3094.0,0.14,78.0,,,,,,,6.08,1.4800000000104774,3209.0,1.4800000000104774,,,20.0,27.0,27.0,70.2,71.76,81.0,10.07,0.6037735849056604,0.0,0,1.680000000007567,,
2026-05-17,20.12,logs/5-17 20.12/log0007.csv,39,post_partial,87462.56,3008.0,1.01,76.0,,,,,,,6.23,1.5599999999976717,3096.0,1.5599999999976717,,,20.0,27.0,28.0,71.76,72.94,78.0,9.3,0.6698924731182796,0.0,0,1.7200000000011642,,
