sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
47,6.36,23.48,14.70,7.67,255,0.00,-1.56,,1695,0.463785219058858,0,12.5,44.6,13.1,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.89,1,7,0,0,0,0.00,0,0,5.12,7.23093333333333,0
48,6.4,23.36,14.70,7.67,255,0.00,-1.56,,1684,0.46011286011286,0,12.5,44.6,12.91,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.89,1,7,0,0,0,0.00,0,0,5.12,7.18293333333333,0
49,6.44,22.93,14.70,7.68,255,0.00,-1.56,,1677,0.455949895615866,0,12.5,44.6,12.74,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.87,1,7,0,0,0,0.00,0,0,5.12,7.15306666666667,0
50,6.48,23.52,14.70,7.68,255,0.00,-1.56,,1677,0.468833880107367,0,12.5,44.6,13.1,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.87,1,7,0,0,0,0.00,0,0,5.12,7.15306666666667,0
51,6.52,23.27,14.70,7.69,255,0.00,-1.56,,1671,0.47051780903921,0,12.5,44.6,13.1,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.84,1,7,0,0,0,0.00,0,0,5.12,7.12746666666667,0
52,6.56,23.23,14.70,7.84,255,0.00,-1.56,,1681,0.454304832713755,0,12.5,44.6,12.73,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.83,1,7,0,0,0,0.00,0,0,5.12,7.17333333333333,0
53,6.6,23.06,14.70,7.84,255,0.00,-1.56,,1680,0.464573724148192,0,12,44.6,13.01,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.83,1,7,0,0,0,0.00,0,0,5.12,7.16906666666667,0
54,6.64,23.36,14.70,7.87,255,0.00,-1.56,,1684,0.456837416481069,0,12,44.6,12.82,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.85,1,7,0,0,0,0.00,0,0,5.12,7.184,0
55,6.68,23.31,14.70,7.90,255,0.00,-1.56,,1683,0.45111441307578,0,12,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.86,1,7,0,0,0,0.00,0,0,5.12,7.17866666666667,0
56,6.72,23.36,14.70,7.90,255,0.00,-1.56,,1675,0.453066706461722,0,12,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.86,1,7,0,0,0,0.00,0,0,5.12,7.14773333333333,0
57,6.76,23.19,14.70,7.92,255,0.00,-1.56,,1672,0.460185462159737,0,12,44.6,12.82,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.86,1,7,0,0,0,0.00,0,0,5.12,7.13173333333333,0
58,6.8,23.36,14.70,7.92,255,0.00,-1.56,,1669,0.4577764459095,0,12,44.6,12.73,1.76,0.00,11.37,0.00,14.36,5.95,-8.42,-8.86,1,7,0,0,0,0.00,0,0,4.86,6.76298666666667,0
59,6.84,23.36,14.70,8.09,255,0.00,-1.56,,1675,0.46244776119403,0,12,44.6,12.91,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.82,1,7,0,0,0,0.00,0,0,4.86,6.78933333333333,0
60,6.88,23.31,14.70,8.13,255,0.00,-1.56,,1683,0.437206537890045,0,11.5,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.83,1,7,0,0,0,0.00,0,0,4.86,6.81973333333333,0
61,6.92,23.23,14.70,8.13,255,0.00,-1.56,,1683,0.442912332838039,0,11.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.83,1,7,0,0,0,0.00,0,0,4.86,6.81973333333333,0
62,6.96,23.02,14.70,8.15,255,0.00,-1.56,,1675,0.453134328358209,0,11.5,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.86,1,7,0,0,0,0.00,0,0,4.86,6.78933333333333,0
63,7,23.61,14.70,8.19,255,0.00,-1.56,,1664,0.447836538461539,0,11.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.81,1,7,0,0,0,0.00,0,0,4.86,6.74474666666667,0
64,7.04,23.31,14.70,8.19,255,0.00,-1.56,,1651,0.44954572986069,0,11.5,44.6,12.37,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.81,1,7,0,0,0,0.00,0,0,4.86,6.69205333333333,0
65,7.08,23.36,14.70,8.20,255,0.00,-1.56,,1625,0.461538461538462,0,12,44.6,12.5,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.75,1,7,0,0,0,0.00,0,0,4.86,6.58666666666667,0
66,7.12,23.36,14.70,8.20,255,0.00,-1.56,,1610,0.465910855722938,0,12,44.6,12.5,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.75,1,7,0,0,0,0.00,0,0,4.86,6.52485333333333,0
67,7.16,23.10,14.70,8.34,255,0.00,-1.56,,1609,0.466272925085483,0,12,44.6,12.5,1.74,0.00,10.98,0.00,14.36,5.80,-8.56,-8.68,1,7,0,0,0,0.00,0,0,4.86,6.51978666666667,0
68,7.2,22.98,14.70,8.35,255,0.00,-1.56,,1608,0.461495414270169,0,12,44.6,12.37,1.74,0.00,10.98,0.00,14.36,5.80,-8.56,-8.69,1,7,0,0,0,0.00,0,0,4.86,6.51877333333333,0
69,7.24,23.36,14.70,8.35,255,0.00,-1.56,,1598,0.471287748396182,0,12.5,44.6,12.55,1.74,0.00,10.98,0.00,14.36,5.80,-8.56,-8.69,1,7,0,0,0,0.00,0,0,4.86,6.47621333333333,0
70,7.28,23.36,14.70,8.37,255,0.00,-1.56,,1594,0.467576470588235,0,12.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.66,1,7,0,0,0,0.00,0,0,4.86,6.46,0
71,7.32,23.36,14.70,8.36,255,0.00,-1.56,,1592,0.472989949748744,0,12.5,44.6,12.55,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.45290666666667,0
72,7.36,23.27,14.70,8.36,255,0.00,-1.56,,1596,0.47548942834769,0,12,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.47013333333333,0
73,7.4,23.40,14.70,8.36,255,0.00,-1.56,,1587,0.474554907830471,0,12.5,44.6,12.55,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.43162666666667,0
74,7.44,23.36,14.70,8.36,255,0.00,-1.56,,1596,0.471730618637432,0,12,44.6,12.55,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.47013333333333,0
75,7.48,23.15,14.70,8.51,255,0.00,-1.56,,1600,0.470551476331823,0,11.5,44.6,12.55,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.48634666666667,0
76,7.52,23.74,14.70,8.51,255,0.00,-1.56,,1604,0.473118279569893,0,11.5,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.50256,0
77,7.56,23.36,14.70,8.51,255,0.00,-1.56,,1604,0.464733395696913,0,11.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.49952,0
78,7.6,23.40,14.70,8.51,255,0.00,-1.56,,1607,0.472455648926237,0,11,44.6,12.65,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.51168,0
79,7.64,23.31,14.70,8.54,255,0.00,-1.56,,1603,0.467872738615097,0,11.5,44.6,12.5,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.86,6.49749333333333,0
80,7.68,23.31,14.70,8.54,255,0.00,-1.56,,1598,0.465352112676056,0,11.5,44.6,12.39,1.72,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.86,6.4752,0
81,7.72,23.36,14.70,8.66,255,0.00,-1.56,,1598,0.456266624941324,0,11.5,44.6,12.15,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.67,1,7,0,0,0,0.00,0,0,4.86,6.47621333333333,0
82,7.76,23.15,14.70,8.66,255,0.00,-1.56,,1603,0.460689225011695,0,11,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.67,1,7,0,0,0,0.00,0,0,4.86,6.49850666666667,0
83,7.8,22.89,14.70,8.69,255,0.00,-1.56,,1606,0.459828793774319,0,11,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.86,6.51066666666667,0
84,7.84,23.44,14.70,8.69,255,0.00,-1.56,,1603,0.464950865699579,0,11,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.68,1,7,0,0,0,0.00,0,0,4.86,6.49648,0
85,7.88,23.40,14.70,8.69,255,0.00,-1.56,,1604,0.462718204488778,0,11,44.6,12.37,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.68,1,7,0,0,0,0.00,0,0,4.86,6.50154666666667,0
86,7.92,23.36,14.70,8.72,255,0.00,-1.56,,1596,0.459166405515512,0,11,44.6,12.21,1.74,0.00,11.37,0.00,14.36,5.80,-8.56,-8.68,1,7,0,0,0,0.00,0,0,4.86,6.46709333333333,0
87,7.96,23.27,14.70,8.72,255,0.00,-1.56,,1586,0.463735224586288,0,11.5,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.4296,0
88,8,23.27,14.70,8.72,255,0.00,-1.56,,1577,0.468431901062312,0,11.5,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.05472,0
89,8.04,23.48,14.70,8.84,255,0.00,-1.56,,1586,0.46796973518285,0,11,44.6,12.37,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.09024,0
90,8.08,23.15,14.70,8.84,255,0.00,-1.56,,1594,0.468558883487533,0,10.5,44.6,12.45,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.12192,0
91,8.12,22.89,14.70,8.84,255,0.00,-1.56,,1593,0.467723207280716,0,10.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.11808,0
92,8.16,23.36,14.70,8.85,255,0.00,-1.56,,1600,0.46875,0,10.5,44.6,12.5,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.144,0
93,8.2,23.36,14.70,8.85,255,0.00,-1.56,,1604,0.469597754911132,0,10,44.6,12.55,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.49952,0
94,8.24,23.36,14.70,8.85,255,0.00,-1.56,,1603,0.476407297676594,0,10,44.6,12.73,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.86,6.49850666666667,0
95,8.28,23.27,14.70,8.85,255,0.00,-1.56,,1595,0.467136812411848,0,9.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.68,1,7,0,0,0,0.00,0,0,4.86,6.46608,0
96,8.32,23.36,14.70,8.85,255,0.00,-1.56,,1594,0.4633626097867,0,10,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.68,1,7,0,0,0,0.00,0,0,4.61,6.12096,0
97,8.36,23.40,14.70,8.97,255,0.00,-1.56,,1595,0.467210031347962,0,10,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.61,6.1248,0
98,8.4,23.02,14.70,8.97,255,0.00,-1.56,,1587,0.46971320516861,0,10.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.61,6.09216,0
99,8.44,22.85,14.70,8.98,255,0.00,-1.56,,1583,0.468782567503553,0,10.5,44.6,12.37,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.07968,0
100,8.48,23.40,14.70,8.99,255,0.00,-1.56,,1590,0.462714263248939,0,10,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.10464,0
101,8.52,23.40,14.70,8.99,255,0.00,-1.56,,1594,0.455386545397522,0,10,44.6,12.1,1.72,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.12192,0
102,8.56,23.48,14.70,9.00,255,0.00,-1.56,,1601,0.455411525847259,0,9.5,44.6,12.15,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.61,6.14688,0
103,8.6,23.36,14.70,9.19,255,0.00,-1.56,,1599,0.460181420081326,0,9.5,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.13824,0
104,8.64,23.40,14.70,9.19,255,0.00,-1.56,,1600,0.459821847163619,0,9.5,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.14304,0
105,8.68,23.36,14.70,9.20,255,0.00,-1.56,,1599,0.464092543379709,0,9,44.6,12.37,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.14112,0
106,8.72,22.98,14.70,9.20,255,0.00,-1.56,,1604,0.466905689789556,0,9,44.6,12.48,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.1584,0
107,8.76,23.36,14.70,9.20,255,0.00,-1.56,,1597,0.466624921728241,0,9,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.66,1,7,0,0,0,0.00,0,0,4.61,6.13248,0
108,8.8,23.44,14.70,9.21,255,0.00,-1.56,,1597,0.473085955847816,0,9,44.6,12.59,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.13152,0
109,8.84,23.36,14.70,9.21,255,0.00,-1.56,,1594,0.461480552070264,0,9,44.6,12.26,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.12096,0
110,8.88,23.52,14.70,9.22,255,0.00,-1.56,,1594,0.453270588235294,0,9,44.6,12.04,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.12,0
111,8.92,23.40,14.70,9.31,255,0.00,-1.56,,1579,0.471869558334653,0,9.5,44.6,12.42,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.06432,0
112,8.96,23.44,14.70,9.31,255,0.00,-1.56,,1580,0.467542332647571,0,9.5,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.06624,0
113,9,23.48,14.70,9.32,255,0.00,-1.56,,1585,0.466067203028869,0,9,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.08544,0
114,9.04,23.27,14.70,9.32,255,0.00,-1.56,,1584,0.466214296985956,0,9,44.6,12.31,1.74,0.00,11.37,0.00,14.36,5.95,-8.42,-8.65,1,7,0,0,0,0.00,0,0,4.61,6.08352,0
