sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
32,1.32,24.20,12.98,13.73,55,0.00,-3.13,,824,0.273224043715847,0,14,96.8,3.75,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.40544,0
33,1.36,24.45,12.98,13.73,55,0.00,-3.13,,829,0.271411338962606,0,13.5,96.8,3.75,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.41482666666667,0
34,1.4,24.41,12.98,13.73,54,0.00,-3.13,,827,0.271985494106981,0,14,96.8,3.75,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.41184,0
35,1.44,24.49,12.98,13.74,54,0.00,-3.13,,828,0.270208270449743,0,13.5,96.8,3.73,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.41354666666667,0
36,1.48,24.58,12.98,13.74,54,0.00,-3.13,,818,0.27359413202934,0,14.5,96.8,3.73,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.39605333333333,0
37,1.52,24.49,12.98,13.74,54,0.00,-3.13,,823,0.269097538742024,0,14,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.40416,0
38,1.56,24.45,12.98,13.75,53,0.00,-3.13,,824,0.26868932038835,0,14,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.40629333333333,0
39,1.6,24.54,12.98,13.75,53,0.00,-3.13,,820,0.270164734594265,0,14.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.39861333333333,0
40,1.64,24.32,12.98,13.75,53,0.00,-3.13,,817,0.27115737905695,0,15.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.35,-10.01,-9.03,1,7,0,0,0,0.00,0,0,2.05,1.39349333333333,0
41,1.68,24.28,12.98,13.75,52,0.00,-3.13,,813,0.267979083358967,0,15,96.8,3.63,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.38709333333333,0
42,1.72,24.54,12.98,13.75,52,0.00,-3.13,,807,0.271291421492722,0,15.5,96.8,3.65,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.37770666666667,0
43,1.76,24.20,12.98,13.75,52,0.00,-3.13,,797,0.273189087488241,0,16.5,96.8,3.63,1.2,0.00,3.92,0.00,14.36,4.35,-10.01,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.36064,0
44,1.8,24.45,12.98,13.76,51,0.00,-3.13,,805,0.275201988812927,0,16,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.37301333333333,0
45,1.84,24.54,12.98,13.76,51,0.00,-3.13,,808,0.273925146922363,0,15.5,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.37941333333333,0
46,1.88,24.32,12.98,13.76,51,0.00,-3.13,,816,0.271489883507051,0,14.5,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.39178666666667,0
47,1.92,24.37,12.98,13.76,50,0.00,-3.13,,806,0.273116279069767,0,15.5,96.8,3.67,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.04,1,7,0,0,0,0.00,0,0,2.05,1.376,0
48,1.96,24.41,12.98,13.77,50,0.00,-3.13,,807,0.273031618102914,0,15.5,96.8,3.67,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.37642666666667,0
49,2,24.49,12.98,13.77,50,0.00,-3.13,,802,0.271655753040225,0,16,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.36832,0
50,2.04,24.45,12.98,13.77,49,0.00,-3.13,,796,0.278053375196232,0,16.5,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35893333333333,0
51,2.08,24.41,12.98,13.77,49,0.00,-3.13,,790,0.278822412155746,0,17,96.8,3.67,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34784,0
52,2.12,24.49,12.98,13.77,49,0.00,-3.13,,799,0.274264245460238,0,16,96.8,3.65,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.36277333333333,0
53,2.16,24.16,12.98,13.77,49,0.00,-3.13,,800,0.276923076923077,0,16,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.36448,0
54,2.2,23.65,12.98,13.78,48,0.00,-3.13,,801,0.276490789884483,0,15.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.36661333333333,0
55,2.24,23.78,12.98,13.78,48,0.00,-3.13,,790,0.278822412155746,0,17,96.8,3.67,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34784,0
56,2.28,23.74,12.98,13.78,48,0.00,-3.13,,788,0.276308277830637,0,17,96.8,3.63,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34528,0
57,2.32,23.74,12.98,13.79,47,0.00,-3.13,,784,0.280777813197322,0,17,96.8,3.67,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33845333333333,0
58,2.36,23.82,12.98,13.79,47,0.00,-3.13,,777,0.284850434223223,0,17.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32650666666667,0
59,2.4,23.48,12.98,13.79,47,0.00,-3.13,,787,0.281232137186408,0,16.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34357333333333,0
60,2.44,23.40,12.98,13.80,46,0.00,-3.13,,792,0.278118092832333,0,16,96.8,3.67,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35125333333333,0
61,2.48,23.86,12.98,13.80,46,0.00,-3.13,,794,0.278841309823678,0,16,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35509333333333,0
62,2.52,23.74,12.98,13.80,46,0.00,-3.13,,786,0.281589825119237,0,16.5,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34186666666667,0
63,2.56,23.74,12.98,13.80,45,0.00,-3.13,,791,0.275260663507109,0,16,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.3504,0
64,2.6,23.74,12.98,13.80,45,0.00,-3.13,,787,0.276923076923077,0,16.5,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34229333333333,0
65,2.64,23.86,12.98,13.80,45,0.00,-3.13,,787,0.276747141041931,0,16.5,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34314666666667,0
66,2.68,23.65,12.98,13.80,45,0.00,-3.13,,779,0.279499518768046,0,17,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32992,0
67,2.72,23.61,12.98,13.81,45,0.00,-3.13,,787,0.276747141041931,0,16,96.8,3.63,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34314666666667,0
68,2.76,23.82,13.09,13.82,45,0.00,-3.13,,789,0.270636680392778,0,16,96.8,3.56,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34698666666667,0
69,2.8,23.74,13.09,13.82,45,0.00,-3.13,,788,0.270980019029496,0,16,96.8,3.56,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34528,0
70,2.84,23.78,13.09,13.82,44,0.00,-3.13,,779,0.274285714285714,0,17,96.8,3.56,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32906666666667,0
71,2.88,23.82,13.09,13.82,44,0.00,-3.13,,784,0.272448979591837,0,16.5,96.8,3.56,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33802666666667,0
72,2.92,23.69,13.09,13.82,44,0.00,-3.13,,789,0.270894102726696,0,15.5,96.8,3.56,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34570666666667,0
73,2.96,23.65,13.09,13.82,43,0.00,-3.13,,789,0.27080824088748,0,15.5,96.8,3.56,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34613333333333,0
74,3,23.82,13.09,13.82,43,0.00,-3.13,,782,0.27323313079629,0,16.5,96.8,3.56,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33418666666667,0
75,3.04,23.69,13.09,13.83,43,0.00,-3.13,,788,0.270980019029496,0,15.5,96.8,3.56,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34528,0
76,3.08,23.74,13.09,13.84,43,0.00,-3.13,,787,0.271496663489037,0,15.5,96.8,3.56,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34272,0
77,3.12,23.78,13.09,13.84,43,0.00,-3.13,,781,0.273670723894939,0,16.5,96.8,3.56,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33205333333333,0
78,3.16,23.69,13.09,13.84,43,0.00,-3.13,,783,0.274504792332268,0,16,96.8,3.58,1.18,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33546666666667,0
79,3.2,23.65,13.09,13.84,42,0.00,-3.13,,780,0.275472907983328,0,16.5,96.8,3.58,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33077333333333,0
80,3.24,23.65,13.09,13.84,42,0.00,-3.13,,782,0.278605692356892,0,16,96.8,3.63,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33418666666667,0
81,3.28,23.57,13.09,13.84,42,0.00,-3.13,,775,0.281122942884802,0,16.5,96.8,3.63,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32224,0
82,3.32,23.40,13.09,13.84,42,0.00,-3.13,,781,0.278784,0,16,96.8,3.63,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33333333333333,0
83,3.36,23.69,13.09,13.85,42,0.00,-3.13,,782,0.280230326295585,0,16,96.8,3.65,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33376,0
84,3.4,23.86,13.09,13.85,42,0.00,-3.13,,786,0.281858688733291,0,15.5,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34058666666667,0
85,3.44,23.74,13.09,13.85,42,0.00,-3.13,,779,0.28131021194605,0,16,96.8,3.65,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32864,0
86,3.48,23.65,13.09,13.85,41,0.00,-3.13,,781,0.2835734870317,0,16,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33248,0
87,3.52,23.74,13.09,13.85,41,0.00,-3.13,,783,0.282939297124601,0,15.5,96.8,3.69,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33546666666667,0
88,3.56,23.74,13.09,13.86,41,0.00,-3.13,,782,0.283120204603581,0,15.5,96.8,3.69,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33461333333333,0
89,3.6,23.74,13.09,13.87,41,0.00,-3.13,,773,0.286416558861578,0,16.5,96.8,3.69,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.31925333333333,0
90,3.64,23.78,13.09,13.87,41,0.00,-3.13,,781,0.283664317745035,0,15.5,96.8,3.69,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33205333333333,0
91,3.68,23.78,13.09,13.87,41,0.00,-3.13,,780,0.283755206664531,0,15.5,96.8,3.69,1.24,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33162666666667,0
92,3.72,23.65,13.09,13.87,40,0.00,-3.13,,781,0.285019206145967,0,15.5,96.8,3.71,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33290666666667,0
93,3.76,23.74,13.09,13.87,40,0.00,-3.13,,775,0.285677419354839,0,16,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.32266666666667,0
94,3.8,23.78,13.09,13.87,40,0.00,-3.13,,784,0.282307937519924,0,15,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33845333333333,0
95,3.84,23.78,13.21,13.87,40,0.00,-3.13,,783,0.282848930054296,0,15,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33589333333333,0
96,3.88,23.82,13.21,13.88,40,0.00,-3.13,,788,0.280875356803045,0,14.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34528,0
97,3.92,23.82,13.21,13.89,40,0.00,-3.13,,780,0.284028223220013,0,15.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33034666666667,0
98,3.96,23.74,13.21,13.89,40,0.00,-3.13,,785,0.283657215673781,0,15,96.8,3.71,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33930666666667,0
99,4,23.61,13.21,13.89,40,0.00,-3.13,,792,0.280971915430735,0,14.5,96.8,3.71,1.2,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35210666666667,0
100,4.04,23.74,13.21,13.89,40,0.00,-3.13,,783,0.282668368975423,0,15,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33674666666667,0
101,4.08,23.69,13.21,13.89,40,0.00,-3.13,,790,0.280164504903512,0,14.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34869333333333,0
102,4.12,23.74,13.21,13.89,39,0.00,-3.13,,790,0.28043065231159,0,14.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34741333333333,0
103,4.16,23.74,13.21,13.89,39,0.00,-3.13,,788,0.281142857142857,0,14.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.344,0
104,4.2,23.48,13.21,13.90,39,0.00,-3.13,,776,0.285217391304348,0,15.5,96.8,3.69,1.2,0.00,3.92,0.00,14.36,4.50,-9.87,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.3248,0
105,4.24,23.65,13.21,13.91,39,0.00,-3.13,,781,0.283392,0,15,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33333333333333,0
106,4.28,23.74,13.21,13.91,39,0.00,-3.13,,782,0.283301343570058,0,15,96.8,3.69,1.22,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33376,0
107,4.32,23.74,13.21,13.85,39,0.00,-3.13,,790,0.284810126582279,0,14.5,96.8,3.75,1.22,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34826666666667,0
108,4.36,23.74,13.21,13.91,38,0.00,-3.13,,782,0.287631831255992,0,15,96.8,3.75,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33504,0
109,4.4,23.82,13.21,13.91,38,0.00,-3.13,,792,0.284180612567098,0,14,96.8,3.75,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35125333333333,0
110,4.44,23.69,13.21,13.91,38,0.00,-3.13,,792,0.284090909090909,0,14,96.8,3.75,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35168,0
111,4.48,23.74,13.21,13.91,38,0.00,-3.13,,792,0.284090909090909,0,14,96.8,3.75,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.35168,0
112,4.52,23.78,13.21,13.92,38,0.00,-3.13,,785,0.286624203821656,0,15,96.8,3.75,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33973333333333,0
113,4.56,23.74,13.21,13.92,38,0.00,-3.13,,786,0.287694753577107,0,14.5,96.8,3.77,1.24,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.30,1.5096,0
114,4.6,23.74,13.21,13.92,38,0.00,-3.13,,785,0.286532951289398,0,14.5,96.8,3.75,1.22,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.34016,0
115,4.64,23.74,13.21,13.92,38,0.00,-3.13,,783,0.28735632183908,0,15,96.8,3.75,1.22,0.00,3.92,0.00,14.36,4.64,-9.72,-9.05,1,7,0,0,0,0.00,0,0,2.05,1.33632,0
