sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,5.760,10.17,14.7,10.247,255,0,2.34375,184.5,0,13,116.6,2.16,1.18,0,6.27451,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,6.656,0,165.2
1,5.800,10.17,14.7,10.247,255,0,2.34375,184.5,0,13,116.6,2.16,1.12,0,6.27451,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,6.4,0,165.2
2,5.840,10.17,14.7,10.247,255,0,2.34375,184.5,0,13,116.6,2.16,1.06,0,6.27451,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,6.4,0,165.2
3,5.880,10.17,14.7,10.247,255,0,2.34375,184.5,0,13,116.6,2.16,1.14,0,6.27451,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,6.4,0,165.2
4,5.920,10.17,14.7,10.247,255,0,2.34375,200,0,13,116.6,2.32,1.2,0,6.27451,0,14.2196,13.485,-8.95836,1,7,0,0,0,0,0,0,6.656,0,165.2
5,5.960,10.17,14.7,10.2365,255,0,2.34375,413.25,0,13,116.6,2.86,1.16,0,6.27451,0,14.2196,13.195,-8.95836,1,7,0,0,0,0,0,0,6.144,0,165.2
6,6.000,10.17,14.7,10.2365,255,0,2.34375,709.75,0,22,116.6,2.73,1.18,0,6.27451,0,14.2196,12.325,-8.95836,1,7,0,0,0,0,0,0,5.888,0,165.2
7,6.040,10.17,14.7,10.2226,255,0,2.34375,949.5,0,20,116.6,3.06,1.24,0,6.27451,0,14.2196,11.6,-8.95836,1,7,0,0,0,0,0,0,5.888,0,165.2
8,6.080,10.17,14.7,10.3349,255,0,2.34375,1275,0,19.5,116.6,3.83,1.26,0,6.27451,0,14.2196,10.295,-8.65885,1,7,0,0,0,0,0,0,4.608,0,165.2
9,6.120,10.17,14.7,10.3349,255,0,2.34375,1500.75,0,19.5,116.6,4.08,1.32,0,6.27451,0,14.2196,9.86,-8.65885,1,7,0,0,0,0,0,0,3.84,0,165.2
10,6.160,21.335,14.7,10.3669,255,0,2.34375,1664.5,0,19.5,116.6,5.01,1.36,0,6.27451,0,14.2196,8.41,-8.59096,1,7,0,0,0,0,0,0,3.072,0,165.2
11,6.200,21.5864,14.7,10.3669,255,0,2.34375,1769.25,0,19.5,116.6,5.38,1.38,0,6.27451,0,14.2196,7.54,-9.00801,1,7,0,0,0,0,0,0,2.56,0,165.2
12,6.240,21.4181,14.7,10.3669,255,0,2.34375,1844.25,0,19.5,116.6,5.52,1.4,0,6.27451,0,14.2196,6.96,-9.00801,1,7,0,0,0,0,0,0,2.56,0,165.2
13,6.280,21.3756,14.7,10.3705,255,0,2.34375,1839.25,0,19.5,116.6,5.63,1.4,0,6.27451,0,14.2196,6.38,-9.20858,1,7,0,0,0,0,0,0,2.56,0,165.2
14,6.320,21.335,14.7,10.3705,255,0,2.34375,1833.5,0,19,116.6,5.78,1.4,0,6.27451,0,14.2196,5.945,-9.20858,1,7,0,0,0,0,0,0,2.304,0,165.2
15,6.360,21.4181,14.7,10.6006,255,0,2.34375,1826.25,0,18,116.6,5.81,1.42,0,6.27451,0,14.2196,5.51,-9.16662,1,7,0,0,0,0,0,0,2.304,0,165.2
16,6.400,21.4607,14.7,11.0116,255,0,2.34375,1813.75,0,17.5,116.6,5.81,1.4,0,6.27451,0,14.2196,5.22,-9.12637,1,7,0,0,0,0,0,0,2.048,0,165.2
17,6.440,21.4607,14.7,11.0116,255,0,2.34375,1765,0,16.5,116.6,5.81,1.4,0,6.27451,0,14.2196,4.93,-9.12637,1,7,0,0,0,0,0,0,2.048,0,165.2
18,6.480,21.7547,14.7,11.3735,255,0,2.34375,1735.25,0,15.5,116.6,5.7,1.4,0,6.27451,0,14.2196,4.64,-8.99755,1,7,0,0,0,0,0,0,2.048,0,165.2
19,6.520,21.5032,14.7,11.6824,255,0,2.34375,1701,0,15,116.6,5.67,1.4,0,6.27451,0,14.2196,4.64,-8.84025,1,7,0,0,0,0,0,0,2.048,0,165.2
20,6.560,21.3756,14.7,11.6824,255,0,2.34375,1652.75,0,14.5,116.6,5.67,1.4,0,6.27451,0,14.2196,4.495,-8.84025,1,7,0,0,0,0,0,0,2.048,0,165.2
21,6.600,21.2924,14.7,11.82,255,0,2.34375,1612.75,0,13.5,116.6,5.74,1.42,0,6.27451,0,14.2196,4.35,-8.68113,1,7,0,0,0,0,0,0,2.048,0,165.2
22,6.640,21.5864,14.7,11.82,255,0,2.34375,1552.5,0,13,116.6,5.81,1.42,0,6.27451,0,14.2196,4.35,-8.68113,1,7,0,0,0,0,0,0,2.048,0,165.2
23,6.680,21.4607,14.7,12.0615,255,0,2.34375,1499,0,12,116.6,5.81,1.42,0,6.27451,0,14.2196,4.205,-8.59096,1,7,0,0,0,0,0,0,2.048,0,165.2
24,6.720,21.3756,14.7,12.263,255,0,2.34375,1461.25,0,5.5,116.6,5.85,1.42,0,6.27451,0,14.2196,4.205,-8.59096,1,7,0,0,0,0,0,0,2.048,0,165.2
25,6.760,21.4607,14.7,12.263,255,0,2.34375,1394.25,0,11.5,116.6,5.85,1.42,0,6.66667,0,14.2196,4.205,-8.59096,1,7,0,0,0,0,0,0,2.048,0,165.2
26,6.800,21.2499,14.7,12.3536,255,0,2.34375,1337.5,0,11.5,116.6,5.92,1.42,0,6.66667,0,14.2196,4.35,-8.59096,1,7,0,0,0,0,0,0,2.048,0,165.2
27,6.840,21.335,14.7,12.5075,255,0,2.34375,1291.5,0,11.5,116.6,5.89,1.42,0,6.66667,0,14.2196,4.35,-8.59096,1,7,0,0,0,0,0,0,2.048,0,165.2
28,6.880,21.3756,14.7,12.5075,255,0,2.34375,1270,0,11.5,116.6,5.96,1.42,0,6.66667,0,14.2196,4.35,-8.59096,1,7,0,0,0,0,0,0,2.304,0,165.2
29,6.920,21.4181,14.7,12.5754,255,0,2.34375,1210.25,0,11.5,116.6,5.89,1.42,0,6.66667,0,14.2196,4.35,-8.59096,1,7,0,0,0,0,0,0,2.304,0,165.2
30,6.960,21.4181,14.7,12.5754,255,0,2.34375,1164.75,0,11.5,116.6,5.85,1.4,0,6.66667,0,14.2196,4.495,-8.59096,1,7,0,0,0,0,0,0,2.304,0,165.2
31,7.000,21.4181,14.7,12.6176,255,0,2.34375,1132.5,0,11.5,116.6,5.78,1.42,0,6.66667,0,14.2196,4.495,-8.62342,1,7,0,0,0,0,0,0,2.304,0,165.2
32,7.040,21.3756,14.7,12.6494,255,0,2.34375,1102.25,0,18.5,116.6,5.69,1.38,0,6.66667,0,14.2196,4.64,-8.66357,1,7,0,0,0,0,0,0,2.304,0,165.2
33,7.080,21.3756,14.7,12.6494,255,0,2.34375,1098.5,0,11.5,116.6,5.64,1.4,0,6.66667,0,14.2196,4.64,-8.66357,1,7,0,0,0,0,0,0,2.304,0,165.2
34,7.120,21.4181,14.7,12.6867,255,0,2.34375,1087.25,0,11.5,116.6,5.64,1.4,0,6.66667,0,14.2196,4.64,-8.68429,1,7,0,0,0,0,0,0,2.304,0,165.2
35,7.160,23.9884,14.7,12.6867,255,0,2.34375,1039,0,11.5,116.6,5.75,1.4,0,6.66667,0,14.2196,4.785,-8.73886,1,7,0,0,0,0,0,0,2.56,0,165.2
36,7.200,23.8202,14.7,12.6867,255,0,2.34375,1024.25,0,11.5,116.6,5.71,1.42,0,6.27451,0,14.2196,4.785,-8.73886,1,7,0,0,0,0,0,0,2.56,0,165.2
37,7.240,23.9033,14.7,12.6441,255,0,2.34375,997.25,0,11.5,116.6,5.71,1.38,0,6.27451,0,14.2196,4.93,-8.77328,1,7,0,0,0,0,0,0,2.56,0,165.2
38,7.280,23.8202,14.7,12.6441,255,0,2.34375,981.75,0,11.5,116.6,5.66,1.4,0,6.27451,0,14.2196,5.075,-8.77328,1,7,0,0,0,0,0,0,2.56,0,165.2
39,7.320,23.7776,14.7,12.6123,255,0,2.34375,980.5,0,11.5,116.6,5.64,1.4,0,6.27451,0,14.2196,5.075,-8.79141,1,7,0,0,0,0,0,0,2.56,0,165.2
40,7.360,23.7351,14.7,12.5965,255,0,2.34375,961.5,0,11.5,116.6,5.54,1.38,0,6.27451,0,14.2196,5.075,-8.80992,1,7,0,0,0,0,0,0,2.56,0,165.2
41,7.400,23.9884,14.7,12.5965,255,0,2.34375,938.5,0,12,116.6,5.48,1.38,0,6.27451,0,14.2196,5.22,-8.80992,1,7,0,0,0,0,0,0,2.56,0,165.2
42,7.440,24.031,14.7,12.5807,255,0,2.34375,943,0,12,116.6,5.46,1.38,0,6.27451,0,14.2196,5.22,-8.83111,1,7,0,0,0,0,0,0,2.56,0,165.2
43,7.480,24.9574,14.7,12.5912,255,0,2.34375,933,0,12,116.6,5.48,1.4,0,6.27451,0,14.2196,5.365,-8.83611,1,7,0,0,0,0,0,0,2.56,0,165.2
44,7.520,24.8742,14.7,12.5912,255,0,2.34375,938.25,0,12,116.6,5.48,1.38,0,6.27451,0,14.2196,5.365,-8.83611,1,7,0,0,0,0,0,0,2.56,0,165.2
45,7.560,24.8742,14.7,12.5912,255,0,2.34375,936.5,0,12,116.6,5.48,1.36,0,5.88235,0,14.2196,5.365,-8.84152,1,7,0,0,0,0,0,0,2.56,0,165.2
46,7.600,24.8317,14.7,12.5912,255,0,2.34375,941,0,12,116.6,5.48,1.4,0,5.88235,0,14.2196,5.365,-8.84152,1,7,0,0,0,0,0,0,2.56,0,165.2
47,7.640,24.8742,14.7,12.6176,255,0,2.34375,949,0,11.5,116.6,5.58,1.38,0,5.88235,0,14.2196,5.365,-8.82879,1,7,0,0,0,0,0,0,2.56,0,165.2
48,7.680,24.704,14.7,12.6441,255,0,2.34375,962.25,0,11.5,116.6,5.52,1.36,0,5.88235,0,14.2196,5.51,-8.82156,1,7,0,0,0,0,0,0,2.56,0,165.2
49,7.720,24.9148,14.7,12.6441,255,0,2.34375,961.75,0,11.5,116.6,5.48,1.38,0,5.88235,0,14.2196,5.51,-8.82156,1,7,0,0,0,0,0,0,2.816,0,165.2
50,7.760,24.9148,14.7,12.6814,255,0,2.34375,976.5,0,11.5,116.6,5.52,1.4,0,5.88235,0,14.2196,5.51,-8.80976,1,7,0,0,0,0,0,0,2.56,0,165.2
51,7.800,24.7466,14.7,12.7135,255,0,2.34375,977.25,0,11.5,116.6,5.5,1.38,0,5.88235,0,14.2196,5.51,-8.79552,1,7,0,0,0,0,0,0,2.56,0,165.2
52,7.840,24.7891,14.7,12.7135,255,0,2.34375,999.25,0,11.5,116.6,5.44,1.36,0,5.88235,0,14.2196,5.365,-8.79552,1,7,0,0,0,0,0,0,2.56,0,165.2
53,7.880,24.7891,14.7,12.7566,255,0,2.34375,1011.75,0,11.5,116.6,5.38,1.38,0,5.88235,0,14.2196,5.365,-8.77542,1,7,0,0,0,0,0,0,2.56,0,165.2
54,7.920,24.6634,14.7,12.7566,255,0,2.34375,1013,0,11.5,116.6,5.32,1.36,0,5.88235,0,14.2196,5.365,-8.77542,1,7,0,0,0,0,0,0,2.56,0,165.2
55,7.960,24.8742,14.7,12.8109,255,0,2.34375,1033.5,0,11.5,116.6,5.32,1.36,0,5.88235,0,14.2196,5.365,-8.74468,1,7,0,0,0,0,0,0,2.56,0,165.2
