sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,2614.440,10.17,14.7,9.86422,255,0,.78125,186.25,0,13,120.2,2.26,1.2,0,6.27451,0,14.3647,13.775,-9.05184,1,7,0,0,0,0,0,0,1.28,0,168.8
1,2614.480,10.17,14.7,9.86422,255,0,.78125,186.25,0,13,120.2,2.26,1.14,0,6.27451,0,14.3647,13.775,-9.05184,1,7,0,0,0,0,0,0,1.28,0,168.8
2,2614.520,10.17,14.7,9.86422,255,0,.78125,186.25,0,13,120.2,2.26,1.08,0,6.27451,0,14.3647,13.775,-9.05184,1,7,0,0,0,0,0,0,1.28,0,168.8
3,2614.560,10.17,14.7,9.86422,255,0,.78125,186.25,0,13,120.2,2.26,1.14,0,6.27451,0,14.3647,13.775,-9.05184,1,7,0,0,0,0,0,0,1.28,0,168.8
4,2614.600,10.17,14.7,9.86422,255,0,.78125,199.5,0,13,120.2,2.5,1.22,0,6.27451,0,14.3647,13.63,-9.05184,1,7,0,0,0,0,0,0,6.4,0,168.8
5,2614.640,10.17,14.7,9.86422,255,0,.78125,410.5,0,13,120.2,3.1,1.18,0,6.27451,0,14.3647,13.05,-9.05184,1,7,0,0,0,0,0,0,5.888,0,168.8
6,2614.680,10.17,14.7,9.85131,255,0,.78125,734.5,0,21.5,120.2,2.88,1.18,0,6.27451,0,14.3647,12.325,-9.05184,1,7,0,0,0,0,0,0,5.888,0,168.8
7,2614.720,10.17,14.7,9.85131,255,0,.78125,944.25,0,19.5,120.2,3.18,1.24,0,6.27451,0,14.3647,11.6,-9.05184,1,7,0,0,0,0,0,0,4.864,0,168.8
8,2614.760,10.17,14.7,9.95556,255,0,.78125,1269,0,19,120.2,3.94,1.28,0,6.27451,0,14.3647,10.295,-8.75542,1,7,0,0,0,0,0,0,4.352,0,168.8
9,2614.800,21.5032,14.7,9.95556,255,0,.78125,1389.75,0,19,120.2,4.22,1.32,0,6.27451,0,14.3647,9.715,-8.75542,1,7,0,0,0,0,0,0,3.584,0,168.8
10,2614.840,21.4181,14.7,9.98859,255,0,.78125,1645.25,0,19,120.2,5.21,1.36,0,6.27451,0,14.3647,8.265,-8.68444,1,7,0,0,0,0,0,0,3.072,0,168.8
11,2614.880,21.5864,14.7,9.9919,255,0,.78125,1761.75,0,19,120.2,5.46,1.38,0,6.27451,0,14.3647,7.685,-8.97704,1,7,0,0,0,0,0,0,2.56,0,168.8
12,2614.920,21.5439,14.7,9.9919,255,0,.78125,1813.25,0,19,120.2,5.58,1.4,0,6.27451,0,14.3647,6.96,-8.97704,1,7,0,0,0,0,0,0,2.56,0,168.8
13,2614.960,21.335,14.7,9.9919,255,0,.78125,1816.75,0,19,120.2,5.74,1.4,0,6.27451,0,14.3647,6.525,-9.23359,1,7,0,0,0,0,0,0,2.56,0,168.8
14,2615.000,21.335,14.7,9.99854,255,0,.78125,1810.75,0,18.5,120.2,5.85,1.42,0,5.88235,0,14.3647,6.09,-9.20422,1,7,0,0,0,0,0,0,2.56,0,168.8
15,2615.040,21.5439,14.7,9.99854,255,0,.78125,1782.25,0,17.5,120.2,5.89,1.42,0,5.88235,0,14.3647,5.51,-9.20422,1,7,0,0,0,0,0,0,2.304,0,168.8
16,2615.080,21.4607,14.7,10.4898,255,0,.78125,1762.75,0,17,120.2,5.92,1.42,0,6.27451,0,14.3647,5.22,-9.12755,1,7,0,0,0,0,0,0,2.304,0,168.8
17,2615.120,21.4181,14.7,10.9237,255,0,.78125,1746.75,0,16,120.2,5.92,1.42,0,6.27451,0,14.3647,5.075,-9.04649,1,7,0,0,0,0,0,0,2.304,0,168.8
18,2615.160,21.5439,14.7,10.9237,255,0,.78125,1691.75,0,15,120.2,5.89,1.42,0,6.27451,0,14.3647,4.785,-9.04649,1,7,0,0,0,0,0,0,2.048,0,168.8
19,2615.200,21.2499,14.7,11.3051,255,0,.78125,1650,0,14.5,120.2,5.85,1.42,0,6.27451,0,14.3647,4.64,-8.83481,1,7,0,0,0,0,0,0,2.048,0,168.8
