sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT
0,16.64,10.17,14.70,14.49,255,0.00,0.00,,181,0.834349030470914,0,26,66.2,2.51,1.2,0.00,8.24,0.00,14.51,14.07,-0.44,-9.17,1,7,0,0,0,0.00,0,0,11.78,1.77130666666667,0,111.2
1,16.68,10.17,14.70,10.74,255,0.00,0.00,,181,0.834349030470914,0,26,66.2,2.51,1.2,0.00,8.24,0.00,14.51,14.07,-0.44,-9.17,1,7,0,0,0,0.00,0,0,11.78,1.77130666666667,0,111.2
2,16.72,10.17,14.70,10.74,255,0.00,0.00,,181,0.834349030470914,0,26,66.2,2.51,1.08,0.00,8.24,0.00,14.51,14.07,-0.44,-9.17,1,7,0,0,0,0.00,0,0,11.78,1.77130666666667,0,111.2
3,16.76,10.17,14.70,10.74,255,0.00,0.00,,181,0.834349030470914,0,26,66.2,2.51,1.12,0.00,8.24,0.00,14.51,14.07,-0.44,-9.17,1,7,0,0,0,0.00,0,0,11.78,1.77130666666667,0,111.2
4,16.8,10.17,14.70,10.74,255,0.00,0.00,,193,0.938181818181818,0,26,66.2,3.01,1.24,0.00,8.24,0.00,14.51,13.92,-0.59,-9.17,1,7,0,0,0,0.00,0,0,11.52,1.848,0,111.2
5,16.84,10.17,14.70,10.74,255,0.00,0.00,,193,0.938181818181818,0,26,66.2,3.01,1.2,0.00,8.24,0.00,14.51,13.92,-0.59,-9.17,1,7,0,0,0,0.00,0,0,11.52,1.848,0,111.2
6,16.88,10.17,14.70,10.74,255,0.00,0.00,,420,0.52459797498511,0,26,66.2,3.67,1.22,0.00,8.24,0.00,14.51,13.20,-1.31,-9.17,1,7,0,0,0,0.00,0,0,11.52,4.0296,0,111.2
7,16.92,10.17,14.70,10.74,255,0.00,0.00,,766,0.281984334203655,0,26,66.2,3.6,1.26,0.00,8.24,0.00,14.51,13.05,-1.46,-9.17,1,7,0,0,0,0.00,0,0,8.70,5.55605333333333,0,111.2
8,16.96,10.17,14.70,10.77,255,0.00,0.00,,1205,0.231133250311332,0,26,66.2,4.64,1.36,0.00,8.24,0.00,14.51,11.17,-3.34,-8.96,1,7,0,0,0,0.00,0,0,7.17,7.19488,0,111.2
9,17,10.17,14.70,10.80,255,0.00,0.00,,1493,0.24028126569563,0,24,66.2,5.98,1.42,0.00,8.24,0.00,14.51,10.01,-4.50,-8.81,1,7,0,0,0,0.00,0,0,5.89,7.32688,0,111.2
10,17.04,10.17,14.70,10.80,255,0.00,0.00,,1708,0.22489019033675,0,21.5,66.2,6.4,1.46,0.00,8.24,0.00,14.51,9.14,-5.37,-8.81,1,7,0,0,1,0.00,0,0,4.86,6.92106666666667,0,111.2
11,17.08,10.17,14.70,10.81,255,0.00,0.00,,1907,0.231912940867969,0,21,66.2,7.37,1.48,0.00,8.24,0.00,14.51,7.98,-6.53,-9.25,1,7,0,0,2,0.00,0,0,3.58,5.69482666666667,0,111.2
12,17.12,22.72,14.70,10.81,255,0.00,0.00,,1994,0.22871473354232,0,20.5,66.2,7.6,1.5,0.00,8.24,0.00,14.51,7.25,-7.26,-9.25,1,7,0,0,3,0.00,0,0,3.07,5.104,0,111.2
13,17.16,22.43,14.70,10.81,255,0.00,0.00,,2111,0.217716721932733,0,20,66.2,7.66,1.52,0.00,8.63,0.00,14.51,6.82,-7.69,-9.79,1,7,0,0,3,0.00,0,0,2.56,4.50346666666667,0,111.2
14,17.2,22.60,14.70,10.82,255,0.00,0.00,,2173,0.213738350017259,0,19.5,66.2,7.74,1.54,0.00,8.63,0.00,14.51,6.09,-8.42,-9.79,1,7,0,0,4,0.00,0,0,2.56,4.6352,0,111.2
15,17.24,22.56,14.70,10.82,255,0.00,0.00,,2217,0.21439205955335,0,18,66.2,7.92,1.56,0.00,8.63,0.00,14.51,5.66,-8.85,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.25568,0,111.2
16,17.28,22.56,14.70,10.84,255,0.00,0.00,,2230,0.2176437619101,0,17,66.2,8.09,1.56,0.00,8.63,0.00,14.51,5.22,-9.29,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.28208,0,111.2
17,17.32,22.64,14.70,10.98,255,0.00,0.00,,2246,0.220950684626517,0,15.5,66.2,8.27,1.56,0.00,8.63,0.00,14.51,4.93,-9.58,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.31184,0,111.2
18,17.36,22.60,14.70,10.98,255,0.00,0.00,,2235,0.214813157305885,0,14.5,66.2,8,1.56,0.00,8.63,0.00,14.51,4.79,-9.72,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.29024,0,111.2
19,17.4,22.56,14.70,10.99,255,0.00,0.00,,2228,0.222735944338458,0,13,66.2,8.27,1.56,0.00,8.63,0.00,14.51,4.64,-9.87,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.27728,0,111.2
20,17.44,22.60,14.70,11.13,255,0.00,0.00,,2198,0.23041747241497,0,12,66.2,8.44,1.56,0.00,8.63,0.00,14.51,4.50,-10.01,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.21968,0,111.2
21,17.48,22.60,14.70,11.13,255,0.00,0.00,,2184,0.231921227387222,0,11,66.2,8.44,1.56,0.00,8.63,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.19232,0,111.2
22,17.52,22.64,14.70,11.14,255,0.00,0.00,,2137,0.234749034749035,0,10,66.2,8.36,1.56,0.00,8.63,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.10256,0,111.2
23,17.56,22.64,14.70,11.14,255,0.00,0.00,,2112,0.247501775988634,0,10,66.2,8.71,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.05408,0,111.2
24,17.6,22.51,14.70,11.27,255,0.00,0.00,,2093,0.252269469660774,0,9.5,66.2,8.8,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,4.01856,0,111.2
25,17.64,22.56,14.70,11.28,255,0.00,0.00,,2038,0.269348705997792,0,9.5,66.2,9.15,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,3.91344,0,111.2
26,17.68,22.56,14.70,11.28,255,0.00,0.00,,2009,0.267927815805849,0,9.5,66.2,8.97,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.79,1,7,0,0,4,0.00,0,0,2.30,3.8568,0,111.2
27,17.72,22.56,14.70,11.40,255,0.00,0.00,,1983,0.276888160383306,0,9.5,66.2,9.15,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.76,1,7,0,0,4,0.00,0,0,2.30,3.80688,0,111.2
28,17.76,22.64,14.70,11.51,255,0.00,0.00,,1928,0.28195020746888,0,9.5,66.2,9.06,1.58,0.00,9.02,0.00,14.51,4.35,-10.16,-9.61,1,7,0,0,4,0.00,0,0,2.30,3.70176,0,111.2
29,17.8,22.51,14.70,11.51,255,0.00,0.00,,1887,0.296700675765205,0,9,66.2,9.33,1.58,0.00,9.02,0.00,14.51,4.50,-10.01,-9.61,1,7,0,0,4,0.00,0,0,2.56,4.02506666666667,0,111.2
30,17.84,22.56,14.70,11.52,255,0.00,0.00,,1856,0.298706896551724,0,9,66.2,9.24,1.58,0.00,9.02,0.00,14.51,4.50,-10.01,-9.45,1,7,0,0,4,0.00,0,0,2.56,3.95946666666667,0,111.2
31,17.88,22.60,14.70,11.52,255,0.00,0.00,,1813,0.30574934509858,0,9,66.2,9.24,1.6,0.00,9.02,0.00,14.51,4.50,-10.01,-9.45,1,7,0,0,4,0.00,0,0,2.56,3.86826666666667,0,111.2
32,17.92,22.60,14.70,11.62,255,0.00,0.00,,1783,0.313921211271555,0,9,66.2,9.33,1.58,0.00,9.02,0.00,14.51,4.64,-9.87,-9.33,1,7,0,0,4,0.00,0,0,2.56,3.80426666666667,0,111.2
33,17.96,22.56,14.70,11.64,255,0.00,0.00,,1763,0.317617021276596,0,9,66.2,9.33,1.6,0.00,9.02,0.00,14.51,4.64,-9.87,-9.21,1,7,0,0,4,0.00,0,0,2.56,3.76,0,111.2
34,18,22.64,14.70,11.64,255,0.00,0.00,,1729,0.317524580682475,0,8.5,66.2,9.15,1.6,0.00,9.02,0.00,14.51,4.79,-9.72,-9.21,1,7,0,0,4,0.00,0,0,2.56,3.68853333333333,0,111.2
35,18.04,22.60,14.70,11.64,255,0.00,0.00,,1703,0.328665785997358,0,8.5,66.2,9.33,1.58,0.00,9.02,0.00,14.51,4.79,-9.72,-9.12,1,7,0,0,4,0.00,0,0,2.56,3.6336,0,111.2
36,18.08,22.64,14.70,11.74,255,0.00,0.00,,1672,0.331628532974428,0,8.5,66.2,9.24,1.58,0.00,9.02,0.00,14.51,4.79,-9.72,-8.98,1,7,0,0,4,0.00,0,0,2.82,3.92304,0,111.2
37,18.12,23.86,14.70,11.74,255,0.00,0.00,,1655,0.328409605799728,0,8.5,66.2,9.06,1.58,0.00,9.02,0.00,14.51,4.93,-9.58,-8.98,1,7,0,0,4,0.00,0,0,2.82,3.88432,0,111.2
38,18.16,23.78,14.70,11.75,255,0.00,0.00,,1564,0.344062649832188,0,9,66.2,8.97,1.58,0.00,9.02,0.00,14.51,4.93,-9.58,-8.88,1,7,0,0,4,0.00,0,0,2.82,3.67077333333333,0,111.2
39,18.2,23.69,14.70,11.75,255,0.00,0.00,,1507,0.367822192735114,0,10,66.2,9.24,1.58,0.00,9.02,0.00,14.51,5.08,-9.43,-8.88,1,7,0,0,4,0.00,0,0,2.82,3.53701333333333,0,111.2
40,18.24,23.82,14.70,11.84,255,0.00,0.00,,1483,0.370195549561699,0,10.5,66.2,9.15,1.6,0.00,9.02,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.48010666666667,0,111.2
41,18.28,23.86,14.70,11.84,255,0.00,0.00,,1483,0.370320404721754,0,10,66.2,9.15,1.6,0.00,9.02,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.47893333333333,0,111.2
42,18.32,23.82,14.70,11.84,255,0.00,0.00,,1478,0.378819150735916,0,10,66.2,9.33,1.6,0.00,9.02,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.46778666666667,0,111.2
43,18.36,23.82,14.70,11.92,255,0.00,0.00,,1470,0.380816326530612,0,10.5,66.2,9.33,1.6,0.00,9.02,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.7632,0,111.2
44,18.4,23.65,14.70,11.93,255,0.00,0.00,,1461,0.383162217659138,0,10.5,66.2,9.33,1.6,0.00,9.02,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.74016,0,111.2
45,18.44,23.57,14.70,11.93,255,0.00,0.00,,1466,0.378236397748593,0,10,66.2,9.24,1.58,0.00,9.02,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.75232,0,111.2
46,18.48,23.52,14.70,11.94,255,0.00,0.00,,1463,0.37532045804136,0,10,66.2,9.15,1.58,0.00,9.02,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.74464,0,111.2
47,18.52,23.74,14.70,11.94,255,0.00,0.00,,1462,0.375641464249059,0,10,66.2,9.15,1.58,0.00,8.63,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.74144,0,111.2
48,18.56,23.78,14.70,12.01,255,0.00,0.00,,1471,0.373215499660095,0,10,66.2,9.15,1.58,0.00,8.63,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.76576,0,111.2
49,18.6,23.78,14.70,12.02,255,0.00,0.00,,1477,0.37163648671518,0,9.5,66.2,9.15,1.58,0.00,8.63,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.78176,0,111.2
50,18.64,23.78,14.70,12.02,255,0.00,0.00,,1484,0.3737108190091,0,9.5,66.2,9.24,1.58,0.00,8.63,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.79776,0,111.2
51,18.68,23.74,14.70,12.09,255,0.00,0.00,,1490,0.361268669239805,0,9,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.37,-9.14,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.81376,0,111.2
52,18.72,23.69,14.70,12.10,255,0.00,0.00,,1495,0.36373369019739,0,9,66.2,9.06,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.82592,0,111.2
53,18.76,23.74,14.70,12.10,255,0.00,0.00,,1506,0.357489206243773,0,9,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.85408,0,111.2
54,18.8,23.74,14.70,12.11,255,0.00,0.00,,1499,0.359039359573049,0,9,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.83744,0,111.2
55,18.84,23.74,14.70,12.11,255,0.00,0.00,,1498,0.352587646076795,0,9,66.2,8.8,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.8336,0,111.2
56,18.88,23.95,14.70,12.17,255,0.00,0.00,,1498,0.352528793189785,0,8.5,66.2,8.8,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.83424,0,111.2
57,18.92,23.78,14.70,12.18,255,0.00,0.00,,1501,0.34451290591174,0,8.5,66.2,8.62,1.56,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.8432,0,111.2
58,18.96,23.82,14.70,12.18,255,0.00,0.00,,1499,0.352234823215477,0,8.5,66.2,8.8,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.51765333333333,0,111.2
59,19,23.78,14.70,12.19,255,0.00,0.00,,1489,0.351091703056769,0,8.5,66.2,8.71,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.49301333333333,0,111.2
60,19.04,23.82,14.70,12.25,255,0.00,0.00,,1484,0.362607377463365,0,8.5,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.48304,0,111.2
61,19.08,23.82,14.70,12.25,255,0.00,0.00,,1478,0.360426179604262,0,8.5,66.2,8.88,1.58,0.00,8.63,0.00,14.51,5.22,-9.29,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.46896,0,111.2
62,19.12,23.78,14.70,12.26,255,0.00,0.00,,1471,0.36214103653356,0,8.5,66.2,8.88,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.45253333333333,0,111.2
63,19.16,23.86,14.70,12.26,255,0.00,0.00,,1469,0.362695711368278,0,8.5,66.2,8.88,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.44725333333333,0,111.2
64,19.2,23.95,14.70,12.31,255,0.00,0.00,,1467,0.356176520701994,0,8.5,66.2,8.71,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.44314666666667,0,111.2
65,19.24,23.78,14.70,12.32,255,0.00,0.00,,1469,0.359428182437032,0,8.5,66.2,8.8,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.44725333333333,0,111.2
66,19.28,23.86,14.70,12.32,255,0.00,0.00,,1458,0.369135802469136,0,8.5,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.42144,0,113
67,19.32,23.86,14.70,12.33,255,0.00,0.00,,1449,0.379012771832931,0,9,66.2,9.15,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.39914666666667,0,113
68,19.36,23.95,14.70,12.38,255,0.00,0.00,,1447,0.379340127828641,0,9,66.2,9.15,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.39621333333333,0,113
69,19.4,23.90,14.70,12.38,255,0.00,0.00,,1443,0.376649922050927,0,9,66.2,9.06,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.69472,0,113
70,19.44,23.82,14.70,12.39,255,0.00,0.00,,1439,0.373944762897342,0,9,66.2,8.97,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.68448,0,113
71,19.48,23.69,14.70,12.39,255,0.00,0.00,,1429,0.369618480924046,0,9.5,66.2,8.8,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.65696,0,113
72,19.52,23.82,14.70,12.44,255,0.00,0.00,,1428,0.373174575380844,0,9.5,66.2,8.88,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.65504,0,113
73,19.56,23.86,14.70,12.45,255,0.00,0.00,,1430,0.37265256163665,0,9,66.2,8.88,1.58,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,3.07,3.66016,0,113
74,19.6,23.86,14.70,12.45,255,0.00,0.00,,1431,0.361362445414847,0,9,66.2,8.62,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.35866666666667,0,113
75,19.64,23.82,14.70,12.46,255,0.00,0.00,,1426,0.351814834297738,0,9,66.2,8.36,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.34576,0,113
76,19.68,23.82,14.70,12.51,255,0.00,0.00,,1419,0.334883720930233,0,9.5,66.2,7.92,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.32992,0,113
77,19.72,23.82,14.70,12.51,255,0.00,0.00,,1411,0.340124003542958,0,9.5,66.2,8,1.54,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.31173333333333,0,113
78,19.76,23.65,14.70,12.51,255,0.00,0.00,,1411,0.336051045728465,0,9.5,66.2,7.9,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.30997333333333,0,113
79,19.8,23.90,14.70,12.51,255,0.00,0.00,,1402,0.342307006596541,0,15.5,66.2,8,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.29061333333333,0,113
80,19.84,23.90,14.70,12.55,255,0.00,0.00,,1415,0.354550273899982,0,14,66.2,8.36,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.31994666666667,0,113
81,19.88,23.74,14.70,12.56,255,0.00,0.00,,1427,0.347844374342797,0,13,66.2,8.27,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.34752,0,113
82,19.92,23.82,14.70,12.56,255,0.00,0.00,,1432,0.339084876004191,0,12,66.2,8.09,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.35925333333333,0,113
83,19.96,23.86,14.70,12.58,255,0.00,0.00,,1434,0.330486316890361,0,11.5,66.2,7.9,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.36570666666667,0,113
84,20,23.78,14.70,12.61,255,0.00,0.00,,1440,0.337083333333333,0,11,66.2,8.09,1.54,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.3792,0,113
85,20.04,23.74,14.70,12.61,255,0.00,0.00,,1437,0.341663766098155,0,11,66.2,8.18,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.37098666666667,0,113
86,20.08,23.82,14.70,12.62,255,0.00,0.00,,1430,0.332423924449108,0,11.5,66.2,7.92,1.54,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.35456,0,113
87,20.12,23.86,14.70,12.62,255,0.00,0.00,,1417,0.335415563790365,0,12.5,66.2,7.92,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.32464,0,113
88,20.16,23.86,14.70,12.63,255,0.00,0.00,,1419,0.345999295029961,0,12,66.2,8.18,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.32874666666667,0,113
89,20.2,23.86,14.70,12.67,255,0.00,0.00,,1416,0.346671375595974,0,12,66.2,8.18,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.32229333333333,0,113
90,20.24,23.74,14.70,12.67,255,0.00,0.00,,1417,0.350176429075512,0,11.5,66.2,8.27,1.56,0.00,8.63,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.32522666666667,0,113
91,20.28,23.69,14.70,12.68,255,0.00,0.00,,1402,0.357838416265383,0,12.5,66.2,8.36,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.28944,0,113
92,20.32,23.82,14.70,12.71,255,0.00,0.00,,1406,0.352853333333333,0,12,66.2,8.27,1.56,0.00,8.63,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.3,0,113
93,20.36,23.82,14.70,12.71,255,0.00,0.00,,1406,0.349199573105656,0,11.5,66.2,8.18,1.56,0.00,8.63,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.29824,0,113
94,20.4,23.78,14.70,12.72,255,0.00,0.00,,1409,0.352289669861555,0,11,66.2,8.27,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.30528,0,113
95,20.44,23.90,14.70,12.72,255,0.00,0.00,,1401,0.361585148161371,0,11.5,66.2,8.44,1.56,0.00,8.63,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.28650666666667,0,113
96,20.48,23.90,14.70,12.74,255,0.00,0.00,,1407,0.36004265908283,0,11,66.2,8.44,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.30058666666667,0,113
97,20.52,23.78,14.70,12.76,255,0.00,0.00,,1406,0.356820202738752,0,11,66.2,8.36,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.29882666666667,0,113
98,20.56,23.69,14.70,12.76,255,0.00,0.00,,1408,0.340848570921356,0,10.5,66.2,8,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.30469333333333,0,113
99,20.6,23.78,14.70,12.77,255,0.00,0.00,,1412,0.358576739245884,0,10,66.2,8.44,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.31408,0,113
100,20.64,23.86,14.70,12.78,255,0.00,0.00,,1402,0.342307006596541,0,10.5,66.2,8,1.54,0.00,8.63,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.29061333333333,0,113
101,20.68,23.86,14.70,12.78,255,0.00,0.00,,1403,0.349946524064171,0,10.5,66.2,8.18,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.2912,0,113
102,20.72,23.86,14.70,12.82,255,0.00,0.00,,1392,0.35252289459508,0,11,66.2,8.18,1.56,0.00,8.24,0.00,14.51,4.93,-9.58,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.26714666666667,0,113
103,20.76,23.86,14.70,12.82,255,0.00,0.00,,1390,0.353157042633567,0,11,66.2,8.18,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.26128,0,113
104,20.8,23.82,14.70,12.82,255,0.00,0.00,,1390,0.360928224500809,0,11,66.2,8.36,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.26128,0,113
105,20.84,23.65,14.70,12.85,255,0.00,0.00,,1385,0.365565782349756,0,11,64.4,8.44,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.25072,0,113
106,20.88,23.78,14.70,12.85,255,0.00,0.00,,1387,0.350027041644132,0,10.5,64.4,8.09,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.25424,0,113
107,20.92,23.86,14.70,12.86,255,0.00,0.00,,1388,0.357621621621622,0,10.5,64.4,8.27,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.256,0,113
108,20.96,23.86,14.70,12.88,255,0.00,0.00,,1377,0.348647176321046,0,11,64.4,8,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.23077333333333,0,113
109,21,23.86,14.70,12.88,255,0.00,0.00,,1376,0.360544959128065,0,11,64.4,8.27,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.2296,0,113
110,21.04,23.74,14.70,12.90,255,0.00,0.00,,1384,0.362362290048763,0,10,64.4,8.36,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.24837333333333,0,113
111,21.08,23.78,14.70,12.90,255,0.00,0.00,,1385,0.362166064981949,0,10,64.4,8.36,1.56,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.25013333333333,0,113
112,21.12,23.74,14.70,12.91,255,0.00,0.00,,1385,0.358331828849973,0,9.5,64.4,8.27,1.56,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.24954666666667,0,113
113,21.16,23.86,14.70,12.92,255,0.00,0.00,,1384,0.354624277456647,0,9.5,64.4,8.18,1.56,0.00,8.63,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.24778666666667,0,113
114,21.2,23.82,14.70,12.92,255,0.00,0.00,,1383,0.358850117519436,0,9.5,64.4,8.27,1.54,0.00,8.24,0.00,14.51,5.08,-9.43,-8.81,1,7,0,0,4,0.00,0,0,2.82,3.24485333333333,0,113
