sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
0,174.92,10.17,14.70,11.05,255,0.00,-2.34,,197,0.878271918678526,0,14.5,59,2.88,1.2,0.00,6.67,0.00,14.22,13.49,-0.73,-8.88,1,7,0,0,0,0.00,0,0,5.89,0.965386666666667,0
1,174.96,10.17,14.70,7.62,255,0.00,-2.34,,197,0.878271918678526,0,14.5,59,2.88,1.22,0.00,6.67,0.00,14.22,13.49,-0.73,-8.88,1,7,0,0,0,0.00,0,0,5.89,0.965386666666667,0
2,175,10.17,14.70,7.62,255,0.00,-2.34,,197,0.878271918678526,0,14.5,59,2.88,1.12,0.00,6.67,0.00,14.22,13.49,-0.73,-8.88,1,7,0,0,0,0.00,0,0,5.89,0.965386666666667,0
3,175.04,10.17,14.70,7.62,255,0.00,-2.34,,197,0.878271918678526,0,14.5,59,2.88,1.16,0.00,6.67,0.00,14.22,13.49,-0.73,-8.88,1,7,0,0,0,0.00,0,0,5.89,0.965386666666667,0
4,175.08,10.17,14.70,7.62,255,0.00,-2.34,,208,0.936867469879518,0,14.5,59,3.24,1.26,0.00,6.67,0.00,14.22,13.34,-0.88,-8.88,1,7,0,0,0,0.00,0,0,5.89,1.01813333333333,0
5,175.12,10.17,14.70,7.62,255,0.00,-2.34,,208,0.936867469879518,0,14.5,59,3.24,1.18,0.00,6.67,0.00,14.22,13.34,-0.88,-8.88,1,7,0,0,0,0.00,0,0,5.89,1.01813333333333,0
6,175.16,10.17,14.70,7.62,255,0.00,-2.34,,407,0.559409594095941,0,14.5,59,3.79,1.22,0.00,6.67,0.00,14.22,12.62,-1.60,-8.88,1,7,0,0,0,0.00,0,0,5.63,1.90784,0
7,175.2,21.21,14.81,7.62,255,0.00,-2.34,,709,0.308994708994709,0,22,59,3.65,1.26,0.00,6.67,0.00,14.22,12.62,-1.60,-8.88,1,7,0,0,0,0.00,0,0,4.86,2.8728,0
8,175.24,21.54,14.81,7.62,255,0.00,-2.34,,1048,0.249045801526718,0,17.5,59,4.35,1.28,0.00,7.06,0.00,14.22,10.88,-3.34,-8.88,1,7,0,0,0,0.00,0,0,4.10,3.57717333333333,0
9,175.28,21.38,14.81,7.67,255,0.00,-2.34,,1203,0.241995841995842,0,17.5,59,4.85,1.36,0.00,7.06,0.00,14.22,10.30,-3.92,-8.51,1,7,0,0,0,0.00,0,0,3.58,3.59146666666667,0
10,175.32,21.46,14.81,7.67,255,0.00,-2.34,,1398,0.241630901287554,0,17.5,59,5.63,1.4,0.00,6.67,0.00,14.22,9.28,-4.94,-8.51,1,7,0,0,0,0.00,0,0,3.33,3.87712,0
11,175.36,21.25,14.81,7.70,255,0.00,-2.34,,1533,0.245792563600783,0,17.5,59,6.28,1.42,0.00,6.67,0.00,14.22,8.41,-5.81,-8.51,1,7,0,0,0,0.00,0,0,3.33,4.25152,0
12,175.4,20.96,14.81,7.71,255,0.00,-2.34,,1705,0.227298050139276,0,17.5,59,6.46,1.44,0.00,6.67,0.00,14.22,7.54,-6.68,-8.62,1,7,0,0,0,0.00,0,0,3.33,4.72922666666667,0
13,175.44,21.34,14.81,7.71,255,0.00,-2.34,,1793,0.217208199693209,0,17.5,59,6.49,1.44,0.00,6.67,0.00,14.22,6.96,-7.26,-8.62,1,7,0,0,0,0.00,0,0,3.33,4.97189333333333,0
14,175.48,21.00,14.81,7.71,255,0.00,-1.56,,1907,0.205165858135571,0,17.5,59,6.52,1.44,0.00,6.67,0.00,14.22,6.53,-7.69,-9.07,1,7,0,0,0,0.00,0,0,3.07,4.88128,0
15,175.52,21.46,14.81,7.92,255,0.00,-1.56,,1965,0.19905864393843,0,16.5,59,6.52,1.44,0.00,6.67,0.00,14.22,6.09,-8.13,-9.41,1,7,0,0,0,0.00,0,0,3.07,5.03104,0
16,175.56,21.21,14.81,7.92,255,0.00,-1.56,,2037,0.192930780559647,0,15.5,59,6.55,1.46,0.00,6.67,0.00,14.22,5.51,-8.71,-9.41,1,7,0,0,0,0.00,0,0,2.82,4.78016,0
17,175.6,21.38,14.81,8.31,255,0.00,-1.56,,2064,0.193337371290127,0,14.5,59,6.65,1.46,0.00,6.67,0.00,14.22,5.08,-9.14,-9.50,1,7,0,0,0,0.00,0,0,2.56,4.40266666666667,0
18,175.64,21.08,14.81,8.31,255,0.00,-1.56,,2094,0.193696275071633,0,14,59,6.76,1.46,0.00,6.67,0.00,14.22,4.93,-9.29,-9.50,1,7,0,0,0,0.00,0,0,2.56,4.4672,0
19,175.68,21.21,14.81,8.66,255,0.00,-1.56,,2093,0.191231633018755,0,13,59,6.67,1.46,0.00,6.67,0.00,14.22,4.64,-9.58,-9.50,1,7,0,0,0,0.00,0,0,2.56,4.46453333333333,0
20,175.72,21.29,14.81,8.96,255,0.00,-1.56,,2074,0.198457087753134,0,12,59,6.86,1.46,0.00,6.67,0.00,14.22,4.35,-9.87,-9.50,1,7,0,0,0,0.00,0,0,2.30,3.98208,0
