run_ts,baseline,rom_rev,thread,metric,value,n_events,n_pulls,n_samples,delta_vs_baseline,delta_vs_prior
2026-07-16T22:47:30+00:00,garn_base,20.17,wgdc,wgdc_pegged_pulls,0.0,,6.0,,0.0,0.0
2026-07-16T22:47:30+00:00,garn_base,20.17,ol_fueling,afr_osc_per_min,0.7010271571824804,46.0,,,0.07176989406051126,-0.072487694302668
2026-07-16T22:47:30+00:00,garn_base,20.17,ol_fueling,ffb_wbo2_div_per_min,1.981163705080923,130.0,,,-0.2159040271754442,-0.44988297101525765
2026-07-16T22:47:30+00:00,garn_base,20.17,ol_fueling,maf_corr_mean_pct,-1.0980585993330156,,,20990.0,0.2637705127605263,0.7338567578846673
2026-07-16T22:47:30+00:00,garn_base,20.17,ol_fueling,maf_corr_mean_abs_pct,1.1463978084802287,,,20990.0,-0.7111715011094917,-0.6904938738998256
2026-07-16T22:47:30+00:00,garn_base,20.17,cross_thread,stutter_signature_per_min,1.4325337559815905,94.0,,,-0.08194982644755577,-0.09239552266055928
2026-07-16T22:47:30+00:00,garn_base,20.17a,pedal_throttle,throttle_hunt_per_min,0.37160630965822494,217.0,,,0.0196488574035642,-0.05510587297458924
2026-07-16T22:47:30+00:00,garn_base,20.17a,pedal_throttle,rpm_swing_per_min,0.9692588537629278,566.0,,,-0.7052053887819735,-0.9204665264681066
2026-07-16T22:47:30+00:00,garn_base,20.17a,avcs,avcs_osc_per_min,1.1028316286631192,644.0,,,0.1322822906275396,0.06653061369771329
2026-07-16T22:47:30+00:00,garn_base,20.17a,timing_sum,fbkc_events_per_min,0.35790653787358995,209.0,,,0.24058738712203637,0.205509329790442
2026-07-16T22:47:30+00:00,garn_base,20.17a,timing_sum,flkc_events_per_min,0.2380335347580335,139.0,,,0.1953720253938322,0.2380335347580335
2026-07-16T22:47:30+00:00,garn_base,20.17a,timing_sum,total_knock_per_min,0.5959400726316234,,,,0.43595941251586856,0.44354286454847547
2026-07-16T22:47:30+00:00,garn_base,20.17a,timing_sum,min_fbkc_depth,-11.8,,,,-7.6000000000000005,-9.0
2026-07-16T22:47:30+00:00,garn_base,20.17a,timing_sum,timing_osc_per_min,0.6952634180702273,406.0,,,-0.2539551652832517,0.11615402735426517
2026-07-16T22:47:30+00:00,garn_base,20.17a,wgdc,mean_target_attainment,0.6413366114975961,,133.0,,-0.17561038487553748,0.02747929207112898
2026-07-16T22:47:30+00:00,garn_base,20.17a,wgdc,mean_peak_mrp,10.758872180451128,,133.0,,-2.178442105263157,0.6888721804511277
2026-07-16T22:47:30+00:00,garn_base,20.17a,wgdc,wgdc_pegged_pulls,0.0,,133.0,,0.0,0.0
2026-07-16T22:47:30+00:00,garn_base,20.17a,ol_fueling,afr_osc_per_min,0.9195971810436259,537.0,,,0.2903399179216567,0.21857002386114543
2026-07-16T22:47:30+00:00,garn_base,20.17a,ol_fueling,ffb_wbo2_div_per_min,2.0464034103298565,1195.0,,,-0.1506643219265107,0.06523970524893352
2026-07-16T22:47:30+00:00,garn_base,20.17a,ol_fueling,maf_corr_mean_pct,-0.6862652880126549,,,233271.0,0.6755638240808871,0.4117933113203608
2026-07-16T22:47:30+00:00,garn_base,20.17a,ol_fueling,maf_corr_mean_abs_pct,0.8728036918433925,,,233271.0,-0.9847656177463279,-0.2735941166368362
2026-07-16T22:47:30+00:00,garn_base,20.17a,cross_thread,stutter_signature_per_min,1.4590256950636298,852.0,,,-0.05545788736551649,0.026491939082039284
2026-07-16T22:47:30+00:00,garn_base,20.18,pedal_throttle,throttle_hunt_per_min,0.41657044133080373,190.0,,,0.06461298907614299,0.04496413167257879
2026-07-16T22:47:30+00:00,garn_base,20.18,pedal_throttle,rpm_swing_per_min,1.1685897117332547,533.0,,,-0.5058745308116466,0.1993308579703269
2026-07-16T22:47:30+00:00,garn_base,20.18,avcs,avcs_osc_per_min,1.6728591933442276,763.0,,,0.702309855308648,0.5700275646811084
2026-07-16T22:47:30+00:00,garn_base,20.18,timing_sum,fbkc_events_per_min,0.3442187330996641,157.0,,,0.22689958234811053,-0.013687804773925838
2026-07-16T22:47:30+00:00,garn_base,20.18,timing_sum,flkc_events_per_min,1.1510499036772208,525.0,,,1.1083883943130195,0.9130163689191874
2026-07-16T22:47:30+00:00,garn_base,20.18,timing_sum,total_knock_per_min,1.495268636776885,,,,1.33528797666113,0.8993285641452616
2026-07-16T22:47:30+00:00,garn_base,20.18,timing_sum,min_fbkc_depth,-11.8,,,,-7.6000000000000005,0.0
2026-07-16T22:47:30+00:00,garn_base,20.18,timing_sum,timing_osc_per_min,0.9690743950958697,442.0,,,0.019855811742390705,0.2738109770256424
2026-07-16T22:47:30+00:00,garn_base,20.18,wgdc,mean_target_attainment,0.6510269688660338,,74.0,,-0.16592002750709978,0.009690357368437708
2026-07-16T22:47:30+00:00,garn_base,20.18,wgdc,mean_peak_mrp,10.924036486486486,,74.0,,-2.013277799227799,0.1651643060353578
2026-07-16T22:47:30+00:00,garn_base,20.18,wgdc,wgdc_pegged_pulls,0.0,,74.0,,0.0,0.0
2026-07-16T22:47:30+00:00,garn_base,20.18,ol_fueling,afr_osc_per_min,1.0896605754811024,497.0,,,0.46040331235913323,0.17006339443747653
2026-07-16T22:47:30+00:00,garn_base,20.18,ol_fueling,ffb_wbo2_div_per_min,2.565196928194949,1170.0,,,0.36812919593858195,0.5187935178650926
2026-07-16T22:47:30+00:00,garn_base,20.18,ol_fueling,maf_corr_mean_pct,-1.5578152589319856,,,235390.0,-0.19598614683844362,-0.8715499709193307
2026-07-16T22:47:30+00:00,garn_base,20.18,ol_fueling,maf_corr_mean_abs_pct,1.627248685160797,,,235390.0,-0.23032062442892332,0.7544449933174046
2026-07-16T22:47:30+00:00,garn_base,20.18,cross_thread,stutter_signature_per_min,1.8351024178625406,837.0,,,0.3206188354333943,0.3760767227989108
2026-07-16T22:47:30+00:00,garn_base,20.18a,pedal_throttle,throttle_hunt_per_min,1.12924475035625,56.0,,,0.7772872981015893,0.7126743090254462
2026-07-16T22:47:30+00:00,garn_base,20.18a,pedal_throttle,rpm_swing_per_min,2.5206356034737722,125.0,,,0.846171360928871,1.3520458917405176
2026-07-16T22:47:30+00:00,garn_base,20.18a,avcs,avcs_osc_per_min,0.7662732234560267,38.0,,,-0.20427611457955297,-0.906585969888201
2026-07-16T22:47:30+00:00,garn_base,20.18a,timing_sum,fbkc_events_per_min,0.0806603393111607,4.0,,,-0.036658811440392874,-0.26355839378850343
2026-07-16T22:47:30+00:00,garn_base,20.18a,timing_sum,flkc_events_per_min,0.0,0.0,,,-0.0426615093642013,-1.1510499036772208
2026-07-16T22:47:30+00:00,garn_base,20.18a,timing_sum,total_knock_per_min,0.0806603393111607,,,,-0.07932032080459417,-1.4146082974657244
2026-07-16T22:47:30+00:00,garn_base,20.18a,timing_sum,min_fbkc_depth,-1.4,,,,2.8000000000000003,10.4
2026-07-16T22:47:30+00:00,garn_base,20.18a,timing_sum,timing_osc_per_min,0.48396203586696424,24.0,,,-0.46525654748651474,-0.48511235922890544
2026-07-16T22:47:30+00:00,garn_base,20.18a,wgdc,mean_target_attainment,0.5768474128088169,,12.0,,-0.2400995835643167,-0.07417955605721693
2026-07-16T22:47:30+00:00,garn_base,20.18a,wgdc,mean_peak_mrp,10.079983333333333,,12.0,,-2.857330952380952,-0.844053153153153
2026-07-16T22:47:30+00:00,garn_base,20.18a,wgdc,wgdc_pegged_pulls,0.0,,12.0,,0.0,0.0
2026-07-16T22:47:30+00:00,garn_base,20.18a,ol_fueling,afr_osc_per_min,0.8469335627671875,42.0,,,0.21767629964521829,-0.24272701271391495
2026-07-16T22:47:30+00:00,garn_base,20.18a,ol_fueling,ffb_wbo2_div_per_min,2.359314924851451,117.0,,,0.1622471925950837,-0.20588200334349827
2026-07-16T22:47:30+00:00,garn_base,20.18a,ol_fueling,maf_corr_mean_pct,-2.2983412842712845,,,17325.0,-0.9365121721777425,-0.7405260253392989
2026-07-16T22:47:30+00:00,garn_base,20.18a,ol_fueling,maf_corr_mean_abs_pct,2.5914512005772004,,,17325.0,0.73388189098748,0.9642025154164033
2026-07-16T22:47:30+00:00,garn_base,20.18a,cross_thread,stutter_signature_per_min,1.7341972951899551,86.0,,,0.21971371276080887,-0.10090512267258545
