sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,167636.200,10.17,14.7,7.61589,255,0,1.5625,184,0,13,120.2,2.35,1.22,0,6.66667,0,14.5098,13.92,-9.14531,1,7,0,0,0,0,0,0,6.144,0,190.4
1,167636.240,10.17,14.7,7.61589,255,0,1.5625,184,0,13,120.2,2.35,1.1,0,6.66667,0,14.5098,13.92,-9.14531,1,7,0,0,0,0,0,0,6.144,0,190.4
2,167636.280,10.17,14.7,7.61589,255,0,1.5625,184,0,13,120.2,2.35,1.1,0,6.66667,0,14.5098,13.92,-9.14531,1,7,0,0,0,0,0,0,6.144,0,190.4
3,167636.320,10.17,14.7,7.61589,255,0,1.5625,192.75,0,13,120.2,2.77,1.2,0,6.66667,0,14.5098,13.775,-9.14531,1,7,0,0,0,0,0,0,6.144,0,190.4
4,167636.360,10.17,14.7,7.61589,255,0,1.5625,192.75,0,13,120.2,2.77,1.24,0,6.66667,0,14.5098,13.775,-9.14531,1,7,0,0,0,0,0,0,5.888,0,190.4
5,167636.400,10.17,14.7,7.61589,255,0,1.5625,410.75,0,13,120.2,3.34,1.2,0,6.66667,0,14.5098,13.34,-9.14531,1,7,0,0,0,0,0,0,5.632,0,190.4
6,167636.440,10.17,14.7,7.61589,255,0,1.5625,718.5,0,20.5,120.2,3.3,1.24,0,6.66667,0,14.5098,12.615,-9.14531,1,7,0,0,0,0,0,0,4.864,0,190.4
7,167636.480,22.6404,14.7,7.61589,255,0,1.5625,940.75,0,18.5,120.2,3.62,1.28,0,6.66667,0,14.5098,11.89,-9.14531,1,7,0,0,0,0,0,0,4.608,0,190.4
8,167636.520,22.6404,14.7,7.68,255,0,1.5625,1250.25,0,17.5,120.2,4.37,1.32,0,7.05882,0,14.5098,10.585,-8.87037,1,7,0,0,0,0,0,0,4.096,0,190.4
9,167636.560,22.7661,14.7,7.68,255,0,1.5625,1474.75,0,17.5,120.2,5.19,1.36,0,6.66667,0,14.5098,9.57,-8.87037,1,7,0,0,0,0,0,0,3.584,0,190.4
10,167636.600,22.4296,14.7,7.70161,255,0,1.5625,1624.5,0,17.5,120.2,5.66,1.4,0,6.66667,0,14.5098,8.7,-8.77791,1,7,0,0,0,0,0,0,3.328,0,190.4
11,167636.640,22.4722,14.7,7.70358,255,0,1.5625,1738.75,0,17.5,120.2,6.03,1.42,0,6.66667,0,14.5098,7.975,-8.95947,1,7,0,0,0,0,0,0,3.328,0,190.4
12,167636.680,22.4722,14.7,7.70358,255,0,1.5625,1817.25,0,17.5,120.2,6.22,1.44,0,6.66667,0,14.5098,7.395,-8.95947,1,7,0,0,0,0,0,0,3.072,0,190.4
13,167636.720,22.683,14.7,7.70555,255,0,1.5625,1907.5,0,17.5,120.2,6.4,1.46,0,6.66667,0,14.5098,6.815,-9.38521,1,7,0,0,0,0,0,0,3.072,0,190.4
14,167636.760,22.6404,14.7,7.70753,255,0,1.5625,2011.5,0,17,120.2,6.72,1.46,0,6.66667,0,14.5098,6.235,-9.69625,1,7,0,0,0,0,0,0,3.072,0,190.4
15,167636.800,22.3039,14.7,7.70753,255,0,1.5625,2049.75,0,16.5,120.2,6.63,1.46,0,6.66667,0,14.5098,5.8,-9.69625,1,7,0,0,0,0,0,0,2.816,0,190.4
16,167636.840,22.4722,14.7,7.92044,255,0,1.5625,2085,0,15.5,120.2,6.72,1.46,0,6.66667,0,14.5098,5.365,-9.76409,1,7,0,0,0,0,0,0,2.816,0,190.4
17,167636.880,22.5979,14.7,7.92044,255,0,1.5625,2112.5,0,14,120.2,6.54,1.46,0,6.66667,0,14.5098,4.93,-9.76409,1,7,0,0,0,0,0,0,2.56,0,190.4
