sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,7651.880,10.17,14.7,11.052,255,0,-1.5625,156,0,11.5,123.8,2.46,1.18,0,6.27451,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,1.28,0,206.6
1,7651.920,10.17,14.7,7.61589,255,0,-1.5625,156,0,11.5,123.8,2.46,1.14,0,6.27451,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,1.28,0,206.6
2,7651.960,10.17,14.7,7.61589,255,0,-1.5625,156,0,11.5,123.8,2.46,1.04,0,6.27451,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,1.28,0,206.6
3,7652.000,10.17,14.7,7.61589,255,0,-1.5625,156,0,11.5,123.8,2.46,1.08,0,6.27451,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,1.28,0,206.6
4,7652.040,10.17,14.7,7.61589,255,0,-1.5625,176.75,0,11.5,123.8,2.34,1.2,0,6.27451,0,14.5098,13.775,-9.09857,1,7,0,0,0,0,0,0,6.144,0,206.6
5,7652.080,10.17,14.7,7.61589,255,0,-1.5625,176.75,0,11.5,123.8,2.34,1.2,0,6.27451,0,14.5098,13.775,-9.09857,1,7,0,0,0,0,0,0,6.144,0,206.6
6,7652.120,10.17,14.7,7.61589,255,0,-1.5625,366.75,0,11.5,123.8,3.01,1.18,0,6.27451,0,14.5098,13.195,-9.09857,1,7,0,0,0,0,0,0,5.632,0,206.6
7,7652.160,10.17,14.7,7.61589,255,0,-1.5625,619.5,0,18.5,123.8,2.83,1.18,0,6.27451,0,14.5098,12.47,-9.09857,1,7,0,0,0,0,0,0,5.632,0,206.6
8,7652.200,10.17,14.7,7.61974,255,0,-1.5625,822.75,0,18.5,123.8,3.3,1.24,0,6.27451,0,14.5098,11.89,-9.09857,1,7,0,0,0,0,0,0,4.608,0,206.6
9,7652.240,10.17,14.7,7.61974,255,0,-1.5625,984,0,16.5,123.8,3.77,1.3,0,6.27451,0,14.5098,11.31,-9.07775,1,7,0,0,0,0,0,0,4.352,0,206.6
10,7652.280,21.4181,14.7,7.68785,255,0,-1.5625,1270.75,0,16,123.8,4.45,1.32,0,6.27451,0,14.5098,10.15,-8.78944,1,7,0,0,0,0,0,0,3.584,0,206.6
11,7652.320,21.5864,14.7,7.68785,255,0,-1.5625,1441,0,16,123.8,5.09,1.36,0,6.27451,0,14.5098,9.135,-8.78944,1,7,0,0,0,0,0,0,3.328,0,206.6
12,7652.360,21.5439,14.7,7.70358,255,0,-1.5625,1561.25,0,16,123.8,5.48,1.38,0,6.27451,0,14.5098,8.265,-8.73117,1,7,0,0,0,0,0,0,3.328,0,206.6
13,7652.400,21.335,14.7,7.70753,255,0,-1.5625,1619,0,16,123.8,5.7,1.4,0,6.27451,0,14.5098,7.685,-8.73117,1,7,0,0,0,0,0,0,3.328,0,206.6
14,7652.440,21.5439,14.7,7.70753,255,0,-1.5625,1621.75,0,16,123.8,5.85,1.42,0,6.27451,0,14.5098,7.105,-8.73117,1,7,0,0,0,0,0,0,3.328,0,206.6
15,7652.480,21.629,14.7,7.7095,255,0,-1.5625,1646,0,16,123.8,6,1.42,0,6.27451,0,14.5098,6.815,-8.79049,1,7,0,0,0,0,0,0,3.072,0,206.6
16,7652.520,21.5864,14.7,7.7095,255,0,-1.5625,1672,0,15,123.8,6.07,1.44,0,6.27451,0,14.5098,6.38,-8.79049,1,7,0,0,0,0,0,0,3.072,0,206.6
17,7652.560,21.4607,14.7,7.7095,255,0,-1.5625,1689.25,0,14,123.8,6.03,1.42,0,6.27451,0,14.5098,5.945,-8.90842,1,7,0,0,0,0,0,0,3.072,0,206.6
