sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,17321.000,10.17,14.7,14.3634,255,0,-1.5625,191.75,0,13,113,2.36,1.22,0,7.05882,0,14.3647,13.775,-9.0051,1,7,0,0,0,0,0,0,7.68,0,192.2
1,17321.040,10.17,14.7,11.3094,255,0,-1.5625,191.75,0,13,113,2.36,1.14,0,7.05882,0,14.3647,13.775,-9.0051,1,7,0,0,0,0,0,0,7.424,0,192.2
2,17321.080,10.17,14.7,11.3094,255,0,-1.5625,191.75,0,13,113,2.36,1.12,0,7.05882,0,14.3647,13.775,-9.0051,1,7,0,0,0,0,0,0,7.424,0,192.2
3,17321.120,10.17,14.7,11.3094,255,0,-1.5625,209,0,13,113,2.83,1.22,0,7.05882,0,14.3647,13.63,-9.0051,1,7,0,0,0,0,0,0,7.424,0,192.2
4,17321.160,10.17,14.7,11.3094,255,0,-1.5625,209,0,13,131,2.83,1.24,0,7.05882,0,14.3647,13.63,-9.0051,1,7,0,0,0,0,0,0,7.424,0,192.2
5,17321.200,10.17,14.7,11.3094,255,0,-1.5625,428,0,13,131,3.4,1.22,0,7.05882,0,14.3647,13.195,-9.0051,1,7,0,0,0,0,0,0,7.168,0,147.2
6,17321.240,10.17,14.7,11.3094,255,0,-1.5625,761.75,0,24.5,131,3.36,1.26,0,7.45098,0,14.3647,12.615,-9.0051,1,7,0,0,0,0,0,0,6.144,0,147.2
7,17321.280,22.7236,14.7,11.3094,255,0,-1.5625,1178,0,21.5,131,3.98,1.28,0,7.45098,0,14.3647,11.02,-9.0051,1,7,0,0,0,0,0,0,5.632,0,147.2
8,17321.320,22.7661,14.7,11.4296,255,0,-1.5625,1322,0,20.5,131,4.37,1.36,0,7.45098,0,14.3647,10.44,-8.65784,1,7,0,0,0,0,0,0,4.608,0,147.2
9,17321.360,22.683,14.7,11.447,255,0,-1.5625,1528.5,0,20.5,131,5.32,1.4,0,7.45098,0,14.3647,9.425,-8.6377,1,7,0,0,0,0,0,0,3.84,0,147.2
10,17321.400,22.8087,14.7,11.447,255,0,-1.5625,1751.5,0,20,131,6,1.42,0,7.05882,0,14.3647,7.975,-8.6377,1,7,0,0,0,0,0,0,3.072,0,147.2
11,17321.440,22.7661,14.7,11.4514,255,0,-1.5625,1835,0,19.5,131,6.29,1.46,0,7.05882,0,14.3647,7.395,-9.09701,1,7,0,0,0,0,0,0,2.816,0,147.2
12,17321.480,22.7661,14.7,11.4557,255,0,-1.5625,1911.75,0,19,131,6.72,1.46,0,7.05882,0,14.3647,6.815,-9.4062,1,7,0,0,0,0,0,0,2.304,0,147.2
13,17321.520,22.4296,14.7,11.4557,255,0,-1.5625,1945,0,19,131,6.91,1.46,0,7.45098,0,14.3647,6.38,-9.4062,1,7,0,0,0,0,0,0,2.304,0,147.2
14,17321.560,22.4722,14.7,11.5969,255,0,-.78125,1975,0,17.5,131,7.28,1.46,0,7.45098,0,14.3647,5.8,-9.54241,1,7,0,0,0,0,0,0,2.304,0,147.2
15,17321.600,22.683,14.7,11.5969,255,0,-.78125,1968,0,16.5,131,7.28,1.48,0,7.45098,0,14.3647,5.365,-9.54241,1,7,0,0,0,0,0,0,2.304,0,147.2
16,17321.640,22.683,14.7,11.8479,255,0,-.78125,1949.5,0,15.5,131,7.28,1.48,0,7.45098,0,14.3647,5.075,-9.54527,1,7,0,0,0,0,0,0,2.304,0,147.2
17,17321.680,22.6404,14.7,12.0567,255,0,-.78125,1899.25,0,14.5,131,7.58,1.48,0,7.45098,0,14.3647,4.785,-9.40741,1,7,0,0,0,0,0,0,2.304,0,147.2
18,17321.720,22.6404,14.7,12.0567,255,0,-.78125,1873,0,13.5,131,7.63,1.48,0,7.45098,0,14.3647,4.64,-9.40741,1,7,0,0,0,0,0,0,2.304,0,147.2
19,17321.760,22.4722,14.7,12.238,255,0,-.78125,1798,0,12.5,131,7.65,1.48,0,7.45098,0,14.3647,4.495,-9.24661,1,7,0,0,0,0,0,0,2.304,0,147.2
20,17321.800,22.5147,14.7,12.3891,255,0,-.78125,1754,0,11.5,131,7.63,1.48,0,7.45098,0,14.3647,4.495,-9.01713,1,7,0,0,0,0,0,0,2.304,0,147.2
21,17321.840,22.5553,14.7,12.3891,255,0,-.78125,1698.25,0,7.5,131,7.65,1.5,0,7.45098,0,14.3647,4.35,-9.01713,1,7,0,0,0,0,0,0,2.304,0,147.2
22,17321.880,22.6404,14.7,12.4558,255,0,-.78125,1646.5,0,10,131,7.67,1.5,0,7.45098,0,14.3647,4.35,-8.83717,1,7,0,0,0,0,0,0,2.304,0,147.2
23,17321.920,22.683,14.7,12.4558,255,0,-.78125,1568,0,9,131,7.71,1.5,0,7.84314,0,14.3647,4.35,-8.83717,1,7,0,0,0,0,0,0,2.304,0,147.2
24,17321.960,22.5979,14.7,12.5702,255,0,-.78125,1505,0,9,132.8,7.75,1.5,0,7.84314,0,14.3647,4.35,-8.6377,1,7,0,0,0,0,0,0,2.304,0,147.2
25,17322.000,22.6404,14.7,12.6654,255,0,-.78125,1470,0,9,132.8,7.75,1.5,0,7.84314,0,14.3647,4.35,-8.6377,1,7,0,0,0,0,0,0,2.304,0,147.2
26,17322.040,22.5147,14.7,12.6654,255,0,-.78125,1417.75,0,9,132.8,7.8,1.52,0,7.84314,0,14.3647,4.495,-8.6377,1,7,0,0,0,0,0,0,2.56,0,147.2
