sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,17896.840,10.17,14.7,11.052,255,0,-1.5625,177.5,0,13.5,111.2,2.07,1.18,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
1,17896.880,10.17,14.7,7.61589,255,0,-1.5625,177.5,0,13.5,111.2,2.07,1.12,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
2,17896.920,10.17,14.7,7.61589,255,0,-1.5625,177.5,0,13.5,111.2,2.07,1.04,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
3,17896.960,10.17,14.7,7.61589,255,0,-1.5625,177.5,0,13.5,111.2,2.07,1.12,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
4,17897.000,10.17,14.7,7.61589,255,0,-1.5625,188.75,0,13.5,111.2,2.22,1.2,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
5,17897.040,10.17,14.7,7.61589,255,0,-1.5625,188.75,0,13.5,111.2,2.22,1.12,0,6.27451,0,14.3647,13.775,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
6,17897.080,10.17,14.7,7.61589,255,0,-1.5625,384.5,0,13.5,111.2,2.69,1.16,0,6.27451,0,14.3647,13.34,-9.02068,1,7,0,0,0,0,0,0,5.888,0,192.2
7,17897.120,10.17,14.7,7.61589,255,0,-1.5625,676,0,20.5,111.2,2.54,1.2,0,6.27451,0,14.3647,12.615,-9.02068,1,7,0,0,0,0,0,0,5.12,0,192.2
8,17897.160,22.683,14.7,7.61589,255,0,-1.5625,1082.5,0,17.5,111.2,3.48,1.24,0,6.27451,0,14.3647,11.31,-9.02068,1,7,0,0,0,0,0,0,4.096,0,192.2
9,17897.200,22.5979,14.7,7.70161,255,0,-1.5625,1229.75,0,17.5,111.2,3.87,1.3,0,6.27451,0,14.3647,10.73,-8.65328,1,7,0,0,0,0,0,0,3.84,0,194
10,17897.240,22.7661,14.7,7.70161,255,0,-1.5625,1453.75,0,17.5,111.2,4.56,1.34,0,6.27451,0,14.3647,9.57,-8.65328,1,7,0,0,0,0,0,0,3.328,0,194
11,17897.280,22.683,14.7,7.70358,255,0,-1.5625,1668.75,0,17.5,111.2,5.5,1.38,0,6.27451,0,14.3647,8.265,-8.65328,1,7,0,0,0,0,0,0,3.328,0,194
12,17897.320,22.5979,14.7,7.70555,255,0,-1.5625,1750,0,17.5,111.2,5.67,1.4,0,6.27451,0,14.3647,7.685,-8.90572,1,7,0,0,0,0,0,0,3.072,0,194
