AE5L600L Calibration Cross-Reference: RomRaider Definitions <-> Disassembly Descriptors
========================================================================================================================
RomRaider definitions: 622 | Descriptors: 760 | In cal area: 759
Named (matched): 129 | Unnamed: 630
========================================================================================================================

  DATA_ADDR   DESC_ADDR   DIM   SIZE      TYPE      MATCH   NAME
  0xCD118     0xAC7B0     1D         16     int16   EXACT  Tip-in Enrichment Compensation (RPM)
  0xCD14C     0xAC7C4     1D          9     int16   EXACT  Tip-in Enrichment Compensation (Boost Error)
  0xCD155     0xAC7D8     1D         16     int16   EXACT  Tip-in Enrichment Compensation A (ECT)
  0xCD165     0xAC7EC     1D         16     int16   EXACT  Tip-in Enrichment Disable Applied Counter Threshold A (ECT)
  0xCD186     0xAC804     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD1A6     0xAC818     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD1C6     0xAC82C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD1E6     0xAC840     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD206     0xAC854     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD226     0xAC868     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD246     0xAC87C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD266     0xAC890     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD286     0xAC8A4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD2A6     0xAC8B8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD2E6     0xAC8D0     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width A (ECT)
  0xCD306     0xAC8E4     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width B (ECT)
  0xCD326     0xAC8F8     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width C (ECT)
  0xCD346     0xAC90C     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width D (ECT)
  0xCD366     0xAC920     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width E (ECT)
  0xCD386     0xAC934     1D         16     uint8   EXACT  Cranking Fuel Injector Pulse Width F (ECT)
  0xCD3A6     0xAC948     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Initial_1A
  0xCD3C6     0xAC95C     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Initial_1B
  0xCD3E6     0xAC970     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Initial_2A
  0xCD406     0xAC984     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Initial_2B
  0xCD426     0xAC998     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Delay_1
  0xCD466     0xAC9B8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD486     0xAC9CC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD4A6     0xAC9E0     1D         16     uint8   EXACT  Table_Post_Start_Enrich_High_Speed_Decay_Initial_Start_1B
  0xCD4C6     0xAC9F4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD4E6     0xACA08     1D         16     uint8   EXACT  Table_Post_Start_Enrich_High_Speed_Decay_Initial_Start_2A
  0xCD506     0xACA1C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD526     0xACA30     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD546     0xACA44     1D         16     uint8   EXACT  Table_Post_Start_Enrich_High_Speed_Decay_Initial_Start_2B
  0xCD566     0xACA58     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD586     0xACA6C     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Delay_2
  0xCD5C6     0xACA8C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD5E6     0xACAA0     1D         16     uint8   EXACT  Table_Post_Start_Enrich_High_Speed_Decay_Step_Value_2
  0xCD606     0xACAB4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD626     0xACAC8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD646     0xACADC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD666     0xACAF0     1D         16     uint8   EXACT  Table_Post_Start_Enrich_Low_Speed_Decay_Delay_Multiplier
  0xCD686     0xACB04     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD6A6     0xACB18     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD6C6     0xACB2C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD6E6     0xACB40     1D         16     uint8   EXACT  Tau Input A Rising Load Activation
  0xCD706     0xACB54     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD726     0xACB68     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD746     0xACB7C     1D         16     uint8   EXACT  Tau Input A Falling Load Activation
  0xCD766     0xACB90     1D         16     uint8   EXACT  Tau Input A Falling Load Activation A
  0xCD7C8     0xACBA4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD828     0xACBB8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD848     0xACBCC     1D         16     uint8   EXACT  Tau Input A Falling Load Activation B
  0xCD868     0xACBE0     1D         16     uint8   EXACT  Tau Input A Falling Load Activation C
  0xCD8C8     0xACBF4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD928     0xACC08     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD948     0xACC1C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD968     0xACC30     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD988     0xACC44     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCD9A8     0xACC58     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDA08     0xACC6C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDA68     0xACC80     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDABC     0xACC94     1D         13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDB0C     0xACCA8     1D         13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDB54     0xACCBC     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDB98     0xACCD0     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDBDC     0xACCE4     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDC20     0xACCF8     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDC64     0xACD0C     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDCA8     0xACD20     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDCE0     0xACD34     1D          8     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDCF0     0xACD48     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDD30     0xACD68     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDD50     0xACD7C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDD70     0xACD90     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDD90     0xACDA4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDDB0     0xACDB8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDDD0     0xACDCC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDDF0     0xACDE0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDE10     0xACDF4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDE78     0xACE0C     1D         10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDEC0     0xACE20     1D         13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDF1C     0xACE34     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDF74     0xACE54     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDFC8     0xACE6C     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCDFDA     0xACE80     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE05C     0xACEA0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE0A8     0xACEB4     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE0BE     0xACEC8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE10C     0xACEDC     1D         11     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE13C     0xACEF0     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE168     0xACF08     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE1D4     0xACF28     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE210     0xACF3C     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE258     0xACF50     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE294     0xACF64     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE2CC     0xACF78     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE310     0xACF8C     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE358     0xACFA0     1D         12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE384     0xACFB4     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE3A4     0xACFC8     1D          5     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE3D4     0xACFDC     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE40C     0xACFF0     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE444     0xAD004     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE47C     0xAD018     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE4B4     0xAD02C     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE4EC     0xAD040     1D          9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE4FE     0xAD054     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE540     0xAD068     1D          8     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE570     0xAD07C     1D          8     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE5A4     0xAD090     1D          9     uint8   EXACT  AFL Decay Rate (CL to OL Transition Speed)
  0xCE5F8     0xAD0A4     1D         16     uint8   EXACT  CL to OL Transition with Delay (Base Pulse Width)
  0xCE640     0xAD0B8     1D         10   float32   EXACT  CL to OL Transition Counter Step Value (MAF)
  0xCE6B8     0xAD0D0     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE72C     0xAD0F0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE768     0xAD104     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE776     0xAD118     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE784     0xAD12C     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE792     0xAD140     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE7A0     0xAD154     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE7CC     0xAD168     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE7F8     0xAD17C     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE824     0xAD190     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE850     0xAD1A4     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE85E     0xAD1B8     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE86C     0xAD1CC     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE87A     0xAD1E0     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE888     0xAD1F4     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE8B4     0xAD208     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE8E0     0xAD21C     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE90C     0xAD230     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE938     0xAD244     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE946     0xAD258     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE9A8     0xAD26C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE9C8     0xAD280     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCE9E8     0xAD294     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEA48     0xAD2A8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEAA8     0xAD2BC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEB08     0xAD2D0     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEB28     0xAD2E4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEB48     0xAD2F8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEBA8     0xAD30C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEC08     0xAD320     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEC68     0xAD334     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCECC8     0xAD348     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCECE8     0xAD35C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEDBC     0xAD37C     1D         18     uint8   EXACT  Throttle Tip-in Enrichment B
  0xCEDE0     0xAD390     1D         16     uint8   EXACT  Tip-in Enrichment Compensation B (ECT)
  0xCEE00     0xAD3A4     1D         16     uint8   EXACT  Tip-in Enrichment Compensation C (ECT)
  0xCEE20     0xAD3B8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEE60     0xAD3D8     1D         16     uint8   EXACT  Tip-in Enrichment Disable Throttle Cumulative Threshold A (ECT)
  0xCEE80     0xAD3EC     1D         16     uint8   EXACT  Tip-in Enrichment Disable Throttle Cumulative Threshold B (ECT)
  0xCEEC0     0xAD400     1D          8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEEF0     0xAD420     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEF34     0xAD434     1D          9   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCEFC0     0xAD44C     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF02C     0xAD464     1D          7   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF0C8     0xAD47C     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF1C8     0xAD494     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF288     0xAD4AC     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF348     0xAD4C4     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF454     0xAD4EC     2D       16x9     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF548     0xAD508     2D       16x9     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF608     0xAD524     2D        5x7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF65C     0xAD540     2D        5x7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF6B0     0xAD55C     2D        5x7     int16   EXACT  Cranking Fuel IPW Compensation Imm. Non-Cruise (RPM)
  0xCF704     0xAD578     2D        5x7     int16   EXACT  Cranking Fuel IPW Compensation Imm. Cruise (RPM)
  0xCF74C     0xAD594     2D        5x4     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF7C4     0xAD5B0     2D      13x12     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF884     0xAD5CC     2D        5x4     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCF8B8     0xAD5E8     2D       16x8     int16   EXACT  Min Primary Base Enrichment 1 Non-Cruise
  0xCF95C     0xAD604     2D       16x9     int16   EXACT  Min Primary Base Enrichment 1 Cruise
  0xCFA38     0xAD620     2D       10x9     int16   EXACT  Intake Duty Correction A
  0xCFAFC     0xAD63C     2D      16x10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCFC04     0xAD658     2D      16x10     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xCFD30     0xAD674     2D      17x18     int16   EXACT  Primary Open Loop Fueling (KCA Alternate Mode)
  0xCFEF0     0xAD690     2D      17x18     int16   EXACT  Primary Open Loop Fueling (Failsafe)(KCA Alternate Mode)
  0xD00A8     0xAD6AC     2D      15x18     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD0244     0xAD6C8     2D      17x18     int16   EXACT  Primary Open Loop Fueling (KCA Additive B Low)
  0xD0404     0xAD6E4     2D      17x18     int16   EXACT  Primary Open Loop Fueling (KCA Additive B High)
  0xD05C4     0xAD700     2D      17x18     int16   EXACT  Primary Open Loop Fueling (Failsafe)
  0xD07E8     0xAD738     2D      17x17     int16   EXACT  Per Injector Pulse Width Compensation A
  0xD0994     0xAD754     2D      17x17     int16   EXACT  Per Injector Pulse Width Compensation B
  0xD0B40     0xAD770     2D      17x17     int16   EXACT  Per Injector Pulse Width Compensation C
  0xD0CEC     0xAD78C     2D      17x17     int16   EXACT  Per Injector Pulse Width Compensation D
  0xD0E68     0xAD7A8     2D      10x12     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD0F5C     0xAD7C4     2D      15x16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD121C     0xAD848     2D       10x9     uint8   EXACT  Exhaust Duty Correction A
  0xD1314     0xAD864     2D        8x9     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD14D0     0xAD8B8     2D      11x10     uint8   EXACT  CL Fueling Target Compensation A (Load)
  0xD1600     0xAD8D4     2D      11x10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD1740     0xAD8F0     2D      13x12     uint8   EXACT  CL Fueling Target Compensation B (Load)
  0xD18DC     0xAD90C     2D      13x12     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD1A68     0xAD928     2D      11x10     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD1C38     0xAD960     2D      12x15     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD1E0C     0xAD97C     2D      12x15     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD1FD8     0xAD998     2D      12x13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD2174     0xAD9B4     2D      12x13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD2310     0xAD9D0     2D      12x13     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD248C     0xAD9EC     2D       10x7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD2560     0xADA24     2D        6x6     uint8   EXACT  Boost Limit (Fuel Cut)_
  0xD2618     0xADA5C     2D       16x6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3090     0xADA84     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3098     0xADA98     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD30A8     0xADAAC     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD30CC     0xADAC0     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD30E8     0xADAD4     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3104     0xADAE8     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD312C     0xADAFC     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3174     0xADB10     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3198     0xADB24     1D          5     int16      +5  ~Base Timing Idle Minimum
  0xD319D     0xADB38     1D          9     int16   EXACT  Base Timing Idle Minimum
  0xD31A6     0xADB4C     1D         16     int16   EXACT  Base Timing Idle A (In-Gear)
  0xD31B6     0xADB60     1D         16     int16   EXACT  Base Timing Idle B (In-Gear)
  0xD31C6     0xADB74     1D         16     int16   EXACT  Base Timing Idle A (Neutral)
  0xD31D6     0xADB88     1D         16     int16   EXACT  Base Timing Idle B (Neutral)
  0xD31E6     0xADB9C     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD31F6     0xADBB0     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3206     0xADBC4     1D         16     int16   EXACT  Timing Compensation Imm. Non-Cruise A (ECT)
  0xD3216     0xADBD8     1D         16     int16   EXACT  Timing Compensation Imm. Non-Cruise B (ECT)
  0xD3226     0xADBEC     1D         16     int16   EXACT  Timing Compensation Imm. Cruise A (ECT)
  0xD3236     0xADC00     1D         16     int16   EXACT  Timing Compensation Imm. Cruise B (ECT)
  0xD3288     0xADC14     1D         16     int16   EXACT  Timing Compensation A (IAT)
  0xD32B8     0xADC28     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD338A     0xADD90     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD339A     0xADDA4     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD33C4     0xADDB8     1D          6     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD33E8     0xADDCC     1D          7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD340C     0xADDE0     1D          7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3430     0xADDF4     1D          7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3437     0xADE08     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3464     0xADE1C     1D          7     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD34A0     0xADE30     1D         13     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD34D0     0xADE44     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD34F8     0xADE58     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3520     0xADE6C     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3548     0xADE80     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3570     0xADE94     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3598     0xADEA8     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD35C0     0xADEBC     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD35E8     0xADED0     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3610     0xADEE4     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3638     0xADEF8     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3660     0xADF0C     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3688     0xADF20     1D          8     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3690     0xADF34     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD36A0     0xADF48     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3704     0xADF5C     1D         21     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3770     0xADF70     1D         21     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD37DC     0xADF84     1D         21     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3848     0xADF98     1D         21     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD38A0     0xADFAC     1D         16     int16   EXACT  Timing Compensation B (IAT)
  0xD38F0     0xADFC0     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3940     0xADFD4     1D         16     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3964     0xADFE8     1D          5   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD39A8     0xAE000     1D          8   float32   EXACT  Low Pulse Width Fuel Injector Compensation
  0xD39E4     0xAE020     1D          5     int16    NONE  (UNKNOWN - needs RomRaider definition)
  0xD39EA     0xAE034     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3A2A     0xAE054     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3A4A     0xAE068     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3A6A     0xAE07C     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3A8A     0xAE090     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3AAA     0xAE0A4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3AEA     0xAE0C4     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3B0A     0xAE0D8     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3B2A     0xAE0EC     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3B94     0xAE10C     1D          7     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3BE4     0xAE120     1D         16     uint8    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3C2C     0xAE134     1D         10   float32   EXACT  Rough Correction Learning Delay (Increasing)_
  0xD3C80     0xAE14C     1D         16   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3D1C     0xAE164     1D          5   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3D78     0xAE17C     1D          6   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3DC0     0xAE194     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3E00     0xAE1AC     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3E40     0xAE1C4     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3E80     0xAE1DC     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3EC0     0xAE1F4     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3F00     0xAE20C     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3F40     0xAE224     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3F80     0xAE23C     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD3FC0     0xAE254     1D          4   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD4050     0xAE26C     1D         18   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD4358     0xAE290     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD43F8     0xAE2A8     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD4498     0xAE2C0     1D         10   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD45F8     0xAE2D8     1D          8   float32    NONE  (UNKNOWN - needs RomRaider definition)
  0xD4714     0xAE31C     2D      17x18     int16   EXACT  Base Timing Primary Cruise
