AE5L600L Calibration Cross-Reference: RomRaider Definitions <-> Disassembly Descriptors
========================================================================================================================
RomRaider definitions: 622 | Descriptors: 760 | In cal area: 759
Named (matched): 129 | Unnamed: 630
========================================================================================================================

  DATA_ADDR   DESC_ADDR   DIM   SIZE      TYPE      MATCH   NAME
  0xD29B2  Map Switching Cruise Switch Min Delay B                       [Map Switching - Cruise/Non-Cruise]
  0xD29DE  Feedback Correction Negative Advance Delay                    []
  0xD29EE  Fine Correction Advance Delay                                 []
  0xD2A08  Map Switching Engine Speed Threshold                          [Map Switching - Cruise/Non-Cruise]
  0xD2A0C  Map Switching Requested Torque Ratio Threshold                [Map Switching - Cruise/Non-Cruise]
  0xD2A10  Map Switching MAF/Load Threshold                              [Map Switching - Cruise/Non-Cruise]
  0xD2A14  Map Switching Vehicle Speed Low Threshold                     [Map Switching - Cruise/Non-Cruise]
  0xD2A18  Map Switching Vehicle Speed High Threshold                    [Map Switching - Cruise/Non-Cruise]
  0xD2A1C  Map Switching IAT Threshold                                   [Map Switching - Cruise/Non-Cruise]
  0xD2A34  Map Switching Idle Mode Threshold                             [Map Switching - Cruise/Non-Cruise]
  0xD2A38  Map Switching SI-Drive Mode Threshold                         [Map Switching - Cruise/Non-Cruise]
  0xD2A40  Map Switching ECT Cold Threshold Low                          [Map Switching - Cruise/Non-Cruise]
  0xD2A44  Map Switching ECT Cold Threshold High                         [Map Switching - Cruise/Non-Cruise]
  0xD2A50  Map Switching ECT/IAT Hot Threshold A                         [Map Switching - Cruise/Non-Cruise]
  0xD2A54  Map Switching ECT/IAT Hot Threshold B                         [Map Switching - Cruise/Non-Cruise]
  0xD2A58  Map Switching Ratio Modifier Min                              [Map Switching - Cruise/Non-Cruise]
  0xD2A5C  Map Switching Ratio Modifier Scale                            [Map Switching - Cruise/Non-Cruise]
  0xD2A60  Map Switch Ramping Adder A                                    [Map Switching - Cruise/Non-Cruise]
  0xD2A64  Map Switch Ramping Adder B                                    [Map Switching - Cruise/Non-Cruise]
  0xD2A68  Map Switching MAF Sensor Threshold A                          [Map Switching - Cruise/Non-Cruise]
  0xD2A6C  Map Switching MAF Sensor Threshold B                          [Map Switching - Cruise/Non-Cruise]
  0xD2A70  Map Switching Requested Torque Min                            [Map Switching - Cruise/Non-Cruise]
  0xD2A74  Map Switching Per-Gear RPM Threshold 1                        [Map Switching - Cruise/Non-Cruise]
  0xD2A78  Map Switching Per-Gear RPM Threshold 2                        [Map Switching - Cruise/Non-Cruise]
  0xD2A7C  Map Switching Per-Gear RPM Threshold 3                        [Map Switching - Cruise/Non-Cruise]
  0xD2A80  Map Switching Per-Gear RPM Threshold 4                        [Map Switching - Cruise/Non-Cruise]
  0xD2A84  Map Switching Per-Gear RPM Threshold 5                        [Map Switching - Cruise/Non-Cruise]
  0xD2A88  Map Switching Per-Gear RPM Threshold 6                        [Map Switching - Cruise/Non-Cruise]
  0xD2A8C  Map Switching Base RPM Threshold                              [Map Switching - Cruise/Non-Cruise]
  0xD2A90  Map Switching ECT Compensation A                              [Map Switching - Cruise/Non-Cruise]
  0xD2A94  Map Switching ECT Compensation B                              [Map Switching - Cruise/Non-Cruise]
  0xD2A98  Map Switching ECT Threshold                                   [Map Switching - Cruise/Non-Cruise]
  0xD2A9C  Map Switching RPM Override Threshold                          [Map Switching - Cruise/Non-Cruise]
  0xD2AA0  Map Switching Load Override Threshold                         [Map Switching - Cruise/Non-Cruise]
  0xD2AA4  Map Switching Speed/Load Check Value                          [Map Switching - Cruise/Non-Cruise]
  0xD2AA8  Map Switching Engine Speed Hysteresis Low                     [Map Switching - Cruise/Non-Cruise]
  0xD2AAC  Map Switching Engine Speed Hysteresis High                    [Map Switching - Cruise/Non-Cruise]
  0xD2AB0  Map Switching Ratio Minimum Bound                             [Map Switching - Cruise/Non-Cruise]
  0xD2AB4  Map Switching Ratio Maximum Bound                             [Map Switching - Cruise/Non-Cruise]
  0xD2ABC  Map Switching Percentage Ceiling                              [Map Switching - Cruise/Non-Cruise]
  0xD2ADC  Base Timing Idle Minimum Vehicle Speed Enable                 []
  0xD2AE8  Timing Blend Lookup Input Threshold                           [Map Switching - Timing Blend]
  0xD2AEC  Timing Blend RPM Activation Threshold                         [Map Switching - Timing Blend]
  0xD2AF0  Timing Blend RPM Secondary Threshold                          [Map Switching - Timing Blend]
  0xD2AF4  Timing Blend IAT Threshold A                                  [Map Switching - Timing Blend]
  0xD2AF8  Timing Blend IAT Threshold B                                  [Map Switching - Timing Blend]
  0xD2AFC  Timing Blend Correction Offset                                [Map Switching - Timing Blend]
  0xD2B00  Timing Blend RPM Max for Blending                             [Map Switching - Timing Blend]
  0xD2B04  Timing Blend Ramping Rate                                     [Map Switching - Timing Blend]
  0xD2B08  Timing Blend Correction Threshold                             [Map Switching - Timing Blend]
  0xD2B0C  Timing Blend Half Ratio (Map Ratio E42)                       [Map Switching - Timing Blend]
  0xD2B10  Timing Blend Minimum Ratio                                    [Map Switching - Timing Blend]
  0xD2B14  Timing Blend RPM Limit                                        [Map Switching - Timing Blend]
  0xD2B18  Timing Blend Ratio Floor                                      [Map Switching - Timing Blend]
  0xD2B1C  Timing Blend Ratio Ceiling                                    [Map Switching - Timing Blend]
  0xD2CD8  Timing Compensation B (IAT) Max Additive                      []
  0xD2CF4  Timing Compensation B (IAT) IAM Activation                    []
  0xD2D28  Low pulse width fuel injector compensation maximum RPM        []
  0xD2D2C  Low pulse width fuel injector compensation maximum IPW        []
  0xD2D38  Timing Compensation Per Gear Activation (RPM)                 []
  0xD2D40  Timing Compensation Per Gear Activation (Load)                []
  0xD2D98  Timing Comp Maximum RPM (Per Cylinder)                        []
  0xD2D9C  Timing Comp Minimum Load (Per Cylinder)                       []
  0xD2DA0  Timing Comp Minimum Coolant Temp (Per Cylinder)               []
  0xD2DA4  Feedback Correction Minimum Load                              []
  0xD2DAC  Feedback Correction Range (RPM)                               []
  0xD2DC8  Feedback Correction Retard Limit                              []
  0xD2DCC  Feedback Correction Retard Value                              []
  0xD2DD0  Feedback Correction Negative Advance Value                    []
  0xD2DD8  Extended Feedback Correction High RPM Compensation            []
  0xD2EBC  Rough Correction Range (RPM)                                  []
  0xD2ECC  Rough Correction Range (Load)                                 []
  0xD2EDC  Rough Correction Minimum KC Advance Map Value                 []
  0xD2EE0  Advance Multiplier (Initial)                                  []
  0xD2EE4  Advance Multiplier Step Value                                 []
  0xD2F0C  Fine Correction Rows (RPM)                                    []
  0xD2F28  Fine Correction Columns (Load)                                []
  0xD2F44  Fine Correction Advance Limit                                 []
  0xD2F48  Fine Correction Advance Value                                 []
  0xD2F4C  Fine Correction Retard Limit                                  []
  0xD2F50  Fine Correction Retard Value                                  []
  0xD2F6C  Fine Correction Range (RPM)                                   []
  0xD2F7C  Fine Correction Range (Load)                                  []
  0xD2F8C  Coolant Temperature                                           []
  0xD300C  Engine Speed                                                  []
  0xD3248  Intake Temperature                                            []
  0xD3860  Intake Temperature                                            []
  0xD3988  Injector Pulse Width                                          []
  0xD3C04  Engine Speed                                                  []
  0xD4688  Engine Load                                                   []
  0xD46CC  Engine Speed                                                  []
  0xD4848  Engine Load                                                   []
  0xD488C  Engine Speed                                                  []
  0xD4A08  Engine Load                                                   []
  0xD4A4C  Engine Speed                                                  []
  0xD4BC8  Engine Load                                                   []
  0xD4C0C  Engine Speed                                                  []
  0xD4D88  Engine Speed                                                  []
  0xD4DA8  Engine Load                                                   []
  0xD5374  Engine Load                                                   []
  0xD5388  Engine Speed                                                  []
  0xD5394  Timing Compensation Per Gear (1st)                            []
  0xD53A4  Engine Load                                                   []
  0xD53B8  Engine Speed                                                  []
  0xD53C4  Timing Compensation Per Gear (2nd)                            []
  0xD53D4  Engine Load                                                   []
  0xD53E8  Engine Speed                                                  []
  0xD53F4  Timing Compensation Per Gear (3rd)                            []
  0xD5404  Engine Load                                                   []
  0xD5418  Engine Speed                                                  []
  0xD5424  Timing Compensation Per Gear (4th)                            []
  0xD5434  Engine Load                                                   []
  0xD5448  Engine Speed                                                  []
  0xD5454  Timing Compensation Per Gear (5th)                            []
  0xD5464  Engine Speed                                                  []
  0xD549C  Engine Load                                                   []
  0xD54F8  Engine Speed                                                  []
  0xD5530  Engine Load                                                   []
  0xD558C  Engine Speed                                                  []
  0xD55C4  Engine Load                                                   []
  0xD5620  Engine Speed                                                  []
  0xD5658  Engine Load                                                   []
  0xD5878  Engine Load                                                   []
  0xD58BC  Engine Speed                                                  []
  0xD5A38  Engine Load                                                   []
  0xD5A7C  Engine Speed                                                  []
  0xD6214  Idle Airflow Min Target Decel Initial Idle Activation Max Mo  []
  0xD6480  Idle Airflow Min Target Decel Adder Active Veh Speed A        []
  0xD6484  Idle Airflow Min Target Decel Initial Idle Min Airflow A      []
  0xD64A4  Idle Airflow Min Target Decel Ramping Adder Decreasing        []
  0xD64A8  Idle Airflow Min Target Decel Ramping Adder Increasing        []
  0xD67C8  Coolant Temperature                                           []
  0xD7DF8  Engine Speed                                                  []
  0xD7E38  Coolant Temp                                                  []
  0xD7E40  Idle Airflow Min Target Decel Adder (RPM x ECT)               []
  0xD7E80  Idle Speed Error                                              []
  0xD7EC4  Engine Speed Delta                                            []
  0xD801C  Idle Speed Error                                              []
  0xD8060  Engine Speed Delta                                            []
  0xD8A39  Manifold Pressure Sensor CEL Delays                           []
  0xD8A88  Manifold Pressure Sensor Limits (CEL)                         []
  0xD8AD8  Manifold Pressure Sensor Scaling_                             []
  0xD8BC4  MAF sensor                                                    []
  0xD8C9C  MAF Sensor Scaling                                            []
  0xD8D74  Front Oxygen Sensor                                           []
  0xD8DDC  Coolant Temp Sensor                                           []
  0xD8E4C  Coolant Temp Sensor Scaling                                   []
  0xD8EBC  Intake Temp Sensor                                            []
  0xD8FAC  Fuel Temp Sensor                                              []
  0xD9024  Fuel Temp Sensor Scaling                                      []
  0xD918C  Engine Speed                                                  []
  0xD91CC  Battery Volts                                                 []
  0xD932C  Radiator Fan Modes A (ECT)                                    []
  0xD933C  Radiator Fan Modes B (ECT)                                    []
  0xD934C  Radiator Fan Modes (Veh. Speed)                               []
  0xDA8E4  Engine Load                                                   []
  0xDA92C  Engine Speed                                                  []
  0xDABAC  Engine Load                                                   []
  0xDABF4  Engine Speed                                                  []
  0xF104C  LC disable speed(MPH)threshold                                [tinywrex patches]
  0xF1050  LC RPM delta                                                  [tinywrex patches]
  0xF1054  FFS RPM delta                                                 [tinywrex patches]
  0xF8948  Speed Limiting A (Throttle) SI-DRIVE Sport/Sport Sharp        []
  0xF8954  Speed Limiting (Throttle) SI-DRIVE Intelligent                []
  0xF8960  Speed Limiting B (Throttle) SI-DRIVE Sport/Sport Sharp        []
  0xF8B14  Engine Speed                                                  []
  0xF8F84  'Requested Torque (Accelerator Pedal)' to 'Requested Torque   []
  0xF8FC4  Engine Speed                                                  []
  0xF9204  'Requested Torque (Accelerator Pedal)' to 'Requested Torque   []
  0xF9244  Engine Speed                                                  []
  0xF9484  'Requested Torque (Accelerator Pedal)' to 'Requested Torque   []
  0xF94C4  Engine Speed                                                  []
  0xF9730  Engine Speed                                                  []
  0xF9770  Gear                                                          []
  0xF9848  Engine Speed                                                  []
  0xF9888  Gear                                                          []
  0xF9960  Accelerator Pedal Angle                                       []
  0xF999C  Engine Speed                                                  []
  0xF9BE0  Accelerator Pedal Angle                                       []
  0xF9C1C  Engine Speed                                                  []
  0xF9E60  Accelerator Pedal Angle                                       []
  0xF9E9C  Engine Speed                                                  []
