sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,34475.560,10.17,14.7,13.5672,255,0,-3.90625,185,0,28.5,80.6,2.77,1.24,0,9.41177,0,14.2196,13.92,-8.88047,1,7,0,0,0,0,0,0,18.176,0,179.6
1,34475.600,10.17,14.7,8.44477,255,0,-3.90625,185,0,28.5,80.6,2.77,1.24,0,9.41177,0,14.2196,13.92,-8.88047,1,7,0,0,0,0,0,0,18.176,0,179.6
2,34475.640,10.17,14.7,8.44477,255,0,-3.90625,185,0,28.5,80.6,2.77,1.14,0,9.41177,0,14.2196,13.92,-8.88047,1,7,0,0,0,0,0,0,18.176,0,179.6
3,34475.680,10.17,14.7,8.44477,255,0,-3.90625,185,0,28.5,78.8,2.77,1.18,0,9.41177,0,14.2196,13.92,-8.88047,1,7,0,0,0,0,0,0,18.176,0,179.6
4,34475.720,10.17,14.7,8.44477,255,0,-3.90625,195.25,0,28.5,78.8,3.14,1.28,0,9.41177,0,14.2196,13.775,-8.88047,1,7,0,0,0,0,0,0,17.92,0,82.4
5,34475.760,10.17,14.7,8.44477,255,0,-3.90625,195.25,0,28.5,78.8,3.14,1.26,0,9.41177,0,14.2196,13.775,-8.88047,1,7,0,0,0,0,0,0,17.92,0,82.4
6,34475.800,10.17,14.7,8.45188,255,0,-3.90625,432,0,28.5,78.8,3.85,1.28,0,9.41177,0,14.2196,13.775,-8.88047,1,7,0,0,0,0,0,0,17.664,0,82.4
7,34475.840,21.3756,14.7,8.45188,255,0,-3.90625,1089.5,0,28.5,78.8,4.73,1.38,0,9.80392,0,14.2196,12.325,-8.88047,1,7,0,0,0,0,0,0,10.496,0,82.4
8,34475.880,21.2073,14.7,8.44951,255,0,-3.90625,1437.25,0,28.5,78.8,6.46,1.46,0,9.80392,0,14.2196,10.875,-8.61457,1,7,0,0,0,0,0,0,9.472,0,82.4
9,34475.920,21.6715,14.7,8.45426,255,0,-3.90625,1666.5,0,24,78.8,7.9,1.54,0,9.80392,0,14.2196,10.005,-8.67703,1,7,0,0,0,0,0,0,6.656,0,82.4
10,34475.960,21.5032,14.7,8.45426,255,0,-3.90625,1829.5,0,23,78.8,8.87,1.6,0,10.1961,0,14.2196,9.135,-8.67703,1,7,0,0,0,0,0,0,5.12,0,82.4
11,34476.000,21.335,14.7,8.45901,255,0,-3.90625,2010.25,0,23,78.8,9.39,1.62,0,10.1961,0,14.2196,8.12,-9.257,1,7,0,0,0,0,0,0,3.84,0,82.4
12,34476.040,21.2499,14.7,8.45901,255,0,-3.90625,2122.75,0,22.5,78.8,9.77,1.62,0,10.1961,0,14.2196,7.54,-9.257,1,7,0,0,0,0,0,0,3.328,0,82.4
13,34476.080,21.629,14.7,8.46852,255,0,-3.90625,2213.5,0,22,78.8,9.7,1.62,0,9.80392,0,14.2196,6.815,-9.49924,1,7,0,0,0,0,0,0,3.328,0,82.4
14,34476.120,21.2924,14.7,8.47568,255,0,-3.90625,2252.25,0,21,78.8,9.81,1.64,0,9.80392,0,14.2196,6.38,-9.49924,1,7,0,0,0,0,0,0,3.328,0,82.4
15,34476.160,21.2499,14.7,8.47568,255,0,-3.90625,2302.25,0,23.5,78.8,10.29,1.66,0,10.1961,0,14.2196,5.8,-9.49924,1,7,0,0,0,0,0,0,3.072,0,82.4
16,34476.200,21.3756,14.7,8.48523,255,0,-3.90625,2310.75,0,22,78.8,10.15,1.64,0,10.1961,0,14.2196,5.51,-9.49924,1,7,0,0,0,0,0,0,3.072,0,82.4
17,34476.240,21.4607,14.7,8.49481,255,0,-3.90625,2321.25,0,21,78.8,10.29,1.66,0,10.1961,0,14.2196,5.22,-9.49924,1,7,0,0,0,0,0,0,3.072,0,82.4
18,34476.280,21.2924,14.7,8.49481,255,0,-3.125,2305.75,0,19.5,78.8,10.57,1.66,0,10.1961,0,14.2196,5.075,-9.49924,1,7,0,0,0,0,0,0,3.072,0,82.4
19,34476.320,21.2073,14.7,8.50441,255,0,-3.125,2292.25,0,14,78.8,10.86,1.68,0,10.1961,0,14.2196,4.93,-9.49924,1,7,0,0,0,0,0,0,3.072,0,82.4
