sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT,src,seam
0,10.24,10.17,14.7,13.3152,255,0.0,-3.90625,,182.25,0.9251028806584362,0.0,28.5,68.0,2.81,1.22,0.0,9.80392,0.0,14.2196,14.065,-0.1546000000000003,-8.89605,1,7,0,0.0,0,0.0,0,0.0,1.28,0.1944,0,71.6,log0001.csv,1
1,10.28,10.17,14.7,13.3152,255,0.0,-3.90625,,182.25,0.9251028806584362,0.0,28.5,68.0,2.81,1.2,0.0,9.80392,0.0,14.2196,14.065,-0.1546000000000003,-8.89605,1,7,0,0.0,0,0.0,0,0.0,1.28,0.1944,0,71.6,log0001.csv,0
2,10.32,10.17,14.7,7.68981,255,0.0,-3.90625,,182.25,0.9251028806584362,0.0,28.5,68.0,2.81,1.1,0.0,9.80392,0.0,14.2196,14.065,-0.1546000000000003,-8.89605,1,7,0,0.0,0,0.0,0,0.0,1.28,0.1944,0,71.6,log0001.csv,0
3,10.36,10.17,14.7,7.68981,255,0.0,-3.90625,,182.25,0.9251028806584362,0.0,28.5,68.0,2.81,1.12,0.0,9.80392,0.0,14.2196,14.065,-0.1546000000000003,-8.89605,1,7,0,0.0,0,0.0,0,0.0,1.28,0.1944,0,71.6,log0001.csv,0
4,10.4,10.17,14.7,7.68981,255,0.0,-3.90625,,185.25,0.9165991902834009,0.0,28.5,68.0,2.83,1.22,0.0,9.80392,0.0,14.2196,13.92,-0.29959999999999987,-8.89605,1,7,0,0.0,0,0.0,0,0.0,22.784,3.51728,0,71.6,log0001.csv,0
5,10.44,10.17,14.7,7.68981,255,0.0,-3.90625,,185.25,0.9165991902834009,0.0,28.5,68.0,2.83,1.22,0.0,9.80392,0.0,14.2196,13.92,-0.29959999999999987,-8.89605,1,7,0,0.0,0,0.0,0,0.0,22.784,3.51728,0,71.6,log0001.csv,0
6,10.48,10.17,14.7,7.69571,255,0.0,-3.90625,,427.5,0.4856140350877193,0.0,28.5,68.0,3.46,1.26,0.0,9.80392,0.0,14.2196,13.92,-0.29959999999999987,-8.89605,1,7,0,0.0,0,0.0,0,0.0,17.408,6.201600000000001,0,71.6,log0001.csv,0
7,10.52,10.17,14.7,7.69571,255,0.0,-3.90625,,795.0,0.2830188679245283,0.0,28.5,68.0,3.75,1.32,0.0,9.80392,0.0,14.2196,13.775,-0.44459999999999944,-8.89605,1,7,0,0.0,0,0.0,0,0.0,17.408,11.5328,0,71.6,log0001.csv,0
8,10.56,10.17,14.7,7.69571,255,0.0,-3.90625,,1256.75,0.2487368211657052,0.0,28.5,68.0,5.21,1.42,0.0,9.80392,0.0,14.2196,11.745,-2.4746000000000006,-8.6482,1,7,0,0.0,0,0.0,0,0.0,11.776,12.332906666666666,0,71.6,log0001.csv,0
9,10.6,10.17,14.7,7.69571,255,0.0,-3.90625,,1542.75,0.2691298006806028,0.0,27.0,68.0,6.92,1.5,0.0,9.80392,0.0,14.2196,10.585,-3.634599999999999,-8.6482,1,7,0,0.0,0,0.0,0,0.0,9.216,11.84832,0,71.6,log0001.csv,0
10,10.64,21.2924,14.7,7.69767,255,0.0,-3.90625,,1748.0,0.2745995423340961,0.0,24.0,68.0,8.0,1.56,0.0,9.80392,0.0,14.2196,9.57,-4.6495999999999995,-8.52865,1,7,0,0.0,0,0.0,0,0.0,7.168,10.441386666666666,0,71.6,log0001.csv,0
11,10.68,21.3756,14.7,7.69964,255,0.0,-3.90625,,1935.75,0.28795040681906237,0.0,23.5,68.0,9.29,1.62,0.0,9.80392,0.0,14.2196,8.41,-5.8096,-9.2396,1,7,0,0.0,0,0.0,0,0.0,5.12,8.2592,0,71.6,log0001.csv,0
12,10.72,21.335,14.7,7.69964,255,0.0,-3.90625,,2081.5,0.2847946192649532,0.0,23.0,68.0,9.88,1.64,0.0,10.1961,0.0,14.2196,7.83,-6.3896,-9.2396,1,7,0,0.0,0,0.0,0,0.0,3.584,6.216746666666667,0,71.6,log0001.csv,0
13,10.76,21.2499,14.7,7.70555,255,0.0,-3.90625,,2175.75,0.28955532574974147,0.0,22.5,68.0,10.5,1.66,0.0,10.1961,0.0,14.2196,7.105,-7.114599999999999,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.49824,0,71.6,log0001.csv,0
14,10.8,21.2499,14.7,7.71148,255,0.0,-3.90625,,2251.0,0.294002665482008,0.0,21.5,68.0,11.03,1.68,0.0,10.1961,0.0,14.2196,6.525,-7.694599999999999,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.7229866666666664,0,71.6,log0001.csv,0
15,10.84,21.3756,14.7,7.71148,255,0.0,-3.90625,,2285.75,0.29557038171278577,0.0,20.0,68.0,11.26,1.7,0.0,10.1961,0.0,14.2196,5.945,-8.2746,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.826773333333334,0,71.6,log0001.csv,0
16,10.88,21.1242,14.7,7.71741,255,0.0,-3.90625,,2323.5,0.2907682375726275,0.0,23.0,68.0,11.26,1.7,0.0,10.1961,0.0,14.2196,5.655,-8.564599999999999,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.939520000000001,0,71.6,log0001.csv,0
17,10.92,21.2499,14.7,7.71741,255,0.0,-3.90625,,2330.0,0.2915021459227468,0.0,21.5,68.0,11.32,1.68,0.0,10.1961,0.0,14.2196,5.365,-8.8546,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.9589333333333325,0,71.6,log0001.csv,0
18,10.96,21.3756,14.7,7.72533,255,0.0,-3.90625,,2332.0,0.2904802744425386,0.0,20.5,68.0,11.29,1.7,0.0,10.1961,0.0,14.2196,5.22,-8.999600000000001,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.964906666666668,0,71.6,log0001.csv,0
19,11.0,21.335,14.7,7.73128,255,0.0,-3.90625,,2299.0,0.2962157459765115,0.0,15.0,68.0,11.35,1.7,0.0,10.1961,0.0,14.2196,5.075,-9.1446,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.328,6.375893333333333,0,71.6,log0001.csv,0
20,11.04,21.2499,14.7,7.73128,255,0.0,-3.90625,,2283.75,0.2989819376026273,0.0,13.5,68.0,11.38,1.7,0.0,10.1961,0.0,14.2196,4.93,-9.2896,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.328,6.3336,0,71.6,log0001.csv,0
21,11.08,21.2073,14.7,7.95813,255,0.0,-3.90625,,2209.25,0.3098789181849044,0.0,12.5,68.0,11.41,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.328,6.126986666666666,0,71.6,log0001.csv,0
22,11.12,21.335,14.7,7.96445,255,0.0,-3.125,,2160.0,0.3186111111111111,0.0,12.0,68.0,11.47,1.72,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.328,5.990399999999999,0,71.6,log0001.csv,0
23,11.16,21.2499,14.7,7.96445,255,0.0,-3.125,,2106.5,0.32670306195110377,0.0,12.0,68.0,11.47,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.291413333333333,0,71.6,log0001.csv,0
24,11.2,21.0816,14.7,7.97077,255,0.0,-3.125,,2068.25,0.33100447238003144,0.0,11.5,68.0,11.41,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.177173333333333,0,71.6,log0001.csv,0
25,11.24,21.335,14.7,7.97077,255,0.0,-3.125,,2032.75,0.3332431435247817,0.0,11.5,68.0,11.29,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,6.0711466666666665,0,71.6,log0001.csv,0
26,11.28,21.2499,14.7,8.18532,255,0.0,-3.125,,1984.0,0.3432459677419355,0.0,11.5,68.0,11.35,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.51482,1,7,0,0.0,0,0.0,0,0.0,3.584,5.9255466666666665,0,71.6,log0001.csv,0
27,11.32,21.2073,14.7,8.19423,255,0.0,-3.125,,1955.75,0.34728365077336065,0.0,11.5,68.0,11.32,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.40561,1,7,0,0.0,0,0.0,0,0.0,3.584,5.841173333333334,0,71.6,log0001.csv,0
28,11.36,21.3756,14.7,8.19423,255,0.0,-3.125,,1924.5,0.3510522213561964,0.0,11.0,68.0,11.26,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.40561,1,7,0,0.0,0,0.0,0,0.0,3.584,5.74784,0,71.6,log0001.csv,0
29,11.4,21.2499,14.7,8.20093,255,0.0,-3.125,,1875.25,0.35835221970403947,0.0,11.0,68.0,11.2,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.28114,1,7,0,0.0,0,0.0,0,0.0,3.584,5.600746666666667,0,71.6,log0001.csv,0
30,11.44,21.2073,14.7,8.20763,255,0.0,-3.125,,1842.25,0.36867960374542,0.0,11.0,68.0,11.32,1.7,0.0,10.1961,0.0,14.2196,4.785,-9.4346,-9.12616,1,7,0,0.0,0,0.0,0,0.0,3.84,5.8952,0,71.6,log0001.csv,0
