sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT,src,seam
1101,54.28,14.3397,14.3555,13.6163,31,-9.375,-0.78125,-10.15625,1545.0,0.38097087378640776,0.0,15.0,69.8,9.81,1.62,0.0,9.41177,0.0,14.2196,5.8,-8.419599999999999,-8.53152,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2960000000000003,0,86.0,log0001.csv,0
1102,54.32,14.3823,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1536.75,0.38418740849194727,0.0,15.5,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.8,-8.419599999999999,-8.53156,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2784,0,86.0,log0001.csv,0
1103,54.36,14.4673,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1539.25,0.3835634237453305,0.0,15.0,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53156,1,8,0,0.0,0,0.0,0,0.0,2.56,3.283733333333333,0,86.0,log0001.csv,0
1104,54.4,14.4248,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1523.75,0.38746513535684984,0.0,15.0,69.8,9.84,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53159,1,8,0,0.0,0,0.0,0,0.0,2.56,3.250666666666667,0,86.0,log0001.csv,0
1105,54.44,14.4248,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1505.5,0.3865825307206908,0.0,18.5,69.8,9.7,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53163,1,8,0,0.0,0,0.0,0,0.0,2.56,3.211733333333333,0,86.0,log0001.csv,0
1106,54.48,14.508,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1517.5,0.3862932454695222,0.0,17.0,69.8,9.77,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53163,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2373333333333334,0,86.0,log0001.csv,0
1107,54.52,14.9721,14.4703,13.6224,31,-9.375,-0.78125,-10.15625,1525.75,0.384204489595281,0.0,16.5,69.8,9.77,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53167,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2549333333333332,0,86.0,log0001.csv,0
1108,54.56,14.9721,14.4703,13.6224,31,-8.59375,-0.78125,-9.375,1523.25,0.38483505662235346,0.0,16.5,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53167,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2496,0,86.0,log0001.csv,0
1109,54.6,15.0978,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1513.5,0.3861248761149653,0.0,17.5,69.8,9.74,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53177,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2288,0,86.0,log0001.csv,0
1110,54.64,15.0978,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1520.25,0.3844104588061174,0.0,17.0,69.8,9.74,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5318,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2432000000000003,0,86.0,log0001.csv,0
1111,54.68,14.9721,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1536.25,0.3831407648494711,0.0,15.5,69.8,9.81,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5318,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2773333333333334,0,86.0,log0001.csv,0
1112,54.72,14.9721,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1521.5,0.38803812027604334,0.0,17.0,69.8,9.84,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53184,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2458666666666667,0,86.0,log0001.csv,0
1113,54.76,14.9296,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1517.0,0.38918918918918916,0.0,17.0,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53187,1,8,0,0.0,0,0.0,0,0.0,2.56,3.236266666666667,0,86.0,log0001.csv,0
1114,54.8,14.9721,14.4703,13.6286,31,-8.59375,-0.78125,-9.375,1510.75,0.39357934800595734,0.0,17.5,69.8,9.91,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53187,1,8,0,0.0,0,0.0,0,0.0,2.56,3.222933333333333,0,86.0,log0001.csv,0
1115,54.84,15.0147,14.4703,13.6348,31,-8.59375,-0.78125,-9.375,1530.0,0.3803921568627451,0.0,16.0,69.8,9.7,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53191,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2640000000000002,0,86.0,log0001.csv,0
1116,54.88,15.0147,14.4703,13.6348,31,-8.59375,-0.78125,-9.375,1529.75,0.3875142997221769,0.0,16.0,69.8,9.88,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53191,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2634666666666665,0,86.0,log0001.csv,0
1117,54.92,14.9721,14.4703,13.6348,31,-8.59375,-0.78125,-9.375,1523.75,0.3902214930270714,0.0,16.5,69.8,9.91,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53201,1,8,0,0.0,0,0.0,0,0.0,2.56,3.250666666666667,0,86.0,log0001.csv,0
1118,54.96,14.9721,14.3555,13.6348,31,-8.59375,-0.78125,-9.375,1521.5,0.38803812027604334,0.0,17.0,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5321,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2458666666666667,0,86.0,log0001.csv,0
1119,55.0,14.887,14.3555,13.6348,31,-8.59375,-0.78125,-9.375,1539.0,0.3824561403508772,0.0,15.5,69.8,9.81,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5321,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2832000000000003,0,86.0,log0001.csv,0
1120,55.04,14.7613,14.3555,13.6348,31,-8.59375,-0.78125,-9.375,1546.75,0.3817035720058186,0.0,15.0,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53207,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2997333333333336,0,86.0,log0001.csv,0
1121,55.08,14.7613,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1532.75,0.3840156581308106,0.0,16.0,69.8,9.81,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53217,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2698666666666667,0,86.0,log0001.csv,0
1122,55.12,14.9721,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1517.0,0.39077125906394206,0.0,17.5,69.8,9.88,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53217,1,8,0,0.0,0,0.0,0,0.0,2.56,3.236266666666667,0,86.0,log0001.csv,0
1123,55.16,14.9296,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1512.0,0.38769841269841265,0.0,18.0,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53227,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2256,0,86.0,log0001.csv,0
1124,55.2,14.9296,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1502.5,0.39014975041597333,0.0,18.5,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53227,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2053333333333334,0,86.0,log0001.csv,0
1125,55.24,14.9296,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1524.75,0.3832759468765371,0.0,16.5,69.8,9.74,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53236,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2528,0,86.0,log0001.csv,0
1126,55.28,14.9296,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1531.75,0.3815244001958544,0.0,16.0,69.8,9.74,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53239,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2677333333333336,0,86.0,log0001.csv,0
1127,55.32,14.8464,14.3555,13.641,31,-8.59375,-0.78125,-9.375,1538.0,0.38114434330299085,0.0,15.5,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53239,1,8,0,0.0,0,0.0,0,0.0,2.56,3.281066666666667,0,86.0,log0001.csv,0
1128,55.36,14.887,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1534.5,0.3808406647116324,0.0,16.0,69.8,9.74,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53242,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2736,0,86.0,log0001.csv,0
1129,55.4,14.887,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1517.0,0.38642056690837173,0.0,17.5,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53252,1,8,0,0.0,0,0.0,0,0.0,2.56,3.236266666666667,0,86.0,log0001.csv,0
1130,55.44,14.8464,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1517.75,0.3905781584582442,0.0,17.5,69.8,9.88,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53252,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2378666666666667,0,86.0,log0001.csv,0
1131,55.48,14.3397,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1544.0,0.38238341968911915,0.0,16.5,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53248,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2938666666666667,0,86.0,log0001.csv,0
1132,55.52,14.2972,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1546.0,0.3780077619663648,0.0,15.0,69.8,9.74,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53248,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2981333333333334,0,86.0,log0001.csv,0
1133,55.56,14.1714,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1545.0,0.3739805825242719,0.0,15.5,69.8,9.63,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53245,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2960000000000003,0,86.0,log0001.csv,0
1134,55.6,14.2565,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1539.75,0.372528007793473,0.0,16.0,69.8,9.56,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53254,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2848,0,86.0,log0001.csv,0
1135,55.64,14.214,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1532.25,0.3798335780714635,0.0,16.5,69.8,9.7,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53254,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2688,0,86.0,log0001.csv,0
1136,55.68,14.1289,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1527.0,0.38388998035363453,0.0,17.0,69.8,9.77,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53251,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2576,0,86.0,log0001.csv,0
1137,55.72,14.1289,14.3555,13.6471,31,-8.59375,-0.78125,-9.375,1529.25,0.3848945561549779,0.0,16.5,69.8,9.81,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5326,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2624,0,86.0,log0001.csv,0
1138,55.76,14.214,14.2406,13.6471,31,-8.59375,-0.78125,-9.375,1538.5,0.38102047448813775,0.0,16.0,69.8,9.77,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5326,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2821333333333333,0,86.0,log0001.csv,0
1139,55.8,14.1289,14.2406,13.6533,31,-8.59375,-0.78125,-9.375,1546.75,0.3778244706642961,0.0,15.5,69.8,9.74,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53269,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2997333333333336,0,86.0,log0001.csv,0
1140,55.84,14.1289,14.2406,13.6533,31,-8.59375,-0.78125,-9.375,1531.5,0.3843290891283056,0.0,16.5,69.8,9.81,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53269,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2672,0,86.0,log0001.csv,0
1141,55.88,14.1289,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1532.25,0.3798335780714635,0.0,16.5,69.8,9.7,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53266,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2688,0,86.0,log0001.csv,0
1142,55.92,14.0457,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1540.5,0.37663096397273615,0.0,16.0,69.8,9.67,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53269,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2864000000000004,0,86.0,log0001.csv,0
1143,55.96,14.0457,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1537.75,0.37847504470817755,0.0,16.5,69.8,9.7,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53269,1,8,0,0.0,0,0.0,0,0.0,2.56,3.280533333333333,0,86.0,log0001.csv,0
1144,56.0,14.0883,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1533.25,0.3838904288276537,0.0,16.5,69.8,9.81,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53278,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2709333333333332,0,86.0,log0001.csv,0
1145,56.04,14.0032,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1535.0,0.3818892508143322,0.0,16.5,69.8,9.77,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53275,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2746666666666666,0,86.0,log0001.csv,0
1146,56.08,13.9606,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1517.25,0.38358872960949086,0.0,18.0,69.8,9.7,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53275,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2367999999999997,0,86.0,log0001.csv,0
1147,56.12,14.1714,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1515.5,0.38957439788848564,0.0,18.0,69.8,9.84,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53284,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2330666666666668,0,86.0,log0001.csv,0
1148,56.16,14.214,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1523.5,0.38752871677059403,0.0,17.5,69.8,9.84,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53284,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2501333333333333,0,86.0,log0001.csv,0
1149,56.2,14.1289,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1532.5,0.38133768352365416,0.0,16.5,69.8,9.74,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.5328,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2693333333333334,0,86.0,log0001.csv,0
1150,56.24,14.1714,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1543.75,0.37700404858299597,0.0,16.0,69.8,9.7,1.64,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53289,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2933333333333334,0,86.0,log0001.csv,0
1151,56.28,14.214,14.2406,13.6595,31,-8.59375,-0.78125,-9.375,1555.25,0.3769168943899694,0.0,15.0,69.8,9.77,1.62,0.0,9.41177,0.0,14.2196,5.655,-8.564599999999999,-8.53289,1,8,0,0.0,0,0.0,0,0.0,2.56,3.3178666666666667,0,86.0,log0001.csv,0
1152,56.32,14.1289,14.2406,13.6657,31,-8.59375,-0.78125,-9.375,1542.5,0.38003241491085893,0.0,16.0,69.8,9.77,1.62,0.0,9.01961,0.0,14.2196,5.655,-8.564599999999999,-8.53298,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2906666666666666,0,86.0,log0001.csv,0
1153,56.36,14.1289,14.2406,13.6657,31,-8.59375,-0.78125,-9.375,1535.75,0.3762331108578871,0.0,16.5,69.8,9.63,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53307,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2762666666666664,0,86.0,log0001.csv,0
1154,56.4,14.1714,14.2406,13.6657,31,-8.59375,-0.78125,-9.375,1540.0,0.3794805194805195,0.0,16.0,69.8,9.74,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53307,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2853333333333334,0,86.0,log0001.csv,0
1155,56.44,14.1289,14.2406,13.6657,31,-8.59375,-0.78125,-9.375,1536.25,0.37767290480065097,0.0,17.0,69.8,9.67,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53316,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2773333333333334,0,86.0,log0001.csv,0
1156,56.48,14.0457,14.2406,13.6657,31,-8.59375,-0.78125,-9.375,1533.5,0.3728725138571894,0.0,17.0,69.8,9.53,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53316,1,8,0,0.0,0,0.0,0,0.0,2.56,3.271466666666667,0,86.0,log0001.csv,0
1157,56.52,14.1289,14.2406,13.6719,31,-8.59375,-0.78125,-9.375,1534.0,0.3711864406779661,0.0,17.0,69.8,9.49,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53325,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2725333333333335,0,86.0,log0001.csv,0
1158,56.56,14.0457,14.2406,13.6719,31,-8.59375,-0.78125,-9.375,1523.5,0.37807679684936,0.0,18.0,69.8,9.6,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53327,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2501333333333333,0,86.0,log0001.csv,0
1159,56.6,13.9606,14.1258,13.6719,31,-8.59375,-0.78125,-9.375,1521.5,0.37423595136378573,0.0,18.0,69.8,9.49,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53327,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2458666666666667,0,86.0,log0001.csv,0
1160,56.64,14.0032,14.1258,13.6719,31,-8.59375,-0.78125,-9.375,1537.0,0.3731945348080677,0.0,17.0,69.8,9.56,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53336,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2789333333333337,0,86.0,log0001.csv,0
1161,56.68,14.0457,14.1258,13.6719,31,-8.59375,-0.78125,-9.375,1535.5,0.3735591012699447,0.0,17.0,69.8,9.56,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53344,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2757333333333336,0,86.0,log0001.csv,0
1162,56.72,14.5931,14.1258,13.6719,31,-8.59375,-0.78125,-9.375,1525.5,0.37050147492625374,0.0,18.0,69.8,9.42,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53344,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2544,0,86.0,log0001.csv,0
1163,56.76,14.5931,14.1258,13.6781,31,-8.59375,-0.78125,-9.375,1523.5,0.3765014768624877,0.0,18.0,69.8,9.56,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53353,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2501333333333333,0,86.0,log0001.csv,0
1164,56.8,14.5505,14.1258,13.6781,31,-8.59375,-0.78125,-9.375,1538.0,0.3729518855656697,0.0,17.0,69.8,9.56,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53353,1,8,0,0.0,0,0.0,0,0.0,2.56,3.281066666666667,0,86.0,log0001.csv,0
1165,56.84,14.4673,14.1258,13.6781,31,-8.59375,-0.78125,-9.375,1527.5,0.3810147299509002,0.0,18.0,69.8,9.7,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53361,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2586666666666666,0,86.0,log0001.csv,0
1166,56.88,14.5505,14.2406,13.6781,31,-8.59375,-0.78125,-9.375,1519.5,0.3802566633761106,0.0,18.5,69.8,9.63,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53363,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2416,0,86.0,log0001.csv,0
1167,56.92,14.5505,14.2406,13.6781,31,-8.59375,-0.78125,-9.375,1521.75,0.3796944307540661,0.0,18.5,69.8,9.63,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53363,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2464000000000004,0,86.0,log0001.csv,0
1168,56.96,14.5505,14.2406,13.6781,31,-8.59375,-0.78125,-9.375,1530.75,0.3735423811856933,0.0,17.5,69.8,9.53,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53372,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2656,0,87.8,log0001.csv,0
1169,57.0,14.887,14.2406,13.6844,31,-8.59375,-0.78125,-9.375,1525.25,0.3776430093427307,0.0,18.0,69.8,9.6,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53374,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2538666666666667,0,87.8,log0001.csv,0
1170,57.04,14.7613,14.2406,13.6844,31,-8.59375,-0.78125,-9.375,1531.0,0.3707380796864794,0.0,17.5,69.8,9.46,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53374,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2661333333333333,0,87.8,log0001.csv,0
1171,57.08,14.6782,14.2406,13.6844,31,-8.59375,-0.78125,-9.375,1524.25,0.37356076759061835,0.0,18.5,69.8,9.49,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53382,1,8,0,0.0,0,0.0,0,0.0,2.56,3.251733333333333,0,87.8,log0001.csv,0
1172,57.12,14.6782,14.2406,13.6844,31,-8.59375,-0.78125,-9.375,1533.0,0.3729941291585127,0.0,17.5,69.8,9.53,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53382,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2704,0,87.8,log0001.csv,0
1173,57.16,14.7613,14.2406,13.6844,31,-8.59375,-0.78125,-9.375,1540.75,0.3683920168748986,0.0,17.0,69.8,9.46,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53378,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2869333333333333,0,87.8,log0001.csv,0
1174,57.2,14.8039,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1535.5,0.3735591012699447,0.0,17.5,69.8,9.56,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53373,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2757333333333336,0,87.8,log0001.csv,0
1175,57.24,14.7188,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1525.75,0.374766508274619,0.0,18.5,69.8,9.53,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53373,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2549333333333332,0,87.8,log0001.csv,0
1176,57.28,14.8464,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1541.0,0.3710577547047372,0.0,18.0,69.8,9.53,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53369,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2874666666666665,0,87.8,log0001.csv,0
1177,57.32,14.7188,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1543.75,0.37700404858299597,0.0,17.0,69.8,9.7,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53371,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2933333333333334,0,87.8,log0001.csv,0
1178,57.36,14.7188,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1532.5,0.36880913539967375,0.0,18.0,69.8,9.42,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53371,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2693333333333334,0,87.8,log0001.csv,0
1179,57.4,14.7613,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1519.75,0.37900970554367497,0.0,19.0,69.8,9.6,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53379,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2421333333333333,0,87.8,log0001.csv,0
1180,57.44,14.7613,14.2406,13.6906,31,-8.59375,-0.78125,-9.375,1529.0,0.3751471550032701,0.0,18.0,69.8,9.56,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53379,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2618666666666667,0,87.8,log0001.csv,0
1181,57.48,14.7613,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1535.25,0.3763556424035174,0.0,17.5,69.8,9.63,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53381,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2752000000000003,0,87.8,log0001.csv,0
1182,57.52,14.8464,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1529.75,0.3804543226017323,0.0,18.0,69.8,9.7,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53383,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2634666666666665,0,87.8,log0001.csv,0
1183,57.56,14.8464,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1513.0,0.38070059484467944,0.0,19.5,69.8,9.6,1.62,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53383,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2277333333333336,0,87.8,log0001.csv,0
1184,57.6,14.7613,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1515.0,0.3774257425742574,0.0,19.0,69.8,9.53,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53392,1,8,0,0.0,0,0.0,0,0.0,2.56,3.232,0,87.8,log0001.csv,0
1185,57.64,14.7188,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1530.0,0.37098039215686274,0.0,18.0,69.8,9.46,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53394,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2640000000000002,0,87.8,log0001.csv,0
1186,57.68,14.8039,14.2406,13.6968,31,-8.59375,-0.78125,-9.375,1542.75,0.36519202722411287,0.0,17.0,69.8,9.39,1.6,0.0,9.01961,0.0,14.2196,5.51,-8.7096,-8.53394,1,8,0,0.0,0,0.0,0,0.0,2.56,3.2912,0,87.8,log0001.csv,0
