sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW
25,1245.200,22.1337,14.7,9.02176,255,0,0,1999,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.77,-9.95103,1,7,0,0,0,0,0,0,2.304
26,1245.240,22.5147,14.7,9.16178,255,0,0,1976,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.77,-9.89216,1,7,0,0,0,0,0,0,2.304
27,1245.280,22.4722,14.7,9.16178,255,0,0,1960.25,0,9.5,80.6,6.59,1.44,0,6.66667,0,14.6549,3.77,-9.89216,1,7,0,0,0,0,0,0,2.304
28,1245.320,22.4296,14.7,9.28899,255,0,0,1934,0,9.5,80.6,6.55,1.44,0,6.66667,0,14.6549,3.77,-9.79428,1,7,0,0,0,0,0,0,2.304
29,1245.360,22.5553,14.7,9.28899,255,0,0,1898.75,0,9.5,80.6,6.51,1.42,0,6.66667,0,14.6549,3.77,-9.79428,1,7,0,0,0,0,0,0,2.304
30,1245.400,22.5553,14.7,9.408,255,0,0,1874.25,0,9.5,80.6,6.51,1.44,0,6.66667,0,14.6549,3.77,-9.70159,1,7,0,0,0,0,0,0,2.304
31,1245.440,22.5147,14.7,9.51805,255,0,0,1846.5,0,9.5,80.6,6.53,1.44,0,6.66667,0,14.6549,3.77,-9.5758,1,7,0,0,0,0,0,0,2.304
32,1245.480,22.4296,14.7,9.51805,255,0,0,1821.25,0,9.5,80.6,6.57,1.44,0,6.66667,0,14.6549,3.77,-9.5758,1,7,0,0,0,0,0,0,2.304
33,1245.520,22.3871,14.7,9.62148,255,0,0,1775,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.77,-9.44929,1,7,0,0,0,0,0,0,2.304
34,1245.560,22.683,14.7,9.71462,255,0,0,1751.5,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.77,-9.33867,1,7,0,0,0,0,0,0,2.304
35,1245.600,23.6945,14.7,9.71462,255,0,0,1733.75,0,9.5,80.6,6.64,1.46,0,6.66667,0,14.6549,3.915,-9.33867,1,7,0,0,0,0,0,0,2.304
36,1245.640,23.6945,14.7,9.8,255,0,0,1713,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.915,-9.24427,1,7,0,0,0,0,0,0,2.56
37,1245.680,23.356,14.7,9.8,255,0,0,1693.75,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.915,-9.24427,1,7,0,0,0,0,0,0,2.56
38,1245.720,23.6519,14.7,9.80319,255,0,0,1671.25,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.915,-9.19609,1,7,0,0,0,0,0,0,2.56
39,1245.760,23.7351,14.7,9.88365,255,0,0,1656.75,0,9.5,80.6,6.64,1.44,0,6.66667,0,14.6549,3.915,-9.10454,1,7,0,0,0,0,0,0,2.56
40,1245.800,23.6519,14.7,9.88365,255,0,0,1616.75,0,9.5,80.6,6.62,1.44,0,6.27451,0,14.6549,3.915,-9.10454,1,7,0,0,0,0,0,0,2.56
41,1245.840,23.8202,14.7,9.95556,255,0,0,1594.25,0,9.5,80.6,6.57,1.44,0,6.27451,0,14.6549,4.06,-9.00605,1,7,0,0,0,0,0,0,2.56
42,1245.880,23.7776,14.7,10.0218,255,0,0,1572.5,0,9.5,80.6,6.55,1.42,0,6.27451,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
43,1245.920,23.7351,14.7,10.0218,255,0,0,1559.25,0,9.5,80.6,6.47,1.42,0,6.27451,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
44,1245.960,23.5243,14.7,10.0823,255,0,0,1543.5,0,9.5,80.6,6.43,1.42,0,6.27451,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
45,1246.000,23.5243,14.7,10.0823,255,0,0,1521,0,9.5,80.6,6.39,1.42,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
46,1246.040,23.5668,14.7,10.1366,255,0,0,1510.25,0,9.5,80.6,6.39,1.42,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
47,1246.080,23.8202,14.7,10.14,255,0,0,1478,0,9.5,80.6,6.37,1.4,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
48,1246.120,23.6945,14.7,10.14,255,0,0,1387.25,0,9.5,80.6,6.37,1.4,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,1,0,0,0,2.56
49,1246.160,23.8202,14.7,10.1915,255,0,0,1372.25,0,9.5,80.6,6.32,1.4,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
50,1246.200,23.6945,14.7,10.2122,255,0,0,1368.5,0,9.5,80.6,6.32,1.4,0,5.88235,0,14.6549,4.06,-8.96486,1,7,0,0,0,0,0,0,2.56
51,1246.240,23.356,14.7,10.2122,255,0,0,1350,0,9.5,80.6,6.25,1.4,0,5.88235,0,14.6549,4.205,-8.96486,1,7,0,0,0,0,0,0,2.56
52,1246.280,23.6519,14.5852,10.247,255,0,0,1334,0,9.5,80.6,6.23,1.38,0,5.88235,0,14.6549,4.205,-8.96486,1,7,0,0,0,0,0,0,2.56
53,1246.320,23.7776,14.5852,10.247,255,0,0,1316.75,0,9.5,80.6,6.09,1.38,0,5.88235,0,14.6549,4.205,-8.96486,1,7,0,0,0,0,0,0,2.56
54,1246.360,23.7776,14.5852,10.2435,255,0,0,1299.25,0,9.5,80.6,6.18,1.4,0,5.88235,0,14.6549,4.205,-8.96486,1,7,0,0,0,0,0,0,2.56
55,1246.400,23.4837,14.5852,10.2785,255,0,0,1290.75,0,9.5,80.6,6.18,1.4,0,5.88235,0,14.6549,4.205,-8.96486,1,7,0,0,0,0,0,0,2.56
56,1246.440,23.7351,14.5852,10.2785,255,0,0,1279,0,9.5,80.6,6.12,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
57,1246.480,23.6519,14.5852,10.3066,255,0,0,1279.25,0,9.5,80.6,6.12,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
58,1246.520,23.6519,14.5852,10.3066,255,0,0,1279.5,0,9.5,80.6,6.09,1.4,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
59,1246.560,23.6094,14.5852,10.3066,255,0,0,1269.25,0,9.5,80.6,6.05,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
60,1246.600,23.7351,14.5852,10.3385,255,0,0,1260.5,0,9.5,80.6,5.96,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
61,1246.640,23.7351,14.5852,10.3385,255,0,0,1246.75,0,9.5,80.6,5.96,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
62,1246.680,23.7776,14.5852,10.3669,255,0,0,1240.5,0,9.5,80.6,5.92,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
63,1246.720,23.8202,14.5852,10.3669,255,0,-1.5625,1224.5,0,9.5,80.6,5.84,1.36,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
64,1246.760,23.2729,14.5852,10.3669,255,0,-1.5625,1231.75,0,9.5,80.6,5.8,1.38,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.56
65,1246.800,23.8202,14.5852,10.3956,255,0,-1.5625,1218.25,0,9.5,80.6,5.72,1.36,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
66,1246.840,23.8627,14.5852,10.4208,255,0,-1.5625,1209.25,0,9.5,80.6,5.65,1.36,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
67,1246.880,23.8627,14.5852,10.4208,255,0,-1.5625,1195,0,9.5,80.6,5.62,1.36,0,5.88235,0,14.6549,4.35,-8.96486,1,7,0,0,0,0,0,0,2.816
68,1246.920,23.7776,14.5852,10.4208,255,0,-1.5625,1148.75,0,9.5,80.6,5.55,1.34,0,5.4902,0,14.6549,4.35,-8.98294,1,7,0,0,0,0,0,0,2.56
69,1246.960,23.8202,14.5852,10.4208,255,0,-1.5625,1138.5,0,9.5,80.6,5.48,1.36,0,5.4902,0,14.6549,4.35,-8.98294,1,7,0,0,0,0,0,0,2.56
70,1247.000,23.6945,14.4703,10.4461,255,0,-1.5625,1122.75,0,9.5,80.6,5.39,1.32,0,5.4902,0,14.6549,4.35,-9.02143,1,7,0,0,0,0,0,0,2.56
71,1247.040,23.6519,14.4703,10.4679,255,0,-1.5625,1107.5,0,9.5,80.6,5.36,1.34,0,5.4902,0,14.6549,4.35,-9.04973,1,7,0,0,0,0,0,0,2.56
72,1247.080,23.8627,14.4703,10.4679,255,0,-1.5625,1097.25,0,9.5,80.6,5.32,1.32,0,5.4902,0,14.6549,4.35,-9.04973,1,7,0,0,0,0,0,0,2.56
73,1247.120,23.8202,14.4703,10.4752,255,0,-1.5625,1095,0,9.5,80.6,5.29,1.34,0,5.4902,0,14.6549,4.495,-9.05913,1,7,0,0,0,0,0,0,2.56
74,1247.160,23.8202,14.4703,10.4898,255,0,-1.5625,1082.25,0,9.5,80.6,5.32,1.34,0,5.4902,0,14.6549,4.495,-9.07401,1,7,0,0,0,0,0,0,2.56
75,1247.200,23.7351,14.4703,10.4898,255,0,-1.5625,1072.5,0,9.5,80.6,5.39,1.34,0,5.4902,0,14.6549,4.495,-9.07401,1,7,0,0,0,0,0,0,2.56
76,1247.240,23.7776,14.4703,10.4898,255,0,-1.5625,1066.25,0,9.5,80.6,5.39,1.34,0,5.4902,0,14.6549,4.495,-9.08766,1,7,0,0,0,0,0,0,2.56
77,1247.280,23.6519,14.4703,10.4898,255,0,-1.5625,1042.5,0,9.5,80.6,5.42,1.34,0,5.4902,0,14.6549,4.495,-9.08766,1,7,0,0,0,0,0,0,2.56
78,1247.320,23.6094,14.4703,10.5044,255,0,-1.5625,1030,0,9.5,80.6,5.39,1.36,0,5.4902,0,14.6549,4.495,-9.10959,1,7,0,0,0,0,0,0,2.816
79,1247.360,23.5668,14.4703,10.5044,255,0,-1.5625,1016,0,9.5,80.6,5.39,1.34,0,5.4902,0,14.6549,4.495,-9.12339,1,7,0,0,0,0,0,0,2.816
80,1247.400,23.7351,14.3555,10.5044,255,0,-1.5625,1016,0,9.5,80.6,5.42,1.34,0,5.4902,0,14.6549,4.495,-9.12339,1,7,0,0,0,0,0,0,2.816
81,1247.440,23.6945,14.3555,10.5191,255,0,-1.5625,1008.75,0,9.5,80.6,5.42,1.36,0,5.4902,0,14.6549,4.495,-9.13394,1,7,0,0,0,0,0,0,2.816
82,1247.480,23.5668,14.3555,10.5154,255,0,-1.5625,1000.5,0,9.5,80.6,5.42,1.34,0,5.4902,0,14.6549,4.64,-9.13905,1,7,0,0,0,0,0,0,2.816
83,1247.520,23.6094,14.3555,10.5154,255,0,-1.5625,1006.75,0,9.5,80.6,5.39,1.34,0,5.4902,0,14.6549,4.64,-9.13905,1,7,0,0,0,0,0,0,2.816
84,1247.560,23.6519,14.3555,10.5301,255,0,-1.5625,1004,0,9.5,80.6,5.36,1.36,0,5.09804,0,14.6549,4.64,-9.1449,1,7,0,0,0,0,0,0,2.816
85,1247.600,23.6094,14.3555,10.5301,255,0,-1.5625,990.5,0,9.5,80.6,5.32,1.32,0,5.09804,0,14.6549,4.64,-9.1449,1,7,0,0,0,0,0,0,2.816
86,1247.640,23.7776,14.2406,10.5412,255,0,-1.5625,987.75,0,9.5,80.6,5.29,1.32,0,5.09804,0,14.6549,4.64,-9.1573,1,7,0,0,0,0,0,0,2.816
87,1247.680,23.7351,14.2406,10.5449,255,0,-1.5625,979,0,9.5,80.6,5.23,1.34,0,5.09804,0,14.6549,4.64,-9.16774,1,7,0,0,0,0,0,0,2.816
88,1247.720,23.7776,14.2406,10.5449,255,0,-1.5625,979,0,9.5,80.6,5.2,1.32,0,5.09804,0,14.6549,4.64,-9.16774,1,7,0,0,0,0,0,0,2.816
89,1247.760,23.7776,14.2406,10.556,255,0,-1.5625,971.75,0,9.5,80.6,5.13,1.3,0,5.09804,0,14.6549,4.64,-9.17373,1,7,0,0,0,0,0,0,2.816
90,1247.800,23.6945,14.2406,10.5597,255,0,-1.5625,964,0,9.5,80.6,5.13,1.34,0,5.09804,0,14.6549,4.64,-9.18171,1,7,0,0,0,0,0,0,2.816
91,1247.840,23.6945,14.1258,10.5597,255,0,-1.5625,958.25,0,9.5,80.6,5.13,1.32,0,5.09804,0,14.6549,4.64,-9.18171,1,7,0,0,0,0,0,0,2.816
92,1247.880,23.6519,14.1258,10.5671,255,0,-1.5625,938.75,0,10,80.6,5.13,1.3,0,5.09804,0,14.6549,4.64,-9.2041,1,7,0,0,0,0,0,0,2.816
93,1247.920,23.7776,14.1258,10.5671,255,0,-1.5625,935,0,10,80.6,5.13,1.32,0,5.09804,0,14.6549,4.64,-9.2041,1,7,0,0,0,0,0,0,2.816
94,1247.960,23.8202,14.1258,10.5745,255,0,-1.5625,934.75,0,10,80.6,5.17,1.34,0,5.09804,0,14.6549,4.64,-9.20823,1,7,0,0,0,0,0,0,2.816
95,1248.000,23.9459,14.1258,10.5782,255,0,-1.5625,923.5,0,10,80.6,5.17,1.34,0,5.09804,0,14.6549,4.785,-9.21872,1,7,0,0,0,0,0,0,2.816
96,1248.040,24.1992,14.1258,10.5782,255,0,-1.5625,917.5,0,10,80.6,5.2,1.32,0,5.09804,0,14.6549,4.785,-9.21872,1,7,0,0,0,0,0,0,2.816
97,1248.080,23.8202,14.0109,10.5819,255,0,-1.5625,905,0,10,80.6,5.2,1.32,0,5.09804,0,14.6549,4.785,-9.23522,1,7,0,0,0,0,0,0,2.816
98,1248.120,24.3249,14.0109,10.5857,255,0,-1.5625,891,0,10,80.6,5.2,1.32,0,5.09804,0,14.6549,4.785,-9.24875,1,7,0,0,0,0,0,0,2.816
99,1248.160,24.2843,14.0109,10.5857,255,0,-1.5625,884,0,10.5,80.6,5.17,1.34,0,5.09804,0,14.6549,4.785,-9.24875,1,7,0,0,0,0,0,0,2.816
100,1248.200,24.2843,13.8961,10.5894,255,0,-1.5625,875.75,0,10.5,80.6,5.2,1.34,0,5.09804,0,14.6549,4.785,-9.2627,1,7,0,0,0,0,0,0,2.816
101,1248.240,24.2418,13.8961,10.5894,255,0,-1.5625,872.25,0,10.5,80.6,5.13,1.32,0,5.09804,0,14.6549,4.785,-9.2627,1,7,0,0,0,0,0,0,2.816
102,1248.280,24.2418,13.8961,10.5857,255,0,-1.5625,867,0,10.5,80.6,5.1,1.3,0,5.09804,0,14.6549,4.93,-9.26582,1,7,0,0,0,0,0,0,2.816
103,1248.320,23.9459,13.8961,10.5894,255,0,-1.5625,860.25,0,10.5,80.6,5.1,1.3,0,5.09804,0,14.6549,4.93,-9.27079,1,7,0,0,0,0,0,0,3.072
104,1248.360,24.1992,13.7813,10.5894,255,0,-1.5625,853.5,0,11,80.6,5.06,1.32,0,5.09804,0,14.6549,4.93,-9.27079,1,7,0,0,0,0,0,0,3.072
105,1248.400,24.2843,13.7813,10.5931,255,0,-1.5625,833,0,11,80.6,5.02,1.32,0,5.09804,0,14.6549,4.93,-9.28312,1,7,0,0,0,0,0,0,3.072
106,1248.440,24.2843,13.7813,10.5968,255,0,-1.5625,826.5,0,11.5,80.6,5.06,1.32,0,5.09804,0,14.6549,4.93,-9.30784,1,7,0,0,0,0,0,0,3.072
107,1248.480,24.2418,13.6664,10.5968,255,0,-1.5625,820.5,0,11.5,80.6,5.02,1.32,0,5.09804,0,14.6549,4.93,-9.30784,1,7,0,0,0,0,0,0,3.072
108,1248.520,24.2418,13.6664,10.5968,255,0,-1.5625,820.5,0,11.5,80.6,5.02,1.32,0,5.09804,0,14.6549,4.93,-9.31345,1,7,0,0,0,0,0,0,3.072
109,1248.560,24.1992,13.6664,10.5968,255,0,-1.5625,810.75,0,11.5,80.6,5.02,1.32,0,5.09804,0,14.6549,4.93,-9.31345,1,7,0,0,0,0,0,0,3.072
110,1248.600,24.1567,13.5516,10.6006,255,0,-1.5625,795.25,0,16.5,80.6,4.97,1.3,0,5.09804,0,14.6549,5.075,-9.32233,1,7,0,0,0,0,0,0,3.072
111,1248.640,24.2418,13.5516,10.5968,255,0,-1.5625,787.75,0,16.5,80.6,4.94,1.3,0,5.09804,0,14.6549,5.075,-9.33226,1,7,0,0,0,0,0,0,3.072
112,1248.680,24.2418,13.5516,10.5968,255,0,-1.5625,789.75,0,16.5,80.6,4.88,1.3,0,4.70588,0,14.6549,5.075,-9.33226,1,7,0,0,0,0,0,0,3.072
113,1248.720,24.1567,13.4367,10.6043,255,0,-1.5625,788,0,16.5,80.6,4.88,1.3,0,4.70588,0,14.6549,5.075,-9.33226,1,7,0,0,0,0,0,0,3.072
114,1248.760,24.1992,13.4367,10.6006,255,0,-1.5625,809.5,0,16.5,80.6,4.8,1.28,0,4.70588,0,14.6549,5.075,-9.32716,1,7,0,0,0,0,0,0,3.072
115,1248.800,23.9884,13.3219,10.6006,255,0,-1.5625,819.25,0,16.5,80.6,4.72,1.28,0,4.70588,0,14.6549,5.075,-9.32716,1,7,0,0,0,0,0,0,3.072
116,1248.840,23.6519,13.3219,10.6006,255,0,-1.5625,815,0,16.5,80.6,4.72,1.28,0,4.70588,0,14.6549,5.075,-9.31461,1,7,0,0,0,0,0,0,3.072
117,1248.880,23.5668,13.207,10.6006,255,0,-1.5625,812.5,0,16.5,80.6,4.68,1.3,0,4.70588,0,14.6549,5.075,-9.31461,1,7,0,0,0,0,0,0,3.072
118,1248.920,23.6519,13.207,10.6118,255,0,-1.5625,805.75,0,16.5,80.6,4.72,1.3,0,4.70588,0,14.6549,5.075,-9.32078,1,7,0,0,0,0,0,0,3.072
119,1248.960,23.7351,13.207,10.6193,255,0,-1.5625,802.5,0,16.5,80.6,4.72,1.3,0,4.70588,0,14.6549,5.075,-9.33003,1,7,0,0,0,0,0,0,3.072
120,1249.000,23.6519,13.0922,10.6193,255,0,-1.5625,796.75,0,16.5,80.6,4.72,1.32,0,4.70588,0,14.6549,5.075,-9.33003,1,7,0,0,0,0,0,0,3.072
121,1249.040,23.6519,13.0922,10.6268,255,0,-1.5625,802.75,0,16.5,80.6,4.72,1.32,0,4.70588,0,14.6549,5.075,-9.33226,1,7,0,0,0,0,0,0,3.072
122,1249.080,23.6945,12.9773,10.6305,255,0,-1.5625,807.5,0,16.5,80.6,4.72,1.3,0,4.70588,0,14.6549,5.075,-9.3255,1,7,0,0,0,0,0,0,3.072
123,1249.120,23.6519,12.9773,10.6305,255,0,-1.5625,813.5,0,16.5,80.6,4.72,1.3,0,4.70588,0,14.6549,5.075,-9.3255,1,7,0,0,0,0,0,0,3.072
124,1249.160,23.7776,12.8625,10.6418,255,0,-1.5625,810,0,16.5,80.6,4.68,1.28,0,4.70588,0,14.6549,5.075,-9.32319,1,7,0,0,0,0,0,0,3.072
125,1249.200,23.7351,12.8625,10.6418,255,0,-1.5625,806.75,0,16.5,80.6,4.66,1.28,0,4.70588,0,14.6549,5.075,-9.32319,1,7,0,0,0,0,0,0,3.072
126,1249.240,23.7351,12.7477,10.6418,255,0,-1.5625,805.5,0,16.5,80.6,4.66,1.28,0,4.70588,0,14.6549,5.075,-9.32719,1,7,0,0,0,0,0,0,3.072
127,1249.280,23.6945,12.7477,10.6455,255,0,-1.5625,802.25,0,16.5,80.6,4.6,1.28,0,4.70588,0,14.6549,5.075,-9.32663,1,7,0,0,0,0,0,0,3.072
128,1249.320,23.6519,12.6328,10.6455,255,0,-1.5625,815.75,0,16.5,80.6,4.6,1.26,0,4.70588,0,14.6549,5.075,-9.32663,1,7,0,0,0,0,0,0,3.072
129,1249.360,23.6519,12.6328,10.6569,255,0,-1.5625,822,0,16.5,80.6,4.6,1.28,0,4.70588,0,14.6549,5.075,-9.31771,1,7,0,0,0,0,0,0,3.072
130,1249.400,23.6945,12.518,10.6606,255,0,-1.5625,837,0,16.5,80.6,4.53,1.28,0,4.70588,0,14.6549,5.075,-9.29845,1,7,0,0,0,0,0,0,3.072
131,1249.440,23.7776,12.518,10.6606,255,0,-1.5625,833.75,0,16.5,80.6,4.53,1.3,0,4.31373,0,14.6549,5.075,-9.29845,1,7,0,0,0,0,0,0,3.072
132,1249.480,23.7351,12.4031,10.672,255,0,-1.5625,823.25,0,16.5,80.6,4.53,1.3,0,4.31373,0,14.6549,5.075,-9.31092,1,7,0,0,0,0,0,0,3.072
133,1249.520,23.7351,12.2883,10.672,255,0,-1.5625,817.25,0,16.5,80.6,4.53,1.3,0,4.31373,0,14.6549,5.075,-9.31092,1,7,0,0,0,0,0,0,3.072
134,1249.560,23.7351,12.2883,10.6795,255,0,-1.5625,818.25,0,16.5,80.6,4.51,1.28,0,4.31373,0,14.6549,5.075,-9.31649,1,7,0,0,0,0,0,0,3.072
135,1249.600,23.7351,12.1734,10.6871,255,0,-1.5625,804.5,0,16.5,80.6,4.46,1.28,0,4.31373,0,14.6549,5.075,-9.32836,1,7,0,0,0,0,0,0,3.072
136,1249.640,23.6519,12.1734,10.6871,255,0,-1.5625,813.75,0,16.5,80.6,4.46,1.26,0,4.31373,0,14.6549,5.075,-9.32836,1,7,0,0,0,0,0,0,3.072
137,1249.680,23.6945,12.0586,10.6947,255,0,-1.5625,818.75,0,16.5,80.6,4.46,1.26,0,4.31373,0,14.6549,5.075,-9.31501,1,7,0,0,0,0,0,0,3.072
138,1249.720,23.8202,11.9437,10.6947,255,0,-1.5625,819.75,0,16.5,80.6,4.38,1.26,0,4.31373,0,14.6549,5.075,-9.30811,1,7,0,0,0,0,0,0,3.072
139,1249.760,23.5668,11.9437,10.6947,255,0,-1.5625,823.75,0,16,80.6,4.38,1.26,0,4.31373,0,14.6549,5.075,-9.30811,1,7,0,0,0,0,0,0,2.816
140,1249.800,23.7776,11.8289,10.7061,255,0,-1.5625,820.25,0,16,80.6,4.38,1.26,0,4.31373,0,14.6549,5.075,-9.31066,1,7,0,0,0,0,0,0,2.816
141,1249.840,23.7776,11.8289,10.7061,255,0,-1.5625,818.75,0,16,80.6,4.36,1.28,0,4.31373,0,14.6549,5.075,-9.31066,1,7,0,0,0,0,0,0,2.816
142,1249.880,23.6945,11.7141,10.7099,255,0,-1.5625,805.75,0,16.5,80.6,4.36,1.28,0,4.31373,0,14.6549,5.075,-9.31497,1,7,0,0,0,0,0,0,2.816
