sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,749.720,10.17,14.7,11.052,255,0,-4.6875,182.5,0,13,98.6,2.12,1.18,0,5.09804,0,14.2196,13.485,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
1,749.760,10.17,14.7,7.61589,255,0,-4.6875,182.5,0,13,98.6,2.12,1.14,0,5.09804,0,14.2196,13.485,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
2,749.800,10.17,14.7,7.61589,255,0,-4.6875,182.5,0,13,98.6,2.12,1.06,0,5.09804,0,14.2196,13.485,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
3,749.840,10.17,14.7,7.61589,255,0,-4.6875,182.5,0,13,98.6,2.12,1.12,0,5.09804,0,14.2196,13.485,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
4,749.880,10.17,14.7,7.61589,255,0,-4.6875,194.5,0,13,98.6,2.33,1.2,0,5.09804,0,14.2196,13.34,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
5,749.920,10.17,14.7,7.61589,255,0,-4.6875,194.5,0,13,98.6,2.33,1.14,0,5.09804,0,14.2196,13.34,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
6,749.960,10.17,14.7,7.61589,255,0,-4.6875,389.75,0,13,98.6,2.86,1.14,0,5.09804,0,14.2196,13.195,-8.88047,1,7,0,0,0,0,0,0,5.888,0,177.8
7,750.000,10.17,14.7,7.61589,255,0,-4.6875,697.25,0,20,98.6,2.56,1.18,0,5.4902,0,14.2196,12.18,-8.88047,1,7,0,0,0,0,0,0,5.12,0,177.8
8,750.040,10.17,14.7,7.63714,255,0,-4.6875,1089,0,17.5,98.6,3.12,1.22,0,5.4902,0,14.2196,10.875,-8.78235,1,7,0,0,0,0,0,0,4.096,0,177.8
9,750.080,10.17,14.7,7.70161,255,0,-4.6875,1354.25,0,17.5,98.6,3.69,1.26,0,5.4902,0,14.2196,9.715,-8.51307,1,7,0,0,0,0,0,0,3.84,0,177.8
10,750.120,22.4722,14.7,7.70161,255,0,-4.6875,1515.25,0,17.5,98.6,4.05,1.3,0,5.4902,0,14.2196,8.7,-8.51307,1,7,0,0,0,0,0,0,3.072,0,177.8
11,750.160,22.4296,14.7,7.70555,255,0,-4.6875,1632,0,17.5,98.6,4.56,1.32,0,5.09804,0,14.2196,7.83,-8.51307,1,7,0,0,0,0,0,0,2.816,0,177.8
12,750.200,22.6404,14.7,7.70555,255,0,-4.6875,1720.75,0,17.5,98.6,4.89,1.34,0,5.09804,0,14.2196,7.25,-8.51307,1,7,0,0,0,0,0,0,2.816,0,177.8
13,750.240,22.7236,14.7,7.70555,255,0,-4.6875,1771.75,0,17.5,98.6,5.05,1.34,0,5.09804,0,14.2196,6.67,-8.81065,1,7,0,0,0,0,0,0,2.816,0,177.8
14,750.280,22.683,14.7,7.70753,255,0,-4.6875,1822.75,0,17.5,98.6,5.29,1.36,0,5.09804,0,14.2196,6.09,-9.04434,1,7,0,0,0,0,0,0,2.56,0,177.8
15,750.320,22.5979,14.7,7.70753,255,0,-4.6875,1863,0,16.5,98.6,5.36,1.36,0,5.09804,0,14.2196,5.8,-9.04434,1,7,0,0,0,0,0,0,2.56,0,177.8
