sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,34576.920,10.17,14.7,11.052,255,0,-3.90625,190.25,0,26,125.6,2.39,1.16,0,7.05882,0,14.2196,13.775,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
1,34576.960,10.17,14.7,11.052,255,0,-3.90625,190.25,0,26,125.6,2.39,1.22,0,7.05882,0,14.2196,13.775,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
2,34577.000,10.17,14.7,11.052,255,0,-3.90625,190.25,0,26,125.6,2.39,1.1,0,7.05882,0,14.2196,13.775,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
3,34577.040,10.17,14.7,11.052,255,0,-3.90625,190.25,0,26,125.6,2.39,1.12,0,7.05882,0,14.2196,13.775,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
4,34577.080,10.17,14.7,11.056,255,0,-3.90625,203,0,26,125.6,2.73,1.22,0,7.05882,0,14.2196,13.63,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
5,34577.120,10.17,14.7,11.056,255,0,-3.90625,203,0,26,125.6,2.73,1.22,0,7.05882,0,14.2196,13.63,-8.86489,1,7,0,0,0,0,0,0,9.472,0,185
6,34577.160,10.17,14.7,11.056,255,0,-3.90625,435.75,0,26,125.6,3.24,1.22,0,7.05882,0,14.2196,13.485,-8.86489,1,7,0,0,0,0,0,0,8.448,0,185
7,34577.200,10.17,14.7,11.056,255,0,-3.90625,768,0,26,96.8,3.34,1.26,0,7.05882,0,14.2196,12.47,-8.86489,1,7,0,0,0,0,0,0,8.448,0,185
8,34577.240,10.17,14.7,11.056,255,0,-3.90625,1223.75,0,25,96.8,4.1,1.32,0,7.45098,0,14.2196,11.02,-8.86489,1,7,0,0,0,0,0,0,6.4,0,125.6
9,34577.280,10.17,14.7,11.1337,255,0,-3.90625,1490.75,0,20.5,96.8,5.11,1.38,0,7.45098,0,14.2196,9.86,-8.49749,1,7,0,0,0,0,0,0,5.376,0,125.6
10,34577.320,21.5439,14.7,11.1337,255,0,-3.90625,1677.75,0,20.5,96.8,5.75,1.44,0,7.45098,0,14.2196,8.99,-8.49749,1,7,0,0,0,0,0,0,4.352,0,125.6
11,34577.360,21.335,14.7,11.1378,255,0,-3.90625,1878.75,0,20,96.8,6.59,1.46,0,7.45098,0,14.2196,7.83,-8.89093,1,7,0,0,0,0,0,0,3.328,0,125.6
12,34577.400,21.5032,14.7,11.142,255,0,-3.90625,1964.75,0,19.5,96.8,7,1.46,0,7.45098,0,14.2196,7.105,-9.3968,1,7,0,0,0,0,0,0,2.816,0,125.6
13,34577.440,21.4181,14.7,11.142,255,0,-3.90625,2024.5,0,19,96.8,7.46,1.48,0,7.45098,0,14.2196,6.67,-9.3968,1,7,0,0,0,0,0,0,2.304,0,125.6
14,34577.480,21.2499,14.7,11.1502,255,0,-3.90625,2090.25,0,18.5,96.8,7.63,1.48,0,7.45098,0,14.2196,5.945,-9.48367,1,7,0,0,0,0,0,0,2.304,0,125.6
15,34577.520,21.2924,14.7,11.1502,255,0,-3.90625,2104.5,0,17,96.8,7.67,1.48,0,7.45098,0,14.2196,5.51,-9.48367,1,7,0,0,0,0,0,0,2.304,0,125.6
16,34577.560,21.4181,14.7,11.2924,255,0,-3.90625,2101.75,0,16,96.8,7.73,1.5,0,7.45098,0,14.2196,5.22,-9.48367,1,7,0,0,0,0,0,0,2.304,0,125.6
17,34577.600,21.3756,14.7,11.4209,255,0,-3.90625,2105,0,15,96.8,7.79,1.52,0,7.45098,0,14.2196,4.93,-9.48367,1,7,0,0,0,0,0,0,2.048,0,125.6
18,34577.640,21.4181,14.7,11.4209,255,0,-3.90625,2074.5,0,14,96.8,7.82,1.52,0,7.45098,0,14.2196,4.64,-9.48367,1,7,0,0,0,0,0,0,2.048,0,125.6
19,34577.680,21.3756,14.7,11.5391,255,0,-3.90625,2054.25,0,12.5,96.8,7.86,1.52,0,7.45098,0,14.2196,4.495,-9.48367,1,7,0,0,0,0,0,0,2.048,0,125.6
20,34577.720,21.2499,14.7,11.6463,255,0,-3.90625,2032,0,12,96.8,7.88,1.52,0,7.45098,0,14.2196,4.35,-9.48367,1,7,0,0,0,0,0,0,2.048,0,125.6
21,34577.760,21.335,14.7,11.6463,255,0,-3.90625,1982.75,0,10.5,96.8,7.92,1.52,0,7.45098,0,14.2196,4.205,-9.48367,1,7,0,0,0,0,0,0,2.048,0,125.6
22,34577.800,21.2924,14.7,11.7508,255,0,-3.125,1936.25,0,9.5,96.8,8,1.52,0,7.45098,0,14.2196,4.205,-9.41991,1,7,0,0,0,0,0,0,2.048,0,125.6
23,34577.840,21.5864,14.7,11.8433,255,0,-3.125,1902,0,9,96.8,7.94,1.52,0,7.84314,0,14.2196,4.205,-9.41991,1,7,0,0,0,0,0,0,2.048,0,125.6
24,34577.880,21.2499,14.7,11.8433,255,0,-3.125,1825,0,6.5,96.8,7.88,1.52,0,7.45098,0,14.2196,4.205,-9.24201,1,7,0,0,0,0,0,0,2.304,0,125.6
25,34577.920,21.2924,14.7,11.9325,255,0,-3.125,1782,0,9,96.8,7.9,1.52,0,7.84314,0,14.2196,4.205,-9.02166,1,7,0,0,0,0,0,0,2.304,0,125.6
26,34577.960,21.4181,14.7,11.9325,255,0,-3.125,1742.25,0,9,96.8,7.96,1.54,0,7.84314,0,14.2196,4.205,-9.02166,1,7,0,0,0,0,0,0,2.304,0,125.6
27,34578.000,21.335,14.7,12.0134,255,0,-3.125,1693.75,0,8.5,96.8,8.04,1.52,0,7.84314,0,14.2196,4.205,-8.82719,1,7,0,0,0,0,0,0,2.304,0,125.6
28,34578.040,21.1242,14.7,12.0857,255,0,-3.125,1651.5,0,8.5,96.8,8.04,1.54,0,7.84314,0,14.2196,4.205,-8.65809,1,7,0,0,0,0,0,0,2.304,0,125.6
29,34578.080,21.335,14.7,12.0857,255,0,-3.125,1600.5,0,8.5,96.8,8.05,1.54,0,7.84314,0,14.2196,4.205,-8.65809,1,7,0,0,0,0,0,0,2.304,0,125.6
30,34578.120,21.3756,14.7,12.1541,255,0,-3.125,1561.25,0,8.5,96.8,8.05,1.54,0,7.84314,0,14.2196,4.35,-8.49749,1,7,0,0,0,0,0,0,2.304,0,125.6
31,34578.160,21.3756,14.7,12.159,255,0,-3.125,1519.25,0,8.5,96.8,8.1,1.54,0,7.84314,0,14.2196,4.35,-8.49749,1,7,0,0,0,0,0,0,2.304,0,125.6
32,34578.200,21.1648,14.7,12.159,255,0,-3.125,1480.75,0,18,96.8,8.05,1.54,0,7.84314,0,14.2196,4.35,-8.49749,1,7,0,0,0,0,0,0,2.56,0,125.6
33,34578.240,21.2924,14.7,12.2231,255,0,-3.125,1454.5,0,8.5,96.8,7.98,1.54,0,7.84314,0,14.2196,4.35,-8.49749,1,7,0,0,0,0,0,0,2.56,0,125.6
34,34578.280,21.335,14.7,12.2231,255,0,-3.125,1433,0,9,96.8,8.02,1.52,0,7.84314,0,14.2196,4.495,-8.49749,1,7,0,0,0,0,0,0,2.56,0,125.6
