rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
3338.0,2.630000000000001,0.7800000000000011,0.0,False,20.12
2647.0,11.07,0.39000000000000057,0.0,True,20.12
2646.0,3.5999999999999996,0.0,0.0,False,20.12
2579.0,11.309999999999999,6.269999999999996,0.0,True,20.12
2121.0,9.049999999999999,3.5299999999999994,0.0,True,20.12
2124.0,10.33,1.9600000000000009,0.0,True,20.12
2148.0,10.209999999999999,0.0,0.0,True,20.12
2470.0,10.120000000000001,0.0,0.0,True,20.12
2122.0,9.06,3.919999999999998,0.0,True,20.12
3160.0,10.190000000000001,0.7800000000000011,0.0,True,20.12
2308.0,7.890000000000001,0.40000000000000036,0.0,True,20.12
1976.0,3.74,1.1799999999999997,0.0,False,20.12
