rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
1878.0,3.4000000000000004,1.5600000000000005,0.0,False,20.13
1768.0,3.99,4.3100000000000005,0.0,False,20.13
1710.0,6.209999999999999,1.959999999999999,0.0,False,20.13
1780.0,6.209999999999999,5.880000000000001,0.0,False,20.13
1815.0,5.4300000000000015,4.700000000000003,0.0,False,20.13
1820.0,4.209999999999999,0.0,0.0,False,20.13
3342.0,9.59,21.57,0.0,False,20.13
2867.0,9.59,0.0,0.0,False,20.13
3357.0,5.199999999999999,1.1799999999999997,0.0,False,20.13
2045.0,9.83,6.66,0.0,False,20.13
2197.0,9.83,2.3500000000000014,0.0,True,20.13
1493.0,3.219999999999999,1.5700000000000003,0.0,False,20.13
1632.0,3.219999999999999,1.959999999999999,0.0,False,20.13
1501.0,3.219999999999999,1.9600000000000009,0.0,False,20.13
2984.0,7.940000000000001,0.0,0.0,True,20.13
2510.0,4.890000000000001,3.530000000000001,0.0,True,20.13
2252.0,7.380000000000001,0.0,0.0,True,20.13
2970.0,6.85,9.8,0.0,False,20.13
2931.0,6.85,1.1700000000000017,0.0,True,20.13
2945.0,6.85,0.0,0.0,True,20.13
2613.0,7.690000000000001,0.0,0.0,True,20.13
2542.0,7.26,1.959999999999999,0.0,True,20.13
2997.0,7.830000000000002,2.3599999999999994,0.0,True,20.13
2650.0,7.469999999999999,4.710000000000001,0.0,True,20.13
2655.0,2.1500000000000004,8.239999999999998,0.0,True,20.13
3293.0,7.1,0.39000000000000057,0.0,True,20.13
2065.0,7.970000000000001,1.5599999999999987,0.0,True,20.13
4297.0,2.8499999999999996,8.630000000000003,0.0,True,20.13
4118.0,10.63,0.0,0.0,False,20.13
3427.0,8.15,6.280000000000001,0.0,True,20.13
3146.0,7.51,3.139999999999999,0.0,True,20.13
3155.0,7.18,5.879999999999999,0.0,True,20.13
3145.0,7.120000000000001,4.700000000000003,0.0,True,20.13
3385.0,7.58,2.3499999999999996,0.0,True,20.13
3360.0,7.58,1.1799999999999997,0.0,True,20.13
2988.0,7.76,5.49,0.0,True,20.13
3299.0,7.290000000000001,2.3599999999999994,0.0,True,20.13
3271.0,7.290000000000001,2.3599999999999994,0.0,True,20.13
3263.0,7.1899999999999995,1.959999999999999,0.0,True,20.13
3262.0,5.389999999999999,0.0,0.0,True,20.13
3157.0,6.969999999999999,2.75,0.0,True,20.13
2700.0,7.859999999999999,9.02,-1.4,True,20.13
3376.0,2.7799999999999994,0.7899999999999991,0.0,True,20.13
3052.0,7.700000000000001,8.23,0.0,True,20.13
3107.0,7.66,3.1300000000000026,0.0,True,20.13
3337.0,7.84,3.530000000000001,0.0,True,20.13
3211.0,8.2,6.670000000000002,0.0,True,20.13
3220.0,4.370000000000001,3.919999999999998,0.0,True,20.13
3160.0,9.07,12.939999999999998,0.0,True,20.13
3195.0,2.3000000000000007,3.530000000000001,0.0,True,20.13
3416.0,8.57,3.9200000000000017,0.0,True,20.13
3384.0,8.57,3.530000000000001,0.0,True,20.13
3962.0,8.209999999999999,0.0,0.0,True,20.13
3925.0,2.0999999999999996,0.39000000000000057,0.0,False,20.13
2857.0,8.149999999999999,0.0,0.0,True,20.13
3062.0,7.709999999999999,0.3899999999999988,0.0,True,20.13
2806.0,7.099999999999998,2.75,0.0,True,20.13
2824.0,7.099999999999998,0.3899999999999988,0.0,True,20.13
2691.0,7.380000000000001,4.700000000000003,0.0,True,20.13
2693.0,4.799999999999999,3.1400000000000006,0.0,True,20.13
2504.0,8.290000000000001,0.0,0.0,True,20.13
2484.0,2.3000000000000007,5.490000000000002,0.0,False,20.13
2239.0,7.970000000000001,8.629999999999999,0.0,True,20.13
2235.0,7.809999999999999,9.41,0.0,True,20.13
2546.0,8.3,2.349999999999998,0.0,True,20.13
2545.0,8.3,1.9699999999999989,0.0,True,20.13
2539.0,7.779999999999999,4.709999999999999,0.0,True,20.13
2325.0,2.66,0.7899999999999991,0.0,False,20.13
2080.0,7.82,5.1,0.0,True,20.13
2083.0,2.360000000000001,1.9600000000000009,0.0,True,20.13
2055.0,2.3900000000000006,2.75,0.0,True,20.13
2069.0,2.3900000000000006,5.09,0.0,True,20.13
2281.0,3.9899999999999984,3.1400000000000006,0.0,False,20.13
3158.0,7.540000000000001,7.449999999999999,0.0,True,20.13
3191.0,7.540000000000001,2.3599999999999994,0.0,True,20.13
3188.0,7.18,7.840000000000002,0.0,True,20.13
3341.0,2.8100000000000005,3.1400000000000006,0.0,False,20.13
3053.0,7.73,2.349999999999998,0.0,True,20.13
3039.0,4.710000000000001,3.92,0.0,True,20.13
2776.0,7.609999999999999,1.17,0.0,True,20.13
2746.0,7.5600000000000005,0.0,0.0,True,20.13
2740.0,7.300000000000001,2.349999999999998,0.0,True,20.13
2853.0,7.020000000000001,1.1799999999999997,0.0,True,20.13
3046.0,7.41,5.49,0.0,True,20.13
2760.0,7.750000000000002,0.7899999999999991,0.0,True,20.13
2947.0,8.55,8.629999999999999,0.0,True,20.13
2941.0,8.55,6.669999999999998,0.0,True,20.13
3094.0,8.58,4.309999999999999,0.0,True,20.13
3401.0,2.5600000000000005,6.270000000000003,0.0,False,20.13
2977.0,7.469999999999999,3.5299999999999994,0.0,True,20.13
2984.0,2.0600000000000005,1.5600000000000023,0.0,True,20.13
3353.0,7.59,1.959999999999999,0.0,True,20.13
3312.0,7.720000000000001,0.39000000000000057,0.0,False,20.13
3063.0,7.35,3.530000000000001,0.0,True,20.13
3027.0,7.35,1.5700000000000003,0.0,True,20.13
