rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
1477.0,4.18,0.7800000000000011,0.0,False,20.16
3223.0,7.890000000000001,1.1799999999999997,-2.8,False,20.16
2916.0,7.029999999999999,1.5700000000000003,0.0,True,20.16
2008.0,3.58,2.3500000000000014,0.0,False,20.16
2672.0,8.189999999999998,2.3500000000000014,0.0,True,20.16
2572.0,8.049999999999999,0.7899999999999991,0.0,True,20.16
2387.0,10.74,8.239999999999998,0.0,True,20.16
2803.0,4.949999999999999,0.39000000000000057,0.0,False,20.16
2548.0,3.42,0.0,0.0,False,20.16
2276.0,11.67,0.0,0.0,True,20.16
4190.0,6.549999999999999,0.0,0.0,False,20.16
2458.0,8.09,2.740000000000002,0.0,True,20.16
5401.0,3.5700000000000003,4.709999999999994,0.0,False,20.16
4889.0,8.65,9.810000000000002,0.0,False,20.16
5332.0,8.65,0.0,0.0,False,20.16
3106.0,12.49,0.0,0.0,True,20.16
3065.0,7.51,3.530000000000001,0.0,True,20.16
2961.0,7.620000000000001,5.490000000000002,0.0,True,20.16
2660.0,8.030000000000001,0.7800000000000011,0.0,True,20.16
2728.0,7.66,8.62,0.0,True,20.16
2759.0,7.800000000000001,3.1400000000000006,0.0,True,20.16
2760.0,7.800000000000001,1.1799999999999997,0.0,True,20.16
2664.0,7.9399999999999995,16.08,0.0,True,20.16
2624.0,5.300000000000001,3.139999999999997,0.0,True,20.16
2479.0,8.240000000000002,0.0,0.0,True,20.16
3003.0,7.590000000000002,2.740000000000002,0.0,True,20.16
2996.0,2.450000000000001,0.3999999999999986,0.0,True,20.16
2054.0,8.18,2.3599999999999994,0.0,True,20.16
2040.0,8.100000000000001,0.3999999999999986,0.0,True,20.16
2432.0,7.779999999999999,0.39000000000000057,0.0,True,20.16
3010.0,8.899999999999999,0.0,0.0,False,20.16
2048.0,7.429999999999998,2.7499999999999982,0.0,True,20.16
2047.0,2.0700000000000003,3.1300000000000026,0.0,False,20.16
2113.0,5.139999999999999,6.280000000000001,0.0,True,20.16
1947.0,3.0500000000000007,1.17,0.0,True,20.16
1992.0,2.0,3.530000000000001,0.0,False,20.16
2648.0,7.360000000000001,1.959999999999999,0.0,True,20.16
3562.0,10.39,25.880000000000003,0.0,False,20.16
3054.0,10.39,0.0,0.0,False,20.16
3333.0,6.360000000000001,4.310000000000002,0.0,False,20.16
2280.0,9.700000000000001,0.0,0.0,True,20.16
1474.0,7.1,23.919999999999998,0.0,True,20.16
2814.0,9.51,30.190000000000005,0.0,False,20.16
2616.0,9.51,0.0,0.0,False,20.16
3118.0,9.57,1.5700000000000003,0.0,False,20.16
4112.0,7.949999999999999,70.2,0.0,False,20.16
4053.0,7.949999999999999,13.329999999999998,0.0,False,20.16
3716.0,7.949999999999999,0.0,0.0,False,20.16
3208.0,4.75,3.530000000000001,0.0,False,20.16
3548.0,4.75,0.0,0.0,False,20.16
1738.0,9.700000000000001,0.39000000000000057,0.0,True,20.16
3061.0,10.040000000000001,31.37,0.0,False,20.16
2074.0,10.040000000000001,4.710000000000001,0.0,False,20.16
2511.0,10.040000000000001,0.0,0.0,False,20.16
3102.0,10.03,5.100000000000001,0.0,False,20.16
3342.0,10.03,1.5700000000000003,0.0,False,20.16
2635.0,9.11,2.3500000000000014,0.0,False,20.16
2943.0,9.11,0.7800000000000011,0.0,False,20.16
2678.0,8.269999999999998,0.3999999999999986,0.0,True,20.16
2616.0,8.340000000000002,0.39000000000000057,0.0,True,20.16
2330.0,7.3199999999999985,2.74,0.0,True,20.16
2323.0,2.24,1.9600000000000009,0.0,True,20.16
2320.0,2.280000000000001,0.39000000000000057,0.0,True,20.16
1992.0,10.16,0.39000000000000057,0.0,True,20.16
2022.0,9.53,0.3999999999999986,0.0,True,20.16
2021.0,9.309999999999999,0.0,0.0,True,20.16
2025.0,10.57,2.3500000000000014,0.0,True,20.16
2170.0,10.57,0.0,0.0,True,20.16
1898.0,7.700000000000001,4.710000000000001,0.0,True,20.16
2704.0,6.520000000000001,0.7800000000000011,0.0,False,20.16
1533.0,9.01,0.0,0.0,True,20.16
2826.0,7.830000000000002,1.9600000000000009,0.0,True,20.16
1695.0,4.08,6.280000000000001,0.0,False,20.16
2211.0,9.510000000000002,13.330000000000002,0.0,False,20.16
2114.0,9.510000000000002,0.0,0.0,False,20.16
1559.0,5.85,1.1700000000000017,0.0,False,20.16
