rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
2084.0,9.11,0.3899999999999988,0.0,True,20.11
2139.0,5.2,2.3500000000000014,0.0,True,20.11
2027.0,5.279999999999999,2.3599999999999994,0.0,False,20.11
2074.0,8.129999999999999,3.5199999999999996,0.0,True,20.11
2070.0,8.129999999999999,8.629999999999999,0.0,True,20.11
2097.0,4.890000000000001,1.1800000000000033,0.0,True,20.11
1794.0,7.370000000000001,1.5700000000000003,0.0,True,20.11
1850.0,3.0599999999999987,2.75,0.0,False,20.11
4198.0,11.02,66.67,0.0,False,20.11
4167.0,11.02,35.290000000000006,0.0,False,20.11
4519.0,11.02,0.0,0.0,False,20.11
4349.0,7.800000000000001,0.0,0.0,True,20.11
3725.0,11.620000000000001,35.29,0.0,True,20.11
3365.0,11.620000000000001,1.9600000000000009,0.0,True,20.11
1254.0,7.140000000000001,12.549999999999997,0.0,True,20.11
1648.0,7.050000000000001,1.1799999999999997,0.0,True,20.11
2893.0,7.450000000000001,0.7799999999999994,0.0,True,20.11
3626.0,7.359999999999999,5.1,0.0,True,20.11
3644.0,7.799999999999999,7.060000000000002,0.0,True,20.11
3641.0,5.059999999999999,2.349999999999998,0.0,True,20.11
3007.0,9.330000000000002,7.450000000000003,0.0,False,20.11
3081.0,7.51,1.5700000000000003,0.0,True,20.11
3128.0,7.229999999999999,2.3500000000000014,0.0,True,20.11
3368.0,7.390000000000001,2.7399999999999984,0.0,True,20.11
3396.0,7.390000000000001,4.310000000000002,0.0,True,20.11
3400.0,7.390000000000001,3.530000000000001,0.0,True,20.11
3417.0,4.829999999999998,0.7899999999999991,0.0,True,20.11
3241.0,7.579999999999998,5.100000000000001,0.0,True,20.11
4675.0,7.859999999999998,9.02,0.0,False,20.11
5341.0,7.859999999999998,4.309999999999999,0.0,False,20.11
3643.0,8.040000000000001,2.3500000000000014,0.0,True,20.11
3522.0,8.09,0.0,0.0,True,20.11
2566.0,9.87,0.39000000000000057,0.0,False,20.11
3385.0,8.690000000000001,5.880000000000003,0.0,False,20.11
3780.0,8.690000000000001,1.5700000000000003,0.0,False,20.11
2767.0,7.320000000000002,2.75,0.0,False,20.11
2825.0,7.320000000000002,0.0,0.0,False,20.11
2592.0,7.77,5.889999999999999,0.0,True,20.11
2580.0,7.77,4.3199999999999985,0.0,True,20.11
2575.0,7.77,0.7899999999999991,0.0,True,20.11
4611.0,6.320000000000002,5.879999999999999,0.0,True,20.11
3929.0,5.549999999999999,2.7499999999999964,0.0,True,20.11
4702.0,7.67,1.9600000000000009,0.0,False,20.11
2982.0,7.85,1.9699999999999989,0.0,True,20.11
3167.0,7.240000000000002,0.7800000000000011,0.0,True,20.11
3157.0,2.67,1.5600000000000023,0.0,True,20.11
4586.0,8.18,6.670000000000002,0.0,True,20.11
3999.0,8.36,0.0,0.0,True,20.11
3125.0,7.450000000000001,0.40000000000000036,0.0,True,20.11
4310.0,11.21,0.0,0.0,False,20.11
3390.0,9.870000000000001,0.0,0.0,False,20.11
2478.0,7.379999999999999,1.9600000000000009,0.0,True,20.11
2415.0,7.379999999999999,1.1799999999999997,0.0,True,20.11
2768.0,7.469999999999999,3.1400000000000006,0.0,True,20.11
1941.0,7.66,1.1799999999999997,0.0,True,20.11
