rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
2590.0,9.96201,3.0,0.0,True,garn_base
2732.0,8.119800000000001,7.0,0.0,True,garn_base
2962.0,8.119800000000001,3.0,0.0,True,garn_base
1980.0,5.371500000000001,0.0,0.0,True,garn_base
2267.0,6.7033000000000005,20.0,0.0,True,garn_base
1999.0,7.305400000000001,2.0,0.0,True,garn_base
1990.0,7.3101,7.0,0.0,True,garn_base
2013.0,4.116300000000001,1.0,0.0,True,garn_base
2240.0,11.09091,3.0,0.0,True,garn_base
2333.0,2.4654999999999987,0.0,0.0,True,garn_base
2412.0,7.3237999999999985,7.0,0.0,False,garn_base
2670.0,7.3237999999999985,9.0,0.0,False,garn_base
2121.0,5.3283000000000005,2.0,0.0,False,garn_base
2350.0,8.899900000000002,4.0,0.0,True,garn_base
2340.0,8.899900000000002,0.0,0.0,True,garn_base
3075.0,7.917000000000002,13.0,0.0,False,garn_base
2989.0,7.917000000000002,2.0,0.0,True,garn_base
2931.0,10.76863,3.0,0.0,True,garn_base
1241.0,4.4785,0.0,0.0,False,garn_base
3316.0,2.8465000000000025,0.0,0.0,True,garn_base
2252.0,7.5908999999999995,4.0,0.0,True,garn_base
1545.0,2.9609000000000005,0.0,0.0,False,garn_base
2288.0,3.8610999999999986,3.0,0.0,False,garn_base
2689.0,7.129100000000001,0.0,0.0,True,garn_base
2954.0,10.37994,5.0,0.0,True,garn_base
2869.0,10.37994,3.0,0.0,True,garn_base
2119.0,7.2841999999999985,1.0,0.0,True,garn_base
2085.0,7.2841999999999985,2.0,0.0,True,garn_base
2823.0,9.033,1.0,0.0,True,garn_base
2771.0,9.033,2.0,0.0,True,garn_base
