rpm,lean_peak,throttle_step,fbkc_2s,dfco_entry,rom_rev
3554.0,5.960000000000001,11.370000000000001,0.0,False,20.17a
3120.0,5.93,16.08,0.0,False,20.17a
3122.0,7.300000000000001,0.0,0.0,False,20.17a
3312.0,6.220000000000001,9.019999999999996,0.0,False,20.17a
3830.0,7.109999999999999,16.860000000000003,0.0,False,20.17a
2055.0,7.5699999999999985,1.9600000000000009,0.0,True,20.17a
2755.0,7.529999999999999,4.3199999999999985,0.0,True,20.17a
2768.0,7.529999999999999,0.0,0.0,True,20.17a
2653.0,7.5699999999999985,1.9600000000000009,0.0,True,20.17a
2589.0,7.399999999999999,9.02,-11.8,False,20.17a
2674.0,7.399999999999999,2.75,-11.8,False,20.17a
2333.0,2.59,0.0,0.0,False,20.17a
2282.0,3.200000000000001,1.17,0.0,False,20.17a
2610.0,3.5299999999999994,2.3500000000000014,0.0,False,20.17a
2717.0,3.5299999999999994,3.919999999999998,0.0,False,20.17a
2397.0,7.700000000000001,1.9600000000000009,0.0,True,20.17a
2642.0,3.700000000000001,8.239999999999998,0.0,True,20.17a
2726.0,6.25,0.0,0.0,False,20.17a
2538.0,8.48,1.5699999999999985,0.0,True,20.17a
2548.0,8.48,0.0,0.0,True,20.17a
2526.0,7.84,1.959999999999999,0.0,True,20.17a
2410.0,7.27,0.3899999999999988,0.0,True,20.17a
3705.0,4.710000000000001,11.379999999999999,0.0,False,20.17a
2558.0,7.610000000000001,0.7900000000000009,0.0,True,20.17a
2331.0,3.26,0.7899999999999991,0.0,False,20.17a
2336.0,7.359999999999999,16.08,0.0,True,20.17a
2368.0,7.15,6.279999999999998,0.0,True,20.17a
2463.0,7.49,0.0,0.0,True,20.17a
