sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
19599,1017.92,13.7924,15.3891,12.7458,32,0,-0.78125,7.59,1717.75,0.206782128,17,18.5,55.4,5.92,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-9.00202,1,10,0,0,1,0,0,0,1.792,2.565173333
19600,1017.96,13.4984,14.5852,14.6499,32,-0.78125,-0.78125,-8.53,1732,0.20369515,17,19,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-9.00182,1,10,0,0,1,0,0,0,1.792,2.586453333
19601,1018,13.3282,14.1258,14.6499,32,-1.5625,-0.78125,-9.92,1721.25,0.20496732,17,18.5,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-9.00182,1,10,0,0,1,0,0,0,1.792,2.5704
19602,1018.04,12.9917,13.6664,14.2276,32,-2.34375,-0.78125,-9.51,1715.25,0.205684303,17,18.5,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.96918,1,10,0,0,1,0,0,0,1.792,2.56144
19603,1018.08,13.1174,13.207,14.2343,32,-3.125,-0.78125,-8.51,1714,0.205834306,17,18.5,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.98377,1,10,0,0,1,0,0,0,1.792,2.559573333
19604,1018.12,12.6977,12.8625,14.2343,32,-4.6875,-0.78125,-12.10,1694.25,0.211066844,17,18,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.98377,1,10,0,0,1,0,0,0,1.792,2.53008
19605,1018.16,12.9085,12.7477,14.2343,32,-4.6875,-0.78125,-5.47,1699,0.211889347,17,18,55.4,6,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.96404,1,8,0,0,1,0,0,0,1.792,2.537173333
19606,1018.2,12.9917,12.7477,14.2343,32,-5.46875,-0.78125,-6.25,1698,0.210600707,17,18,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.96404,1,8,0,0,1,0,0,0,1.792,2.53568
19607,1018.24,12.6977,12.7477,14.2343,32,-5.46875,-0.78125,-6.25,1711.25,0.208970051,17,18.5,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.9599,1,8,0,0,1,0,0,0,1.792,2.555466667
19608,1018.28,13.0343,12.8625,14.2343,32,-5.46875,-0.78125,-6.25,1714.25,0.208604346,17,18.5,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.96381,1,8,0,0,1,0,0,0,1.792,2.559946667
19609,1018.32,12.7809,12.9773,14.2343,32,-5.46875,-0.78125,-6.25,1703.5,0.209920751,17,18,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.96381,1,8,0,0,1,0,0,0,1.792,2.543893333
19610,1018.36,12.6126,13.0922,14.2411,32,-5.46875,-0.78125,-6.25,1695,0.208141593,17,18,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.92305,1,8,0,0,1,0,0,0,1.792,2.5312
19611,1018.4,12.9492,13.207,14.2411,32,-5.46875,-0.78125,-6.25,1668,0.211510791,17,17.5,55.4,5.88,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.90464,1,8,0,0,1,0,0,0,1.792,2.49088
19612,1018.44,12.9085,13.3219,14.2411,32,-5.46875,-0.78125,-6.25,1666,0.214645858,17,17.5,55.4,5.96,1.38,0,5.4902,0,14.3647,3.48,-10.8847,-8.90464,1,8,0,0,1,0,0,0,1.792,2.487893333
19613,1018.48,13.1174,13.4367,14.2343,32,-5.46875,-0.78125,-6.25,1662.25,0.212242442,17,17.5,55.4,5.88,1.38,0.392157,5.4902,2.39844,14.3647,3.48,-10.8847,-8.88899,1,8,0,0,1,0,0,0,1.792,2.482293333
19614,1018.52,13.2451,13.5516,14.2343,32,-4.6875,-0.78125,-5.47,1653.75,0.216235828,17,17.5,55.4,5.96,1.38,0.392157,5.4902,3.2594,14.3647,3.48,-10.8847,-8.88899,1,8,0,0,1,0,0,0,1.792,2.4696
19615,1018.56,13.3282,13.6664,14.2343,32,-4.6875,-0.78125,-5.47,1644,0.21459854,16,18,55.4,5.88,1.38,0.784314,5.4902,5.40743,14.3647,3.48,-10.8847,-8.73939,1,8,0,0,1,52.549,0,0,1.792,2.45504
19616,1018.6,13.3708,13.6664,14.2343,32,-4.6875,-0.78125,-5.47,1642.75,0.217683762,16,19.5,55.4,5.96,1.38,1.17647,5.88235,8.65308,14.3647,3.48,-10.8847,-8.52159,1,8,0,0,2,74.902,0,0,1.792,2.453173333
19617,1018.64,13.2025,13.6664,14.2343,32,-4.6875,-0.78125,-5.47,1639.25,0.229495196,16,20,55.4,6.27,1.42,1.96078,6.66667,13.5166,14.3647,3.48,-10.8847,-8.52159,1,8,0,0,2,74.902,0,0,1.792,2.447946667
19618,1018.68,13.5816,13.7813,14.2276,32,-4.6875,0,-4.69,1647.5,0.237086495,16,21,55.4,6.51,1.44,3.52941,7.05882,24.8486,14.3647,3.625,-10.7397,-8.21701,1,8,0,0,4,74.902,0,0,1.792,2.460266667
19619,1018.72,13.6667,13.7813,14.1807,32,-4.6875,0,-4.69,1651,0.260205936,16,22,55.4,7.16,1.5,5.4902,8.23529,36.1759,14.3647,3.625,-10.7397,-7.69174,1,8,0,0,4,74.902,0,0,1.792,2.465493333
19620,1018.76,13.7073,13.7813,14.1807,32,-4.6875,0,-4.69,1655.5,0.287405618,16,22.5,55.4,7.93,1.54,6.66667,9.01961,42.6326,14.3647,3.77,-10.5947,-7.69174,1,8,0,0,5,74.902,0,0,1.792,2.472213333
19621,1018.8,13.8349,13.7813,13.8992,32,-4.6875,0,-4.69,1629.5,0.320343664,16,23.5,55.4,8.7,1.56,6.66667,9.01961,44.2997,14.3647,4.06,-10.3047,-7.42821,1,8,0,0,5,74.902,0,0,2.048,2.781013333
19622,1018.84,13.6241,13.7813,13.8992,32,-4.6875,0,-4.69,1612.25,0.34051791,16,24,55.4,9.15,1.58,7.05882,9.01961,46.0211,14.3647,4.205,-10.1597,-7.42821,1,8,0,0,6,74.902,0,0,2.048,2.751573333
19623,1018.88,13.7073,13.7813,13.8544,32,-4.6875,0,-4.69,1627.25,0.3480719,16,25,55.4,9.44,1.6,7.05882,9.01961,46.0144,14.3647,4.35,-10.0147,-7.3283,1,8,0,0,5,74.902,0,0,2.048,2.777173333
19624,1018.92,13.9181,13.8961,13.9572,32,-4.6875,0,-4.69,1646.5,0.346553295,16,26,55.4,9.51,1.6,7.84314,9.41177,50.7759,14.3647,4.495,-9.8697,-7.27842,1,8,0,0,6,74.902,0,0,2.304,3.16128
19625,1018.96,13.9606,14.0109,13.9572,32,-3.90625,0,-3.91,1652.75,0.34596884,16,27,55.4,9.53,1.6,9.01961,9.41177,57.2162,14.3647,4.64,-9.7247,-7.27842,1,8,0,0,5,74.902,0,0,2.304,3.17328
19626,1019,14.0457,14.2406,13.912,32,-3.125,0,-3.13,1645.75,0.359835941,16,28.5,55.4,9.87,1.64,10.1961,10.1961,66.2712,14.3647,4.785,-9.5797,-6.93911,1,8,0,0,5,74.902,0,0,2.304,3.15984
19627,1019.04,14.0032,14.4703,13.6595,32,-2.34375,0,-2.34,1627.25,0.398217852,16,28.5,55.4,10.8,1.7,10.5882,11.3725,73.8381,14.3647,4.93,-9.4347,-6.49266,1,8,0,0,6,74.902,0,0,2.56,3.471466667
19628,1019.08,14.1714,14.5852,13.6595,32,-1.5625,0,-1.56,1614.5,0.448188294,16,28.5,55.4,12.06,1.72,10.9804,11.3725,81.4001,14.3647,5.22,-9.1447,-6.49266,1,8,0,0,5,74.902,0,0,2.56,3.444266667
19629,1019.12,14.7188,14.7,13.3388,32,-0.78125,0,-0.78,1622.75,0.470682483,16,28.5,55.4,12.73,1.78,11.7647,12.1569,88.7829,14.3647,5.51,-8.8547,-6.13688,1,8,0,0,6,74.902,0,0,2.816,3.808053333
19630,1019.16,15.0572,14.8148,13.3388,32,0,0,0.00,1636.25,0.51776929,16,28.5,55.4,14.12,1.8,11.7647,12.549,92.4123,14.3647,5.8,-8.5647,-6.13688,1,8,0,0,5,74.902,0,0,3.072,4.1888
19631,1019.2,15.0978,14.9297,13.1696,32,0.78125,0,0.78,1653.75,0.552562358,16,29,55.4,15.23,1.84,11.7647,12.9412,92.2934,14.3647,6.09,-8.2747,-5.92158,1,8,0,0,6,74.902,0,0,3.328,4.5864
19632,1019.24,15.0572,14.9297,13.1466,32,1.5625,0,1.56,1649.25,0.575898136,16,29,55.4,15.83,1.86,11.7647,13.3333,88.5331,14.3647,6.525,-7.8397,-6.04841,1,8,0,0,6,74.902,0,0,3.328,4.57392
19633,1019.28,14.508,14.8148,13.1466,32,2.34375,0,2.34,1623.75,0.583464203,16,29,55.4,15.79,1.84,11.7647,12.9412,88.6002,14.3647,6.67,-7.6947,-6.04841,1,8,0,0,8,74.902,0,0,3.584,4.8496
19634,1019.32,14.887,14.7,13.1811,32,3.125,0,3.13,1598.75,0.579827991,16,29,55.4,15.45,1.82,11.7647,12.549,88.9386,14.3647,6.815,-7.5497,-6.03106,1,8,0,0,9,74.902,0,0,3.584,4.774933333
19635,1019.36,14.8039,14.5852,13.4101,32,3.125,0,3.13,1607.5,0.572192846,16,28.5,55.4,15.33,1.8,11.7647,12.549,92.6029,14.3647,6.96,-7.4047,-5.91034,1,8,0,0,10,74.902,0,0,3.584,4.801066667
19636,1019.4,14.4248,14.3555,13.4101,32,3.125,0,3.13,1637.25,0.55666514,16,28,55.4,15.19,1.82,12.549,12.549,99.8483,14.3647,7.105,-7.2597,-5.91034,1,8,0,0,11,74.902,0,0,3.84,5.2392
19637,1019.44,14.1714,14.1258,13.422,32,2.34375,0,2.34,1662,0.567148014,16,27.5,55.4,15.71,1.84,12.549,13.7255,103.438,14.3647,7.105,-7.2597,-5.39294,1,8,0,0,13,74.902,0,0,3.84,5.3184
19638,1019.48,13.4984,13.7813,13.422,32,1.5625,0,1.56,1645.5,0.604922516,16,27,55.4,16.59,1.88,12.1569,13.7255,96.0733,14.3647,7.395,-6.9697,-5.39294,1,8,0,0,14,74.902,0,0,3.84,5.2656
19639,1019.52,12.866,13.5516,13.2391,32,0,0,0.00,1634.75,0.616241015,16,26.5,55.4,16.79,1.88,12.1569,13.3333,96.1382,14.3647,7.395,-6.9697,-5.80883,1,8,0,0,14,74.902,0,0,3.84,5.2312
19640,1019.56,12.9917,13.3219,13.4701,32,-0.78125,0,-0.78,1647.25,0.592988314,16,26,55.4,16.28,1.86,12.549,13.3333,99.7792,14.3647,7.54,-6.8247,-5.80459,1,8,0,0,15,74.902,0,0,3.84,5.2712
19641,1019.6,12.6977,13.207,13.4701,32,-1.5625,0,-1.56,1662.75,0.57699594,16,26,55.4,15.99,1.86,13.3333,13.3333,114.579,14.3647,7.54,-6.8247,-5.80459,1,8,0,0,14,74.902,0,0,3.84,5.3208
19642,1019.64,12.6977,13.0922,13.6968,32,-2.34375,0,-2.34,1671,0.632675045,16,25.5,55.4,17.62,1.92,14.902,15.2941,133.134,14.3647,7.685,-6.6797,-3.79968,1,8,0,0,15,74.902,0,0,3.84,5.3472
19643,1019.68,12.6977,13.0922,13.555,32,-2.34375,0,-2.34,1677.25,0.73799374,17,24.5,55.4,20.63,2.02,14.5098,16.4706,129.37,14.3647,7.975,-6.3897,-3.17069,1,8,0,0,14,74.902,0,0,4.096,5.725013333
19644,1019.72,12.9917,13.207,13.555,32,-2.34375,0,-2.34,1684,0.77672209,17,23,55.4,21.8,2.02,14.1176,16.4706,121.901,14.3647,8.41,-5.9547,-3.17069,1,8,0,0,15,74.902,0,0,4.352,6.107306667
19645,1019.76,13.2451,13.4367,13.2042,32,-2.34375,0,-2.34,1693.75,0.765520295,17,22,55.4,21.61,2,13.3333,15.2941,114.385,14.3647,8.7,-5.6647,-4.45527,1,8,0,0,14,74.902,0,0,4.352,6.142666667
19646,1019.8,13.7073,13.6664,13.2042,32,-1.5625,0,-1.56,1706,0.695310668,17,21.5,55.4,19.77,1.96,13.7255,15.2941,118.1,14.3647,8.845,-5.5197,-4.45527,1,8,0,0,14,74.902,0,0,4.352,6.187093333
19647,1019.84,13.6667,13.8961,13.6657,32,0,0,0.00,1709.25,0.685914875,17,21.5,55.4,19.54,1.94,14.1176,15.2941,121.817,14.3647,8.845,-5.5197,-4.14107,1,8,0,0,15,74.902,0,0,4.352,6.19888
19648,1019.88,14.0032,14.0109,13.7594,32,0,0,0.00,1711.75,0.69893384,17,21.5,55.4,19.94,1.96,14.1176,16.0784,125.462,14.3647,8.845,-5.5197,-3.5008,1,8,0,0,15,74.902,0,0,4.352,6.207946667
19649,1019.92,13.4559,14.0109,13.7594,32,0,0,0.00,1722,0.720557491,17,21.5,55.4,20.68,2,14.5098,16.0784,129.132,14.3647,8.99,-5.3747,-3.5008,1,8,0,0,15,74.902,0,0,4.608,6.61248
19650,1019.96,13.6241,13.8961,13.7594,32,0,0,0.00,1728.25,0.763431217,17,21,55.4,21.99,2.04,15.2941,16.8627,140.261,14.3647,9.135,-5.2297,-2.86896,1,8,0,0,15,74.902,0,0,4.608,6.63648
19651,1020,13.6241,13.8961,13.5856,32,0,0,0.00,1729.75,0.798150022,17,21,55.4,23.01,2.08,15.6863,18.0392,144.015,14.3647,9.28,-5.0847,-1.91646,1,8,0,0,16,74.902,0,0,4.608,6.64224
19652,1020.04,13.6667,13.8961,13.5856,32,0,0,0.00,1722,0.844250871,17,20.5,55.4,24.23,2.1,15.2941,18.0392,140.324,14.3647,9.57,-4.7947,-1.91646,1,8,0,0,16,74.902,0,0,4.864,6.97984
19653,1020.08,13.9606,14.0109,13.2858,32,1.5625,0.78125,2.34,1730.75,0.830622562,17,20,55.4,23.96,2.08,14.902,17.6471,136.597,14.3647,9.86,-4.5047,-2.55568,1,8,0,0,16,74.902,0,0,5.12,7.384533333
19654,1020.12,14.1714,14.1258,13.2858,32,2.34375,0.78125,3.13,1748.5,0.798513011,17,20,55.4,23.27,2.06,15.2941,17.2549,140.178,14.3647,10.005,-4.3597,-2.55568,1,8,0,0,16,74.902,0,0,5.12,7.460266667
19655,1020.16,13.8775,14.1258,13.5917,32,3.125,0.78125,3.91,1758.75,0.769637527,17,20,55.4,22.56,2.06,15.6863,17.2549,147.591,14.3647,10.005,-4.3597,-2.24497,1,8,0,0,16,74.902,0,0,5.12,7.504
19656,1020.2,13.6241,14.0109,13.6595,32,3.125,0.78125,3.91,1748.25,0.807550408,17,20,55.4,23.53,2.1,16.4706,18.8235,158.46,14.3647,10.005,-4.3597,-0.679363,1,8,0,0,17,74.902,0,0,5.12,7.4592
19657,1020.24,13.5816,13.8961,13.6595,32,2.34375,0.78125,3.13,1753,0.880661723,17,19.5,55.4,25.73,2.14,17.2549,19.6078,163.363,14.3647,10.15,-4.2147,-0.679363,1,8,0,0,16,74.902,0,0,5.376,7.85344
19658,1020.28,13.3708,13.6664,13.3034,32,2.34375,0.78125,3.13,1768.25,0.939912343,17,19,55.4,27.7,2.18,17.2549,20.3922,163.312,14.3647,10.585,-3.7797,-0.124683,1,8,0,0,17,74.902,0,0,5.376,7.92176
19659,1020.32,13.3282,13.6664,13.2332,32,2.34375,0.78125,3.13,1789,0.956176635,17,18.5,55.4,28.51,2.18,16.8627,20.3922,160.012,14.3647,10.875,-3.4897,-0.54645,1,8,0,0,17,74.902,0,0,5.632,8.396373333
19660,1020.36,13.7498,13.7813,13.2332,32,3.125,0.78125,3.91,1789.5,0.945180218,17,18,55.4,28.19,2.18,16.8627,20.3922,159.953,14.3647,11.02,-3.3447,-0.54645,1,8,0,0,17,74.902,0,0,5.632,8.39872
19661,1020.4,13.6667,13.8961,13.446,32,3.90625,0.78125,4.69,1806.5,0.935953501,17,18,55.4,28.18,2.16,17.6471,20,164.837,14.3647,11.165,-3.1997,-0.269031,1,8,0,0,17,74.902,0,0,5.888,8.863893333
19662,1020.44,13.6241,13.8961,13.446,32,4.6875,0.78125,5.47,1844,0.912039046,17,17.5,55.4,28.03,2.18,17.2549,20.3922,163.059,14.3647,11.165,-3.1997,-0.269031,1,8,0,0,17,74.902,0,0,5.888,9.047893333
19663,1020.48,13.539,13.8961,13.4882,32,4.6875,0.78125,5.47,1855.5,0.930315279,18,17.5,55.4,28.77,2.18,17.6471,20.3922,164.698,14.3647,11.165,-3.1997,-0.285507,1,8,0,0,18,74.902,0,0,5.888,9.10432
19664,1020.52,13.3708,13.6664,13.5245,32,3.90625,0.78125,4.69,1835.5,0.933914465,18,17.5,55.4,28.57,2.2,18.4314,20.7843,169.757,14.3647,11.31,-3.0547,0.288104,1,8,0,0,18,74.902,0,0,5.888,9.006186667
19665,1020.56,13.0343,13.4367,13.5245,32,3.125,0.78125,3.91,1816.75,0.969973854,18,17,55.4,29.37,2.22,18.8235,21.1765,173.096,14.3647,11.31,-3.0547,0.288104,1,8,0,0,18,74.902,0,0,5.888,8.914186667
19666,1020.6,13.1174,13.4367,13.5245,32,2.34375,0.78125,3.13,1854,0.978964401,18,17,55.4,30.25,2.22,19.2157,21.9608,174.765,14.3647,11.455,-2.9097,0.477419,1,8,0,0,18,74.902,0,0,5.888,9.09696
19667,1020.64,13.0768,13.207,13.5185,32,2.34375,0.78125,3.13,1888,0.986440678,19,16.5,55.4,31.04,2.24,19.2157,21.9608,174.78,14.3647,11.6,-2.7647,0.478404,1,8,0,0,18,74.902,0,0,5.888,9.263786667
19668,1020.68,12.9492,13.3219,13.5185,32,1.5625,0.78125,2.34,1907,0.973151547,19,16.5,55.4,30.93,2.24,18.4314,21.9608,171.377,14.3647,11.745,-2.6197,0.478404,1,8,0,0,18,74.902,0,0,6.144,9.76384
19669,1020.72,13.1174,13.3219,13.4821,32,0.78125,0.78125,1.56,1884,0.962738854,19,16.5,55.4,30.23,2.22,17.6471,21.1765,164.617,14.3647,11.745,-2.6197,0.1381,1,8,0,0,19,74.902,0,0,5.888,9.24416
19670,1020.76,13.2876,13.4367,13.4821,32,1.5625,0.78125,2.34,1843.5,0.947762408,19,16.5,55.4,29.12,2.2,16.4706,20.3922,157.957,14.3647,11.6,-2.7647,0.1381,1,8,0,0,19,74.902,0,0,6.144,9.43872
19671,1020.8,13.5816,13.5516,13.4942,32,2.34375,0.78125,3.13,1857.75,0.912071054,19,16.5,55.4,28.24,2.18,17.6471,20,164.69,14.3647,11.455,-2.9097,-0.715071,1,8,0,0,19,74.902,0,0,6.144,9.51168
19672,1020.84,13.6667,13.5516,13.6163,32,2.34375,0.78125,3.13,1911.75,0.882542173,19,17,55.4,28.12,2.18,18.4314,20.7843,171.391,14.3647,11.31,-3.0547,0.35832,1,8,0,0,19,74.902,0,0,5.888,9.38032
19673,1020.88,13.7073,13.4367,13.6163,32,1.5625,0.78125,2.34,1922.5,0.922548765,19,17,55.4,29.56,2.22,19.2157,21.5686,174.791,14.3647,11.31,-3.0547,0.35832,1,8,0,0,19,74.902,0,0,5.888,9.433066667
19674,1020.92,13.539,13.3219,13.6533,32,0.78125,0.78125,1.56,1901.75,0.963849086,19,17,55.4,30.55,2.24,18.8235,21.9608,173.08,14.3647,11.455,-2.9097,0.478715,1,8,0,0,20,74.902,0,0,5.888,9.331253333
19675,1020.96,13.4559,13.207,13.6471,32,0,0.78125,0.78,1881,1.005422648,19,16.5,55.4,31.52,2.24,18.8235,21.5686,173.083,14.3647,11.6,-2.7647,0.418311,1,8,0,0,20,74.902,0,0,5.888,9.22944
19676,1021,13.4559,13.4367,13.6471,32,0.78125,0.78125,1.56,1913.25,0.96997256,19,16.5,55.4,30.93,2.24,19.6078,21.5686,178.173,14.3647,11.745,-2.6197,0.418311,1,8,0,0,20,74.902,0,0,5.888,9.38768
19677,1021.04,13.16,13.6664,13.6719,32,1.5625,0.78125,2.34,1944.75,0.968453529,19,16.5,55.4,31.39,2.26,19.2157,21.9608,176.481,14.3647,11.745,-2.6197,0.538689,1,8,0,0,20,74.902,0,0,5.888,9.54224
19678,1021.08,13.6667,13.7813,13.6719,32,2.34375,0.78125,3.13,1952.75,0.980770708,19,16.5,55.4,31.92,2.26,19.2157,22.3529,176.496,14.3647,11.745,-2.6197,0.538689,1,8,0,0,20,74.902,0,0,6.144,9.99808
19679,1021.12,13.7498,13.8961,13.7155,32,3.125,0.78125,3.91,1983.75,1.009603025,19,17,55.4,33.38,2.28,19.2157,22.3529,176.506,14.3647,11.745,-2.6197,0.539331,1,8,0,0,20,74.902,0,0,6.144,10.1568
19680,1021.16,13.5816,13.8961,13.7343,32,3.125,0.78125,3.91,2001.5,0.987459405,19,17,55.4,32.94,2.28,19.2157,22.3529,176.523,14.3647,11.89,-2.4747,0.540313,1,8,0,0,21,74.902,0,0,6.144,10.24768
19681,1021.2,13.8349,13.7813,13.7343,32,3.125,0.78125,3.91,1996.75,0.996118693,20,17,55.4,33.15,2.28,19.2157,21.9608,174.803,14.3647,11.89,-2.4747,0.540313,1,8,0,0,20,74.902,0,0,6.144,10.22336
19682,1021.24,13.9181,13.6664,13.7783,32,3.125,0.78125,3.91,2006.5,0.991577374,20,17,55.4,33.16,2.28,18.4314,21.9608,171.326,14.3647,11.745,-2.6197,0.479436,1,8,0,0,20,74.902,0,0,6.144,10.27328
19683,1021.28,13.539,13.4367,13.8544,32,2.34375,0.78125,3.13,2009.75,0.983107352,20,17,55.4,32.93,2.28,19.2157,21.9608,174.811,14.3647,11.745,-2.6197,0.479656,1,8,0,0,21,74.902,0,0,6.144,10.28992
19684,1021.32,13.6241,13.3219,13.8544,32,1.5625,0.78125,2.34,2007.5,0.984806974,20,17,55.4,32.95,2.28,20,21.9608,180.027,14.3647,11.745,-2.6197,0.479656,1,8,0,0,20,74.902,0,0,6.144,10.2784
19685,1021.36,13.6667,13.207,13.8928,32,1.5625,0.78125,2.34,2025,1.030518519,20,17,55.4,34.78,2.3,20,22.7451,181.772,14.3647,11.745,-2.6197,0.665937,1,8,0,0,20,74.902,0,0,6.144,10.368
19686,1021.4,13.6667,13.207,13.8928,32,0.78125,0.78125,1.56,2040,1.041764706,20,16.5,55.4,35.42,2.32,20.3922,23.1373,183.588,14.3647,12.035,-2.3297,0.665937,1,8,0,0,21,74.902,0,0,6.144,10.4448
19687,1021.44,13.2876,13.207,13.8735,32,0.78125,0.78125,1.56,2047.5,1.053479853,20,17,55.4,35.95,2.32,20,23.5294,182.868,14.3647,12.035,-2.3297,0.803574,1,8,0,0,20,74.902,0,0,6.144,10.4832
19688,1021.48,13.539,13.4367,13.8799,32,1.5625,0.78125,2.34,2066.5,1.053084926,20,17.5,55.4,36.27,2.32,19.2157,22.7451,178.239,14.3647,12.035,-2.3297,0.657474,1,8,0,0,20,74.902,0,0,6.144,10.58048
19689,1021.52,13.6667,13.5516,13.8799,32,1.5625,0.78125,2.34,2048.5,1.020746888,20,17,55.4,34.85,2.3,18.4314,22.3529,171.12,14.3647,12.035,-2.3297,0.657474,1,8,0,0,21,74.902,0,0,6.144,10.48832
19690,1021.56,13.3708,13.5516,13.9701,32,1.5625,0.78125,2.34,2063,0.9452254,20,17.5,55.4,32.5,2.26,18.0392,21.5686,169.491,14.3647,11.89,-2.4747,0.253126,1,8,0,0,20,74.902,0,0,6.144,10.56256
19691,1021.6,13.6241,13.4367,14.3497,32,1.5625,0.78125,2.34,2074,0.957859209,21,17.5,55.4,33.11,2.28,18.4314,21.5686,171.92,14.3647,11.745,-2.6197,0.377265,1,8,0,0,20,74.902,0,0,5.888,10.17642667
19692,1021.64,13.5816,13.3219,14.3497,32,0.78125,0.78125,1.56,2068.75,0.962030211,21,17.5,55.4,33.17,2.28,18.8235,21.5686,175.653,14.3647,11.6,-2.7647,0.377265,1,8,0,0,21,74.902,0,0,5.888,10.15066667
19693,1021.68,13.4559,13.207,14.1407,32,0,0.78125,0.78,2077.25,0.995354435,21,17.5,55.4,34.46,2.3,19.2157,21.9608,179.266,14.3647,11.6,-2.7647,0.658298,1,8,0,0,21,74.902,0,0,5.888,10.19237333
19694,1021.72,13.4559,13.207,14.1407,32,-0.78125,0.78125,0.00,2066,1.029235237,21,17,55.4,35.44,2.32,19.6078,22.7451,181.547,14.3647,11.745,-2.6197,0.658298,1,8,0,0,20,74.902,0,0,5.888,10.13717333
19695,1021.76,13.4133,13.4367,14.1275,32,0,0.78125,0.78,2082.25,1.03042382,21,17,55.4,35.76,2.32,19.6078,22.7451,182.068,14.3647,11.745,-2.6197,0.725073,1,8,0,0,21,74.902,0,0,5.888,10.21690667
19696,1021.8,13.7073,13.5516,14.1076,32,0.78125,0.78125,1.56,2122.75,1.016700035,21,17.5,55.4,35.97,2.32,19.6078,22.7451,182.621,14.3647,11.89,-2.4747,0.748566,1,8,0,0,21,74.902,0,0,5.888,10.41562667
19697,1021.84,13.8775,13.6664,14.1076,32,1.5625,0.78125,2.34,2118.75,1.027681416,21,17.5,55.4,36.29,2.34,19.2157,22.7451,181.345,14.3647,11.89,-2.4747,0.748566,1,8,0,0,20,74.902,0,0,6.144,10.848
19698,1021.88,13.9606,13.7813,14.1208,32,2.34375,0.78125,3.13,2138.5,1.009212065,21,18,55.4,35.97,2.34,19.2157,22.3529,179.777,14.3647,11.89,-2.4747,0.648303,1,8,0,0,20,74.902,0,0,6.144,10.94912
19699,1021.92,13.8775,13.6664,14.154,32,1.5625,0.78125,2.34,2153,0.993218765,21,17.5,55.4,35.64,2.32,18.4314,21.9608,176.277,14.3647,11.745,-2.6197,0.531787,1,8,0,0,21,74.902,0,0,6.144,11.02336
19700,1021.96,13.6241,13.5516,14.154,32,1.5625,0.78125,2.34,2168,0.968634686,21,18.5,55.4,35,2.3,18.8235,21.5686,179.091,14.3647,11.6,-2.7647,0.531787,1,8,0,0,21,74.902,0,0,6.144,11.10016
19701,1022,13.6241,13.3219,14.2545,32,0.78125,0.78125,1.56,2150,0.985674419,21,18,55.4,35.32,2.3,19.2157,21.5686,181.874,14.3647,11.6,-2.7647,0.723379,1,8,0,0,20,74.902,0,0,5.888,10.54933333
19702,1022.04,12.9085,13.207,14.2545,32,0,0.78125,0.78,2156.25,0.980313043,21,17.5,55.4,35.23,2.32,19.2157,21.9608,182.27,14.3647,11.455,-2.9097,0.723379,1,8,0,0,21,74.902,0,0,5.888,10.58
19703,1022.08,12.866,13.207,14.3019,32,-0.78125,0.78125,0.00,2180,1.008715596,21,18,55.4,36.65,2.36,19.2157,22.3529,184.842,14.3647,11.6,-2.7647,0.744259,1,8,0,0,21,74.902,0,0,5.888,10.69653333
19704,1022.12,13.0768,13.3219,14.2748,32,-0.78125,0.78125,0.00,2180.5,1.02334327,21,18,55.4,37.19,2.34,19.2157,22.7451,183.008,14.3647,11.6,-2.7647,0.765654,1,8,0,0,20,74.902,0,0,5.888,10.69898667
19705,1022.16,13.5816,13.4367,14.2748,32,0,0.78125,0.78,2198.25,1.015080177,22,18,55.4,37.19,2.34,18.4314,22.3529,178.956,14.3647,11.6,-2.7647,0.765654,1,8,0,0,20,74.902,0,0,5.888,10.78608
19706,1022.2,13.4984,13.6664,14.2681,32,0.78125,0.78125,1.56,2171.75,1.003154138,22,18,55.4,36.31,2.32,17.6471,21.5686,172.366,14.3647,11.6,-2.7647,0.469022,1,8,0,0,21,74.902,0,0,5.888,10.65605333
19707,1022.24,13.539,13.6664,14.3428,32,0.78125,0.78125,1.56,2189.5,0.955834665,22,18,55.4,34.88,2.3,17.2549,20.7843,167.801,14.3647,11.455,-2.9097,0.121026,1,8,0,0,21,74.902,0,0,5.888,10.74314667
