sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
1715,74.4,14.5505,14.5852,14.6928,31,1.5625,0,1.56,1423.25,0.338942561,0,19,64.4,8.04,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.036266667
1716,74.44,14.4673,14.5852,14.6928,31,0.78125,0,0.78,1413.25,0.341765434,0,20,64.4,8.05,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.014933333
1717,74.48,14.6356,14.7,14.6928,31,1.5625,0,1.56,1425.75,0.338769069,0,19,64.4,8.05,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0416
1718,74.52,14.6356,14.7,14.6928,31,0.78125,0,0.78,1423.75,0.338823529,0,18,64.4,8.04,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.037333333
1719,74.56,14.6356,14.7,14.6928,31,1.5625,0,1.56,1424.5,0.337802738,0,19,64.4,8.02,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.038933333
1720,74.6,14.6356,14.7,14.6928,31,1.5625,0,1.56,1422.75,0.337796521,0,19,64.4,8.01,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0352
1721,74.64,14.5931,14.7,14.6928,31,1.5625,0,1.56,1431,0.335010482,0,18,64.4,7.99,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0528
1722,74.68,14.5931,14.7,14.6928,31,1.5625,0,1.56,1443.25,0.333414169,0,17,64.4,8.02,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.078933333
1723,74.72,14.2972,14.7,14.6928,31,0.78125,0,0.78,1419,0.336997886,0,19,64.4,7.97,1.52,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0272
1724,74.76,14.6356,14.7,14.6928,31,0.78125,0,0.78,1411.25,0.339698849,0,19.5,64.4,7.99,1.52,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.010666667
1725,74.8,14.3823,14.7,14.6928,31,0.78125,0,0.78,1431,0.335849057,0,18,64.4,8.01,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0528
1726,74.84,14.4673,14.7,14.6928,31,0.78125,0,0.78,1450.25,0.330563696,0,16.5,64.4,7.99,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.093866667
1727,74.88,14.5505,14.7,14.6928,31,0.78125,0,0.78,1442.25,0.332813313,0,17,64.4,8,1.52,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0768
1728,74.92,14.4673,14.5852,14.6928,31,0.78125,0,0.78,1444.5,0.331879543,0,17,64.4,7.99,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0816
1729,74.96,14.508,14.5852,14.6928,31,0.78125,0,0.78,1441.75,0.332512572,0,17.5,64.4,7.99,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.075733333
1730,75,14.6356,14.5852,14.6928,31,0.78125,0,0.78,1458,0.32962963,0,16.5,64.4,8.01,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.1104
1731,75.04,14.6356,14.5852,14.6928,31,0.78125,0,0.78,1444,0.332825485,0,17.5,64.4,8.01,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.080533333
1732,75.08,14.5505,14.5852,14.6928,31,0.78125,0,0.78,1431.25,0.337048035,0,18.5,64.4,8.04,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.304,2.748
1733,75.12,14.6356,14.5852,14.6928,31,0.78125,0,0.78,1440.5,0.334467199,0,17.5,64.4,8.03,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.073066667
1734,75.16,14.5931,14.5852,14.6928,31,0.78125,0,0.78,1448.75,0.332976704,0,17,64.4,8.04,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.304,2.7816
1735,75.2,14.1289,14.5852,14.6928,31,0.78125,0,0.78,1441.75,0.333344893,0,17.5,64.4,8.01,1.54,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.304,2.76816
1736,75.24,14.2972,14.5852,14.6928,31,0.78125,0,0.78,1439.25,0.333090151,0,18,64.4,7.99,1.52,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.56,3.0704
1737,75.28,14.4248,14.5852,14.6928,31,0.78125,0,0.78,1445.25,0.329631552,0,17.5,64.4,7.94,1.52,0,8.23529,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.304,2.77488
1738,75.32,14.4248,14.5852,14.6928,31,0.78125,0,0.78,1434,0.334309623,0,18.5,64.4,7.99,1.54,0,7.84314,0,14.3647,5.075,-9.2897,-8.68414,1,8,0,0,4,0,0,0,2.304,2.75328
