sample,time,wbo2,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,MRP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
164555,13244.68,16.9951,13.7657,30,0,-7.03125,19.0019476201964,3759.5,0.727596754887618,45.3601,24,46.4,45.59,2.5,14.5098,21.9608,119.628,14.5098,8.845,-5.6648,-3.11335,1,10,0,0,15,63.5294,0,0,4.608,14.43648
164556,13244.72,16.7417,13.7657,30,0,-7.03125,17.7759725714832,3758.5,0.721085539443927,45.3601,24.5,46.4,45.17,2.5,14.5098,21.9608,115.068,14.5098,8.555,-5.9548,-3.11335,1,10,0,0,15,63.5294,0,0,4.352,13.6308266666667
164557,13244.76,16.237,14.0156,30,0,-7.03125,13.6810987251339,3760.25,0.717239545243003,45.3601,24.5,46.4,44.95,2.5,14.1176,21.9608,110.429,14.5098,8.265,-6.2448,-3.50506,1,10,0,0,16,63.5294,0,0,4.352,13.6371733333333
164558,13244.8,16.0668,14.0944,30,0,-7.03125,12.2762466701521,3730.25,0.716252261912741,45.3601,24.5,46.4,44.53,2.48,13.7255,21.9608,105.814,14.5098,8.265,-6.2448,-3.901,1,10,0,0,16,63.5294,0,0,4.352,13.5283733333333
164559,13244.84,15.6471,14.0944,30,0,-7.03125,9.92324456289024,3788.5,0.701913686155471,45.3601,25,46.4,44.32,2.48,14.1176,21.1765,110.427,14.5098,8.12,-6.3898,-3.901,1,10,0,0,15,63.5294,0,0,4.096,12.9314133333333
164560,13244.88,15.6045,14.823,30,0.78125,-7.03125,5.00817071998462,3756.5,0.707892985491814,45.3601,25,46.4,44.32,2.48,14.1176,21.1765,110.428,14.5098,8.12,-6.3898,-3.90083,1,10,0,0,15,63.5294,0,0,4.096,12.8221866666667
164561,13244.92,15.9411,14.823,30,4.6875,-7.03125,7.01394508534543,3782.75,0.709325226356487,45.3601,25,46.4,44.72,2.5,14.5098,21.5686,115.049,14.5098,7.975,-6.5348,-3.90083,1,10,0,0,15,63.5294,0,0,4.096,12.9117866666667
164562,13244.96,16.4052,14.823,30,7.8125,-7.03125,9.64450296247531,3749.25,0.719023804760952,45.3601,25,46.4,44.93,2.5,14.5098,21.9608,115.038,14.5098,8.12,-6.3898,-3.50503,1,10,0,0,15,63.5294,0,0,4.352,13.59728
164563,13245,16.7843,14.6571,30,10.9375,-7.03125,12.6737486818038,3814.75,0.718159774559277,45.3601,25,46.4,45.66,2.52,14.5098,22.3529,119.728,14.5098,8.12,-6.3898,-3.10651,1,10,0,0,14,63.5294,0,0,4.352,13.8348266666667
164564,13245.04,16.9951,14.6571,30,0,-7.03125,13.7569064024336,3792.75,0.733873838244018,45.3601,25,46.4,46.39,2.52,14.5098,22.3529,115.063,14.5098,8.12,-6.3898,-3.10651,1,10,0,0,14,63.5294,0,0,4.096,12.94592
164565,13245.08,16.616,14.4808,30,0,-7.03125,12.8502648050072,3772.5,0.746401590457257,45.9815,25,46.4,46.93,2.54,14.5098,22.3529,115.05,14.5098,8.265,-6.2448,-3.50336,1,10,0,0,15,63.5294,0,0,4.352,13.6816
164566,13245.12,16.8268,14.0812,30,0,-7.03125,16.3168279173699,3765.75,0.740728938458474,45.9815,24.5,46.4,46.49,2.52,16.4706,22.3529,152.029,14.5098,8.265,-6.2448,-1.52307,1,10,0,0,14,63.5294,0,0,4.352,13.65712
164567,13245.16,17.1633,14.0812,30,0,-7.03125,17.9575023451201,3841.5,0.766419367434596,45.9815,24.5,46.4,49.07,2.6,18.4314,24.3137,179.915,14.5098,8.41,-6.0998,-1.52307,1,10,0,0,14,63.5294,0,0,4.352,13.93184
164568,13245.2,17.3741,13.4821,30,0,-7.03125,22.4011603478741,3794,0.884185556141276,45.9815,24,46.4,55.91,2.7,18.4314,25.8824,179.874,14.5098,9.135,-5.3748,1.5518,1,10,0,0,14,63.5294,0,0,4.864,15.3783466666667
164569,13245.24,17.4167,13.3447,30,0,-7.03125,23.3798595600774,3798.5,0.893563248650783,45.9815,23.5,46.4,56.57,2.68,18.8235,25.8824,183.312,14.5098,9.57,-4.9398,1.5518,1,10,0,0,14,63.5294,0,0,4.864,15.3965866666667
164570,13245.28,17.7107,13.3447,30,0,-7.03125,24.6517641877509,3818,0.89607124148769,45.9815,23,46.4,57.02,2.7,19.6078,26.2745,193.592,14.5098,9.86,-4.6498,1.6727,1,10,0,0,14,63.5294,0,0,5.12,16.2901333333333
164571,13245.32,17.7107,13.1523,30,0,-7.03125,25.7381131180586,3821,0.948285789060455,45.9815,23,46.4,60.39,2.76,21.1765,27.451,213.98,14.5098,10.15,-4.3598,2.61523,1,10,0,0,14,63.5294,0,0,5.376,17.11808
164572,13245.36,17.3741,13.1523,30,0,-7.03125,24.2993881697469,3815.25,1.02221348535483,45.9815,22.5,46.4,65,2.8,21.1765,28.6275,217.527,14.5098,10.875,-3.6348,2.61523,1,10,0,0,14,63.5294,0,0,5.632,17.90624
164573,13245.4,17.2059,12.7243,30,0,-7.03125,26.046879268158,3801.75,1.04667587295325,45.9815,22,46.4,66.32,2.82,21.1765,28.6275,214.149,14.5098,11.31,-3.1998,3.12082,1,10,0,0,15,63.5294,0,0,5.888,18.65392
164574,13245.44,16.7843,12.7028,30,0,-7.03125,24.3173680165393,3890,1.04251928020566,45.9815,21.5,46.4,67.59,2.84,21.1765,28.6275,214.142,14.5098,11.455,-3.0548,2.95521,1,10,0,0,14,63.5294,0,0,5.888,19.0869333333333
164575,13245.48,16.4052,12.7028,30,0,-6.25,22.5684539048594,3874.5,1.04684475416183,45.9815,22,46.4,67.6,2.84,20.3922,28.2353,207.219,14.5098,11.455,-3.0548,2.95521,1,10,0,0,14,63.5294,0,0,6.144,19.83744
164576,13245.52,15.562,12.6707,30,0,-6.25,18.5792314612518,3845,1.04832249674902,45.9815,22.5,46.4,67.18,2.84,19.2157,27.8431,190.141,14.5098,11.455,-3.0548,2.28282,1,10,0,0,14,63.5294,0,0,6.144,19.6864
164577,13245.56,14.508,12.7243,30,0,-6.25,12.2945960849187,3827,1.01907499346747,46.6028,22,46.4,65,2.8,19.6078,27.0588,193.553,14.5098,11.455,-3.0548,2.28282,1,10,0,0,14,63.5294,0,0,6.144,19.59424
164578,13245.6,13.6241,12.7243,30,0,-6.25,6.60447295601178,3892.25,0.985034363157557,46.6028,22,46.4,63.9,2.78,20.7843,27.451,210.595,14.5098,11.31,-3.1998,2.03589,1,10,0,0,14,63.5294,0,0,6.144,19.92832
164579,13245.64,13.3708,12.8273,30,0,-6.25,4.06482783378706,3908.5,1.05969041831905,46.6028,22.5,46.4,69.03,2.86,21.9608,28.6275,224.16,14.5098,11.31,-3.1998,3.27937,1,10,0,0,14,63.5294,0,0,6.144,20.01152
164580,13245.68,13.4984,12.8273,30,0,-5.46875,4.97170034967108,3879,1.12420726991493,46.6028,22.5,46.4,72.68,2.9,22.7451,29.8039,237.674,14.5098,11.89,-2.6198,3.27937,1,10,0,0,14,63.5294,0,0,6.4,20.688
164581,13245.72,14.0883,12.4816,30,0,-5.46875,11.4044987684817,3916.75,1.20206804110551,47.2242,22,46.4,78.47,2.94,24.3137,30.9804,257.867,14.5098,12.47,-2.0398,4.46882,1,10,0,0,14,63.5294,0,0,6.656,21.7249066666667
164582,13245.76,14.1289,12.1443,30,0,-5.46875,14.0463871922089,3930.25,1.27045353349024,47.2242,22,46.4,83.22,3.02,25.8824,32.9412,268.034,14.5098,13.05,-1.4598,10.8027,1,10,0,0,14,64.3137,0,0,7.168,23.4766933333333
164583,13245.8,13.8349,12.1443,30,0,-5.46875,12.2198208877549,3970.25,1.37915748378566,47.2242,22.5,46.4,91.26,3.04,26.2745,33.7255,269.81,14.5098,13.63,-0.8798,10.8027,1,10,0,0,14,64.3137,0,0,7.68,25.4096
164584,13245.84,13.7498,11.9136,30,0,-5.46875,13.3543760636518,3966.75,1.40820570996408,47.2242,22.5,46.4,93.1,3.06,25.8824,34.1176,268.669,14.5098,14.065,-0.444800000000001,11.461,1,10,0,0,14,64.7059,0,0,8.192,27.07968
164585,13245.88,13.2876,11.7508,30,0,-5.46875,11.5656702489539,3950.5,1.46472598405265,47.8456,21.5,46.4,96.44,3.08,25.8824,34.1176,267.548,14.5098,14.5,-0.00980000000000025,11.461,1,10,0,0,14,64.7059,0,0,8.448,27.81152
164586,13245.92,12.4018,11.7508,30,0,-5.46875,5.2492380138367,3988,1.46103309929789,47.8456,21.5,46.4,97.11,3.1,25.8824,34.1176,267.44,14.5098,14.645,0.135199999999999,10.9328,1,10,0,0,15,64.3137,0,0,8.704,28.9262933333333
164587,13245.96,11.6863,11.7554,30,0,-5.46875,-0.59129065658079,4014.5,1.5017561340142,47.8456,21.5,46.4,100.48,3.12,25.4902,34.1176,266.292,14.5098,14.645,0.135199999999999,11.0557,1,10,0,0,16,64.3137,0,0,8.96,29.9749333333333
