sample,time,wbo2,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC
41041,11846.52,11.43,11.68,29,0.00,0.00,-2.18,4775,2.65,77,15,57.2,210.98,3.88,26,36,241,14.80,26.54,11.74,4.38,1,10,-2,0,6,64.3137,0,0,16.64,66.22
41042,11846.56,11.39,11.68,29,0.00,0.00,-2.56,4805,2.64,77,15.5,57.2,211.44,3.88,25,36,239,14.80,26.39,11.59,4.38,1,10,-2,0,6,64.3137,0,0,16.38,65.60
41043,11846.6,11.35,11.61,29,0.00,0.00,-2.27,4772,2.68,77,15.5,57.2,213.29,3.88,24,36,232,14.80,26.39,11.59,3.87,1,10,-2,0,6,64.3137,0,0,16.38,65.16
41044,11846.64,11.60,11.61,29,0.00,0.00,-0.04,4774,2.58,78,15.5,57.2,205.42,3.84,24,35,223,14.80,26.10,11.30,3.87,1,10,-2,0,6,64.3137,0,0,16.13,64.16
41045,11846.68,11.22,11.82,29,0.00,0.00,-5.29,4840,2.45,78,16,57.2,197.81,3.8,23,34,219,14.80,25.52,10.72,3.12,1,10,-2,0,5,64.3137,0,0,15.62,62.98
41046,11846.72,11.35,12.00,29,0.00,0.00,-5.78,4832,2.45,78,16,57.2,197.33,3.8,22,33,211,14.80,24.94,10.14,2.80,1,10,-2,0,5,63.9216,0,0,15.10,60.82
41047,11846.76,11.52,12.00,29,0.00,0.00,-4.22,4829,2.38,78,16,57.2,191.57,3.78,20,33,186,14.80,24.65,9.85,2.80,1,10,-2,0,6,63.9216,0,0,15.10,60.78
41048,11846.8,11.01,12.10,29,0.00,0.00,-9.85,4846,2.17,78,16.5,57.2,175.07,3.7,18,31,162,14.80,23.49,8.69,1.38,1,10,-2,0,5,63.9216,0,0,14.08,56.86
41049,11846.84,11.48,12.88,29,0.00,0.00,-12.21,4823,2.10,78,17,57.2,169.16,3.62,13,29,135,14.80,22.04,7.24,-1.80,1,10,-2,0,6,63.9216,0,0,12.80,51.44
41050,11846.88,11.31,12.88,29,0.00,0.00,-13.88,4841,1.76,79,17.5,57.2,142.01,3.4,2,23,9,14.80,19.14,4.34,-1.80,1,10,-2,0,5,63.9216,0,0,0.00,0.00
41051,11846.92,10.84,14.93,29,0.00,0.00,-37.72,4540,0.75,79,21,57.2,56.93,2.56,0,15,0,14.80,13.34,-1.46,-9.07,1,10,0,0,5,64.7059,0,0,7.94,30.02
41052,11846.96,12.19,14.93,29,0.00,0.00,-22.49,4919,0.46,78,6,57.2,37.88,2.36,0,13,0,14.80,10.44,-4.36,-9.07,1,10,0,0,4,64.7059,0,0,7.17,29.38
41053,11847,12.61,13.12,29,0.00,0.00,-4.05,4859,0.27,78,6.5,57.2,22.2,2,0,13,0,14.80,7.54,-7.26,-9.07,1,10,0,0,4,0,0,0,0.00,0.00
41054,11847.04,14.34,15.19,29,0.00,0.00,-5.93,4746,0.19,78,9.5,57.2,15.11,1.8,0,13,0,14.80,6.38,-8.42,-9.07,1,10,0,0,4,0,0,0,0.00,0.00
41055,11847.08,16.74,15.19,29,0.00,0.00,9.27,4635,0.17,78,11,57.2,13.1,1.76,0,13,0,14.80,5.66,-9.15,-9.07,1,10,0,0,2,0,0,0,0.00,0.00
41056,11847.12,20.16,14.69,29,0.00,0.00,27.10,4520,0.17,78,10.5,57.2,12.63,1.76,0,13,0,14.80,5.22,-9.58,-9.07,1,10,0,0,2,0,0,0,0.00,0.00
41057,11847.16,20.20,14.69,29,0.00,0.00,27.25,4409,0.19,78,9.5,57.2,13.76,1.8,0,13,0,14.80,4.93,-9.87,-9.07,1,10,0,0,2,0,0,0,0.00,0.00
41058,11847.2,19.99,14.69,29,0.00,-0.78,26.48,4293,0.21,78,8.5,57.2,15.14,1.82,0,13,0,14.80,4.64,-10.16,-9.07,1,10,0,0,2,0,0,0,0.00,0.00
41059,11847.24,20.16,14.69,29,0.00,-0.78,27.10,4181,0.21,78,7.5,57.2,14.58,1.8,0,13,0,14.80,4.50,-10.31,-9.07,1,10,0,0,2,0,0,0,0.00,0.00
41060,11847.28,20.20,14.69,29,0.00,-0.78,27.25,4106,0.23,78,6.5,57.2,15.43,1.82,0,12,0,14.80,4.35,-10.45,-9.07,1,10,0,0,3,0,0,0,0.00,0.00
41061,11847.32,19.82,14.69,29,0.00,-0.78,25.86,3993,0.23,78,5.5,57.2,15.33,1.82,0,12,0,14.80,4.35,-10.45,-9.06,1,10,0,0,2,0,0,0,0.00,0.00
41062,11847.36,20.20,14.69,28,0.00,-0.78,27.25,3876,0.22,78,4.5,57.2,14.41,1.8,0,12,0,14.80,4.35,-10.45,-9.06,1,10,0,0,2,0,0,0,0.00,0.00
41063,11847.4,20.20,14.69,28,0.00,-0.78,27.25,3799,0.24,78,4,57.2,15.14,1.82,0,12,0,14.80,4.35,-10.45,-9.06,1,10,0,0,3,0,0,0,0.00,0.00
41064,11847.44,19.86,12.77,28,0.00,-0.78,35.68,3683,0.24,78,3.5,57.2,14.6,1.8,0,12,0,14.80,4.50,-10.31,-9.06,1,10,0,0,3,0,0,0,0.00,0.00
41065,11847.48,20.03,12.77,28,0.00,-0.78,36.22,3608,0.23,78,3.5,57.2,14.04,1.78,0,12,0,14.80,4.50,-10.31,-9.06,1,10,0,0,2,0,0,0,0.00,0.00
41066,11847.52,20.03,12.77,28,0.00,-0.78,36.22,3531,0.23,78,3.5,57.2,13.66,1.78,0,11,0,14.80,4.50,-10.31,-9.06,1,10,0,0,2,0,0,0,0.00,0.00
41067,11847.56,19.94,12.77,28,0.00,-0.78,35.96,3416,0.24,78,3.5,57.2,13.57,1.78,0,11,0,14.80,4.64,-10.16,-9.06,1,10,0,0,2,0,0,0,0.00,0.00
41068,11847.6,20.11,12.77,28,0.00,-0.78,36.49,3335,0.23,78,3.5,57.2,12.91,1.76,0,11,0,14.80,4.64,-10.16,-9.06,1,10,0,0,3,0,0,0,0.00,0.00
41069,11847.64,20.11,12.77,28,0.00,-0.78,36.49,3257,0.23,78,3.5,57.2,12.5,1.74,0,11,0,14.80,4.64,-10.16,-9.06,1,10,0,0,3,0,0,0,0.00,0.00
41070,11847.68,19.78,12.77,28,0.00,-0.78,35.41,3178,0.23,77,3.5,57.2,12.37,1.74,0,11,0,14.80,4.64,-10.16,-9.11,1,10,0,0,2,0,0,0,0.00,0.00
41071,11847.72,19.61,12.77,28,0.00,-0.78,34.85,3097,0.24,77,20.5,57.2,12.31,1.74,10,12,42,14.80,4.79,-10.02,-9.11,1,10,0,0,3,0,0,0,2.30,5.95
41072,11847.76,19.35,12.77,28,0.00,-0.78,34.01,3095,0.35,77,21.5,57.2,17.88,2.04,15,19,127,14.80,5.22,-9.58,-6.63,1,10,0,0,2,74.902,0,0,2.30,5.94
41073,11847.8,19.73,11.51,28,0.00,-0.78,41.68,3116,0.71,77,22.5,57.2,36.85,2.34,9,20,41,14.80,7.40,-7.41,-7.26,1,10,0,0,3,74.902,0,0,3.07,7.98
41074,11847.84,19.73,11.51,28,0.00,-0.78,41.68,3095,0.60,77,23,57.2,30.79,2.22,5,16,25,14.80,7.54,-7.26,-7.26,1,10,0,0,4,74.902,0,0,3.58,9.24
41075,11847.88,15.52,12.47,28,0.00,-0.78,19.67,3035,0.43,77,23.5,57.2,21.78,2,2,13,13,14.80,6.96,-7.84,-8.53,1,10,0,0,7,74.902,0,0,3.58,9.07
41076,11847.92,15.44,12.47,28,0.00,-0.78,19.24,3040,0.33,77,24.5,57.2,16.52,1.84,0,11,0,14.80,6.38,-8.42,-8.53,1,10,0,0,9,74.902,0,0,3.33,8.43
41077,11847.96,15.23,13.52,28,0.00,-0.78,11.17,3048,0.25,77,24.5,57.2,12.45,1.72,0,10,0,14.80,5.66,-9.15,-9.46,1,10,0,0,12,0,0,0,3.07,7.80
41078,11848,13.16,13.75,28,0.00,-0.78,-4.51,3031,0.23,77,23.5,59,11.67,1.68,0,10,0,14.80,5.22,-9.58,-9.47,1,10,0,0,14,0,0,0,2.82,7.11
41079,11848.04,12.78,13.75,28,0.00,-0.78,-7.61,3029,0.22,77,22.5,59,10.98,1.66,0,9,0,14.80,4.79,-10.02,-9.47,1,10,0,0,13,0,0,0,2.56,6.46
41080,11848.08,11.94,12.98,28,0.00,-0.78,-8.70,3026,0.20,77,22,59,10.15,1.66,0,9,0,14.80,4.64,-10.16,-9.45,1,10,0,0,10,0,0,0,2.30,5.81
41081,11848.12,11.85,13.03,28,0.00,-0.78,-9.89,3015,0.20,77,21,59,9.97,1.64,0,9,0,14.80,4.35,-10.45,-9.48,1,10,0,0,8,0,0,0,2.30,5.79
41082,11848.16,11.60,13.03,28,0.00,-0.78,-12.29,3000,0.19,77,20,59,9.48,1.62,0,9,0,14.80,4.21,-10.60,-9.48,1,10,0,0,6,0,0,0,2.05,5.12
41083,11848.2,11.94,13.02,28,0.00,-0.78,-9.08,3036,0.19,77,12.5,59,9.59,1.62,0,9,0,14.80,4.06,-10.74,-9.53,1,10,0,0,5,0,0,0,2.05,5.18
41084,11848.24,12.23,13.02,28,0.00,-0.78,-6.44,3031,0.19,77,12.5,59,9.4,1.62,0,9,0,14.80,4.06,-10.74,-9.53,1,10,0,0,4,0,0,0,2.05,5.17
41085,11848.28,12.28,12.98,28,0.00,-0.78,-5.75,3006,0.18,77,12.5,59,9.15,1.6,0,9,3,14.80,3.92,-10.89,-9.48,1,10,0,0,3,0,0,0,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105211,14413.32,13.25,12.59,31,0.00,0.00,4.94,3745,1.18,45,22.5,48.2,73.84,2.92,22,28,222,14.80,13.49,-1.32,2.82,1,10,0,0,16,63.9216,0,0,7.42,23.17
105212,14413.36,13.75,12.47,31,0.00,0.00,9.30,3744,1.22,45,22,48.2,75.9,2.94,22,29,229,14.80,13.63,-1.17,2.98,1,10,0,0,17,63.9216,0,0,7.68,23.96
105213,14413.4,13.29,12.36,31,0.00,0.00,6.99,3785,1.27,45,22,48.2,80.04,2.98,23,29,235,14.80,13.92,-0.88,3.66,1,10,0,0,17,63.9216,0,0,7.94,25.03
105214,14413.44,13.20,12.36,31,0.00,0.00,6.39,3769,1.34,45,22,48.2,83.95,3,24,30,249,14.80,14.07,-0.74,3.66,1,10,0,0,17,63.9216,0,0,8.19,25.73
105215,14413.48,13.25,12.19,31,0.00,0.00,7.98,3793,1.39,45,22,48.2,87.74,3.04,25,31,266,14.80,14.50,-0.30,7.44,1,10,0,0,17,64.3137,0,0,8.45,26.70
105216,14413.52,13.08,11.79,31,0.00,0.00,9.86,3796,1.51,46,21.5,48.2,95.73,3.12,26,33,270,14.80,15.23,0.42,10.69,1,10,0,0,17,64.3137,0,0,8.96,28.34
105217,14413.56,12.82,11.79,31,0.00,0.00,8.08,3846,1.56,46,21,48.2,100.31,3.12,26,33,271,14.80,15.66,0.86,10.69,1,10,0,0,18,65.098,0,0,9.47,30.36
105218,14413.6,13.12,11.84,31,0.00,0.00,9.75,3834,1.61,46,21,48.2,102.81,3.14,26,34,271,14.80,15.95,1.15,10.99,1,10,0,0,18,65.4902,0,0,9.73,31.08
105219,14413.64,12.87,11.84,31,0.00,0.00,7.99,3848,1.65,46,21.5,48.2,105.74,3.18,26,34,271,14.80,16.24,1.44,10.99,1,10,0,0,19,65.4902,0,0,9.98,32.02
105220,14413.68,12.44,11.83,31,0.00,0.00,4.94,3866,1.66,47,21,48.2,107.24,3.18,27,34,272,14.80,16.68,1.88,10.92,1,10,0,0,21,65.098,0,0,10.24,32.99
105221,14413.72,12.19,11.84,31,0.00,0.00,2.85,3875,1.68,47,20.5,48.2,108.56,3.2,27,34,272,14.80,16.68,1.88,11.35,1,10,0,0,22,65.4902,0,0,10.50,33.89
105222,14413.76,12.40,11.84,31,0.00,0.00,4.50,3910,1.68,47,21,48.2,109.69,3.22,27,34,271,14.80,16.82,2.02,11.35,1,10,0,0,22,65.4902,0,0,10.50,34.20
105223,14413.8,12.15,11.86,31,0.00,0.00,2.40,3903,1.72,47,20.5,48.2,111.76,3.24,26,34,270,14.80,17.11,2.31,11.35,1,10,0,0,23,65.4902,0,0,10.75,34.97
105224,14413.84,12.32,11.87,31,0.00,0.00,3.67,3932,1.73,47,21,48.2,113.46,3.28,26,34,268,14.80,17.40,2.60,10.67,1,10,0,0,23,65.098,0,0,10.75,35.23
105225,14413.88,12.02,11.87,31,0.00,0.00,1.30,3960,1.74,47,20.5,48.2,115.02,3.28,25,34,267,14.80,17.55,2.75,10.67,1,10,0,0,23,65.098,0,0,11.01,36.32
105226,14413.92,12.28,11.89,31,0.00,0.00,3.18,3950,1.78,48,20.5,48.2,117.32,3.3,25,34,266,14.80,17.69,2.89,10.42,1,10,0,0,23,65.098,0,0,11.01,36.23
105227,14413.96,12.40,11.89,31,0.00,0.00,4.16,3986,1.80,48,20.5,48.2,119.63,3.3,25,34,266,14.80,17.84,3.04,10.42,1,10,0,0,24,65.098,0,0,11.01,36.56
105228,14414,12.32,11.91,31,0.00,0.00,3.33,4001,1.83,48,20.5,48.2,121.94,3.34,25,34,266,14.80,17.98,3.18,10.43,1,10,0,0,23,65.098,0,0,11.26,37.56
105229,14414.04,12.53,11.89,31,0.00,0.00,5.05,4007,1.87,48,20,48.2,124.91,3.34,25,34,265,14.80,18.27,3.47,10.20,1,10,0,0,23,64.7059,0,0,11.52,38.46
105230,14414.08,12.36,11.89,31,0.00,0.00,3.76,4047,1.89,48,20.5,48.2,127.55,3.38,25,34,265,14.80,18.42,3.62,10.20,1,10,0,0,23,64.7059,0,0,11.52,38.85
105231,14414.12,12.28,11.87,30,0.00,0.00,3.34,4050,1.94,48,20.5,48.2,130.84,3.4,25,34,265,14.80,18.71,3.91,10.11,1,10,0,0,22,64.7059,0,0,11.78,39.74
105232,14414.16,12.74,11.85,30,0.00,0.00,6.95,4057,1.97,49,19.5,48.2,132.92,3.4,25,34,263,14.80,18.85,4.05,9.58,1,10,0,0,22,64.7059,0,0,12.03,40.68
105233,14414.2,12.40,11.85,30,0.00,0.00,4.43,4099,2.00,49,19.5,48.2,136.95,3.42,24,33,255,14.80,19.14,4.34,9.58,1,10,0,0,22,64.7059,0,0,12.29,41.97
105234,14414.24,12.66,11.84,30,0.00,0.00,6.42,4118,1.97,49,19.5,48.2,135.27,3.42,24,33,248,14.80,19.00,4.20,6.01,1,10,0,0,22,64.3137,0,0,12.29,42.17
105235,14414.28,12.44,11.84,30,0.00,0.00,4.83,4091,1.98,49,19.5,48.2,134.85,3.42,24,32,244,14.80,19.00,4.20,6.01,1,10,0,0,21,64.3137,0,0,12.29,41.89
105236,14414.32,12.40,11.89,30,0.00,0.00,4.09,4121,2.01,50,19,48.2,137.8,3.44,24,32,244,14.80,19.00,4.20,4.97,1,10,0,0,21,64.3137,0,0,12.29,42.20
105237,14414.36,12.02,11.90,30,0.00,0.00,0.99,4189,2.01,50,19.5,48.2,140.33,3.44,24,32,243,14.80,19.00,4.20,4.77,1,10,0,0,21,64.3137,0,0,12.54,43.78
105238,14414.4,12.28,11.90,30,0.00,0.00,3.03,4197,2.07,50,19.5,48.2,144.54,3.48,23,32,233,14.80,19.29,4.49,4.77,1,10,0,0,21,64.3137,0,0,12.80,44.77
105239,14414.44,12.19,11.90,30,0.00,0.00,2.39,4193,2.04,50,19.5,48.2,142.86,3.46,22,31,223,14.80,19.14,4.34,3.38,1,10,0,0,20,64.3137,0,0,12.80,44.73
105240,14414.48,11.90,11.95,30,0.00,0.00,-0.46,4188,2.04,51,19.5,48.2,142.43,3.46,21,31,207,14.80,19.00,4.20,2.28,1,10,0,0,20,64.3137,0,0,12.80,44.67
105241,14414.52,12.02,11.95,30,0.00,0.00,0.59,4230,1.95,51,19,48.2,137.38,3.44,20,29,194,14.80,18.56,3.76,2.28,1,10,0,0,20,64.3137,0,0,12.54,44.22
105242,14414.56,11.85,12.13,30,0.00,0.00,-2.36,4257,1.77,51,20,48.2,125.57,3.34,19,29,188,14.80,18.13,3.33,1.50,1,10,0,0,19,64.7059,0,0,12.03,42.68
105243,14414.6,11.73,12.13,30,0.00,0.00,-3.46,4247,1.76,51,20,48.2,124.25,3.34,19,28,182,14.80,17.40,2.60,1.50,1,10,0,0,19,64.7059,0,0,11.26,39.87
105244,14414.64,11.73,12.45,30,0.00,0.00,-6.15,4275,1.71,52,20.5,48.2,121.94,3.32,18,28,172,14.80,16.97,2.17,1.17,1,10,0,0,18,64.7059,0,0,11.01,39.21
105245,14414.68,11.64,12.53,30,0.00,0.00,-7.60,4317,1.61,52,20.5,48.2,116.01,3.28,18,27,172,14.80,16.39,1.59,1.05,1,10,0,0,18,64.7059,0,0,10.50,37.75
105246,14414.72,11.43,12.53,30,0.00,0.00,-9.58,4290,1.60,52,21,48.2,114.12,3.24,18,28,172,14.80,15.95,1.15,1.05,1,10,0,0,18,64.7059,0,0,9.98,35.69
105247,14414.76,11.77,12.65,30,0.00,0.00,-7.52,4293,1.60,52,21,48.2,114.69,3.28,18,28,172,14.80,15.81,1.01,0.94,1,10,0,0,17,64.7059,0,0,9.98,35.71
105248,14414.8,11.94,12.47,30,0.00,0.00,-4.43,4319,1.57,52,21,48.2,113.13,3.26,18,28,175,14.80,15.66,0.86,1.04,1,10,0,0,17,64.7059,0,0,9.73,35.01
105249,14414.84,11.94,12.47,30,0.00,0.00,-4.43,4346,1.60,52,21,48.2,116.01,3.28,18,28,175,14.80,15.52,0.72,1.04,1,10,0,0,16,64.7059,0,0,9.73,35.23
105250,14414.88,12.02,12.36,30,0.00,0.00,-2.84,4372,1.57,53,21.5,48.2,114.36,3.26,18,28,178,14.80,15.37,0.57,1.14,1,10,0,0,16,64.7059,0,0,9.73,35.44
105251,14414.92,11.77,12.36,30,0.00,0.00,-5.05,4383,1.57,53,21,48.2,114.69,3.28,18,29,178,14.80,15.37,0.57,1.14,1,10,0,0,15,64.7059,0,0,9.73,35.53
105252,14414.96,11.81,12.27,30,0.00,0.00,-3.90,4398,1.55,53,21.5,48.2,113.79,3.26,18,29,178,14.80,15.23,0.42,1.14,1,10,0,0,15,64.7059,0,0,9.73,35.65
105253,14415,11.90,12.22,30,0.00,0.00,-2.74,4416,1.53,53,21.5,48.2,112.7,3.26,20,29,189,14.80,15.23,0.42,1.44,1,10,0,0,14,64.7059,0,0,9.73,35.79
105254,14415.04,11.85,12.22,30,0.00,0.00,-3.11,4432,1.58,53,21.5,48.2,116.67,3.3,20,29,198,14.80,15.23,0.42,1.44,1,10,0,0,14,64.7059,0,0,9.73,35.93
105255,14415.08,11.85,12.11,30,0.00,0.00,-2.20,4461,1.60,53,21.5,48.2,119.3,3.32,21,30,203,14.80,15.66,0.86,1.84,1,10,0,0,13,64.7059,0,0,9.98,37.11
105256,14415.12,12.02,12.02,30,0.00,0.00,0.00,4466,1.65,53,21.5,48.2,122.93,3.34,21,31,206,14.80,15.95,1.15,2.20,1,10,0,0,13,64.7059,0,0,9.98,37.16
105257,14415.16,11.94,12.02,30,0.00,0.00,-0.71,4473,1.65,53,22,48.2,122.93,3.34,21,31,205,14.80,16.10,1.30,2.20,1,10,0,0,12,64.7059,0,0,10.24,38.17
105258,14415.2,11.90,11.98,30,0.00,0.00,-0.74,4491,1.68,54,21.5,48.2,125.9,3.36,22,31,211,14.80,16.24,1.44,2.32,1,10,0,0,12,64.7059,0,0,10.24,38.32
105259,14415.24,11.90,11.98,30,0.00,0.00,-0.74,4515,1.68,54,21,48.2,126.56,3.36,22,31,213,14.80,16.39,1.59,2.32,1,10,0,0,12,64.7059,0,0,10.50,39.49
105260,14415.28,11.85,11.93,30,0.00,0.00,-0.66,4527,1.73,54,21,48.2,130.51,3.4,22,32,213,14.80,16.68,1.88,2.55,1,10,0,0,12,64.3137,0,0,10.50,39.60
105261,14415.32,11.64,11.90,30,0.00,0.00,-2.24,4531,1.74,54,21,48.2,131.5,3.4,22,32,218,14.80,16.82,2.02,2.66,1,10,0,0,11,64.3137,0,0,10.75,40.60
105262,14415.36,11.81,11.90,30,0.00,0.00,-0.78,4558,1.77,55,21,48.2,134.42,3.42,24,32,228,14.80,16.97,2.17,2.66,1,10,0,0,11,64.3137,0,0,11.01,41.81
105263,14415.4,12.28,11.86,30,0.00,0.00,3.41,4572,1.86,55,21,48.2,142.01,3.48,26,33,248,14.80,17.55,2.75,3.58,1,10,0,0,11,64.3137,0,0,11.26,42.92
105264,14415.44,11.77,11.26,30,0.00,0.00,4.34,4593,2.05,55,20.5,48.2,156.81,3.56,29,36,261,14.80,18.42,3.62,9.09,1,10,0,0,11,64.3137,0,0,12.03,46.05
105265,14415.48,11.56,11.26,30,0.00,0.00,2.60,4628,2.16,55,20,48.2,166.88,3.62,30,38,265,14.80,19.58,4.78,9.09,1,10,0,0,10,64.3137,0,0,12.80,49.36
105266,14415.52,11.77,11.37,30,0.00,0.00,3.36,4637,2.23,55,17.5,48.2,172.12,3.66,31,38,265,14.80,20.59,5.79,10.21,1,10,-2,0,10,63.9216,0,0,13.31,51.44
105267,14415.56,11.43,11.37,30,0.00,0.00,0.52,4632,2.29,55,17.5,48.2,176.68,3.72,31,38,265,14.80,21.32,6.52,10.21,1,10,-2,0,9,63.9216,0,0,13.82,53.36
105268,14415.6,11.48,11.37,30,0.00,0.00,0.89,4649,2.35,56,17,48.2,181.96,3.74,31,38,263,14.80,22.04,7.24,10.19,1,10,-2,0,9,63.9216,0,0,14.34,55.54
105269,14415.64,11.43,11.31,30,0.00,0.00,1.04,4681,2.41,56,17,48.2,188.21,3.76,30,38,260,14.80,22.62,7.82,9.21,1,10,-2,0,9,63.9216,0,0,15.10,58.92
105270,14415.68,11.05,11.31,30,0.00,0.00,-2.35,4675,2.48,57,16.5,48.2,193.49,3.8,30,38,261,14.80,23.20,8.40,9.21,1,10,-2,0,8,63.9216,0,0,15.36,59.84
105271,14415.72,11.31,11.17,30,0.00,0.00,1.24,4711,2.52,57,16.5,48.2,197.81,3.8,29,38,258,14.80,23.64,8.84,9.07,1,10,-2,0,8,63.9216,0,0,15.62,61.30
105272,14415.76,11.18,11.19,30,0.00,0.00,-0.07,4761,2.54,57,16.5,48.2,201.17,3.82,29,37,255,14.80,24.07,9.27,7.56,1,10,-2,0,7,63.5294,0,0,16.13,63.99
105273,14415.8,11.22,11.19,30,0.00,0.00,0.31,4776,2.56,57,16,48.2,204.04,3.84,29,37,254,14.80,24.51,9.71,7.56,1,10,-2,0,7,63.5294,0,0,16.38,65.20
105274,14415.84,11.18,10.74,30,0.00,0.00,3.89,4785,2.56,58,16,48.2,204.03,3.88,29,37,253,14.80,25.09,10.29,7.44,1,10,-2,0,6,63.5294,0,0,16.90,67.37
105275,14415.88,11.01,10.74,30,0.00,0.00,2.42,4803,2.69,58,16,48.2,215.15,3.92,29,37,251,14.80,25.67,10.87,7.44,1,10,-2,0,7,63.5294,0,0,17.15,68.65
105276,14415.92,11.26,11.05,30,0.00,0.00,1.92,4840,2.70,58,15.5,48.2,217.46,3.9,29,37,250,14.80,26.10,11.30,6.99,1,10,-2,0,6,63.1373,0,0,17.66,71.24
105277,14415.96,10.97,11.02,30,0.00,0.00,-0.46,4881,2.67,58,15.5,48.2,217.46,3.92,28,37,247,14.80,26.39,11.59,5.55,1,10,-2,0,5,63.1373,0,0,17.66,71.84
105278,14416,10.84,11.02,30,0.00,0.00,-1.63,4881,2.71,58,15.5,48.2,220.7,3.96,28,37,245,14.80,26.54,11.74,5.55,1,10,-2,0,5,63.1373,0,0,17.92,72.88
105279,14416.04,10.72,11.06,30,0.00,0.00,-3.16,4885,2.73,58,15.5,48.2,222.55,3.94,28,37,244,14.80,26.83,12.03,4.98,1,10,-2,0,4,63.1373,0,0,17.92,72.95
105280,14416.08,11.18,11.08,30,0.00,0.00,0.92,4925,2.71,59,15.5,48.2,222.55,3.94,28,36,243,14.80,26.83,12.03,4.58,1,10,-2,0,5,63.1373,0,0,17.66,72.49
105281,14416.12,11.05,11.08,30,0.00,0.00,-0.20,4970,2.68,59,15.5,48.2,222.09,3.94,28,36,244,14.80,26.83,12.03,4.58,1,10,-2,0,5,63.1373,0,0,17.66,73.15
105282,14416.16,11.05,11.15,30,0.00,0.00,-0.91,4952,2.72,60,15.5,48.2,224.4,3.94,27,37,238,14.80,26.68,11.88,4.43,1,10,-2,0,4,62.7451,0,0,17.66,72.89
105283,14416.2,11.18,11.15,30,0.00,0.00,0.22,4961,2.70,60,15.5,48.2,223.02,3.94,27,36,237,14.80,26.83,12.03,4.43,1,10,-2,0,4,62.7451,0,0,17.66,73.03
105284,14416.24,11.22,11.18,30,0.00,0.00,0.42,5019,2.66,60,16,48.2,222.09,3.94,27,36,239,14.80,26.83,12.03,3.78,1,10,-2,0,4,62.7451,0,0,17.41,72.80
105285,14416.28,10.89,11.23,30,0.00,0.00,-3.20,5025,2.66,60,16,48.2,222.55,3.94,27,36,237,14.80,26.68,11.88,3.74,1,10,-2,0,4,62.7451,0,0,17.41,72.90
105286,14416.32,11.05,11.23,30,0.00,0.00,-1.62,5041,2.63,61,16,48.2,220.7,3.94,27,36,236,14.80,26.39,11.59,3.74,1,10,-2,0,4,62.7451,0,0,17.15,72.06
105287,14416.36,11.05,11.28,30,0.00,0.00,-2.01,5100,2.60,61,16,48.2,220.7,3.94,27,36,236,14.80,26.39,11.59,3.72,1,10,-2,0,4,62.3529,0,0,16.90,71.80
105288,14416.4,11.14,11.31,30,0.00,0.00,-1.57,5085,2.57,62,16,48.2,217.92,3.92,27,36,235,14.80,26.25,11.45,3.63,1,10,-2,0,4,62.3529,0,0,16.90,71.59
105289,14416.44,10.93,11.31,30,0.00,0.00,-3.53,5141,2.54,62,16.5,48.2,217.46,3.9,27,36,235,14.80,26.10,11.30,3.63,1,10,-2,0,4,62.3529,0,0,16.90,72.39
105290,14416.48,10.80,11.37,30,0.00,0.00,-5.31,5135,2.60,62,16.5,48.2,222.55,3.94,27,36,233,14.80,26.25,11.45,3.61,1,10,-2,0,4,62.3529,0,0,16.64,71.20
105291,14416.52,11.10,11.37,30,0.00,0.00,-2.50,5170,2.57,62,16.5,48.2,221.16,3.94,27,36,232,14.80,26.10,11.30,3.61,1,10,-2,0,3,62.3529,0,0,16.64,71.69
105292,14416.56,11.10,11.35,30,0.00,0.00,-2.30,5208,2.55,63,16.5,48.2,221.16,3.94,27,36,232,14.80,25.81,11.01,3.45,1,10,-2,0,3,61.9608,0,0,16.38,71.10
105293,14416.6,11.22,11.41,30,0.00,0.00,-1.69,5187,2.57,63,16.5,48.2,222.55,3.92,27,36,229,14.80,25.81,11.01,3.42,1,10,-2,0,4,61.9608,0,0,16.38,70.82
105294,14416.64,11.05,11.41,30,0.00,0.00,-3.24,5257,2.49,63,17,48.2,217.92,3.94,27,36,230,14.80,25.67,10.87,3.42,1,10,-2,0,4,61.9608,0,0,16.38,71.78
105295,14416.68,11.22,11.43,30,0.00,0.00,-1.89,5236,2.51,63,17,48.2,219.31,3.94,27,36,228,14.80,25.38,10.58,3.28,1,10,-2,0,4,61.9608,0,0,16.13,70.37
105296,14416.72,11.22,11.46,30,0.00,0.00,-2.08,5305,2.46,63,17,48.2,217.92,3.92,27,36,228,14.80,25.23,10.43,3.28,1,10,-2,0,4,61.5686,0,0,15.87,70.16
105297,14416.76,10.93,11.46,30,0.00,0.00,-4.83,5284,2.50,63,17,48.2,219.78,3.94,28,36,225,14.80,25.38,10.58,3.28,1,10,-2,0,4,61.5686,0,0,15.87,69.89
105298,14416.8,11.10,11.46,30,0.00,0.00,-3.32,5328,2.50,64,17,48.2,222.09,3.94,28,36,226,14.80,25.23,10.43,3.28,1,10,-2,0,4,61.5686,0,0,15.87,70.47
