sample,time,wbo2,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW
0,0.030,11.7694,13.422,255,0,0,1503.75,0,2,44.6,12.62,0,11.3725,0,14.3647,6.67,-8.63569,0,0,0,0,3,0,0,0,3.584
1,0.060,11.1389,13.422,255,0,0,1500.25,0,2,44.6,12.44,0,11.3725,0,14.3647,6.67,-8.63578,1,0,0,0,3,0,0,0,3.584
2,0.090,11.7288,13.422,255,0,0,1512,0,2,44.6,12.26,0,11.3725,0,14.3647,6.67,-8.63578,1,7,0,0,3,0,0,0,3.584
3,0.120,11.1795,13.422,255,0,0,1521.25,0,1,44.6,12.42,0,11.3725,0,14.3647,6.67,-8.63579,1,7,0,0,3,0,0,0,3.584
4,0.150,12.0653,13.422,255,0,0,1510.5,0,2,44.6,12.55,0,11.3725,0,14.3647,6.67,-8.63579,1,7,0,0,3,0,0,0,3.584
5,0.180,12.191,13.422,255,0,0,1506.75,0,2.5,44.6,12.42,0,11.3725,0,14.3647,6.67,-8.63579,1,7,0,0,3,0,0,0,3.584
6,0.210,12.191,13.428,255,0,0,1516,0,1.5,44.6,12.42,0,11.3725,0,14.3647,6.67,-8.6358,1,7,0,0,3,0,0,0,3.584
7,0.240,12.4018,13.428,255,0,0,1521,0,1,44.6,12.26,0,11.3725,0,14.3647,6.525,-8.6358,1,7,0,0,3,0,0,0,3.584
8,0.270,12.4018,13.428,255,0,0,1522.5,0,1,44.6,12.31,0,11.3725,0,14.3647,6.525,-8.63582,1,7,0,0,3,0,0,0,3.584
9,0.300,12.4444,13.428,255,0,0,1516,0,2,44.6,12.26,0,11.3725,0,14.3647,6.525,-8.63582,1,7,0,0,3,0,0,0,3.584
10,0.330,12.4018,13.428,255,0,0,1522.75,0,1.5,44.6,12.31,0,11.3725,0,14.3647,6.525,-8.63583,1,7,0,0,3,0,0,0,3.584
11,0.360,12.3593,13.428,255,0,0,1523,0,1.5,44.6,12.37,0,11.3725,0,14.3647,6.525,-8.63583,1,7,0,0,3,0,0,0,3.584
12,0.390,12.3593,13.428,255,0,0,1519.5,0,1.5,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63585,1,7,0,0,3,0,0,0,3.584
13,0.420,12.4869,13.428,255,0,0,1522,0,1.5,44.6,12.37,0,11.3725,0,14.3647,6.525,-8.63585,1,7,0,0,3,0,0,0,3.584
14,0.450,12.4869,13.428,255,0,0,1520.25,0,1.5,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.63586,1,7,0,0,3,0,0,0,3.584
15,0.480,12.5275,13.428,255,0,0,1517.75,0,2,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63586,1,7,0,0,3,0,0,0,3.584
16,0.510,12.5275,13.428,255,0,0,1513,0,2.5,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63587,1,7,0,0,3,0,0,0,3.328
17,0.540,12.5275,13.428,255,0,0,1511.5,0,2.5,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.63587,1,7,0,0,3,0,0,0,3.584
18,0.570,12.4869,13.428,255,0,0,1515.75,0,2,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63589,1,7,0,0,3,0,0,0,3.584
19,0.600,12.4444,13.428,255,0,0,1515.25,0,2,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.63589,1,7,0,0,3,0,0,0,3.584
20,0.630,12.3593,13.428,255,0,0,1513.25,0,2.5,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63589,1,7,0,0,3,0,0,0,3.584
21,0.660,12.4444,13.428,255,0,0,1510,0,2.5,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.6359,1,7,0,0,3,0,0,0,3.584
22,0.690,12.4018,13.428,255,0,0,1517.75,0,2,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.6359,1,7,0,0,3,0,0,0,3.328
23,0.720,12.3187,13.428,255,0,0,1523.25,0,1.5,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.63592,1,7,0,0,3,0,0,0,3.328
24,0.750,12.3593,13.428,255,0,0,1506,0,3,44.6,12.26,0,10.9804,0,14.3647,6.525,-8.63592,1,7,0,0,3,0,0,0,3.328
25,0.780,12.5275,13.434,255,0,0,1491.5,0,4.5,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63593,1,7,0,0,3,0,0,0,3.328
26,0.810,12.4444,13.434,255,0,0,1499.5,0,3.5,44.6,12.42,0,10.9804,0,14.3647,6.525,-8.63593,1,7,0,0,3,0,0,0,3.328
27,0.840,12.5701,13.434,255,0,0,1496.25,0,4,44.6,12.21,0,10.9804,0,14.3647,6.525,-8.63594,1,7,0,0,3,0,0,0,3.584
28,0.870,12.4018,13.434,255,0,0,1491.75,0,4,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63594,1,7,0,0,3,0,0,0,3.328
29,0.900,12.4869,13.434,255,0,0,1504.75,0,3,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63595,1,7,0,0,3,0,0,0,3.584
30,0.930,12.3593,13.434,255,0,0,1517.25,0,2,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63595,1,7,0,0,3,0,0,0,3.584
31,0.960,12.6552,13.434,255,0,0,1523.5,0,1.5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63597,1,7,0,0,3,0,0,0,3.328
32,0.990,12.6552,13.434,255,0,0,1516.75,0,2,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63597,1,7,0,0,3,0,0,0,3.328
33,1.020,12.9917,13.434,255,0,0,1516,0,2.5,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63598,1,7,0,0,3,0,0,0,3.328
34,1.050,13.1174,13.434,255,0,0,1520,0,2,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63598,1,7,0,0,3,0,0,0,3.328
35,1.080,13.7073,13.434,255,0,0,1503.5,0,3.5,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63599,1,7,0,0,3,0,0,0,3.328
36,1.110,13.3708,13.434,255,0,0,1486.5,0,5,44.6,12.21,0,10.9804,0,14.3647,6.525,-8.63599,1,7,0,0,3,0,0,0,3.328
37,1.140,13.6241,13.434,255,0,0,1486.25,0,4.5,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63599,1,7,0,0,3,0,0,0,3.328
38,1.170,13.2876,13.44,255,0,0,1498.25,0,3.5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.636,1,7,0,0,3,0,0,0,3.328
39,1.200,13.4133,13.44,255,0,0,1500.5,0,3.5,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.636,1,7,0,0,3,0,0,0,3.328
40,1.230,12.6977,13.44,255,0,0,1485,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63601,1,7,0,0,3,0,0,0,3.328
41,1.260,13.2025,13.44,255,0,0,1477,0,5.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63601,1,7,0,0,3,0,0,0,3.328
42,1.290,12.9917,13.44,255,0,0,1483.75,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63603,1,7,0,0,3,0,0,0,3.328
43,1.320,13.2025,13.44,255,0,0,1501.75,0,3,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63603,1,7,0,0,3,0,0,0,3.328
44,1.350,12.9492,13.44,255,0,0,1494.75,0,3.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63604,1,7,0,0,3,0,0,0,3.328
45,1.380,13.0343,13.44,255,0,0,1493.75,0,4,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63604,1,7,0,0,3,0,0,0,3.328
46,1.410,12.866,13.44,255,0,0,1497,0,3.5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63605,1,7,0,0,3,0,0,0,3.328
47,1.440,12.9917,13.44,255,0,0,1497.5,0,3.5,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63605,1,7,0,0,3,0,0,0,3.328
48,1.470,13.0343,13.44,255,0,0,1492.5,0,4,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63606,1,7,0,0,3,0,0,0,3.328
49,1.500,13.16,13.44,255,0,0,1501,0,3,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63606,1,7,0,0,3,0,0,0,3.328
50,1.530,13.1174,13.44,255,0,0,1505.75,0,3,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63607,1,7,0,0,3,0,0,0,3.328
51,1.560,13.2025,13.44,255,0,0,1497,0,3.5,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63607,1,7,0,0,3,0,0,0,3.328
52,1.590,13.2451,13.44,255,0,0,1503.5,0,3,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63609,1,7,0,0,3,0,0,0,3.328
53,1.620,13.2451,13.44,255,0,0,1491.75,0,4,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63609,1,7,0,0,3,0,0,0,3.328
54,1.650,12.9917,13.446,255,0,0,1496.25,0,3.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63609,1,7,0,0,3,0,0,0,3.328
55,1.680,13.0768,13.446,255,0,0,1502.75,0,3,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.6361,1,7,0,0,3,0,0,0,3.328
56,1.710,13.16,13.446,255,0,0,1488.75,0,4,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.6361,1,7,0,0,3,0,0,0,3.328
57,1.740,12.9917,13.446,255,0,0,1491,0,4,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63611,1,7,0,0,3,0,0,0,3.328
58,1.770,13.16,13.446,255,0,0,1505.75,0,3,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63611,1,7,0,0,3,0,0,0,3.328
59,1.800,13.2451,13.446,255,0,0,1506.75,0,3,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63612,1,7,0,0,3,0,0,0,3.328
60,1.830,13.2451,13.446,255,0,0,1479.25,0,5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63612,1,7,0,0,3,0,0,0,3.328
61,1.860,13.2451,13.446,255,0,0,1465.75,0,6,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63613,1,7,0,0,3,0,0,0,3.328
62,1.890,13.0768,13.446,255,0,0,1480.25,0,5,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63613,1,7,0,0,3,0,0,0,3.328
63,1.920,13.16,13.446,255,0,0,1489,0,4,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63614,1,7,0,0,3,0,0,0,3.328
64,1.950,13.1174,13.446,255,0,0,1484,0,4.5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63614,1,7,0,0,3,0,0,0,3.328
65,1.980,13.2025,13.446,255,0,0,1478.5,0,5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63616,1,7,0,0,3,0,0,0,3.328
66,2.010,13.2025,13.446,255,0,0,1485.75,0,4,44.6,12.15,0,10.9804,0,14.3647,6.525,-8.63616,1,7,0,0,3,0,0,0,3.328
67,2.040,12.9492,13.446,255,0,0,1490.5,0,4,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63617,1,7,0,0,3,0,0,0,3.328
68,2.070,13.0343,13.446,255,0,0,1486,0,4.5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63617,1,7,0,0,3,0,0,0,3.328
69,2.100,12.9492,13.446,255,0,0,1470.25,0,5.5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63617,1,7,0,0,3,0,0,0,3.328
70,2.130,12.866,13.446,255,0,0,1475,0,5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63618,1,7,0,0,3,0,0,0,3.328
71,2.160,12.866,13.446,255,0,0,1478.5,0,4.5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63618,1,7,0,0,3,0,0,0,3.328
72,2.190,12.7384,13.452,255,0,0,1472.25,0,5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63619,1,7,0,0,3,0,0,0,3.328
73,2.220,12.866,13.452,255,0,0,1482.25,0,4,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63619,1,7,0,0,3,0,0,0,3.328
74,2.250,12.9085,13.452,255,0,0,1492.25,0,3.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.6362,1,7,0,0,3,0,0,0,3.328
75,2.280,13.0343,13.452,255,0,0,1498.25,0,3,44.6,11.88,0,10.9804,0,14.3647,6.525,-8.6362,1,7,0,0,3,0,0,0,3.328
76,2.310,12.9492,13.452,255,0,0,1491.75,0,3.5,44.6,11.88,0,10.9804,0,14.3647,6.525,-8.63622,1,7,0,0,3,0,0,0,3.328
77,2.340,13.0343,13.452,255,0,0,1494.5,0,3.5,44.6,11.83,0,10.9804,0,14.3647,6.525,-8.63622,1,7,0,0,3,0,0,0,3.328
78,2.370,12.9492,13.452,255,0,0,1502.75,0,2.5,44.6,12.04,0,10.9804,0,14.3647,6.525,-8.63623,1,7,0,0,3,0,0,0,3.328
79,2.400,12.5701,13.452,255,0,0,1499,0,3,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63623,1,7,0,0,3,0,0,0,3.328
80,2.430,12.866,13.452,255,0,0,1492.25,0,3.5,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63624,1,7,0,0,3,0,0,0,3.328
81,2.460,12.3187,13.452,255,0,0,1492.25,0,3.5,44.6,11.88,0,10.9804,0,14.3647,6.525,-8.63624,1,7,0,0,3,0,0,0,3.328
82,2.490,12.9085,13.452,255,0,0,1492,0,4,44.6,11.99,0,10.9804,0,14.3647,6.525,-8.63625,1,7,0,0,3,0,0,0,3.328
83,2.520,12.4444,13.452,255,0,0,1489.25,0,4,44.6,12.31,0,10.9804,0,14.3647,6.525,-8.63625,1,7,0,0,3,0,0,0,3.328
84,2.550,12.9492,13.452,255,0,0,1478.5,0,5,44.6,12.21,0,10.9804,0,14.3647,6.525,-8.63626,1,7,0,0,3,0,0,0,3.328
85,2.580,12.6126,13.452,255,0,0,1480.25,0,4.5,44.6,12.1,0,10.9804,0,14.3647,6.525,-8.63626,1,7,0,0,3,0,0,0,3.328
86,2.610,12.866,13.452,255,0,0,1491,0,4,44.6,11.88,0,10.9804,0,14.3647,6.525,-8.63626,1,7,0,0,3,0,0,0,3.328
87,2.640,12.4869,13.452,255,0,0,1481.25,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63626,1,7,0,0,3,0,0,0,3.328
88,2.670,12.866,13.452,255,0,0,1481,0,4.5,44.6,11.88,0,10.9804,0,14.3647,6.525,-8.63626,1,7,0,0,3,0,0,0,3.328
89,2.700,12.6126,13.458,255,0,0,1486.25,0,4,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63627,1,7,0,0,3,0,0,0,3.328
90,2.730,12.7384,13.458,255,0,0,1483.25,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63627,1,7,0,0,3,0,0,0,3.328
91,2.760,12.7384,13.458,255,0,0,1479.25,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63628,1,7,0,0,3,0,0,0,3.328
92,2.790,12.9492,13.458,255,0,0,1484.25,0,4.5,44.6,11.94,0,10.9804,0,14.3647,6.525,-8.63628,1,7,0,0,3,0,0,0,3.328
93,2.820,12.9492,13.458,255,0,0,1490.5,0,4,44.6,11.77,0,10.9804,0,14.3647,6.525,-8.63629,1,7,0,0,3,0,0,0,3.328
94,2.850,12.9085,13.458,255,0,0,1498.25,0,3,44.6,11.72,0,10.5882,0,14.3647,6.525,-8.63629,1,7,0,0,3,0,0,0,3.328
95,2.880,13.0343,13.458,255,0,0,1487.25,0,4,44.6,11.77,0,10.5882,0,14.3647,6.525,-8.6363,1,7,0,0,3,0,0,0,3.328
96,2.910,12.9492,13.458,255,0,0,1484.25,0,4.5,44.6,11.94,0,10.5882,0,14.3647,6.525,-8.6363,1,7,0,0,3,0,0,0,3.328
97,2.940,12.866,13.458,255,0,0,1490.25,0,4,44.6,11.83,0,10.5882,0,14.3647,6.525,-8.63631,1,7,0,0,3,0,0,0,3.328
98,2.970,12.9492,13.458,255,0,0,1494.5,0,3.5,44.6,11.88,0,10.5882,0,14.3647,6.525,-8.63631,1,7,0,0,3,0,0,0,3.328
99,3.000,12.9492,13.458,255,0,0,1495.5,0,3.5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63632,1,7,0,0,3,0,0,0,3.328
100,3.030,13.0768,13.458,255,0,0,1500.5,0,3.5,44.6,12.04,0,10.5882,0,14.3647,6.38,-8.63632,1,7,0,0,3,0,0,0,3.328
101,3.060,13.1174,13.458,255,0,0,1507.25,0,2.5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63632,1,7,0,0,3,0,0,0,3.328
102,3.090,12.9917,13.458,255,0,0,1501,0,3.5,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.63633,1,7,0,0,3,0,0,0,3.328
103,3.120,12.9492,13.458,255,0,0,1486.75,0,4.5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63633,1,7,0,0,3,0,0,0,3.328
104,3.150,12.7384,13.458,255,0,0,1487.75,0,4.5,44.6,12.04,0,10.5882,0,14.3647,6.38,-8.63634,1,7,0,0,3,0,0,0,3.328
105,3.180,13.3708,13.458,255,0,0,1503.75,0,3,44.6,12.1,0,10.5882,0,14.3647,6.38,-8.63634,1,7,0,0,3,0,0,0,3.328
106,3.210,13.2876,13.464,255,0,0,1485.25,0,4.5,44.6,11.94,0,10.5882,0,14.3647,6.38,-8.63635,1,7,0,0,3,0,0,0,3.328
107,3.240,13.3708,13.464,255,0,0,1477.25,0,5.5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63635,1,7,0,0,3,0,0,0,3.328
108,3.270,14.1289,13.464,255,0,0,1478,0,5.5,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.63636,1,7,0,0,3,0,0,0,3.328
109,3.300,14.2972,13.464,255,0,0,1482,0,5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63636,1,7,0,0,3,0,0,0,3.328
110,3.330,13.539,13.464,255,0,0,1492,0,4,44.6,11.99,0,10.5882,0,14.3647,6.38,-8.63637,1,7,0,0,3,0,0,0,3.328
111,3.360,13.2876,13.464,255,0,0,1490.5,0,4.5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63637,1,7,0,0,3,0,0,0,3.328
112,3.390,13.3708,13.464,255,0,0,1489.25,0,4.5,44.6,11.94,0,10.5882,0,14.3647,6.38,-8.63638,1,7,0,0,3,0,0,0,3.328
113,3.420,13.4133,13.464,255,0,0,1491.75,0,4,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63638,1,7,0,0,3,0,0,0,3.328
114,3.450,13.2876,13.464,255,0,0,1492.5,0,4,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63639,1,7,0,0,3,0,0,0,3.328
115,3.480,13.2451,13.464,255,0,0,1484.25,0,5,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63639,1,7,0,0,3,0,0,0,3.328
116,3.510,13.2451,13.464,255,0,0,1493.75,0,4,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.6364,1,7,0,0,3,0,0,0,3.328
117,3.540,13.2876,13.464,255,0,0,1501.75,0,3.5,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.6364,1,7,0,0,3,0,0,0,3.328
118,3.570,13.3708,13.464,255,0,0,1485.25,0,5,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63641,1,7,0,0,3,0,0,0,3.328
119,3.600,13.2451,13.464,255,0,0,1478.25,0,5.5,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.63641,1,7,0,0,3,0,0,0,3.328
120,3.630,13.3282,13.464,255,0,0,1487.5,0,5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63641,1,7,0,0,3,0,0,0,3.328
121,3.660,13.0343,13.464,255,0,0,1495.75,0,4,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63642,1,7,0,0,3,0,0,0,3.328
122,3.690,13.3708,13.464,255,0,0,1484,0,5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63642,1,7,0,0,3,0,0,0,3.328
123,3.720,13.3282,13.4701,255,0,0,1474,0,6,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.63643,1,7,0,0,3,0,0,0,3.328
124,3.750,12.6552,13.4701,255,0,0,1470,0,6,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63643,1,7,0,0,3,0,0,0,3.328
125,3.780,13.2451,13.4701,255,0,0,1475.5,0,5.5,44.6,11.94,0,10.5882,0,14.3647,6.38,-8.63643,1,7,0,0,3,0,0,0,3.328
126,3.810,12.7384,13.4701,255,0,0,1486.5,0,5,44.6,11.99,0,10.5882,0,14.3647,6.38,-8.63643,1,7,0,0,3,0,0,0,3.328
127,3.840,13.4133,13.4701,255,0,0,1482.5,0,5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63644,1,7,0,0,3,0,0,0,3.328
128,3.870,12.9917,13.4701,255,0,0,1494.25,0,4,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63644,1,7,0,0,3,0,0,0,3.328
129,3.900,13.4133,13.4701,255,0,0,1501.75,0,3.5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.63645,1,7,0,0,3,0,0,0,3.328
130,3.930,13.2025,13.4701,255,0,0,1485.75,0,5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63645,1,7,0,0,3,0,0,0,3.328
131,3.960,13.4559,13.4701,255,0,0,1479.25,0,5.5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63646,1,7,0,0,3,0,0,0,3.328
132,3.990,13.16,13.4701,255,0,0,1488.25,0,5,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63646,1,7,0,0,3,0,0,0,3.328
133,4.020,13.3282,13.4701,255,0,0,1491.25,0,4.5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63646,1,7,0,0,3,0,0,0,3.328
134,4.050,13.16,13.4701,255,0,0,1483.5,0,5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63647,1,7,0,0,3,0,0,0,3.328
135,4.080,13.3708,13.4701,255,0,0,1480.25,0,5.5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63647,1,7,0,0,3,0,0,0,3.328
136,4.110,13.3282,13.4701,255,0,0,1480.5,0,5.5,44.6,11.77,0,10.5882,0,14.3647,6.38,-8.63648,1,7,0,0,3,0,0,0,3.328
137,4.140,13.4559,13.4701,255,0,0,1476.25,0,6,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63648,1,7,0,0,3,0,0,0,3.328
138,4.170,13.4133,13.4701,255,0,0,1474.5,0,6,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63649,1,7,0,0,3,0,0,0,3.328
139,4.200,13.3708,13.4701,255,0,0,1472.25,0,6,44.6,11.61,0,10.5882,0,14.3647,6.38,-8.63649,1,7,0,0,3,0,0,0,3.328
140,4.230,13.3282,13.4701,255,0,0,1481,0,5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.6365,1,7,0,0,3,0,0,0,3.328
141,4.260,13.3282,13.4701,255,0,0,1485.75,0,5,44.6,11.88,0,10.5882,0,14.3647,6.38,-8.6365,1,7,0,0,3,0,0,0,3.328
142,4.290,13.2451,13.4701,255,0,0,1480,0,5.5,44.6,11.83,0,10.5882,0,14.3647,6.38,-8.63651,1,7,0,0,3,0,0,0,3.328
143,4.320,13.3282,13.4701,255,0,0,1487,0,5,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63651,1,7,0,0,3,0,0,0,3.328
144,4.350,13.4133,13.4761,255,0,0,1489.5,0,5,44.6,11.61,0,10.5882,0,14.3647,6.38,-8.63652,1,7,0,0,3,0,0,0,3.328
145,4.380,13.4133,13.4761,255,0,0,1485.75,0,5,44.6,11.61,0,10.5882,0,14.3647,6.38,-8.63652,1,7,0,0,3,0,0,0,3.328
146,4.410,13.4559,13.4761,255,0,0,1488.75,0,5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63653,1,7,0,0,3,0,0,0,3.328
147,4.440,13.3708,13.4761,255,0,0,1495.75,0,4.5,44.6,11.5,0,10.5882,0,14.3647,6.38,-8.63653,1,7,0,0,3,0,0,0,3.328
148,4.470,13.4133,13.4761,255,0,0,1493,0,4,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63653,1,7,0,0,3,0,0,0,3.328
149,4.500,13.3708,13.4761,255,0,0,1494,0,4.5,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63653,1,7,0,0,3,0,0,0,3.328
150,4.530,13.2451,13.4761,255,0,0,1483.5,0,5.5,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63654,1,7,0,0,3,0,0,0,3.328
151,4.560,13.0343,13.4761,255,0,0,1490.25,0,5,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63654,1,7,0,0,3,0,0,0,3.328
152,4.590,13.3282,13.4761,255,0,0,1501.25,0,4,44.6,11.72,0,10.5882,0,14.3647,6.38,-8.63654,1,7,0,0,3,0,0,0,3.328
153,4.620,13.2876,13.4761,255,0,0,1499.75,0,4.5,44.6,11.61,0,10.5882,0,14.3647,6.38,-8.63655,1,7,0,0,3,0,0,0,3.328
154,4.650,13.3282,13.4761,255,0,0,1484,0,5.5,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63655,1,7,0,0,3,0,0,0,3.328
155,4.680,13.3708,13.4761,255,0,0,1475.25,0,6.5,44.6,11.67,0,10.5882,0,14.3647,6.38,-8.63656,1,7,0,0,3,0,0,0,3.328
156,4.710,13.2451,13.4761,255,0,0,1481.75,0,6,44.6,11.61,0,10.5882,0,14.3647,6.38,-8.63656,1,7,0,0,3,0,0,0,3.328
157,4.740,13.2451,13.4761,255,0,0,1492.5,0,5,44.6,11.45,0,10.5882,0,14.3647,6.38,-8.63656,1,7,0,0,3,0,0,0,3.328
158,4.770,13.2876,13.4761,255,0,0,1488.25,0,5.5,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63656,1,7,0,0,3,0,0,0,3.328
159,4.800,13.2451,13.4761,255,0,0,1490.25,0,5,44.6,11.45,0,10.5882,0,14.3647,6.38,-8.63657,1,7,0,0,3,0,0,0,3.328
160,4.830,13.2025,13.4761,255,0,0,1498,0,4.5,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63657,1,7,0,0,3,0,0,0,3.328
161,4.860,13.4133,13.4821,255,0,0,1508.75,0,4,44.6,11.56,0,10.5882,0,14.3647,6.38,-8.63658,1,7,0,0,3,0,0,0,3.328
162,4.890,13.2876,13.4821,255,0,0,1498.75,0,4.5,44.6,11.5,0,10.5882,0,14.3647,6.38,-8.63658,1,7,0,0,3,0,0,0,3.328
163,4.920,13.4133,13.4821,255,0,0,1490,0,5.5,44.6,11.5,0,10.5882,0,14.3647,6.38,-8.63658,1,7,0,0,3,0,0,0,3.328
164,4.950,13.2876,13.4821,255,0,0,1494.25,0,5,44.6,11.39,0,10.5882,0,14.3647,6.38,-8.63658,1,7,0,0,3,0,0,0,3.328
165,4.980,13.0343,13.4821,255,0,0,1492.5,0,5.5,44.6,11.5,0,10.5882,0,14.3647,6.38,-8.63658,1,7,0,0,3,0,0,0,3.328
166,5.010,12.9917,13.4821,255,0,0,1484.25,0,6,44.6,11.5,0,10.5882,0,14.3647,6.38,-8.63659,1,7,0,0,3,0,0,0,3.328
