sample,time,wbo2,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW
8640,259.230,14.6782,14.6928,32,0,0,2186,54.6807,30.5,44.6,14.8,11.7647,12.9412,86.8451,14.3647,5.945,-6.33184,1,8,0,0,20,72.549,0,0,3.072
8641,259.260,15.0978,14.8085,32,0,0,2177.75,54.6807,30.5,44.6,15.23,11.3725,13.3333,78.8797,14.3647,5.945,-6.49777,1,8,0,0,20,72.549,0,0,3.072
8642,259.290,14.9721,14.8085,32,.78125,0,2173.25,54.6807,30.5,44.6,15.64,9.80392,12.549,56.1214,14.3647,5.945,-6.49777,1,8,0,0,20,72.549,0,0,3.072
8643,259.320,15.3937,14.8085,32,.78125,0,2173.5,54.6807,30.5,44.6,15.07,9.80392,11.3725,56.1124,14.3647,5.945,-6.49777,1,8,0,0,20,72.549,0,0,3.072
8644,259.350,15.2255,14.7721,32,.78125,0,2176,54.6807,30.5,44.6,13.48,9.80392,10.9804,56.044,14.3647,5.8,-7.4092,1,8,0,0,20,72.549,0,0,2.816
8645,259.380,14.9721,14.7721,32,.78125,0,2185.75,54.6807,30.5,44.6,12.57,10.1961,10.5882,62.1524,14.3647,5.655,-7.4092,1,8,0,0,20,72.549,0,0,2.816
8646,259.410,15.0147,14.9333,32,.78125,0,2154.5,54.6807,30.5,44.6,11.99,11.7647,11.3725,82.8934,14.3647,5.51,-6.99127,1,8,0,0,20,72.549,0,0,2.816
8647,259.440,14.8039,14.9333,32,.78125,0,2157.75,54.6807,30.5,44.6,12.44,12.549,12.549,95.3715,14.3647,5.51,-6.99127,1,8,0,0,20,72.549,0,0,2.816
8648,259.470,14.6782,14.9259,32,.78125,0,2169.5,54.6807,30.5,44.6,14.5,12.549,13.7255,99.3297,14.3647,5.51,-5.83796,1,8,0,0,20,72.549,0,0,2.816
8649,259.500,14.8464,14.9259,32,.78125,0,2176,54.6807,30.5,44.6,15.85,13.3333,14.1176,107.466,14.3647,5.655,-5.83796,1,8,0,0,20,72.549,0,0,2.816
8650,259.530,14.8464,13.8863,32,.78125,0,2165.5,54.6807,30.5,44.6,17.2,13.3333,14.902,107.516,14.3647,5.8,-5.01641,1,8,0,0,20,72.549,0,0,2.816
8651,259.560,14.6356,13.8863,32,.78125,0,2164.5,54.6807,30.5,44.6,18.25,12.549,14.902,99.3726,14.3647,6.09,-5.01641,1,8,0,0,20,72.549,0,0,3.072
8652,259.590,14.7188,13.6719,32,.78125,0,2180.25,54.6807,30.5,44.6,19.16,12.1569,14.902,91.0242,14.3647,6.38,-5.84581,1,8,0,0,20,72.549,0,0,3.072
8653,259.620,14.4673,13.6719,32,.78125,0,2192.75,54.6807,30.5,44.6,19.08,11.7647,14.1176,86.9473,14.3647,6.38,-5.84581,1,8,0,0,20,72.549,0,0,3.072
8654,259.650,14.2565,14.336,32,1.5625,0,2173.25,54.6807,30.5,44.6,17.92,11.7647,13.3333,82.9275,14.3647,6.38,-6.33873,1,8,0,0,20,72.549,0,0,3.328
8655,259.680,15.3512,14.336,32,2.34375,0,2161,54.6807,30.5,44.6,16.55,11.7647,12.9412,83.1292,14.3647,6.38,-6.33873,1,8,0,0,20,72.549,0,0,3.328
8656,259.710,15.7728,14.4461,32,3.125,0,2174.5,54.6807,30.5,44.6,15.92,12.1569,12.9412,91.0943,14.3647,6.235,-6.17336,1,8,0,0,20,72.549,0,0,3.328
8657,259.740,15.7728,14.4461,32,3.90625,0,2181.5,54.6807,30.5,44.6,15.71,12.549,13.3333,99.2211,14.3647,6.235,-6.17336,1,8,0,0,20,72.549,0,0,3.328
8658,259.770,15.9836,14.5297,32,4.6875,0,2156.25,54.6807,30.5,44.6,16.27,12.549,14.1176,99.3113,14.3647,6.09,-5.68073,1,8,0,0,20,72.549,0,0,3.328
8659,259.800,15.8985,14.5297,32,4.6875,0,2160.75,54.6807,30.5,44.6,17.03,12.9412,14.1176,103.467,14.3647,6.235,-5.68073,1,8,0,0,20,72.549,0,0,3.328
8660,259.830,15.3512,14.5297,32,4.6875,0,2169,54.6807,30.5,44.6,17.5,13.3333,14.5098,107.494,14.3647,6.235,-5.68073,1,8,0,0,20,72.549,0,0,3.328
8661,259.860,15.562,14.4599,32,4.6875,0,2164.75,54.6807,30.5,44.6,18.33,12.549,14.902,99.3628,14.3647,6.38,-5.01155,1,8,0,0,20,72.549,0,0,3.328
8662,259.890,15.1829,14.4599,32,3.90625,0,2160.5,54.6807,30.5,44.6,19,12.1569,14.1176,91.2661,14.3647,6.525,-5.01155,1,8,0,0,20,72.549,0,0,3.328
8663,259.920,14.8464,14.3497,32,3.90625,0,2160.5,54.6807,30.5,44.6,17.83,11.7647,13.3333,83.1304,14.3647,6.525,-6.17165,1,8,0,0,20,72.549,0,0,3.328
8664,259.950,14.7613,14.3497,32,3.90625,0,2173.5,54.6807,30.5,44.6,16.41,11.7647,13.3333,87.0101,14.3647,6.38,-6.17165,1,8,0,0,20,72.549,0,0,3.328
8665,259.980,14.7613,14.4253,32,3.90625,0,2166.25,54.6807,30.5,44.6,15.78,11.7647,13.3333,87.2063,14.3647,6.38,-6.17346,1,8,0,0,20,72.549,0,0,3.328
8666,260.010,14.2972,14.4253,32,3.90625,0,2168.5,54.6807,30.5,44.6,15.71,11.7647,13.3333,82.9969,14.3647,6.235,-6.17346,1,8,0,0,20,72.549,0,0,3.328
8667,260.040,15.0147,14.5297,31,3.90625,0,2173.5,54.6807,30.5,44.6,15.71,10.9804,12.9412,74.7337,14.3647,6.235,-6.49282,1,8,0,0,20,72.549,0,0,3.328
8668,260.070,15.0147,14.5297,31,3.90625,0,2165.75,54.6807,30.5,44.6,15.4,11.3725,12.549,78.9631,14.3647,6.09,-6.49282,1,8,0,0,20,72.549,0,0,3.072
8669,260.100,14.8039,14.6286,31,3.125,0,2172.75,54.6807,30.5,44.6,15.12,12.549,12.549,95.1977,14.3647,6.09,-6.16449,1,8,0,0,20,72.549,0,0,3.072
8670,260.130,14.5505,14.6286,31,2.34375,0,2161.5,54.6807,30.5,44.6,15.18,13.3333,13.7255,107.454,14.3647,5.945,-6.16449,1,8,0,0,20,72.549,0,0,3.072
8671,260.160,14.1714,14.6928,31,2.34375,0,2152,54.6807,30.5,44.6,16.62,10.9804,14.1176,71.1102,14.3647,6.09,-6.49501,1,8,0,0,20,72.549,0,0,3.072
8672,260.190,14.0032,14.6928,31,1.5625,0,2164.75,54.6807,30.5,44.6,17.25,10.1961,12.1569,58.6072,14.3647,6.09,-6.49501,1,8,0,0,20,72.549,0,0,3.072
8673,260.220,14.3823,14.6215,31,1.5625,0,2174.25,54.6807,30.5,44.6,15.48,11.3725,11.3725,78.8042,14.3647,6.09,-6.50224,1,8,0,0,20,72.549,0,0,3.072
8674,260.250,14.2972,14.6215,31,1.5625,0,2164,54.6807,30.5,44.6,14.26,13.3333,12.549,107.508,14.3647,5.945,-6.50224,1,8,0,0,20,72.549,0,0,2.816
8675,260.280,14.2565,14.7576,31,1.5625,0,2157.5,54.6807,30.5,44.6,14.5,11.7647,14.1176,83.1722,14.3647,5.8,-6.50224,1,8,0,0,20,72.549,0,0,3.072
8676,260.310,14.4673,14.7576,31,1.5625,0,2177.5,54.6807,30.5,44.6,16.41,10.9804,13.3333,70.5461,14.3647,6.09,-6.32751,1,8,0,0,20,72.549,0,0,3.072
8677,260.340,14.2565,14.7576,31,1.5625,0,2185,54.6807,30.5,44.6,15.74,10.1961,12.549,62.495,14.3647,6.09,-6.32751,1,8,0,0,20,72.549,0,0,3.072
8678,260.370,13.9606,14.6928,31,1.5625,0,2171.25,54.6807,30.5,44.6,14.65,9.41177,11.3725,53.3698,14.3647,5.945,-7.33372,1,8,0,0,20,72.549,0,0,3.072
8679,260.400,14.4673,14.6928,31,1.5625,0,2167.75,54.6807,30.5,44.6,12.93,9.01961,10.5882,52.0586,14.3647,5.8,-7.33372,1,8,0,0,20,72.549,0,0,2.816
8680,260.430,14.5505,15.6555,31,1.5625,0,2171,54.6807,30.5,44.6,11.94,9.01961,10.5882,51.976,14.3647,5.655,-7.56416,1,8,0,0,20,72.549,0,0,2.816
8681,260.460,14.508,15.6555,31,1.5625,0,2169.25,54.6807,30.5,44.6,11.5,9.01961,10.5882,52.0195,14.3647,5.365,-7.56416,1,8,0,0,20,72.549,0,0,2.56
8682,260.490,14.6356,14.9556,31,1.5625,0,2159.75,54.6807,30.5,44.6,11.34,8.62745,10.5882,50.5934,14.3647,5.365,-7.62081,1,8,0,0,20,72.549,0,0,2.816
8683,260.520,14.4673,14.9556,31,1.5625,0,2158.75,54.6807,30.5,44.6,11.23,9.01961,10.1961,52.2824,14.3647,5.22,-7.62081,1,8,0,0,20,72.549,0,0,2.56
8684,260.550,14.3397,14.963,31,1.5625,0,2161.75,54.6807,30.5,44.6,11.23,9.41177,10.1961,53.6139,14.3647,5.22,-7.57695,1,8,0,0,20,72.549,0,0,2.56
8685,260.580,14.9296,14.963,31,.78125,0,2159.75,54.6807,30.5,44.6,11.18,9.41177,10.5882,53.6656,14.3647,5.075,-7.57695,1,8,0,0,20,72.549,0,0,2.56
8686,260.610,14.8039,14.9333,31,.78125,0,2161.75,54.6807,30.5,44.6,11.29,10.1961,10.5882,58.6798,14.3647,5.075,-7.40835,1,8,0,0,20,72.549,0,0,2.56
8687,260.640,14.6356,14.9333,31,.78125,0,2163.5,54.6807,30.5,44.6,11.23,10.5882,10.5882,66.7775,14.3647,4.93,-7.40835,1,8,0,0,20,72.549,0,0,2.56
8688,260.670,14.7188,14.8964,31,.78125,0,2172.25,54.6807,30.5,44.6,11.88,10.9804,11.3725,70.6517,14.3647,4.93,-6.82199,1,8,0,0,20,72.549,0,0,2.56
8689,260.700,14.3823,14.8964,31,0,0,2171.25,54.6807,30.5,44.6,12.38,10.9804,11.7647,70.8997,14.3647,5.075,-6.82199,1,8,0,0,20,72.549,0,0,2.56
8690,260.730,14.0457,14.6928,31,0,0,2170,54.6807,30.5,44.6,13.16,10.9804,11.7647,70.7035,14.3647,5.075,-6.82735,1,8,0,0,20,72.549,0,0,2.56
8691,260.760,14.4248,14.6928,31,0,0,2168,54.6807,30.5,44.6,13.56,11.3725,12.1569,78.9066,14.3647,5.22,-6.82735,1,8,0,0,20,72.549,0,0,2.56
8692,260.790,14.5931,14.6928,31,.78125,0,2169.75,54.6807,30.5,44.6,14.03,11.7647,12.549,82.9612,14.3647,5.22,-6.82735,1,8,0,0,20,72.549,0,0,2.56
8693,260.820,14.7613,14.6928,31,.78125,0,2179,54.6807,30.5,44.6,14.68,11.3725,12.9412,78.7052,14.3647,5.365,-6.33681,1,8,0,0,20,72.549,0,0,2.56
8694,260.850,14.887,14.6928,31,.78125,0,2178,54.6807,30.5,44.6,15.23,10.9804,12.9412,70.3845,14.3647,5.51,-6.33681,1,8,0,0,20,72.549,0,0,2.816
8695,260.880,14.3823,14.5578,31,1.5625,0,2176.5,54.6807,30.5,44.6,15.07,10.1961,12.1569,62.3583,14.3647,5.51,-6.83482,1,8,0,0,20,72.549,0,0,2.816
8696,260.910,14.9296,14.5578,31,2.34375,0,2166.25,54.6807,30.5,44.6,14.31,10.5882,11.3725,66.7058,14.3647,5.51,-6.83482,1,8,0,0,20,72.549,0,0,2.816
8697,260.940,15.2255,14.5438,31,3.125,0,2159.25,54.6807,30.5,44.6,13.16,10.9804,11.3725,70.9375,14.3647,5.51,-6.99293,1,8,0,0,20,72.549,0,0,2.816
8698,260.970,15.5194,14.5438,31,3.90625,0,2161.75,54.6807,30.5,44.6,12.85,10.9804,11.3725,70.8792,14.3647,5.365,-6.99293,1,8,0,0,20,72.549,0,0,2.816
8699,261.000,15.7728,14.6215,31,4.6875,0,2178,54.6807,30.5,44.6,13.01,10.9804,11.7647,70.7912,14.3647,5.365,-6.83199,1,8,0,0,20,72.549,0,0,2.816
8700,261.030,15.8153,14.6215,31,4.6875,0,2180.25,54.6807,30.5,44.6,13.16,10.9804,12.1569,74.5732,14.3647,5.365,-6.83199,1,8,0,0,20,72.549,0,0,2.816
8701,261.060,15.6471,14.6928,31,5.46875,0,2175.75,54.6807,30.5,44.6,13.95,10.9804,12.549,74.8069,14.3647,5.365,-6.66361,1,8,0,0,20,72.549,0,0,2.816
8702,261.090,15.9836,14.6928,31,5.46875,0,2171.25,54.6807,30.5,44.6,14.57,10.9804,12.549,74.7562,14.3647,5.51,-6.66361,1,8,0,0,20,72.549,0,0,2.816
8703,261.120,15.7303,14.5649,31,5.46875,0,2174.75,54.6807,30.5,44.6,14.75,11.3725,12.549,78.7759,14.3647,5.51,-6.49623,1,8,0,0,20,72.549,0,0,2.816
8704,261.150,15.268,14.5649,31,4.6875,0,2171,54.6807,30.5,44.6,14.75,11.7647,12.9412,82.7875,14.3647,5.51,-6.49623,1,8,0,0,20,72.549,0,0,2.816
8705,261.180,15.4363,14.5367,31,4.6875,0,2168,54.6807,30.5,44.6,15.41,11.7647,13.3333,86.8887,14.3647,5.655,-6.18022,1,8,0,0,20,72.549,0,0,2.816
8706,261.210,15.0572,14.5367,31,4.6875,0,2170.25,54.6807,30.5,44.6,16.06,11.3725,13.3333,78.6691,14.3647,5.655,-6.18022,1,8,0,0,20,72.549,0,0,2.816
8707,261.240,14.7188,14.5367,31,4.6875,0,2167,54.6807,30.5,44.6,15.85,10.9804,12.9412,74.8385,14.3647,5.8,-6.18022,1,8,0,0,20,72.549,0,0,3.072
8708,261.270,14.8464,14.4322,31,5.46875,0,2165.75,54.6807,30.5,44.6,15.4,11.7647,12.549,83.0162,14.3647,5.8,-6.66265,1,8,0,0,20,72.549,0,0,3.072
8709,261.300,14.6782,14.4322,31,5.46875,0,2169.5,54.6807,30.5,44.6,15.18,11.7647,12.549,82.9548,14.3647,5.8,-6.66265,1,8,0,0,20,72.549,0,0,3.072
8710,261.330,14.7188,14.4599,31,5.46875,0,2168,54.6807,30.5,44.6,15.12,11.7647,12.9412,82.9759,14.3647,5.8,-6.33788,1,8,0,0,20,72.549,0,0,3.072
8711,261.360,15.0978,14.4599,31,5.46875,0,2181.5,54.6807,30.5,44.6,15.12,11.7647,12.9412,82.9579,14.3647,5.8,-6.33788,1,8,0,0,20,72.549,0,0,3.072
8712,261.390,14.508,14.4738,31,5.46875,0,2178,54.6807,30.5,44.6,15.12,11.7647,12.9412,82.8121,14.3647,5.8,-6.34587,1,8,0,0,20,72.549,0,0,3.072
8713,261.420,14.3397,14.4738,31,6.25,0,2178.5,54.6807,30.5,44.6,15.34,11.7647,12.9412,82.8037,14.3647,5.8,-6.34587,1,8,0,0,20,72.549,0,0,3.072
8714,261.450,14.8464,14.4669,31,5.46875,0,2180,54.6807,30.5,44.6,15.45,11.3725,12.9412,78.6762,14.3647,5.8,-6.50086,1,8,0,0,20,72.549,0,0,3.072
8715,261.480,14.5931,14.4669,31,5.46875,0,2177.75,54.6807,30.5,44.6,15.57,10.9804,12.549,74.6146,14.3647,5.8,-6.50086,1,8,0,0,20,72.549,0,0,3.072
8716,261.510,14.3823,14.453,31,5.46875,0,2165.75,54.6807,30.5,44.6,15.12,10.9804,12.1569,74.6402,14.3647,5.8,-6.66206,1,8,0,0,20,72.549,0,0,3.072
8717,261.540,14.214,14.453,31,4.6875,0,2168.25,54.6807,30.5,44.6,14.8,10.9804,11.7647,74.6166,14.3647,5.655,-6.66206,1,8,0,0,20,72.549,0,0,3.072
8718,261.570,13.9606,14.5438,31,4.6875,0,2167.25,54.6807,30.5,44.6,14.03,10.9804,11.7647,74.825,14.3647,5.655,-6.67213,1,8,0,0,20,72.549,0,0,3.072
8719,261.600,14.1289,14.5438,31,4.6875,0,2168,54.6807,30.5,44.6,13.48,10.9804,11.7647,74.8109,14.3647,5.655,-6.67213,1,8,0,0,20,72.549,0,0,3.072
8720,261.630,14.1289,14.6928,31,4.6875,0,2169.25,54.6807,30.5,44.6,13.71,11.3725,12.1569,78.8683,14.3647,5.51,-6.66537,1,8,0,0,20,72.549,0,0,2.816
8721,261.660,14.1714,14.6928,31,3.90625,0,2167,54.6807,30.5,44.6,14.11,11.3725,12.549,78.9058,14.3647,5.51,-6.66537,1,8,0,0,20,72.549,0,0,2.816
8722,261.690,14.1289,14.6928,31,3.125,0,2184.5,55.302,30.5,44.6,14.8,11.3725,12.549,78.8578,14.3647,5.51,-6.50244,1,8,0,0,20,72.549,0,0,2.816
8723,261.720,14.0457,14.6928,31,3.125,0,2182.25,55.302,30.5,44.6,14.96,11.3725,12.549,78.6274,14.3647,5.655,-6.50244,1,8,0,0,20,72.549,0,0,2.816
8724,261.750,13.5816,14.6928,31,2.34375,0,2182.25,55.302,30.5,44.6,15.02,10.9804,12.549,74.5182,14.3647,5.655,-6.50244,1,8,0,0,20,72.549,0,0,2.816
8725,261.780,13.8349,14.586,31,2.34375,0,2179,55.302,30.5,44.6,15.07,10.9804,12.549,70.4801,14.3647,5.655,-6.67623,1,8,0,0,20,72.549,0,0,2.816
8726,261.810,13.9181,14.586,31,2.34375,0,2173.5,54.6807,30.5,44.6,14.86,10.9804,12.1569,70.6008,14.3647,5.655,-6.67623,1,8,0,0,20,72.549,0,0,2.816
8727,261.840,14.0457,14.586,31,2.34375,0,2178.25,54.6807,30.5,44.6,14.26,10.9804,11.7647,74.594,14.3647,5.655,-6.82435,1,8,0,0,20,72.549,0,0,2.816
8728,261.870,14.2565,14.586,31,2.34375,0,2179.5,55.302,30.5,44.6,14.11,10.9804,11.7647,74.5693,14.3647,5.51,-6.82435,1,8,0,0,20,72.549,0,0,2.816
8729,261.900,14.214,14.6928,31,2.34375,0,2172.25,55.302,30.5,44.6,13.79,10.9804,12.1569,74.4298,14.3647,5.51,-6.51007,1,8,0,0,20,72.549,0,0,2.816
8730,261.930,13.8349,14.6928,31,2.34375,0,2165.75,55.302,30.5,44.6,13.87,10.9804,12.1569,74.8465,14.3647,5.51,-6.51007,1,8,0,0,20,72.549,0,0,2.816
8731,261.960,14.508,14.6928,31,2.34375,0,2166.5,55.302,30.5,44.6,14.03,11.3725,12.1569,78.9078,14.3647,5.51,-6.66792,1,8,0,0,20,72.549,0,0,2.816
8732,261.990,14.508,14.6928,31,2.34375,0,2175.75,55.302,30.5,44.6,14.6,11.3725,12.549,78.7381,14.3647,5.51,-6.66792,1,8,0,0,20,72.549,0,0,2.816
8733,262.020,14.3823,14.6928,31,2.34375,0,2180.75,55.302,30.5,44.6,15.02,11.3725,12.9412,78.6478,14.3647,5.51,-6.51943,1,8,0,0,20,72.549,0,0,2.816
8734,262.050,14.5505,14.6928,31,2.34375,0,2182.75,55.302,30.5,44.6,15.12,11.7647,12.9412,86.9332,14.3647,5.655,-6.51943,1,8,0,0,20,72.549,0,0,2.816
8735,262.080,14.2972,14.6215,31,2.34375,0,2178.75,55.302,30.5,44.6,15.34,11.7647,13.7255,86.8867,14.3647,5.655,-6.17452,1,8,0,0,20,72.549,0,0,2.816
8736,262.110,14.7613,14.6215,31,2.34375,0,2181.5,55.302,30.5,44.6,16.2,12.1569,13.7255,90.9542,14.3647,5.8,-6.17452,1,8,0,0,20,72.549,0,0,2.816
8737,262.140,14.9296,14.4948,31,2.34375,0,2191.25,55.302,30.5,44.6,16.48,12.1569,13.7255,90.8302,14.3647,5.8,-6.02379,1,8,0,0,20,72.549,0,0,3.072
8738,262.170,14.8039,14.4948,31,2.34375,0,2189.75,55.302,30.5,44.6,16.41,11.7647,13.7255,86.7266,14.3647,5.945,-6.02379,1,8,0,0,20,72.549,0,0,3.072
8739,262.200,14.887,14.4948,31,2.34375,0,2169,55.302,30.5,44.6,16.55,12.1569,13.7255,90.9399,14.3647,5.945,-6.02379,1,8,0,0,20,72.549,0,0,3.072
8740,262.230,14.887,14.4461,31,3.125,0,2176.5,55.302,30.5,44.6,16.55,12.1569,13.7255,91.0142,14.3647,5.945,-6.01949,1,8,0,0,20,72.549,0,0,3.072
8741,262.260,14.508,14.4461,31,3.125,0,2185,55.302,30.5,44.6,16.62,11.7647,13.7255,86.6928,14.3647,6.09,-6.01949,1,8,0,0,20,72.549,0,0,3.072
8742,262.290,15.0978,14.4115,31,3.125,0,2173.25,55.302,30.5,44.6,16.34,11.7647,13.7255,82.8708,14.3647,6.09,-6.18553,1,8,0,0,20,72.549,0,0,3.072
8743,262.320,15.268,14.4115,31,3.90625,0,2168.5,55.302,30.5,44.6,16.27,10.9804,12.9412,74.7841,14.3647,6.09,-6.18553,1,8,0,0,20,72.549,0,0,3.072
8744,262.350,15.4363,14.4184,31,3.90625,0,2189.5,55.302,30.5,44.6,15.71,10.9804,12.549,74.6419,14.3647,6.09,-6.83944,1,8,0,0,20,72.549,0,0,3.072
8745,262.380,15.5194,14.4184,31,3.90625,0,2190.25,55.302,30.5,44.6,15.02,11.7647,12.549,82.7595,14.3647,5.945,-6.83944,1,8,0,0,20,72.549,0,0,3.072
8746,262.410,15.0978,14.5087,31,4.6875,0,2184,55.302,30.5,44.6,14.96,11.3725,12.549,78.5789,14.3647,5.8,-6.35399,1,8,0,0,20,72.549,0,0,3.072
8747,262.440,15.3512,14.5087,31,4.6875,0,2179.5,55.302,30.5,44.6,14.91,10.9804,12.549,74.5584,14.3647,5.8,-6.35399,1,8,0,0,20,72.549,0,0,3.072
8748,262.470,15.268,14.579,31,3.90625,0,2189.25,55.302,30.5,44.6,15.02,11.3725,12.549,78.4827,14.3647,5.8,-6.66929,1,8,0,0,20,72.549,0,0,3.072
8749,262.500,15.0978,14.579,31,3.90625,0,2189.25,55.302,30.5,44.6,15.02,12.1569,12.549,90.8474,14.3647,5.8,-6.66929,1,8,0,0,20,72.549,0,0,3.072
8750,262.530,14.8464,14.6002,31,3.125,0,2172.5,55.302,30.5,44.6,15.34,12.549,13.7255,95.0435,14.3647,5.8,-5.69119,1,8,0,0,20,72.549,0,0,3.072
8751,262.560,14.3823,14.6002,31,3.125,0,2180,55.302,30.5,44.6,15.99,11.7647,13.7255,86.8579,14.3647,5.8,-5.69119,1,8,0,0,20,72.549,0,0,3.072
8752,262.590,13.7498,14.5508,31,3.125,0,2180.5,55.302,30.5,44.6,16.34,11.7647,13.7255,82.7463,14.3647,5.945,-6.35564,1,8,0,0,20,72.549,0,0,3.072
8753,262.620,14.508,14.5508,31,2.34375,0,2174.25,55.302,30.5,44.6,16.41,11.7647,13.3333,86.9413,14.3647,5.945,-6.35564,1,8,0,0,20,72.549,0,0,3.072
8754,262.650,14.508,14.5017,31,2.34375,0,2174.5,55.302,30.5,44.6,16.34,11.7647,13.3333,86.9367,14.3647,5.945,-6.18032,1,8,0,0,20,72.549,0,0,3.072
8755,262.680,14.4248,14.5017,31,2.34375,0,2180.75,55.302,30.5,44.6,16.41,11.3725,12.549,78.634,14.3647,5.945,-6.18032,1,8,0,0,20,72.549,0,0,3.072
8756,262.710,14.5931,14.5017,31,2.34375,0,2188.75,55.302,30.5,44.6,15.07,10.9804,12.1569,70.2431,14.3647,5.945,-6.18032,1,8,0,0,20,72.549,0,0,3.072
8757,262.740,14.4673,14.5719,31,3.125,0,2184.75,55.302,30.5,44.6,14.41,11.3725,11.7647,78.5607,14.3647,5.8,-6.8486,1,8,0,0,20,72.549,0,0,3.072
8758,262.770,14.887,14.5719,31,3.125,0,2183.75,55.302,30.5,44.6,14.03,11.7647,12.1569,86.7994,14.3647,5.8,-6.8486,1,8,0,0,20,72.549,0,0,3.072
8759,262.800,14.7188,14.6928,31,3.125,0,2193.5,55.302,30.5,44.6,14.26,11.7647,12.549,82.5294,14.3647,5.655,-6.35056,1,8,0,0,20,72.549,0,0,2.816
8760,262.830,14.7188,14.6928,31,3.125,0,2175.25,55.302,30.5,44.6,14.73,11.7647,12.9412,82.572,14.3647,5.655,-6.35056,1,8,0,0,20,72.549,0,0,2.816
8761,262.860,14.9721,14.6928,31,3.125,0,2180.25,55.302,30.5,44.6,15.29,11.7647,12.9412,82.7443,14.3647,5.655,-6.34519,1,8,0,0,20,72.549,0,0,2.816
8762,262.890,14.7613,14.6928,31,2.34375,0,2182,55.302,30.5,44.6,15.57,11.7647,12.9412,82.5727,14.3647,5.8,-6.34519,1,8,0,0,20,72.549,0,0,2.816
8763,262.920,14.4248,14.6928,31,2.34375,0,2184,55.302,30.5,44.6,15.34,11.7647,12.9412,86.7909,14.3647,5.8,-6.35902,1,8,0,0,20,72.549,0,0,2.816
8764,262.950,14.8039,14.6928,31,1.5625,0,2183,55.302,30.5,44.6,15.4,12.1569,13.3333,90.916,14.3647,5.8,-6.35902,1,8,0,0,20,72.549,0,0,2.816
8765,262.980,14.887,14.6144,31,1.5625,0,2189.25,55.302,30.5,44.6,16.13,12.1569,13.7255,90.967,14.3647,5.8,-6.02483,1,8,0,0,20,72.549,0,0,3.072
8766,263.010,14.8039,14.6144,31,1.5625,0,2195,55.302,30.5,44.6,16.68,12.1569,13.7255,90.9327,14.3647,5.945,-6.02483,1,8,0,0,20,72.549,0,0,3.072
8767,263.040,14.6356,14.5438,31,1.5625,0,2199,55.302,30.5,44.6,16.89,12.549,13.7255,94.8552,14.3647,5.945,-6.02428,1,8,0,0,20,72.549,0,0,3.072
8768,263.070,14.0457,14.5438,31,2.34375,0,2189.25,55.302,30.5,44.6,16.75,12.549,14.1176,99.0792,14.3647,6.09,-6.02428,1,8,0,0,20,72.549,0,0,3.072
8769,263.100,14.5931,14.4948,31,2.34375,0,2193.25,55.302,30.5,44.6,17.33,12.549,14.5098,99.0432,14.3647,6.09,-5.69629,1,8,0,0,20,72.549,0,0,3.072
8770,263.130,14.887,14.4948,31,2.34375,0,2197,55.302,30.5,44.6,17.92,12.549,14.5098,94.8726,14.3647,6.235,-5.69629,1,8,0,0,20,72.549,0,0,3.072
8771,263.160,14.9296,14.4184,31,3.125,0,2190,55.302,30.5,44.6,18.25,12.549,14.1176,98.9753,14.3647,6.235,-5.69909,1,8,0,0,20,72.549,0,0,3.072
8772,263.190,14.5931,14.4184,31,3.90625,0,2182.75,55.302,30.5,44.6,17.75,12.9412,14.1176,103.244,14.3647,6.38,-5.69909,1,8,0,0,20,72.549,0,0,3.328
8773,263.220,14.4248,14.4184,31,3.90625,0,2180.75,55.302,30.5,44.6,17.67,12.549,14.5098,99.1501,14.3647,6.38,-5.69909,1,8,0,0,20,72.549,0,0,3.328
8774,263.250,14.887,14.3908,31,3.90625,0,2188.75,55.302,30.5,44.6,18.25,12.1569,14.1176,90.8385,14.3647,6.38,-5.69217,1,8,0,0,20,72.549,0,0,3.328
8775,263.280,15.0572,14.3908,31,4.6875,0,2187.5,55.302,30.5,44.6,17.67,11.7647,13.7255,82.6146,14.3647,6.38,-5.69217,1,8,0,0,20,72.549,0,0,3.328
8776,263.310,14.887,14.3908,31,4.6875,0,2189.75,55.302,30.5,44.6,16.34,11.7647,12.9412,86.7898,14.3647,6.235,-6.36115,1,8,0,0,20,72.549,0,0,3.328
8777,263.340,15.0147,14.3908,31,4.6875,0,2196.75,55.302,30.5,44.6,15.59,11.7647,12.9412,82.4614,14.3647,6.235,-6.36115,1,8,0,0,20,72.549,0,0,3.328
8778,263.370,14.7613,14.5017,31,4.6875,0,2195.5,55.302,30.5,44.6,15.4,11.7647,12.9412,86.7546,14.3647,6.09,-6.36033,1,8,0,0,20,72.549,0,0,3.328
8779,263.400,15.0978,14.5017,31,4.6875,0,2194.25,55.302,30.5,44.6,15.64,11.7647,13.3333,86.6352,14.3647,6.09,-6.36033,1,8,0,0,20,72.549,0,0,3.072
8780,263.430,14.8464,14.6073,31,3.90625,0,2198,55.302,30.5,44.6,15.78,12.1569,13.7255,90.718,14.3647,5.945,-6.02379,1,8,0,0,20,72.549,0,0,3.072
