sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,1663.960,10.17,14.7,7.61589,255,0,3.90625,168.75,0,12.5,87.8,2.51,1.18,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
1,1664.000,10.17,14.7,7.61589,255,0,3.90625,168.75,0,12.5,87.8,2.51,1.22,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
2,1664.040,10.17,14.7,7.61589,255,0,3.90625,168.75,0,12.5,87.8,2.51,1.08,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
3,1664.080,10.17,14.7,7.61589,255,0,3.90625,168.75,0,12.5,87.8,2.51,1.08,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
4,1664.120,10.17,14.7,7.61589,255,0,3.90625,168.75,0,12.5,87.8,2.51,1.18,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
5,1664.160,10.17,14.7,7.61589,255,0,3.90625,182.75,0,12.5,87.8,2.58,1.24,0,6.66667,0,14.3647,13.63,-8.97394,1,7,0,0,0,0,0,0,5.888,0,201.2
6,1664.200,10.17,14.7,7.61589,255,0,3.90625,392.5,0,12.5,87.8,3.11,1.16,0,6.66667,0,14.3647,13.05,-8.97394,1,7,0,0,0,0,0,0,5.632,0,201.2
7,1664.240,10.17,14.7,7.61589,255,0,3.90625,392.5,0,12.5,87.8,3.11,1.18,0,6.66667,0,14.3647,13.05,-8.97394,1,7,0,0,0,0,0,0,5.632,0,201.2
8,1664.280,10.17,14.8148,7.61589,255,0,3.90625,912.25,0,17.5,87.8,3.3,1.24,0,6.66667,0,14.3647,11.745,-8.97394,1,7,0,0,0,0,0,0,4.608,0,201.2
9,1664.320,10.17,14.8148,7.63714,255,0,3.90625,1095,0,17,87.8,3.75,1.3,0,6.66667,0,14.3647,11.165,-8.87078,1,7,0,0,0,0,0,0,4.096,0,201.2
10,1664.360,21.5439,14.8148,7.70161,255,0,3.90625,1375.5,0,17,87.8,4.53,1.34,0,6.66667,0,14.3647,10.005,-8.60654,1,7,0,0,0,0,0,0,3.584,0,201.2
11,1664.400,21.3756,14.8148,7.70161,255,0,3.90625,1560.5,0,17,87.8,5.28,1.38,0,6.66667,0,14.3647,8.99,-8.60654,1,7,0,0,0,0,0,0,3.328,0,201.2
12,1664.440,21.335,14.8148,7.70358,255,0,3.90625,1758.25,0,17,87.8,5.7,1.4,0,6.66667,0,14.3647,7.83,-8.71107,1,7,0,0,0,0,0,0,3.328,0,201.2
13,1664.480,21.4607,14.8148,7.70358,255,0,3.90625,1841.5,0,17,87.8,5.85,1.42,0,6.66667,0,14.3647,7.25,-8.71107,1,7,0,0,0,0,0,0,3.072,0,201.2
14,1664.520,21.335,14.8148,7.70358,255,0,3.90625,1939.75,0,17,87.8,5.96,1.42,0,6.66667,0,14.3647,6.815,-9.20183,1,7,0,0,1,0,0,0,3.072,0,201.2
15,1664.560,21.2924,14.8148,7.70555,255,0,3.90625,1998.75,0,16.5,87.8,6.03,1.44,0,6.66667,0,14.3647,6.235,-9.54615,1,7,0,0,1,0,0,0,2.816,0,201.2
16,1664.600,21.5032,14.8148,7.70555,255,0,3.90625,2081.5,0,15.5,87.8,6.11,1.42,0,6.66667,0,14.3647,5.8,-9.54615,1,7,0,0,1,0,0,0,2.816,0,201.2
17,1664.640,21.4181,14.8148,7.7095,255,0,3.90625,2121.5,0,14.5,87.8,6.11,1.42,0,6.66667,0,14.3647,5.22,-9.59266,1,7,0,0,2,0,0,0,2.816,0,201.2
18,1664.680,21.4607,14.8148,7.92461,255,0,3.90625,2159.75,0,13.5,87.8,6.03,1.42,0,6.66667,0,14.3647,4.93,-9.59272,1,7,0,0,2,0,0,0,2.56,0,201.2
19,1664.720,21.4181,14.8148,7.92461,255,0,3.90625,2164.75,0,12.5,87.8,6.07,1.42,0,6.66667,0,14.3647,4.64,-9.59272,1,7,0,0,2,0,0,0,2.56,0,201.2
20,1664.760,21.3756,14.8148,8.12567,255,0,3.90625,2171.75,0,11.5,87.8,6.11,1.44,0,6.66667,0,14.3647,4.35,-9.59272,1,7,0,0,2,0,0,0,2.56,0,201.2
21,1664.800,21.2924,14.8148,8.12567,255,0,3.90625,2181.75,0,10.5,87.8,6.18,1.44,0,6.66667,0,14.3647,4.205,-9.59272,1,7,0,0,2,0,0,0,2.56,0,201.2
22,1664.840,21.2924,14.8148,8.13006,255,0,3.90625,2161.75,0,9.5,87.8,6.25,1.44,0,6.66667,0,14.3647,4.06,-9.59272,1,7,0,0,2,0,0,0,2.304,0,201.2
23,1664.880,21.4181,14.8148,8.32336,255,0,3.90625,2150.75,0,8.5,87.8,6.25,1.44,0,6.66667,0,14.3647,3.915,-9.59272,1,7,0,0,2,0,0,0,2.304,0,201.2
24,1664.920,21.4181,14.8148,8.32336,255,0,3.90625,2115.25,0,8.5,87.8,6.18,1.44,0,6.66667,0,14.3647,3.77,-9.59272,1,7,0,0,2,0,0,0,2.304,0,201.2
25,1664.960,21.4607,14.8148,8.50441,255,0,3.90625,2092,0,8.5,87.8,6.18,1.44,0,6.66667,0,14.3647,3.77,-9.59272,1,7,0,0,2,0,0,0,2.304,0,201.2
26,1665.000,21.3756,14.8148,8.67347,255,0,3.90625,1987.25,0,8.5,87.8,6.11,1.42,0,6.66667,0,14.3647,3.77,-9.56106,1,7,0,0,3,0,0,0,2.304,0,201.2
27,1665.040,21.335,14.8148,8.67347,255,0,3.125,1920.5,0,8.5,87.8,6.07,1.44,0,6.66667,0,14.3647,3.77,-9.56106,1,7,0,0,2,0,0,0,2.304,0,201.2
28,1665.080,21.2924,14.7,8.67847,255,0,3.125,1900.75,0,8.5,87.8,6.18,1.44,0,6.66667,0,14.3647,3.77,-9.39942,1,7,0,0,2,0,0,0,2.304,0,201.2
29,1665.120,21.5032,14.7,8.67847,255,0,3.125,1877.5,0,8.5,87.8,6.18,1.44,0,6.66667,0,14.3647,3.77,-9.39942,1,7,0,0,2,0,0,0,2.304,0,201.2
30,1665.160,21.4181,14.5852,8.8364,255,0,3.125,1857,0,8.5,87.8,6.22,1.44,0,6.66667,0,14.3647,3.77,-9.2909,1,7,0,0,2,0,0,0,2.304,0,201.2
31,1665.200,21.4181,14.5852,8.98675,255,0,3.125,1811.5,0,8.5,87.8,6.18,1.44,0,6.66667,0,14.3647,3.77,-9.1813,1,7,0,0,2,0,0,0,2.304,0,201.2
