sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,6.120,10.17,14.7,13.1696,255,0,0,182.75,0,27.5,66.2,3.43,1.3,0,9.80392,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
1,6.160,10.17,14.7,7.3518,255,0,0,182.75,0,27.5,66.2,3.43,1.24,0,9.80392,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
2,6.200,10.17,14.7,7.3518,255,0,0,182.75,0,27.5,66.2,3.43,1.14,0,10.1961,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
3,6.240,10.17,14.7,7.3518,255,0,0,182.75,0,27.5,66.2,3.43,1.2,0,9.80392,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
4,6.280,10.17,14.7,7.3518,255,0,0,187.75,0,27.5,66.2,3.4,1.28,0,9.80392,0,14.2196,13.775,-8.95836,1,7,0,0,0,0,0,0,26.624,0,62.6
5,6.320,10.17,14.7,7.3518,255,0,0,187.75,0,27.5,66.2,3.4,1.22,0,9.80392,0,14.2196,13.775,-8.95836,1,7,0,0,0,0,0,0,26.624,0,62.6
6,6.360,10.17,14.7,7.3518,255,0,0,399.75,0,27.5,66.2,3.82,1.26,0,9.80392,0,14.2196,13.775,-8.95836,1,7,0,0,0,0,0,0,26.624,0,62.6
7,6.400,10.17,14.7,7.3518,255,0,0,704,0,27.5,66.2,3.81,1.34,0,9.80392,0,14.2196,13.63,-8.95836,1,7,0,0,0,0,0,0,18.688,0,62.6
8,6.440,10.17,14.7,7.3518,255,0,0,1148,0,27.5,66.2,5.47,1.42,0,9.80392,0,14.2196,12.18,-8.81217,1,7,0,0,0,0,0,0,14.592,0,62.6
9,6.480,10.17,14.7,7.35719,255,0,0,1453.75,0,27.5,66.2,7.27,1.5,0,9.80392,0,14.2196,10.585,-8.59096,1,7,0,0,0,0,0,0,13.056,0,62.6
10,6.520,10.17,14.7,7.35719,255,0,0,1686.75,0,23.5,66.2,8.18,1.56,0,9.80392,0,14.2196,9.715,-8.59096,1,7,0,0,0,0,0,0,8.96,0,62.6
11,6.560,10.17,14.7,7.36619,255,0,0,1837.25,0,22.5,66.2,8.93,1.6,0,9.80392,0,14.2196,8.99,-8.97996,1,7,0,0,2,0,0,0,7.168,0,62.6
12,6.600,10.17,14.7,7.36619,255,0,0,1981.75,0,22,66.2,9.36,1.6,0,10.1961,0,14.2196,7.975,-8.97996,1,7,0,0,2,0,0,0,5.12,0,62.6
13,6.640,10.17,14.7,7.3716,255,0,0,2111,0,21.5,66.2,9.81,1.64,0,10.1961,0,14.2196,7.395,-9.53195,1,7,0,0,3,0,0,0,4.096,0,62.6
14,6.680,10.17,14.7,7.37521,255,0,0,2161.5,0,21.5,66.2,10.22,1.66,0,10.5882,0,14.2196,6.96,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
15,6.720,21.4181,14.7,7.37521,255,0,0,2211.25,0,20,66.2,10.93,1.68,0,10.5882,0,14.2196,6.38,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
16,6.760,21.5032,14.7,7.38063,255,0,0,2260,0,18.5,66.2,11.13,1.68,0,10.5882,0,14.2196,5.945,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
17,6.800,21.5032,14.7,7.38788,255,0,0,2252.5,0,17,66.2,11.1,1.68,0,10.5882,0,14.2196,5.655,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
18,6.840,21.5032,14.7,7.38788,255,0,0,2236.25,0,16,66.2,11.29,1.7,0,10.5882,0,14.2196,5.51,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
19,6.880,21.3756,14.7,7.39151,255,0,0,2199.25,0,14.5,66.2,11.29,1.7,0,10.5882,0,14.2196,5.22,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
20,6.920,21.2924,14.7,7.39151,255,0,0,2180.25,0,13.5,66.2,11.32,1.7,0,10.5882,0,14.2196,5.22,-9.57714,1,7,0,0,3,0,0,0,3.584,0,62.6
21,6.960,21.4181,14.7,7.61781,255,0,0,2094.25,0,13,66.2,11.47,1.7,0,10.5882,0,14.2196,5.075,-9.57714,1,7,0,0,3,0,0,0,3.584,0,62.6
22,7.000,21.335,14.7,7.6236,255,0,0,2068,0,13,66.2,11.35,1.7,0,10.5882,0,14.2196,5.075,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
23,7.040,21.335,14.7,7.6236,255,0,0,2014.5,0,13,66.2,11.38,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
24,7.080,21.4607,14.7,7.6294,255,0,0,1988.75,0,13,66.2,11.35,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,3,0,0,0,3.84,0,62.6
25,7.120,21.4607,14.7,7.6352,255,0,0,1948.5,0,13,66.2,11.35,1.7,0,10.5882,0,14.2196,4.93,-9.47084,1,7,0,0,3,0,0,0,3.84,0,62.6
26,7.160,21.4607,14.7,7.6352,255,0,0,1924.25,0,12.5,66.2,11.26,1.68,0,10.5882,0,14.2196,5.075,-9.47084,1,7,0,0,3,0,0,0,3.84,0,62.6
27,7.200,21.3756,14.7,7.85022,255,0,0,1872.5,0,12.5,66.2,11,1.68,0,10.5882,0,14.2196,5.075,-9.32407,1,7,0,0,3,0,0,0,3.84,0,62.6
28,7.240,21.3756,14.7,7.85022,255,0,0,1847.5,0,12.5,66.2,11.13,1.68,0,10.5882,0,14.2196,5.075,-9.32407,1,7,0,0,3,0,0,0,3.84,0,62.6
29,7.280,21.2924,14.7,7.85637,255,0,0,1823.5,0,12.5,66.2,11,1.68,0,10.1961,0,14.2196,5.075,-9.20092,1,7,0,0,3,0,0,0,4.096,0,62.6
30,7.320,21.4181,14.7,7.86252,255,0,0,1793.75,0,12.5,66.2,11.1,1.68,0,10.1961,0,14.2196,5.075,-9.08843,1,7,0,0,3,0,0,0,4.096,0,62.6
31,7.360,21.4607,14.7,7.86252,255,0,0,1752.75,0,12,66.2,11.03,1.68,0,10.1961,0,14.2196,5.075,-9.08843,1,7,0,0,3,0,0,0,4.096,0,62.6
32,7.400,21.5032,14.7,7.86663,255,0,0,1741,0,12,66.2,10.71,1.68,0,10.5882,0,14.2196,5.075,-8.96774,1,7,0,0,3,0,0,0,4.096,0,62.6
33,7.440,21.2499,14.7,8.07337,255,0,0,1719.75,0,12,66.2,11,1.68,0,10.1961,0,14.2196,5.075,-8.88648,1,7,0,0,3,0,0,0,4.096,0,62.6
34,7.480,21.335,14.7,8.07337,255,0,0,1703.25,0,12,66.2,10.78,1.66,0,10.1961,0,14.2196,5.22,-8.88648,1,7,0,0,3,0,0,0,4.096,0,62.6
35,7.520,21.4607,14.7,8.07337,255,0,0,1686.75,0,12.5,66.2,10.29,1.66,0,10.1961,0,14.2196,5.22,-8.84543,1,7,0,0,3,0,0,0,4.096,0,62.6
36,7.560,21.2924,14.7,8.07337,255,0,0,1671.5,0,12.5,66.2,10.57,1.66,0,10.1961,0,14.2196,5.22,-8.84543,1,7,0,0,3,0,0,0,4.096,0,62.6
37,7.600,21.5032,14.7,8.07987,255,0,0,1660.75,0,12.5,66.2,10.64,1.68,0,10.1961,0,14.2196,5.22,-8.76746,1,7,0,0,3,0,0,0,4.096,0,62.6
38,7.640,21.335,14.7,8.08421,255,0,0,1658.5,0,12.5,66.2,10.78,1.66,0,10.1961,0,14.2196,5.22,-8.71952,1,7,0,0,3,0,0,0,4.352,0,62.6
39,7.680,21.4607,14.7,8.08421,255,0,0,1652.75,0,12.5,66.2,10.64,1.66,0,10.1961,0,14.2196,5.365,-8.71952,1,7,0,0,3,0,0,0,4.352,0,62.6
40,7.720,23.7776,14.7,8.17865,255,0,0,1559.25,0,14,66.2,10.5,1.66,0,10.1961,0,14.2196,5.365,-8.70193,1,7,0,0,3,0,0,0,4.352,0,62.6
41,7.760,23.8202,14.7,8.14325,255,0,0,1523,0,15.5,66.2,10.86,1.66,0,10.1961,0,14.2196,5.365,-8.59096,1,7,0,0,3,0,0,0,4.352,0,62.6
42,7.800,23.8627,14.7,8.14325,255,0,0,1526.5,0,15.5,66.2,10.93,1.68,0,10.1961,0,14.2196,5.51,-8.59096,1,7,0,0,3,0,0,0,4.352,0,62.6
43,7.840,23.8627,14.7,8.11035,255,0,0,1533.25,0,15,66.2,10.86,1.66,0,10.1961,0,14.2196,5.51,-8.59096,1,7,0,0,3,0,0,0,4.352,0,62.6
44,7.880,23.8202,14.7,8.11035,255,0,0,1534.25,0,15,66.2,10.78,1.66,0,10.1961,0,14.2196,5.51,-8.59096,1,7,0,0,3,0,0,0,4.608,0,62.6
