sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
23,6.4,22.43,14.70,7.74,255,0.00,0.00,,2218,0.285933273219116,0,12,73.4,10.57,1.66,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.58,6.62442666666667,0
24,6.44,22.64,14.70,7.74,255,0.00,0.00,,2165,0.298821898821899,0,12,73.4,10.78,1.66,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.33,6.00288,0
25,6.48,22.64,14.70,7.96,255,0.00,0.00,,2131,0.309786435109129,0,12,73.4,11,1.68,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.33,5.90858666666667,0
26,6.52,22.51,14.70,7.97,255,0.00,0.00,,2084,0.316698656429942,0,11.5,73.4,11,1.68,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.58,6.22421333333333,0
27,6.56,22.43,14.70,7.97,255,0.00,0.00,,2059,0.320621811999028,0,11.5,73.4,11,1.68,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.58,6.14805333333333,0
28,6.6,22.64,14.70,7.97,255,0.00,0.00,,2032,0.326950529165641,0,11.5,73.4,11.07,1.68,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.58,6.06741333333333,0
29,6.64,22.30,14.70,7.97,255,0.00,0.00,,2009,0.326512322628827,0,11.5,73.4,10.93,1.68,0.00,10.20,0.00,14.80,4.64,-10.16,-10.09,1,7,0,0,3,0.00,0,0,3.58,5.99872,0
30,6.68,22.26,14.70,7.98,255,0.00,0.00,,1960,0.332491389207807,0,11,73.4,10.86,1.68,0.00,9.80,0.00,14.80,4.79,-10.02,-10.06,1,7,0,0,3,0.00,0,0,3.58,5.85312,0
31,6.72,22.43,14.70,8.19,255,0.00,0.00,,1846,0.357481381178064,0,11,73.4,11,1.66,0.00,9.80,0.00,14.80,4.79,-10.02,-9.89,1,7,0,0,4,0.00,0,0,3.58,5.51413333333333,0
32,6.76,22.60,14.70,8.19,255,0.00,0.00,,1783,0.360353287536801,0,11,73.4,10.71,1.66,0.00,9.80,0.00,14.80,4.93,-9.87,-9.89,1,7,0,0,3,0.00,0,0,3.84,5.7064,0
33,6.8,22.30,14.70,8.19,255,0.00,0.00,,1760,0.355618695837477,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,4.93,-9.87,-9.51,1,7,0,0,3,0.00,0,0,3.84,5.6312,0
34,6.84,22.56,14.70,8.20,255,0.00,0.00,,1725,0.357964922452529,0,11,73.4,10.29,1.66,0.00,9.80,0.00,14.80,5.08,-9.73,-9.45,1,7,0,0,3,0.00,0,0,3.84,5.5192,0
35,6.88,22.43,14.70,8.20,255,0.00,0.00,,1707,0.364254321711105,0,11,73.4,10.36,1.64,0.00,9.80,0.00,14.80,5.22,-9.58,-9.45,1,7,0,0,3,0.00,0,0,3.84,5.4608,0
36,6.92,24.28,14.70,8.20,255,0.00,0.00,,1690,0.367919502811483,0,11,73.4,10.36,1.66,0.00,9.80,0.00,14.80,5.22,-9.58,-9.36,1,7,0,0,3,0.00,0,0,3.84,5.4064,0
37,6.96,24.54,14.70,8.20,255,0.00,0.00,,1675,0.373723499552105,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,5.22,-9.58,-9.36,1,7,0,0,3,0.00,0,0,3.84,5.3584,0
38,7,24.62,14.70,8.40,255,0.00,0.00,,1654,0.388630178409435,0,11.5,73.4,10.71,1.66,0.00,9.80,0.00,14.80,5.37,-9.44,-9.28,1,7,0,0,3,0.00,0,0,3.84,5.2912,0
39,7.04,24.49,14.70,8.40,255,0.00,0.00,,1636,0.398227654698243,0,11.5,73.4,10.86,1.68,0.00,9.80,0.00,14.80,5.37,-9.44,-9.19,1,7,0,0,3,0.00,0,0,4.10,5.58506666666667,0
40,7.08,24.24,14.70,8.40,255,0.00,0.00,,1628,0.39741935483871,0,11.5,73.4,10.78,1.66,0.00,9.80,0.00,14.80,5.37,-9.44,-9.19,1,7,0,0,3,0.00,0,0,4.10,5.5552,0
41,7.12,24.58,14.70,8.41,255,0.00,0.00,,1622,0.390938511326861,0,11.5,73.4,10.57,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.14,1,7,0,0,3,0.00,0,0,4.10,5.53728,0
42,7.16,23.69,14.70,8.41,255,0.00,0.00,,1621,0.391300323924109,0,11.5,73.4,10.57,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.16,1,7,0,0,3,0.00,0,0,4.10,5.53216,0
43,7.2,23.48,14.70,8.41,255,0.00,0.00,,1608,0.394402985074627,0,11.5,73.4,10.57,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.16,1,7,0,0,3,0.00,0,0,4.10,5.48864,0
44,7.24,23.78,14.70,8.42,255,0.00,0.00,,1593,0.400879120879121,0,11.5,73.4,10.64,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.43573333333333,0
45,7.28,23.82,14.70,8.42,255,0.00,0.00,,1594,0.397929411764706,0,11.5,73.4,10.57,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.44,0
46,7.32,23.57,14.70,8.61,255,0.00,0.00,,1606,0.39227895392279,0,11,73.4,10.5,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.48181333333333,0
47,7.36,23.61,14.70,8.61,255,0.00,0.00,,1595,0.384391161259991,0,11.5,73.4,10.22,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.13,1,7,0,0,3,0.00,0,0,4.10,5.44512,0
48,7.4,23.74,14.70,8.61,255,0.00,0.00,,1593,0.382297551789077,0,11.5,73.4,10.15,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.13,1,7,0,0,3,0.00,0,0,4.10,5.43744,0
49,7.44,23.57,14.70,8.62,255,0.00,0.00,,1588,0.386267716535433,0,11.5,73.4,10.22,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.41866666666667,0
50,7.48,23.82,14.70,8.62,255,0.00,0.00,,1589,0.380994336060415,0,11,73.4,10.09,1.64,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.42378666666667,0
51,7.52,23.82,14.70,8.62,255,0.00,0.00,,1590,0.380694859298852,0,11,73.4,10.09,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.42805333333333,0
52,7.56,23.61,14.70,8.62,255,0.00,0.00,,1589,0.393894571203777,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.42293333333333,0
53,7.6,23.86,14.70,8.62,255,0.00,0.00,,1593,0.392905352377963,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.43658666666667,0
54,7.64,23.82,14.70,8.80,255,0.00,0.00,,1588,0.391435768261965,0,11,73.4,10.36,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.42037333333333,0
55,7.68,23.52,14.70,8.81,255,0.00,0.00,,1588,0.396787907416155,0,11,73.4,10.5,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.41952,0
56,7.72,23.44,14.70,8.81,255,0.00,0.00,,1578,0.396577946768061,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.38624,0
57,7.76,23.90,14.70,8.81,255,0.00,0.00,,1571,0.398281622911695,0,11,73.4,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.3632,0
58,7.8,23.90,14.70,8.82,255,0.00,0.00,,1565,0.394567822335836,0,11,73.4,10.29,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.34101333333333,0
59,7.84,23.65,14.70,8.82,255,0.00,0.00,,1567,0.394064145524174,0,11,73.4,10.29,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.34784,0
60,7.88,23.86,14.70,8.98,255,0.00,0.00,,1566,0.394378792717982,0,11,73.4,10.29,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.34357333333333,0
61,7.92,23.86,14.70,8.98,255,0.00,0.00,,1554,0.405535886707435,0,11,73.4,10.5,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.30261333333333,0
62,7.96,23.52,14.70,8.99,255,0.00,0.00,,1558,0.407125662012518,0,11,73.4,10.57,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.31712,0
63,8,23.78,14.70,8.99,255,0.00,0.00,,1553,0.39768115942029,0,11,73.4,10.29,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.2992,0
64,8.04,23.78,14.70,8.99,255,0.00,0.00,,1545,0.402330097087379,0,11,71.6,10.36,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.2736,0
65,8.08,23.69,14.70,9.00,255,0.00,0.00,,1544,0.405376518218623,0,11,71.6,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.26933333333333,0
66,8.12,23.86,14.70,9.00,255,0.00,0.00,,1549,0.40135593220339,0,10.5,71.6,10.36,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.2864,0
67,8.16,23.82,14.70,9.00,255,0.00,0.00,,1543,0.405705024311183,0,11,71.6,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.26506666666667,0
68,8.2,23.44,14.70,9.16,255,0.00,0.00,,1536,0.407554542494302,0,11,71.6,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.24117333333333,0
69,8.24,23.44,14.70,9.16,255,0.00,0.00,,1529,0.40654022236756,0,11.5,71.6,10.36,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.21898666666667,0
70,8.28,23.61,14.70,9.16,255,0.00,0.00,,1527,0.409823182711198,0,11.5,71.6,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.21216,0
71,8.32,23.10,14.70,9.17,255,0.00,0.00,,1533,0.408152616990054,0,11,71.6,10.43,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.23349333333333,0
72,8.36,23.52,14.70,9.17,255,0.00,0.00,,1535,0.402214983713355,0,10.5,71.6,10.29,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.23946666666667,0
73,8.4,23.78,14.70,9.17,255,0.00,0.00,,1521,0.414201183431953,0,11,71.6,10.5,1.66,0.00,9.80,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.19168,0
74,8.44,23.82,14.70,9.18,255,0.00,0.00,,1512,0.408265829062655,0,11.5,71.6,10.29,1.64,0.00,9.41,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.16181333333333,0
75,8.48,23.52,14.70,9.18,255,0.00,0.00,,1508,0.397480106100796,0,11.5,71.6,9.99,1.64,0.00,9.41,0.00,14.80,5.51,-9.29,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.14730666666667,0
76,8.52,23.82,14.70,9.32,255,0.00,0.00,,1498,0.392523364485981,0,18,71.6,9.8,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.11317333333333,0
77,8.56,23.82,14.70,9.32,255,0.00,0.00,,1504,0.390892471331228,0,17,71.6,9.8,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,4.10,5.13450666666667,0
78,8.6,23.57,14.70,9.33,255,0.00,0.00,,1511,0.390402118153235,0,16,71.6,9.83,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8344,0
79,8.64,23.78,14.70,9.34,255,0.00,0.00,,1516,0.385947550717467,0,15.5,71.6,9.75,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8504,0
80,8.68,23.78,14.70,9.34,255,0.00,0.00,,1524,0.387731671313761,0,14.5,71.6,9.85,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8776,0
81,8.72,23.61,14.70,9.34,255,0.00,0.00,,1516,0.387198944242824,0,15,71.6,9.78,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8496,0
82,8.76,23.61,14.70,9.35,255,0.00,0.00,,1516,0.381863149216818,0,14.5,71.6,9.65,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.852,0
83,8.8,23.74,14.70,9.35,255,0.00,0.00,,1508,0.387866732968672,0,15,71.6,9.75,1.62,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8264,0
84,8.84,23.74,14.70,9.48,255,0.00,0.00,,1510,0.390596026490066,0,14.5,71.6,9.83,1.62,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.832,0
85,8.88,23.74,14.70,9.48,255,0.00,0.00,,1507,0.389318294907945,0,14.5,71.6,9.78,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8232,0
86,8.92,23.90,14.70,9.49,255,0.00,0.00,,1505,0.391828599900349,0,14.5,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8168,0
87,8.96,23.57,14.70,9.50,255,0.00,0.00,,1505,0.392691029900332,0,14,71.6,9.85,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.816,0
88,9,23.82,14.70,9.50,255,0.00,0.00,,1506,0.393625498007968,0,14,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.8192,0
89,9.04,23.78,14.70,9.50,255,0.00,0.00,,1490,0.393759436336185,0,15,71.6,9.78,1.62,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7688,0
90,9.08,23.95,14.70,9.51,255,0.00,0.00,,1483,0.397774405665149,0,15,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7448,0
91,9.12,23.74,14.70,9.51,255,0.00,0.00,,1480,0.400472893092383,0,15,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7368,0
92,9.16,23.86,14.70,9.63,255,0.00,0.00,,1483,0.398650927487352,0,14.5,71.6,9.85,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.744,0
93,9.2,23.90,14.70,9.63,255,0.00,0.00,,1485,0.398046809227143,0,14,71.6,9.85,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7512,0
94,9.24,23.65,14.70,9.64,255,0.00,0.00,,1487,0.396770938446014,0,14,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7568,0
95,9.28,23.69,14.70,9.65,255,0.00,0.00,,1484,0.39743935309973,0,14,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7488,0
96,9.32,23.86,14.70,9.65,255,0.00,0.00,,1482,0.400134998312521,0,14,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7408,0
97,9.36,23.65,14.70,9.65,255,0.00,0.00,,1480,0.40385200202737,0,13.5,71.6,9.96,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7352,0
98,9.4,23.86,14.70,9.66,255,0.00,0.00,,1478,0.401894451962111,0,13.5,71.6,9.9,1.64,0.00,9.41,0.00,14.80,5.22,-9.58,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7296,0
99,9.44,23.86,14.70,9.66,255,0.00,0.00,,1478,0.397767630644343,0,13.5,71.6,9.8,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7304,0
100,9.48,23.69,14.70,9.77,255,0.00,0.00,,1479,0.396821639898563,0,13,71.6,9.78,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.732,0
101,9.52,23.74,14.70,9.77,255,0.00,0.00,,1483,0.399730276466622,0,12.5,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7456,0
102,9.56,23.48,14.70,9.78,255,0.00,0.00,,1479,0.402839756592292,0,12.5,71.6,9.93,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7328,0
103,9.6,23.31,14.70,9.78,255,0.00,0.00,,1463,0.409776106648436,0,14,71.6,9.99,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6808,0
104,9.64,23.65,14.70,9.78,255,0.00,0.00,,1471,0.401088065283917,0,13,71.6,9.83,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7056,0
105,9.68,23.65,14.70,9.79,255,0.00,0.00,,1469,0.398162327718224,0,13,71.6,9.75,1.62,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.7016,0
106,9.72,23.74,14.70,9.80,255,0.00,0.00,,1467,0.40402112796047,0,13,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6952,0
107,9.76,23.52,14.70,9.80,255,0.00,0.00,,1468,0.403745956070152,0,12.5,71.6,9.88,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6984,0
108,9.8,23.69,14.70,9.91,255,0.00,0.00,,1467,0.401976486624638,0,12.5,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6952,0
109,9.84,23.82,14.70,9.91,255,0.00,0.00,,1460,0.408221993833505,0,13,71.6,9.93,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6704,0
110,9.88,23.74,14.70,9.91,255,0.00,0.00,,1452,0.409231829142267,0,13.5,71.6,9.9,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6448,0
111,9.92,23.65,14.70,9.92,255,0.00,0.00,,1452,0.406128421415046,0,13,71.6,9.83,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6472,0
112,9.96,23.82,14.70,9.92,255,0.00,0.00,,1451,0.413023255813954,0,13,71.6,9.99,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.644,0
113,10,23.69,14.70,9.93,255,0.00,0.00,,1442,0.415600624024961,0,13.5,71.6,9.99,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6152,0
114,10.04,23.52,14.70,9.93,255,0.00,0.00,,1448,0.41146408839779,0,12.5,71.6,9.93,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6336,0
115,10.08,23.69,14.70,9.93,255,0.00,0.00,,1456,0.411605150214592,0,12,71.6,9.99,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.66,0
116,10.12,23.69,14.70,10.03,255,0.00,0.00,,1456,0.4125,0,11.5,71.6,10.01,1.64,0.00,9.41,0.00,14.80,5.37,-9.44,-9.11,1,7,0,0,3,0.00,0,0,3.84,4.6592,0
