sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
0,15272,10.17,14.70,9.22,255,0.00,-3.13,,195,1.05057766367137,0,28,75.2,3.41,1.28,0.00,10.20,0.00,14.80,14.50,-0.30,-9.49,1,7,0,0,0,0.00,0,0,16.13,2.61744,0
1,15272.04,10.17,14.70,9.22,255,0.00,-3.13,,195,1.05057766367137,0,28,75.2,3.41,1.22,0.00,10.20,0.00,14.80,14.50,-0.30,-9.49,1,7,0,0,0,0.00,0,0,16.13,2.61744,0
2,15272.08,10.17,14.70,9.22,255,0.00,-3.13,,195,1.05057766367137,0,28,75.2,3.41,1.16,0.00,10.20,0.00,14.80,14.50,-0.30,-9.49,1,7,0,0,0,0.00,0,0,16.13,2.61744,0
3,15272.12,10.17,14.70,9.22,255,0.00,-3.13,,195,1.05057766367137,0,28,75.2,3.41,1.24,0.00,10.20,0.00,14.80,14.50,-0.30,-9.49,1,7,0,0,0,0.00,0,0,16.13,2.61744,0
4,15272.16,10.17,14.70,9.22,255,0.00,-3.13,,201,1.09688667496887,0,28,75.2,3.67,1.3,0.00,10.20,0.00,14.80,14.36,-0.45,-9.49,1,7,0,0,0,0.00,0,0,16.38,2.74090666666667,0
5,15272.2,10.17,14.70,9.23,255,0.00,-3.13,,418,0.615421398684997,0,28,75.2,4.29,1.26,0.00,10.20,0.00,14.80,13.63,-1.17,-9.49,1,7,0,0,0,0.00,0,0,12.29,4.28288,0
6,15272.24,10.17,14.70,9.23,255,0.00,-3.13,,767,0.340957966764418,0,28,75.2,4.36,1.3,0.00,10.20,0.00,14.80,13.49,-1.32,-9.49,1,7,0,0,0,0.00,0,0,12.03,7.69296,0
7,15272.28,20.83,14.70,9.23,255,0.00,-3.13,,1059,0.294189891355692,0,28,75.2,5.19,1.42,0.00,10.20,0.00,14.80,12.18,-2.62,-9.49,1,7,0,0,0,0.00,0,0,12.03,10.6132266666667,0
8,15272.32,21.16,14.70,9.25,255,0.00,-3.13,,1396,0.300376007162041,0,28,75.2,6.99,1.5,0.00,10.20,0.00,14.80,11.02,-3.78,-9.12,1,7,0,0,0,0.00,0,0,7.68,8.936,0
9,15272.36,21.34,14.70,9.25,255,0.00,-3.13,,1668,0.293209413880977,0,23.5,75.2,8.15,1.58,0.00,10.59,0.00,14.80,10.01,-4.80,-9.12,1,7,0,0,0,0.00,0,0,6.14,8.53888,0
10,15272.4,21.16,14.70,9.25,255,0.00,-3.13,,1920,0.305625,0,22.5,75.2,9.78,1.64,0.00,10.59,0.00,14.80,8.70,-6.10,-9.29,1,7,0,0,0,0.00,0,0,4.86,7.7824,0
11,15272.44,21.16,14.70,9.25,255,0.00,-3.13,,2044,0.299963311728018,0,22.5,75.2,10.22,1.66,0.00,10.59,0.00,14.80,7.98,-6.83,-10.11,1,7,0,0,0,0.00,0,0,3.58,6.10549333333333,0
