sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
0,13899.56,10.17,14.70,14.31,255,0.00,-1.56,,182,0.862809917355372,0,13,93.2,2.61,1.18,0.00,6.67,0.00,14.51,14.07,-0.44,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.04544,0
1,13899.6,10.17,14.70,10.79,255,0.00,-1.56,,182,0.862809917355372,0,13,93.2,2.61,1.2,0.00,6.67,0.00,14.51,14.07,-0.44,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.04544,0
2,13899.64,10.17,14.70,10.79,255,0.00,-1.56,,182,0.862809917355372,0,13,120.2,2.61,1.08,0.00,6.67,0.00,14.51,14.07,-0.44,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.04544,0
3,13899.68,10.17,14.70,10.79,255,0.00,-1.56,,182,0.862809917355372,0,13,120.2,2.61,1.12,0.00,6.67,0.00,14.51,14.07,-0.44,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.04544,0
4,13899.72,10.17,14.70,10.79,255,0.00,-1.56,,202,0.881087762669963,0,13,120.2,2.97,1.24,0.00,6.67,0.00,14.51,13.78,-0.73,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.16496,0
5,13899.76,10.17,14.70,10.79,255,0.00,-1.56,,202,0.881087762669963,0,13,120.2,2.97,1.2,0.00,6.67,0.00,14.51,13.78,-0.73,-9.24,1,7,0,0,0,0.00,0,0,6.91,1.16496,0
6,13899.8,10.17,14.70,10.79,255,0.00,-1.56,,414,0.51852745926373,0,13,120.2,3.58,1.22,0.00,6.67,0.00,14.51,12.91,-1.60,-9.24,1,7,0,0,0,0.00,0,0,6.66,2.29770666666667,0
7,13899.84,10.17,14.70,10.76,255,0.00,-1.56,,729,0.281481481481481,0,22.5,120.2,3.42,1.24,0.00,6.67,0.00,14.51,12.76,-1.75,-9.24,1,7,0,0,0,0.00,0,0,5.63,3.42144,0
8,13899.88,10.17,14.70,10.76,255,0.00,-1.56,,1117,0.227854903716973,0,20,120.2,4.24,1.26,0.00,6.67,0.00,14.51,10.88,-3.63,-9.24,1,7,0,0,0,0.00,0,0,5.12,4.76373333333333,0
9,13899.92,10.17,14.70,10.88,255,0.00,-1.56,,1269,0.213238770685579,0,20,120.2,4.51,1.34,0.00,6.67,0.00,14.51,10.15,-4.36,-8.95,1,7,0,0,0,0.00,0,0,4.35,4.60224,0
10,13899.96,21.42,14.70,10.92,255,0.00,-1.56,,1474,0.212962334577537,0,20,120.2,5.23,1.36,0.00,6.67,0.00,14.51,9.14,-5.37,-8.87,1,7,0,0,0,0.00,0,0,3.58,4.40085333333333,0
11,13900,21.34,14.70,10.92,255,0.00,-1.56,,1706,0.213544415127529,0,20,120.2,6.07,1.38,0.00,6.67,0.00,14.51,7.69,-6.82,-8.87,1,7,0,0,0,0.00,0,0,3.07,4.36608,0
12,13900.04,21.54,14.70,10.92,255,0.00,-1.56,,1785,0.209718526816972,0,20,120.2,6.24,1.4,0.00,6.67,0.00,14.51,7.11,-7.40,-9.23,1,7,0,0,0,0.00,0,0,2.56,3.80853333333333,0
13,13900.08,21.46,14.70,10.92,255,0.00,-1.56,,1842,0.203936473462739,0,20,120.2,6.26,1.4,0.00,6.67,0.00,14.51,6.53,-7.98,-9.23,1,7,0,0,0,0.00,0,0,2.56,3.92906666666667,0
14,13900.12,21.04,14.70,10.92,255,0.00,-1.56,,1852,0.203510667026735,0,20,120.2,6.28,1.42,0.00,6.67,0.00,14.51,6.09,-8.42,-9.49,1,7,0,0,0,0.00,0,0,2.30,3.55488,0
15,13900.16,21.21,14.70,10.93,255,0.00,-1.56,,1844,0.204691525423729,0,19.5,120.2,6.29,1.42,0.00,6.67,0.00,14.51,5.66,-8.85,-9.47,1,7,0,0,0,0.00,0,0,2.30,3.54,0
16,13900.2,21.42,14.70,10.93,255,0.00,-1.56,,1849,0.20446247464503,0,18.5,120.2,6.3,1.42,0.00,6.67,0.00,14.51,5.22,-9.29,-9.47,1,7,0,0,0,0.00,0,0,2.30,3.5496,0
17,13900.24,21.34,14.70,11.28,255,0.00,0.78,,1839,0.205844773684926,0,18,120.2,6.31,1.42,0.00,6.67,0.00,14.51,4.93,-9.58,-9.48,1,7,0,0,0,0.00,0,0,2.30,3.53136,0
18,13900.28,21.42,14.70,11.59,255,0.00,0.78,,1833,0.206574819260674,0,17,120.2,6.31,1.42,0.00,6.67,0.00,14.51,4.79,-9.72,-9.45,1,7,0,0,0,0.00,0,0,2.30,3.51888,0
