sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
0,79592.92,10.17,14.70,11.05,255,0.00,-4.69,,163,1.02857142857143,0,13,93.2,2.79,1.2,0.00,6.67,0.00,14.65,14.07,-0.59,-9.25,1,7,0,0,0,0.00,0,0,1.28,0.1736,0
1,79592.96,10.17,14.70,11.05,255,0.00,-4.69,,163,1.02857142857143,0,13,93.2,2.79,1.2,0.00,6.67,0.00,14.65,14.07,-0.59,-9.25,1,7,0,0,0,0.00,0,0,1.28,0.1736,0
2,79593,10.17,14.70,7.62,255,0.00,-4.69,,163,1.02857142857143,0,13,93.2,2.79,1.06,0.00,7.06,0.00,14.65,14.07,-0.59,-9.25,1,7,0,0,0,0.00,0,0,1.28,0.1736,0
3,79593.04,10.17,14.70,7.62,255,0.00,-4.69,,163,1.02857142857143,0,13,93.2,2.79,1.08,0.00,7.06,0.00,14.65,14.07,-0.59,-9.25,1,7,0,0,0,0.00,0,0,1.28,0.1736,0
4,79593.08,10.17,14.70,7.62,255,0.00,-4.69,,186,0.929032258064516,0,13,93.2,2.88,1.2,0.00,6.67,0.00,14.65,13.92,-0.73,-9.25,1,7,0,0,0,0.00,0,0,6.14,0.95232,0
5,79593.12,10.17,14.70,7.62,255,0.00,-4.69,,186,0.929032258064516,0,13,93.2,2.88,1.22,0.00,7.06,0.00,14.65,13.92,-0.73,-9.25,1,7,0,0,0,0.00,0,0,6.14,0.95232,0
6,79593.16,10.17,14.70,7.62,255,0.00,-4.69,,394,0.534517766497462,0,13,93.2,3.51,1.18,0.00,6.67,0.00,14.65,13.20,-1.46,-9.25,1,7,0,0,0,0.00,0,0,5.89,1.93322666666667,0
7,79593.2,10.17,14.70,7.62,255,0.00,-4.69,,704,0.288817891373802,0,20,93.2,3.39,1.22,0.00,7.06,0.00,14.65,13.05,-1.60,-9.25,1,7,0,0,0,0.00,0,0,5.63,3.30528,0
8,79593.24,10.17,14.70,7.64,255,0.00,-4.69,,923,0.251570964247021,0,17.5,93.2,3.87,1.28,0.00,7.06,0.00,14.65,11.75,-2.91,-9.14,1,7,0,0,0,0.00,0,0,4.61,3.54432,0
9,79593.28,22.56,14.70,7.64,255,0.00,-4.69,,1242,0.229514797664586,0,17.5,95,4.75,1.32,0.00,7.06,0.00,14.51,10.44,-4.07,-9.14,1,7,0,0,0,0.00,0,0,4.35,4.50341333333333,0
10,79593.32,22.64,14.70,7.70,255,0.00,-4.69,,1345,0.231481137335068,0,17.5,95,5.19,1.38,0.00,7.06,0.00,14.51,9.86,-4.65,-8.89,1,7,0,0,0,0.00,0,0,3.58,4.01781333333333,0
11,79593.36,22.56,14.70,7.70,255,0.00,-4.69,,1580,0.236239911378383,0,17.5,95,6.22,1.4,0.00,7.06,0.00,14.51,8.56,-5.95,-8.89,1,7,0,0,0,0.00,0,0,3.33,4.38117333333333,0
12,79593.4,22.47,14.70,7.70,255,0.00,-4.69,,1691,0.223891188645772,0,17.5,95,6.31,1.42,0.00,6.67,0.00,14.51,7.69,-6.82,-8.89,1,7,0,0,0,0.00,0,0,3.33,4.68970666666667,0
13,79593.44,22.39,14.70,7.71,255,0.00,-4.69,,1768,0.215467269899618,0,17.5,95,6.35,1.44,0.00,6.67,0.00,14.51,7.54,-6.97,-9.21,1,7,0,0,0,0.00,0,0,3.07,4.52672,0
14,79593.48,22.60,14.70,7.71,255,0.00,-3.91,,1889,0.20330906684315,0,17.5,95,6.4,1.44,0.00,6.67,0.00,14.51,6.82,-7.69,-9.21,1,7,0,0,0,0.00,0,0,3.07,4.8352,0
15,79593.52,22.56,14.70,7.71,255,0.00,-3.91,,1947,0.201514956990628,0,17,95,6.54,1.46,0.00,6.67,0.00,14.51,6.24,-8.27,-9.60,1,7,0,0,0,0.00,0,0,3.07,4.98496,0
16,79593.56,22.60,14.70,7.92,255,0.00,-3.91,,2007,0.203562087433055,0,16,95,6.81,1.46,0.00,6.67,0.00,14.51,5.66,-8.85,-9.87,1,7,0,0,0,0.00,0,0,2.82,4.71034666666667,0
17,79593.6,22.39,14.70,7.92,255,0.00,-3.91,,2050,0.199365698950964,0,15,95,6.81,1.46,0.00,6.67,0.00,14.51,5.22,-9.29,-9.87,1,7,0,0,1,0.00,0,0,2.56,4.37226666666667,0
18,79593.64,22.34,14.70,8.31,255,0.00,-3.91,,2070,0.194782608695652,0,14,95,6.72,1.46,0.00,6.67,0.00,14.51,4.93,-9.58,-9.87,1,7,0,0,1,0.00,0,0,2.56,4.416,0
19,79593.68,22.51,14.70,8.81,255,0.00,-3.91,,2072,0.189359391965255,0,13,95,6.54,1.46,0.00,6.67,0.00,14.51,4.64,-9.87,-9.87,1,7,0,0,1,0.00,0,0,2.56,4.4208,0
20,79593.72,22.39,14.70,8.81,255,0.00,-3.91,,2086,0.193288590604027,0,12,95,6.72,1.46,0.00,6.67,0.00,14.51,4.35,-10.16,-9.87,1,7,0,0,1,0.00,0,0,2.30,4.00512,0
21,79593.76,22.60,14.70,9.09,255,0.00,-3.91,,2075,0.194360086767896,0,11,95,6.72,1.46,0.00,7.06,0.00,14.51,4.21,-10.30,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.98304,0
22,79593.8,22.43,14.70,9.09,255,0.00,-3.91,,2069,0.194876752054132,0,10,95,6.72,1.46,0.00,7.06,0.00,14.51,4.06,-10.45,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.97248,0
23,79593.84,22.51,14.70,9.33,255,0.00,-3.91,,2056,0.196132798248814,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,4.06,-10.45,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.94704,0
24,79593.88,22.47,14.70,9.54,255,0.00,-3.91,,2020,0.202277227722772,0,9.5,95,6.81,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.8784,0
25,79593.92,22.34,14.70,9.54,255,0.00,-3.91,,1998,0.201776554485175,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.83664,0
26,79593.96,22.43,14.70,9.71,255,0.00,-3.91,,1975,0.20420359584705,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.87,1,7,0,0,1,0.00,0,0,2.30,3.79104,0
27,79594,22.51,14.70,9.92,255,0.00,-3.91,,1937,0.208210689388071,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.72,1,7,0,0,1,0.00,0,0,2.30,3.71808,0
28,79594.04,22.51,14.70,9.92,255,0.00,-3.91,,1915,0.210520819736327,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.72,1,7,0,0,1,0.00,0,0,2.30,3.67728,0
29,79594.08,22.51,14.70,10.03,255,0.00,-3.91,,1895,0.212742382271468,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.62,1,7,0,0,1,0.00,0,0,2.30,3.63888,0
30,79594.12,22.56,14.70,10.03,255,0.00,-3.91,,1867,0.216019287436378,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.62,1,7,0,0,1,0.00,0,0,2.30,3.58368,0
31,79594.16,22.77,14.70,10.12,255,0.00,-3.91,,1825,0.227146966169018,0,9.5,95,6.91,1.46,0.00,7.06,0.00,14.51,3.77,-10.74,-9.50,1,7,0,0,1,0.00,0,0,2.30,3.50448,0
32,79594.2,22.56,14.70,10.20,255,0.00,-3.91,,1799,0.23049339819319,0,9.5,95,6.91,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.38,1,7,0,0,1,0.00,0,0,2.30,3.4536,0
33,79594.24,24.41,14.70,10.20,255,0.00,-3.91,,1772,0.233972911963883,0,9.5,95,6.91,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.38,1,7,0,0,1,0.00,0,0,2.30,3.40224,0
34,79594.28,24.49,14.70,10.23,255,0.00,-1.56,,1747,0.230762626985263,0,9.5,95,6.72,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.31,1,7,0,0,1,0.00,0,0,2.30,3.35472,0
35,79594.32,24.58,14.70,10.29,255,0.00,-1.56,,1726,0.227313540912382,0,9.5,95,6.54,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.20,1,7,0,0,1,0.00,0,0,2.30,3.3144,0
36,79594.36,24.41,14.70,10.29,255,0.00,-1.56,,1684,0.23298203948345,0,9.5,95,6.54,1.46,0.00,7.06,0.00,14.51,3.92,-10.59,-9.20,1,7,0,0,1,0.00,0,0,2.30,3.23376,0
