sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG
0,78679.92,10.17,14.70,13.24,255,0.00,-3.13,,184,1.11825613079019,0,28.5,73.4,3.42,1.28,0.00,10.59,0.00,14.51,14.36,-0.15,-9.29,1,7,0,0,0,0.00,0,0,1.54,0.23488,0
1,78679.96,10.17,14.70,7.49,255,0.00,-3.13,,184,1.11825613079019,0,28.5,73.4,3.42,1.16,0.00,10.59,0.00,14.51,14.36,-0.15,-9.29,1,7,0,0,0,0.00,0,0,1.28,0.195733333333333,0
2,78680,10.17,14.70,7.49,255,0.00,-3.13,,184,1.11825613079019,0,28.5,73.4,3.42,1.14,0.00,10.59,0.00,14.51,14.36,-0.15,-9.29,1,7,0,0,0,0.00,0,0,1.28,0.195733333333333,0
3,78680.04,10.17,14.70,7.49,255,0.00,-3.13,,184,1.11825613079019,0,28.5,75.2,3.42,1.26,0.00,10.59,0.00,14.51,14.36,-0.15,-9.29,1,7,0,0,0,0.00,0,0,1.28,0.195733333333333,0
4,78680.08,10.17,14.70,7.49,255,0.00,-3.13,,190,1.11767810026385,0,28.5,75.2,3.53,1.28,0.00,10.59,0.00,14.51,14.36,-0.15,-9.29,1,7,0,0,0,0.00,0,0,25.09,3.96181333333333,0
5,78680.12,10.17,14.70,7.49,255,0.00,-3.13,,420,0.61072705601907,0,28.5,75.2,4.27,1.26,0.00,10.59,0.00,14.51,13.49,-1.02,-9.29,1,7,0,0,0,0.00,0,0,18.94,6.62250666666667,0
6,78680.16,10.17,14.70,7.49,255,0.00,-3.13,,779,0.340545746388443,0,28.5,75.2,4.42,1.32,0.00,10.59,0.00,14.51,13.34,-1.17,-9.29,1,7,0,0,0,0.00,0,0,18.69,12.1277333333333,0
7,78680.2,22.26,14.70,7.49,255,0.00,-3.13,,1057,0.302625975869411,0,28.5,75.2,5.33,1.44,0.00,10.59,0.00,14.51,12.04,-2.47,-9.29,1,7,0,0,0,0.00,0,0,14.59,12.85008,0
8,78680.24,22.60,14.70,7.49,255,0.00,-3.13,,1408,0.300798863838097,0,28.5,75.2,7.06,1.54,0.00,10.59,0.00,14.51,10.88,-3.63,-9.29,1,7,0,0,0,0.00,0,0,11.52,13.5192,0
9,78680.28,22.43,14.70,7.49,255,0.00,-3.13,,1662,0.314487738829547,0,24.5,75.2,8.71,1.62,0.00,10.59,0.00,14.51,9.86,-4.65,-8.92,1,7,0,0,0,0.00,0,0,8.96,12.4077333333333,0
10,78680.32,22.64,14.70,7.49,255,0.00,-3.13,,1923,0.316109738655571,0,23.5,75.2,10.13,1.66,0.00,10.98,0.00,14.51,8.70,-5.81,-9.52,1,7,0,0,0,0.00,0,0,6.14,9.84448,0
11,78680.36,22.56,14.70,7.49,255,0.00,-3.13,,2044,0.320880733944954,0,23.5,75.2,10.93,1.68,0.00,10.59,0.00,14.51,7.98,-6.53,-9.52,1,7,0,0,0,0.00,0,0,4.86,8.284,0
12,78680.4,22.01,14.70,7.49,255,0.00,-3.13,,2163,0.317577718710274,0,23,75.2,11.45,1.7,0.00,10.59,0.00,14.51,7.54,-6.97,-9.90,1,7,0,0,0,0.00,0,0,4.10,7.38389333333333,0
13,78680.44,22.47,14.70,7.50,255,0.00,-3.13,,2269,0.308560096948331,0,22.5,75.2,11.67,1.72,0.00,10.98,0.00,14.51,6.82,-7.69,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.2616,0
14,78680.48,22.51,14.70,7.50,255,0.00,-3.13,,2359,0.310588235294118,0,25,75.2,12.21,1.74,0.00,10.98,0.00,14.51,6.09,-8.42,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.548,0
15,78680.52,22.26,14.70,7.51,255,0.00,-3.13,,2389,0.317672909908967,0,23.5,75.2,12.65,1.76,0.00,10.98,0.00,14.51,5.80,-8.71,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.6456,0
16,78680.56,22.26,14.70,7.51,255,0.00,-3.13,,2418,0.311414392059553,0,22,75.2,12.55,1.74,0.00,10.98,0.00,14.51,5.51,-9.00,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.7376,0
17,78680.6,22.34,14.70,7.51,255,0.00,-3.13,,2406,0.311785491581792,0,21,75.2,12.5,1.74,0.00,11.37,0.00,14.51,5.22,-9.29,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.6976,0
18,78680.64,21.84,14.70,7.52,255,0.00,-3.13,,2398,0.310823774765381,0,19.5,75.2,12.42,1.74,0.00,11.37,0.00,14.51,5.08,-9.43,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.672,0
19,78680.68,22.34,14.70,7.52,255,0.00,-3.13,,2363,0.315395196275526,0,18.5,75.2,12.42,1.74,0.00,11.37,0.00,14.51,4.93,-9.58,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.5608,0
20,78680.72,22.30,14.70,7.74,255,0.00,-3.13,,2341,0.315573595385601,0,17,75.2,12.31,1.74,0.00,11.37,0.00,14.51,4.93,-9.58,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.4896,0
21,78680.76,22.43,14.70,7.75,255,0.00,-3.13,,2321,0.324429125376993,0,16.5,75.2,12.55,1.74,0.00,10.98,0.00,14.51,4.93,-9.58,-9.90,1,7,0,0,0,0.00,0,0,3.58,6.93205333333333,0
22,78680.8,22.26,14.70,7.75,255,0.00,-3.13,,2267,0.332120410188554,0,12,75.2,12.55,1.74,0.00,10.98,0.00,14.51,4.79,-9.72,-9.90,1,7,0,0,0,0.00,0,0,3.84,7.2552,0
