sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,1570.760,10.17,14.7,7.61589,255,0,-1.5625,172.5,0,14,78.8,2.53,1.18,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,6.144,0,185
1,1570.800,10.17,14.7,7.61589,255,0,-1.5625,172.5,0,14,78.8,2.53,1.22,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
2,1570.840,10.17,14.7,7.61589,255,0,-1.5625,172.5,0,14,78.8,2.53,1.1,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
3,1570.880,10.17,14.7,7.61589,255,0,-1.5625,172.5,0,14,78.8,2.53,1.06,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
4,1570.920,10.17,14.7,7.61589,255,0,-1.5625,172.5,0,14,78.8,2.53,1.16,0,6.66667,0,14.3647,13.775,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
5,1570.960,10.17,14.7,7.61589,255,0,-1.5625,180.25,0,14,78.8,2.58,1.24,0,6.66667,0,14.3647,13.63,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
6,1571.000,10.17,14.7,7.61589,255,0,-1.5625,180.25,0,14,78.8,2.58,1.16,0,6.66667,0,14.3647,13.63,-8.97394,1,7,0,0,0,0,0,0,5.888,0,185
7,1571.040,10.17,14.7,7.61589,255,0,-1.5625,387,0,14,78.8,3.17,1.2,0,6.66667,0,14.3647,13.195,-8.97394,1,7,0,0,0,0,0,0,5.632,0,185
8,1571.080,10.17,14.7,7.61589,255,0,-1.5625,925.25,0,19,78.8,3.46,1.24,0,6.66667,0,14.3647,11.745,-8.97394,1,7,0,0,0,0,0,0,5.376,0,185
9,1571.120,22.5979,14.7,7.63908,255,0,-1.5625,1114.25,0,17.5,78.8,3.87,1.3,0,6.66667,0,14.3647,11.165,-8.85891,1,7,0,0,0,0,0,0,4.096,0,185
10,1571.160,22.5553,14.7,7.70161,255,0,-1.5625,1389,0,17.5,80.6,4.64,1.34,0,6.66667,0,14.3647,10.005,-8.60654,1,7,0,0,0,0,0,0,3.328,0,185
11,1571.200,22.683,14.7,7.70161,255,0,-1.5625,1580.5,0,17.5,80.6,5.36,1.38,0,6.27451,0,14.3647,8.99,-8.60654,1,7,0,0,0,0,0,0,3.328,0,185
12,1571.240,22.683,14.7,7.70358,255,0,-1.5625,1723.25,0,17.5,80.6,5.64,1.4,0,6.27451,0,14.3647,8.265,-8.76287,1,7,0,0,0,0,0,0,3.072,0,185
13,1571.280,22.5553,14.7,7.70358,255,0,-1.5625,1860,0,17.5,80.6,5.89,1.42,0,6.27451,0,14.3647,7.25,-8.76287,1,7,0,0,0,0,0,0,3.072,0,185
14,1571.320,22.3871,14.7,7.70358,255,0,-1.5625,1943,0,17.5,80.6,5.96,1.42,0,6.27451,0,14.3647,6.96,-9.24771,1,7,0,0,0,0,0,0,2.816,0,185
15,1571.360,22.5553,14.7,7.70555,255,0,-1.5625,2018.5,0,17.5,80.6,6.11,1.44,0,6.66667,0,14.3647,6.235,-9.59272,1,7,0,0,0,0,0,0,2.816,0,185
16,1571.400,22.5979,14.7,7.70555,255,0,-1.5625,2084.25,0,16.5,80.6,6.25,1.44,0,6.66667,0,14.3647,5.655,-9.59272,1,7,0,0,1,0,0,0,2.816,0,185
17,1571.440,22.5553,14.7,7.70753,255,0,-1.5625,2116,0,15.5,80.6,6.25,1.44,0,6.66667,0,14.3647,5.22,-9.59272,1,7,0,0,1,0,0,0,2.56,0,185
18,1571.480,22.5147,14.7,8.12348,255,0,-1.5625,2154,0,14,80.6,6.25,1.44,0,6.66667,0,14.3647,4.93,-9.59272,1,7,0,0,1,0,0,0,2.56,0,185
19,1571.520,22.8087,14.7,8.12348,255,0,-1.5625,2171.5,0,13.5,80.6,6.25,1.44,0,6.66667,0,14.3647,4.64,-9.59272,1,7,0,0,1,0,0,0,2.56,0,185
20,1571.560,22.3445,14.7,8.31417,255,0,-.78125,2171,0,12.5,80.6,6.25,1.44,0,6.66667,0,14.3647,4.35,-9.59272,1,7,0,0,1,0,0,0,2.304,0,185
21,1571.600,22.4722,14.7,8.31417,255,0,-.78125,2179,0,11.5,80.6,6.25,1.44,0,6.66667,0,14.3647,4.205,-9.59272,1,7,0,0,1,0,0,0,2.304,0,185
22,1571.640,22.5553,14.7,8.49481,255,0,-.78125,2165.25,0,10.5,80.6,6.25,1.44,0,6.66667,0,14.3647,4.06,-9.59272,1,7,0,0,1,0,0,0,2.304,0,185
23,1571.680,22.5979,14.7,8.66598,255,0,-.78125,2165.75,0,9.5,80.6,6.33,1.44,0,6.66667,0,14.3647,3.915,-9.59272,1,7,0,0,1,0,0,0,2.304,0,185
24,1571.720,22.5979,14.7,8.66598,255,0,-.78125,2130,0,9.5,80.6,6.33,1.44,0,6.66667,0,14.3647,3.915,-9.59272,1,7,0,0,1,0,0,0,2.304,0,185
25,1571.760,22.4722,14.7,8.82345,255,0,-.78125,2000,0,9.5,80.6,6.4,1.46,0,6.66667,0,14.3647,3.77,-9.59272,1,7,0,0,2,0,0,0,2.304,0,185
26,1571.800,22.5553,14.7,8.97335,255,0,-.78125,1977.5,0,9.5,80.6,6.63,1.46,0,6.66667,0,14.3647,3.77,-9.5373,1,7,0,0,2,0,0,0,2.304,0,185
