sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,7063.560,10.17,14.7,7.61589,255,0,4.6875,170.25,0,14,95,2.48,1.2,0,6.66667,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
1,7063.600,10.17,14.7,7.61589,255,0,4.6875,170.25,0,14,95,2.48,1.22,0,6.66667,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
2,7063.640,10.17,14.7,7.61589,255,0,4.6875,170.25,0,14,95,2.48,1.08,0,6.66667,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
3,7063.680,10.17,14.7,7.61589,255,0,4.6875,170.25,0,14,95,2.48,1.1,0,6.66667,0,14.5098,13.92,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
4,7063.720,10.17,14.7,7.61589,255,0,4.6875,185.75,0,14,95,2.63,1.22,0,6.66667,0,14.5098,13.775,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
5,7063.760,10.17,14.7,7.61589,255,0,4.6875,185.75,0,14,95,2.63,1.24,0,6.66667,0,14.5098,13.775,-9.09857,1,7,0,0,0,0,0,0,6.144,0,192.2
6,7063.800,10.17,14.7,7.61589,255,0,4.6875,405.5,0,14,95,3.27,1.2,0,6.66667,0,14.5098,13.195,-9.09857,1,7,0,0,0,0,0,0,5.632,0,192.2
7,7063.840,10.17,14.7,7.61589,255,0,4.6875,713.5,0,21,95,3.21,1.24,0,7.05882,0,14.5098,12.615,-9.09857,1,7,0,0,0,0,0,0,5.12,0,192.2
8,7063.880,10.17,14.7,7.6449,255,0,4.6875,950.5,0,19,95,3.58,1.3,0,7.05882,0,14.5098,11.89,-8.96024,1,7,0,0,0,0,0,0,4.608,0,192.2
9,7063.920,21.4607,14.7,7.6449,255,0,4.6875,1275.75,0,17.5,95,4.41,1.32,0,7.05882,0,14.5098,10.585,-8.96024,1,7,0,0,0,0,0,0,3.84,0,192.2
10,7063.960,21.2924,14.7,7.70161,255,0,4.6875,1500.5,0,17.5,95,5.32,1.38,0,7.05882,0,14.5098,9.57,-8.73117,1,7,0,0,0,0,0,0,3.584,0,192.2
11,7064.000,21.4607,14.7,7.70358,255,0,4.6875,1664,0,17.5,95,5.78,1.42,0,7.05882,0,14.5098,8.7,-8.88881,1,7,0,0,0,0,0,0,3.328,0,192.2
12,7064.040,21.2924,14.7,7.70358,255,0,4.6875,1763.25,0,17.5,95,6.07,1.44,0,6.66667,0,14.5098,7.975,-8.88881,1,7,0,0,0,0,0,0,3.328,0,192.2
13,7064.080,21.335,14.7,7.70358,255,0,4.6875,1877.75,0,17.5,95,6.18,1.44,0,6.66667,0,14.5098,7.105,-9.34956,1,7,0,0,0,0,0,0,3.072,0,192.2
14,7064.120,21.2073,14.7,7.70358,255,0,4.6875,1978.25,0,17.5,95,6.25,1.44,0,6.66667,0,14.5098,6.815,-9.34956,1,7,0,0,0,0,0,0,3.072,0,192.2
15,7064.160,21.4181,14.7,7.70555,255,0,4.6875,2032,0,17,95,6.37,1.44,0,6.66667,0,14.5098,6.235,-9.66402,1,7,0,0,0,0,0,0,3.072,0,192.2
16,7064.200,21.4607,14.7,7.70753,255,0,4.6875,2090.25,0,16,95,6.4,1.44,0,6.66667,0,14.5098,5.655,-9.71735,1,7,0,0,0,0,0,0,2.816,0,192.2
17,7064.240,21.4607,14.7,7.70753,255,0,3.125,2143.25,0,15,95,6.37,1.44,0,6.66667,0,14.5098,5.22,-9.71735,1,7,0,0,0,0,0,0,2.816,0,192.2
18,7064.280,21.3756,14.7,8.12348,255,0,3.125,2160.25,0,14,95,6.37,1.44,0,6.66667,0,14.5098,4.93,-9.71735,1,7,0,0,0,0,0,0,2.56,0,192.2
19,7064.320,21.4607,14.7,8.31417,255,0,3.125,2183,0,13,95,6.4,1.44,0,6.66667,0,14.5098,4.495,-9.71735,1,7,0,0,0,0,0,0,2.56,0,192.2
20,7064.360,21.3756,14.7,8.31417,255,0,3.125,2172.75,0,12,95,6.4,1.46,0,6.66667,0,14.5098,4.35,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
21,7064.400,21.2924,14.7,8.49481,255,0,3.125,2159.25,0,11,95,6.4,1.46,0,6.66667,0,14.5098,4.205,-9.71735,1,7,0,0,0,0,0,0,2.56,0,192.2
22,7064.440,21.3756,14.7,8.49481,255,0,3.125,2152.25,0,10,95,6.63,1.46,0,6.66667,0,14.5098,4.06,-9.71735,1,7,0,0,1,0,0,0,2.304,0,192.2
23,7064.480,21.3756,14.7,8.66598,255,0,3.125,2126,0,9.5,95,7,1.46,0,7.05882,0,14.5098,3.915,-9.71735,1,7,0,0,1,0,0,0,2.304,0,192.2
24,7064.520,21.335,14.7,8.82345,255,0,3.125,2105,0,9.5,95,7.46,1.48,0,7.05882,0,14.5098,3.915,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
25,7064.560,21.3756,14.7,8.82345,255,0,3.125,2066.75,0,9.5,95,7.28,1.46,0,7.05882,0,14.5098,3.77,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
26,7064.600,21.2073,14.7,8.97335,255,0,3.125,2046.25,0,9.5,95,7.28,1.46,0,7.05882,0,14.5098,3.77,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
27,7064.640,21.3756,14.7,9.10911,255,0,3.125,2023.25,0,9.5,95,7.37,1.48,0,7.05882,0,14.5098,3.77,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
28,7064.680,21.4607,14.7,9.10911,255,0,3.125,1974.5,0,9.5,95,7.46,1.48,0,7.05882,0,14.5098,3.77,-9.71735,1,7,0,0,1,0,0,0,2.56,0,192.2
29,7064.720,21.3756,14.7,9.23768,255,0,3.125,1949.25,0,9.5,95,7.49,1.48,0,7.05882,0,14.5098,3.77,-9.64536,1,7,0,0,1,0,0,0,2.56,0,192.2
30,7064.760,21.4607,14.7,9.23768,255,0,3.125,1915.75,0,4,95,7.46,1.48,0,7.05882,0,14.5098,3.77,-9.64536,1,7,0,0,1,0,0,0,2.56,0,192.2
31,7064.800,21.4607,14.5852,9.35538,255,0,3.125,1880.75,0,9.5,95,7.49,1.48,0,7.05882,0,14.5098,3.77,-9.50938,1,7,0,0,1,0,0,0,2.56,0,192.2
