sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,1776.480,10.17,14.7,7.61589,255,0,-1.5625,155.5,0,12.5,82.4,2.25,1.22,0,6.66667,0,14.2196,13.63,-8.88047,1,7,0,0,0,0,0,0,1.28,0,195.8
1,1776.520,10.17,14.7,7.61589,255,0,-1.5625,155.5,0,12.5,82.4,2.25,1.1,0,6.66667,0,14.2196,13.63,-8.88047,1,7,0,0,0,0,0,0,1.28,0,195.8
2,1776.560,10.17,14.7,7.61589,255,0,-1.5625,155.5,0,12.5,82.4,2.25,1.06,0,6.66667,0,14.2196,13.63,-8.88047,1,7,0,0,0,0,0,0,1.28,0,195.8
3,1776.600,10.17,14.7,7.61589,255,0,-1.5625,155.5,0,12.5,82.4,2.25,1.14,0,6.66667,0,14.2196,13.63,-8.88041,1,7,0,0,0,0,0,0,1.28,0,195.8
4,1776.640,10.17,14.7,7.61589,255,0,-1.5625,177.5,0,12.5,82.4,2.51,1.22,0,6.66667,0,14.2196,13.63,-8.88041,1,7,0,0,0,0,0,0,5.888,0,195.8
5,1776.680,10.17,14.7,7.61589,255,0,-1.5625,177.5,0,12.5,82.4,2.51,1.14,0,6.66667,0,14.2196,13.63,-8.88047,1,7,0,0,0,0,0,0,5.888,0,195.8
6,1776.720,10.17,14.7,7.61589,255,0,-1.5625,380.25,0,12.5,82.4,3.05,1.2,0,6.66667,0,14.2196,13.05,-8.88047,1,7,0,0,0,0,0,0,5.632,0,195.8
7,1776.760,10.17,14.8148,7.61589,255,0,-1.5625,682.75,0,19.5,82.4,2.89,1.24,0,6.66667,0,14.2196,12.47,-8.88047,1,7,0,0,0,0,0,0,5.632,0,195.8
8,1776.800,10.17,14.8148,7.63714,255,0,-1.5625,1105.25,0,17.5,82.4,3.77,1.26,0,6.66667,0,14.2196,11.165,-8.77936,1,7,0,0,0,0,0,0,4.096,0,195.8
9,1776.840,10.2957,14.8148,7.63714,255,0,-1.5625,1387.5,0,17.5,84.2,4.49,1.32,0,6.66667,0,14.2196,10.005,-8.77936,1,7,0,0,0,0,0,0,3.84,0,195.8
10,1776.880,22.5553,14.8148,7.70161,255,0,-1.5625,1583,0,17.5,84.2,5.3,1.38,0,6.66667,0,14.2196,9.135,-8.51307,1,7,0,0,0,0,0,0,3.328,0,195.8
11,1776.920,22.683,14.8148,7.70555,255,0,-1.5625,1716.5,0,17.5,84.2,5.62,1.4,0,6.66667,0,14.2196,8.265,-8.61798,1,7,0,0,0,0,0,0,3.072,0,195.8
12,1776.960,22.5979,14.8148,7.70555,255,0,-1.5625,1821.25,0,17.5,84.2,5.85,1.42,0,6.66667,0,14.2196,7.685,-8.61798,1,7,0,0,0,0,0,0,3.072,0,195.8
13,1777.000,22.5147,14.8148,7.70555,255,0,-1.5625,1921.25,0,17.5,84.2,6.03,1.42,0,6.66667,0,14.2196,7.105,-9.13957,1,7,0,0,0,0,0,0,2.816,0,195.8
