sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,BOOST ERROR,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT
2,0.12,14.13,14.24,14.36,31,-0.78,-10.94,-11.72,799,0.329014084507042,0,12.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5336,0,179.6
3,0.16,14.05,14.24,14.36,31,-0.78,-10.94,-11.72,795,0.330462118830556,0,12,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35722666666667,0,179.6
4,0.2,14.09,14.24,14.36,31,-0.78,-10.94,-11.72,810,0.324344338167232,0,11,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.55568,0,179.6
5,0.24,14.21,14.24,14.36,31,-0.78,-10.94,-11.72,801,0.328089887640449,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53792,0,179.6
6,0.28,14.13,14.24,14.36,31,-0.78,-10.94,-11.72,803,0.327272727272727,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37045333333333,0,179.6
7,0.32,14.13,14.24,14.36,31,-0.78,-10.94,-11.72,797,0.329736511919699,0,12,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.36021333333333,0,179.6
8,0.36,14.17,14.24,14.36,31,-0.78,-10.94,-11.72,793,0.331504257332072,0,12.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52208,0,179.6
9,0.4,14.13,14.24,14.36,31,-0.78,-10.94,-11.72,783,0.335525055857006,0,13.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33674666666667,0,179.6
10,0.44,14.21,14.24,14.36,31,-0.78,-10.94,-11.72,799,0.328911138923655,0,12,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53408,0,179.6
11,0.48,14.34,14.24,14.36,31,-0.78,-10.94,-11.72,801,0.328089887640449,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.36704,0,179.6
12,0.52,14.30,14.24,14.36,31,-0.78,-10.94,-11.72,803,0.327170868347339,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37088,0,179.6
13,0.56,14.47,14.24,14.36,31,-0.78,-10.94,-11.72,785,0.334777070063694,0,13,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33973333333333,0,179.6
14,0.6,14.30,14.24,14.36,31,-0.78,-10.94,-11.72,788,0.333396764985728,0,13,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34528,0,179.6
15,0.64,14.21,14.24,14.36,31,-0.78,-10.94,-11.72,783,0.335632183908046,0,13.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33632,0,179.6
16,0.68,14.30,14.24,14.36,31,-0.78,-10.94,-11.72,780,0.337031099711446,0,13.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.49712,0,179.6
17,0.72,14.26,14.24,14.36,31,-0.78,-10.94,-11.72,769,0.341964866623292,0,15,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.47552,0,179.6
18,0.76,14.13,14.24,14.36,31,-0.78,-10.94,-11.72,779,0.33757225433526,0,13.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.49472,0,179.6
19,0.8,14.30,14.24,14.36,31,-0.78,-10.94,-11.72,782,0.336168851934762,0,13,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50096,0,179.6
20,0.84,14.30,14.24,14.36,31,-0.78,-10.94,-11.72,789,0.333291058972733,0,12.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.51392,0,179.6
21,0.88,14.38,14.36,14.36,31,-0.78,-10.94,-11.72,771,0.341077222582739,0,14.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.47936,0,179.6
22,0.92,14.26,14.36,14.37,31,-0.78,-10.94,-11.72,784,0.335204081632653,0,13.5,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50528,0,179.6
23,0.96,14.30,14.36,14.37,31,-0.78,-10.94,-11.72,800,0.330103157236636,0,11.5,87.8,4.4,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53552,0,179.6
24,1,14.26,14.36,14.37,31,-0.78,-10.94,-11.72,796,0.330150753768844,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52832,0,179.6
25,1.04,14.13,14.36,14.37,31,-0.78,-10.94,-11.72,793,0.33139974779319,0,12,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52256,0,179.6
26,1.08,14.34,14.36,14.37,31,-0.78,-10.94,-11.72,787,0.334138588684043,0,12.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.51008,0,179.6
27,1.12,14.38,14.36,14.37,31,-0.78,-10.94,-11.72,798,0.329426512065183,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53168,0,179.6
28,1.16,14.30,14.36,14.37,31,-0.78,-10.94,-11.72,796,0.330047095761381,0,11.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5288,0,179.6
29,1.2,14.38,14.36,14.37,31,-0.78,-10.94,-11.72,810,0.324644842495368,0,10.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.55424,0,179.6
30,1.24,14.38,14.36,14.37,31,-0.78,-10.94,-11.72,812,0.323844731977819,0,10.5,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.05,1.38496,0,179.6
31,1.28,14.38,14.36,14.37,31,-0.78,-10.94,-11.72,815,0.322552930346732,0,10,87.8,4.38,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.39050666666667,0,179.6
32,1.32,14.38,14.36,14.37,31,-0.78,-10.94,-11.72,803,0.327170868347339,0,11,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.37088,0,179.6
33,1.36,14.38,14.36,14.36,31,-0.78,-10.94,-11.72,807,0.325549705791267,0,11,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37770666666667,0,179.6
34,1.4,14.34,14.36,14.36,31,-0.78,-10.94,-11.72,806,0.32605459057072,0,11,87.8,4.38,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37557333333333,0,179.6
35,1.44,14.85,14.36,14.36,31,-0.78,-10.94,-11.72,820,0.319024390243902,0,9.5,87.8,4.36,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.39946666666667,0,179.6
36,1.48,14.80,14.36,14.36,31,-0.78,-10.94,-11.72,817,0.320391916717698,0,10,87.8,4.36,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.39349333333333,0,179.6
37,1.52,14.72,14.36,14.36,31,-0.78,-10.94,-11.72,817,0.320097889262772,0,10,87.8,4.36,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.39477333333333,0,179.6
38,1.56,14.59,14.36,14.36,31,-0.78,-10.94,-11.72,823,0.317861482381531,0,9.5,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.40458666666667,0,179.6
39,1.6,14.80,14.36,14.36,31,-0.78,-10.94,-11.72,815,0.320245398773006,0,10.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.87,0.41,1,8,0,0,0,0.00,0,0,2.05,1.39093333333333,0,179.6
40,1.64,14.85,14.36,14.36,31,-0.78,-10.94,-11.72,814,0.321277249002149,0,10.5,87.8,4.36,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.87,0.41,1,8,0,0,0,0.00,0,0,2.05,1.38965333333333,0,179.6
41,1.68,14.80,14.36,14.35,31,-0.78,-10.94,-11.72,809,0.322620519159456,0,11,87.8,4.35,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.88,0.41,1,8,0,0,0,0.00,0,0,2.05,1.38069333333333,0,179.6
42,1.72,14.80,14.36,14.35,31,-0.78,-10.94,-11.72,815,0.320981595092025,0,10.5,87.8,4.36,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.88,0.41,1,8,0,0,0,0.00,0,0,2.05,1.39093333333333,0,179.6
43,1.76,14.80,14.36,14.35,31,-0.78,-10.94,-11.72,799,0.326556146387238,0,12,87.8,4.35,1.26,0.00,0.39,0.00,14.22,4.93,-9.29,-8.88,0.41,1,8,0,0,0,0.00,0,0,2.05,1.36405333333333,0,179.6
44,1.8,14.80,14.36,14.34,31,-0.78,-10.94,-11.72,793,0.329026158209896,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,4.93,-9.29,-8.90,0.39,1,8,0,0,0,0.00,0,0,2.05,1.35381333333333,0,179.6
45,1.84,14.80,14.36,14.34,31,-0.78,-10.94,-11.72,789,0.331008243500317,0,13,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34570666666667,0,179.6
46,1.88,14.93,14.36,14.34,31,-0.78,-10.94,-11.72,795,0.328198679660484,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35722666666667,0,179.6
47,1.92,14.85,14.36,14.34,31,-0.78,-10.94,-11.72,792,0.329545454545455,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35168,0,179.6
48,1.96,14.80,14.36,14.34,31,-0.78,-10.94,-11.72,804,0.324525955859496,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37258666666667,0,179.6
49,2,14.80,14.36,14.35,31,-0.78,-10.94,-11.72,815,0.320245398773006,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.39093333333333,0,179.6
50,2.04,14.85,14.36,14.35,31,-0.78,-10.94,-11.72,810,0.323062673664711,0,11,87.8,4.36,1.26,0.00,0.39,0.00,14.22,4.93,-9.29,-8.88,0.41,1,8,0,0,0,0.00,0,0,2.05,1.38197333333333,0,179.6
51,2.08,14.64,14.36,14.35,31,-0.78,-10.94,-11.72,815,0.321080085915925,0,11,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.39050666666667,0,179.6
52,2.12,14.85,14.36,14.35,31,-0.78,-10.94,-11.72,807,0.323520297489929,0,11.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.37685333333333,0,179.6
53,2.16,14.85,14.36,14.35,31,-0.78,-10.94,-11.72,811,0.322023442319556,0,11,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.38325333333333,0,179.6
54,2.2,14.76,14.36,14.34,31,-0.78,-10.94,-11.72,799,0.326760563380282,0,12,87.8,4.35,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.89,0.40,1,8,0,0,0,0.00,0,0,2.05,1.3632,0,179.6
55,2.24,14.89,14.36,14.34,31,-0.78,-10.94,-11.72,799,0.32665832290363,0,12,87.8,4.35,1.28,0.00,0.39,0.00,14.22,4.93,-9.29,-8.90,0.39,1,8,0,0,0,0.00,0,0,2.05,1.36362666666667,0,179.6
56,2.28,14.76,14.36,14.34,31,-0.78,-10.94,-11.72,788,0.331218274111675,0,13.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34485333333333,0,179.6
57,2.32,14.76,14.36,14.34,31,-0.78,-10.94,-11.72,794,0.328611898016997,0,12.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35552,0,179.6
58,2.36,14.80,14.47,14.34,31,-0.78,-10.94,-11.72,783,0.333546325878594,0,14,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33546666666667,0,179.6
59,2.4,14.89,14.47,14.34,31,-0.78,-10.94,-11.72,790,0.33048433048433,0,13,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34784,0,179.6
60,2.44,14.85,14.47,14.34,31,-0.78,-10.94,-11.72,796,0.327786499215071,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35893333333333,0,179.6
61,2.48,14.76,14.47,14.34,31,-0.78,-10.94,-11.72,793,0.329337539432177,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35253333333333,0,179.6
62,2.52,14.80,14.47,14.34,31,-0.78,-10.94,-11.72,781,0.334401024983985,0,14,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33205333333333,0,179.6
63,2.56,14.76,14.47,14.35,31,-0.78,-10.94,-11.72,789,0.330903328050713,0,13,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34613333333333,0,179.6
64,2.6,14.42,14.47,14.35,31,-0.78,-10.94,-11.72,782,0.333973128598848,0,13.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50048,0,179.6
65,2.64,14.55,14.47,14.35,31,-0.78,-10.94,-11.72,786,0.33206106870229,0,13,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50912,0,179.6
66,2.68,14.47,14.47,14.35,31,-0.78,-10.94,-11.72,786,0.331955484896661,0,14,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5096,0,179.6
67,2.72,14.47,14.47,14.35,31,-0.78,-10.94,-11.72,789,0.330798479087452,0,12.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.34656,0,179.6
68,2.76,14.51,14.47,14.36,31,-0.78,-10.94,-11.72,794,0.328611898016997,0,12,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52496,0,179.6
69,2.8,14.51,14.36,14.36,31,-0.78,-10.94,-11.72,781,0.334401024983985,0,13.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.33205333333333,0,179.6
70,2.84,14.34,14.47,14.36,31,-0.78,-10.94,-11.72,780,0.334830019243105,0,13.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.49664,0,179.6
71,2.88,14.38,14.47,14.36,31,-0.78,-10.94,-11.72,768,0.340065146579805,0,15,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.4736,0,179.6
72,2.92,14.42,14.36,14.36,31,-0.78,-10.94,-11.72,770,0.338851022395326,0,14.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.47888,0,179.6
73,2.96,14.51,14.36,14.36,31,-0.78,-10.94,-11.72,767,0.341180306488425,0,15,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.47216,0,179.6
74,3,14.47,14.47,14.36,31,-0.78,-10.94,-11.72,786,0.33206106870229,0,12.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50912,0,179.6
75,3.04,14.55,14.47,14.36,31,-0.78,-10.94,-11.72,785,0.333354571519592,0,13,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50672,0,179.6
76,3.08,14.47,14.47,14.36,31,0.00,-10.94,-10.94,793,0.329026158209896,0,12,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52304,0,179.6
77,3.12,14.42,14.47,14.36,31,0.00,-10.94,-10.94,780,0.335384615384615,0,13,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.4976,0,179.6
78,3.16,14.47,14.47,14.36,31,0.00,-10.94,-10.94,784,0.332802040165764,0,13,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50576,0,179.6
79,3.2,14.47,14.47,14.36,31,0.00,-10.94,-10.94,788,0.332190476190476,0,12.5,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.512,0,179.6
80,3.24,14.51,14.47,14.36,31,0.00,-10.94,-10.94,798,0.327067669172932,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53216,0,179.6
81,3.28,14.55,14.47,14.36,31,0.00,-10.94,-10.94,799,0.326760563380282,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5336,0,179.6
82,3.32,14.47,14.47,14.37,31,0.00,-10.94,-10.94,811,0.321725731895223,0,10.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.30,1.5576,0,179.6
83,3.36,14.42,14.47,14.37,31,0.00,-10.94,-10.94,809,0.319109461966605,0,11,87.8,4.3,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.05,1.37984,0,179.6
84,3.4,14.47,14.47,14.36,31,0.00,-10.94,-10.94,811,0.31832202344232,0,10.5,87.8,4.3,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.30,1.55616,0,179.6
85,3.44,14.55,14.47,14.36,31,0.00,-10.94,-10.94,796,0.326279434850863,0,12,87.8,4.33,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.30,1.5288,0,179.6
86,3.48,14.47,14.47,14.35,31,0.00,-10.94,-10.94,796,0.328095537397863,0,12,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35765333333333,0,179.6
87,3.52,14.51,14.36,14.35,31,0.00,-10.94,-10.94,794,0.328922495274102,0,12,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.35424,0,179.6
88,3.56,14.47,14.36,14.35,31,0.00,-10.94,-10.94,786,0.331955484896661,0,12.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5096,0,179.6
89,3.6,14.21,14.36,14.35,31,0.00,-10.94,-10.94,795,0.329056603773585,0,12,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.05,1.3568,0,179.6
90,3.64,14.42,14.36,14.35,31,0.00,-10.94,-10.94,793,0.329337539432177,0,12,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.5216,0,179.6
91,3.68,14.47,14.36,14.35,31,0.00,-10.94,-10.94,799,0.326556146387238,0,11.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53456,0,179.6
92,3.72,14.47,14.47,14.35,31,0.00,-10.94,-10.94,786,0.332272437937619,0,13,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50816,0,179.6
93,3.76,14.47,14.47,14.35,31,0.00,-10.94,-10.94,790,0.330275229357798,0,12.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.51728,0,179.6
94,3.8,14.51,14.47,14.35,31,0.00,-10.94,-10.94,792,0.33019880088356,0,12,87.8,4.36,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52112,0,179.6
95,3.84,14.42,14.47,14.36,31,0.00,-10.94,-10.94,795,0.328508495909377,0,11.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52544,0,179.6
96,3.88,14.42,14.47,14.36,31,0.00,-10.94,-10.94,783,0.333439795592462,0,13,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.50288,0,179.6
97,3.92,14.42,14.47,14.35,31,0.00,-10.94,-10.94,794,0.328611898016997,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52496,0,179.6
98,3.96,14.51,14.36,14.36,31,0.00,-10.94,-10.94,800,0.326454033771107,0,11,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53504,0,179.6
99,4,14.47,14.47,14.36,31,0.00,-10.94,-10.94,812,0.321626617375231,0,10,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.55808,0,179.6
100,4.04,14.51,14.47,14.35,31,0.00,-10.94,-10.94,795,0.328405158854986,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.52592,0,179.6
101,4.08,14.55,14.36,14.35,31,0.00,-10.94,-10.94,799,0.32686286787727,0,11.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.53312,0,179.6
102,4.12,14.38,14.36,14.35,31,0.00,-10.94,-10.94,817,0.319559228650138,0,9.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.90,0.25,1,8,0,0,0,0.00,0,0,2.30,1.56816,0,179.6
103,4.16,14.47,14.36,14.36,31,0.00,-10.94,-10.94,809,0.322820037105751,0,10.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.37984,0,179.6
104,4.2,14.80,14.36,14.36,31,0.00,-10.94,-10.94,811,0.321824907521578,0,10.5,87.8,4.35,1.26,0.00,0.39,0.00,14.22,5.08,-9.14,-8.88,0.26,1,8,0,0,0,0.00,0,0,2.05,1.38410666666667,0,179.6
105,4.24,14.93,14.36,14.35,31,0.00,-10.94,-10.94,801,0.325944427099594,0,11.5,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.26,1,8,0,0,0,0.00,0,0,2.05,1.36661333333333,0,179.6
106,4.28,14.85,14.36,14.35,31,0.00,-10.94,-10.94,807,0.323620582765034,0,11,87.8,4.35,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37642666666667,0,179.6
107,4.32,14.93,14.36,14.35,31,0.00,-10.94,-10.94,808,0.321435199505104,0,11,87.8,4.33,1.28,0.00,0.39,0.00,14.22,5.08,-9.14,-8.89,0.25,1,8,0,0,0,0.00,0,0,2.05,1.37941333333333,0,179.6
