sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,BOOST ERROR,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT
582,23.32,14.64,14.70,14.55,31,-0.78,-2.34,-3.13,2190,0.281917808219178,12,20,86,10.29,1.64,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,0,0.00,0,0,2.05,3.7376,0,177.8
583,23.36,14.76,14.59,14.55,31,-0.78,-2.34,-3.13,2204,0.274410163339383,12,20,86,10.08,1.64,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.76149333333333,0,177.8
584,23.4,14.68,14.59,14.55,31,-0.78,-2.34,-3.13,2221,0.272340425531915,12,20,86,10.08,1.64,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.79008,0,177.8
585,23.44,14.55,14.59,14.55,31,-0.78,-2.34,-3.13,2190,0.278113939947483,12,20,86,10.15,1.64,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.73717333333333,0,177.8
586,23.48,14.51,14.47,14.55,31,-0.78,-2.34,-3.13,2186,0.280544435548439,12,20,86,10.22,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.73034666666667,0,177.8
587,23.52,14.47,14.47,14.55,31,-0.78,-2.34,-3.13,2145,0.291816274189788,12,20,86,10.43,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.65994666666667,0,177.8
588,23.56,14.38,14.47,14.55,31,-0.78,-2.34,-3.13,2129,0.291933779499824,12,20,86,10.36,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.63392,0,177.8
589,23.6,14.30,14.59,14.55,31,-0.78,-2.34,-3.13,2116,0.297801938076105,12,20,86,10.5,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.61045333333333,0,177.8
590,23.64,14.47,14.59,14.55,31,-0.78,-2.34,-3.13,2100,0.3,12,20,86,10.5,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.584,0,177.8
591,23.68,14.47,14.59,14.55,31,-0.78,-2.34,-3.13,2137,0.296736460404726,12,20,86,10.57,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.64757333333333,0,177.8
592,23.72,14.51,14.70,14.55,31,-0.78,-2.34,-3.13,2173,0.284123331799356,12,20,86,10.29,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.70858666666667,0,177.8
593,23.76,14.55,14.70,14.55,31,-0.78,-2.34,-3.13,2219,0.28391167192429,12,20,86,10.5,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.78709333333333,0,177.8
594,23.8,14.64,14.70,14.55,31,-0.78,-2.34,-3.13,2222,0.283592167454423,12,20,86,10.5,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.79136,0,177.8
595,23.84,14.59,14.70,14.55,31,-0.78,-2.34,-3.13,2234,0.283948959032908,12,20,86,10.57,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.81184,0,177.8
596,23.88,14.59,14.70,14.55,31,-0.78,-2.34,-3.13,2224,0.285225995052845,12,20,86,10.57,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.79477333333333,0,177.8
597,23.92,14.68,14.59,14.55,31,-0.78,-2.34,-3.13,2208,0.287228260869565,12,20,86,10.57,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.76832,0,177.8
598,23.96,14.47,14.47,14.55,31,-0.78,-2.34,-3.13,2170,0.284548911164881,12,20,86,10.29,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.70304,0,177.8
599,24,14.51,14.47,14.55,31,-0.78,-2.34,-3.13,2153,0.288713423130516,12,20,86,10.36,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.67445333333333,0,177.8
600,24.04,14.34,14.36,14.55,31,-0.78,-2.34,-3.13,2146,0.291646277525341,12,20,86,10.43,1.66,0.00,7.84,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,1,0.00,0,0,2.05,3.66208,0,177.8
601,24.08,14.17,14.36,14.55,31,-0.78,-2.34,-3.13,2124,0.302577987051207,12,20,86,10.71,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.62453333333333,0,177.8
602,24.12,14.34,14.36,14.55,31,-0.78,-2.34,-3.13,2148,0.297172116839288,12,20,86,10.64,1.66,0.00,7.84,0.00,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.66634666666667,0,177.8
603,24.16,14.26,14.36,14.55,31,-0.78,-2.34,-3.13,2164,0.289186691312384,12,20.5,86,10.43,1.66,2.35,7.84,21.85,14.22,4.35,-9.87,-9.51,0.35,1,8,0,0,1,0.00,0,0,2.05,3.69322666666667,0,177.8
604,24.2,14.26,14.36,14.55,31,-0.78,-2.34,-3.13,2219,0.305272645335737,12,21,86,11.29,1.7,4.31,9.80,40.02,14.22,4.35,-9.87,-8.28,1.59,1,8,0,0,2,74.90,0,0,2.05,3.78709333333333,0,177.8
605,24.24,14.59,14.36,14.48,31,-0.78,-2.34,-3.13,2234,0.340899932840833,12,-5.5,86,12.69,1.76,4.71,10.98,43.91,14.22,4.50,-9.72,-7.76,1.97,1,8,0,0,3,74.90,0,0,2.30,4.28832,0,177.8
606,24.28,14.59,14.36,14.48,31,-0.78,-2.34,-3.13,2205,0.414421768707483,12,22.5,86,15.23,1.84,5.49,11.76,49.03,14.22,4.79,-9.43,-7.76,1.68,1,8,0,0,6,74.90,0,0,2.30,4.2336,0,177.8
607,24.32,14.72,14.47,13.98,31,-0.78,-2.34,-3.13,2229,0.442799461641992,12,23,86,16.45,1.9,7.06,12.94,62.59,14.22,5.08,-9.14,-7.26,1.88,1,8,0,0,7,74.90,0,0,2.56,4.7552,0,177.8
608,24.36,15.18,14.47,13.98,31,-0.78,-2.34,-3.13,2289,0.471821756225426,12,8,86,18,1.94,7.84,13.73,67.82,14.22,5.37,-8.85,-7.26,1.59,1,8,0,0,9,74.90,0,0,2.82,5.37152,0,177.8
609,24.4,15.23,14.47,13.88,31,-0.78,-2.34,-3.13,2278,0.501437506858334,12,8.5,86,19.04,1.96,7.84,14.12,67.21,14.22,5.80,-8.42,-6.82,1.60,1,8,0,0,11,74.90,0,0,2.82,5.34629333333333,0,177.8
610,24.44,14.72,14.24,14.02,31,-1.56,-2.34,-3.91,2299,0.517846655791191,12,24.5,86,19.84,1.98,7.84,14.12,67.70,14.22,5.95,-8.27,-6.81,1.47,1,8,0,0,13,74.90,0,0,2.82,5.3944,0,177.8
611,24.48,14.26,14.24,14.02,31,-2.34,-2.34,-4.69,2321,0.512992889463478,12,19.5,86,19.84,1.98,7.45,14.51,64.43,14.22,6.24,-7.98,-6.81,1.18,1,8,0,0,14,74.90,0,0,3.07,5.94048,0,177.8
612,24.52,14.42,14.47,13.94,31,-1.56,-2.34,-3.91,2328,0.514543501611171,12,19.5,86,19.96,2,7.06,14.51,62.11,14.22,6.24,-7.98,-6.95,1.04,1,8,0,0,17,74.90,0,0,3.07,5.9584,0,177.8
613,24.56,14.97,14.70,13.92,31,-0.78,-2.34,-3.13,2298,0.523180680952899,12,25,86,20.04,1.98,6.67,14.12,58.44,14.22,6.38,-7.84,-7.18,0.66,1,8,0,0,18,74.90,0,0,3.33,6.37381333333333,0,177.8
614,24.6,15.14,14.93,13.92,31,0.78,-2.34,-1.56,2294,0.505428384565075,12,25.5,86,19.32,1.96,6.67,13.33,58.54,14.22,6.38,-7.84,-7.18,0.66,1,8,0,0,19,74.90,0,0,3.33,6.36064,0,177.8
615,24.64,16.53,15.04,13.95,31,0.78,-2.34,-1.56,2289,0.491796832332059,12,26.5,86,18.76,1.94,7.06,13.33,63.03,14.22,6.38,-7.84,-7.09,0.75,1,8,0,0,19,74.90,0,0,3.33,6.34746666666667,0,177.8
616,24.68,15.39,14.93,13.95,31,0.78,-2.34,-1.56,2318,0.477256551277904,12,26.5,86,18.44,1.94,7.84,13.73,66.65,14.22,6.38,-7.84,-7.09,0.75,1,8,0,0,20,74.90,0,0,3.33,6.42928,0,177.8
617,24.72,15.23,14.70,14.00,31,0.00,-2.34,-2.34,2366,0.483905738138011,12,26.5,86,19.08,1.96,8.63,14.12,73.34,14.22,6.38,-7.84,-6.85,0.99,1,8,0,0,20,74.90,0,0,3.33,6.56101333333333,0,177.8
618,24.76,15.23,14.36,14.01,31,-0.78,-2.34,-3.13,2395,0.51176286400167,12,26.5,86,20.43,2,10.20,15.29,87.94,14.22,6.53,-7.69,-6.10,1.59,1,8,0,0,20,74.90,0,0,3.33,6.64282666666667,0,177.8
619,24.8,14.55,14.13,14.01,31,-1.56,-2.34,-3.91,2439,0.552767527675277,12,26.5,86,22.47,2.08,11.76,16.47,106.04,14.22,6.67,-7.55,-6.10,1.45,1,8,0,0,20,74.90,0,0,3.33,6.76416,0,177.8
620,24.84,14.30,14.01,13.70,31,-2.34,-2.34,-4.69,2454,0.602383620250586,13,26,86,24.64,2.14,12.55,18.04,113.32,14.22,6.96,-7.26,-4.57,2.69,1,8,0,0,20,74.90,0,0,3.33,6.80645333333333,0,177.8
621,24.88,14.21,14.13,13.29,31,-2.34,-2.34,-4.69,2470,0.682417248709384,13,25,86,28.09,2.2,12.55,18.43,113.03,14.22,7.40,-6.82,-4.40,2.43,1,8,0,0,20,74.90,0,0,3.58,7.37632,0,177.8
622,24.92,14.17,14.36,13.29,31,-1.56,-2.34,-3.91,2488,0.696704180064309,13,23,86,28.89,2.2,12.16,18.43,110.38,14.22,7.83,-6.39,-4.40,1.99,1,8,0,0,19,74.90,0,0,3.84,7.9616,0,177.8
623,24.96,14.21,14.70,13.62,31,-0.78,-2.34,-3.13,2506,0.687048493314708,13,22.5,86,28.69,2.2,12.16,18.43,109.68,14.22,8.12,-6.10,-4.65,1.45,1,8,0,0,20,74.90,0,0,4.10,8.55210666666667,0,177.8
624,25,14.55,14.93,13.62,31,0.00,-2.34,-2.34,2555,0.669106566200215,14,22.5,86,28.49,2.2,12.16,18.43,108.74,14.22,8.12,-6.10,-4.65,1.45,1,8,0,0,20,74.90,0,0,4.10,8.72021333333333,0,177.8
625,25.04,14.42,15.04,13.63,31,0.78,-2.34,-1.56,2600,0.652846153846154,14,22.5,86,28.29,2.18,12.55,18.43,111.04,14.22,8.27,-5.95,-4.53,1.42,1,8,0,0,19,74.90,0,0,4.10,8.87466666666667,0,177.8
626,25.08,14.64,14.81,13.67,31,0.78,-2.34,-1.56,2611,0.661648951450733,14,22.5,86,28.79,2.2,12.16,18.43,107.67,14.22,8.27,-5.95,-4.86,1.09,1,8,0,0,19,74.90,0,0,4.10,8.91136,0,177.8
627,25.12,14.51,14.47,13.67,31,-0.78,-2.34,-3.13,2634,0.655808656036446,14,22.5,86,28.79,2.2,12.55,18.82,109.84,14.22,8.27,-5.95,-4.86,1.09,1,8,0,0,19,74.90,0,0,4.10,8.99072,0,177.8
628,25.16,14.55,14.13,13.72,31,-1.56,-2.34,-3.91,2661,0.653602630342884,14,22.5,86,28.99,2.2,12.55,18.82,109.42,14.22,8.27,-5.95,-4.69,1.27,1,8,0,0,19,74.90,0,0,4.10,9.08373333333333,0,177.8
629,25.2,14.26,14.01,13.78,31,-2.34,-2.34,-4.69,2689,0.653612273361227,14,22.5,86,29.29,2.22,12.94,18.82,114.32,14.22,8.27,-5.95,-4.29,1.67,1,8,0,0,19,74.90,0,0,4.10,9.1776,0,177.8
630,25.24,13.83,13.90,13.78,31,-3.13,-2.34,-5.47,2723,0.665222181417554,14,22.5,86,30.19,2.24,13.73,19.22,119.48,14.22,8.27,-5.95,-4.29,1.67,1,8,0,0,19,74.90,0,0,4.10,9.29450666666667,0,177.8
631,25.28,13.75,14.01,13.80,31,-3.91,-2.34,-6.25,2739,0.678327551579332,14,22.5,86,30.96,2.24,13.73,19.61,121.55,14.22,8.41,-5.81,-3.87,1.94,1,8,0,0,20,74.90,0,0,4.10,9.34741333333333,0,177.8
632,25.32,13.79,14.13,13.80,31,-3.91,-2.34,-6.25,2784,0.678818353236958,15,22.5,86,31.5,2.26,13.73,20.00,120.72,14.22,8.56,-5.66,-3.87,1.79,1,8,0,0,20,74.90,0,0,4.10,9.50357333333333,0,177.8
633,25.36,13.58,14.24,13.80,31,-3.91,-2.34,-6.25,2831,0.717329093799682,15,22,86,33.84,2.3,14.51,20.00,125.76,14.22,8.56,-5.66,-3.74,1.93,1,8,0,0,20,74.90,0,0,4.10,9.66144,0,177.8
634,25.4,14.00,14.47,13.84,31,-3.13,-2.34,-5.47,2856,0.715546218487395,15,22,86,34.06,2.3,15.29,20.78,133.76,14.22,8.56,-5.66,-2.44,3.23,1,8,0,0,20,74.90,0,0,4.35,10.35776,0,177.8
635,25.44,14.42,14.59,13.84,31,-2.34,-2.34,-4.69,2885,0.732894280762565,15,21.5,86,35.24,2.32,15.69,21.18,139.16,14.22,8.70,-5.52,-2.44,3.08,1,8,0,0,20,74.90,0,0,4.35,10.4629333333333,0,177.8
636,25.48,14.38,14.59,13.67,31,-3.13,-2.34,-5.47,2907,0.744478844169247,16,21.5,86,36.07,2.34,15.69,21.57,139.05,14.22,8.85,-5.37,-1.92,3.46,1,8,0,0,20,74.90,0,0,4.61,11.16288,0,177.8
637,25.52,14.34,14.47,13.65,31,-3.13,-2.34,-5.47,2945,0.738477209065444,16,21.5,86,36.25,2.34,15.69,21.57,138.87,14.22,8.99,-5.23,-1.83,3.40,1,8,0,0,20,74.90,0,0,4.61,11.30976,0,177.8
638,25.56,14.17,14.36,13.65,31,-3.13,-2.34,-5.47,2988,0.726165174462388,16,21,86,36.16,2.34,15.69,21.57,138.67,14.22,8.99,-5.23,-1.83,3.40,1,8,0,0,20,74.90,0,0,4.61,11.47296,0,177.8
639,25.6,14.17,14.36,13.71,31,-3.91,-2.34,-6.25,3024,0.715674603174603,16,21.5,86,36.07,2.36,15.69,21.57,138.49,14.22,8.99,-5.23,-1.69,3.53,1,8,0,0,20,74.90,0,0,4.61,11.61216,0,177.8
640,25.64,14.17,14.24,13.71,31,-4.69,-2.34,-7.03,3057,0.718861442826763,16,21.5,86,36.62,2.36,15.29,21.57,132.86,14.22,8.99,-5.23,-1.69,3.53,1,8,0,0,20,74.90,0,0,4.61,11.73696,0,177.8
641,25.68,14.00,14.24,13.80,31,-4.69,-2.34,-7.03,3090,0.711125495590258,16,21.5,86,36.62,2.36,15.29,21.57,132.70,14.22,8.99,-5.23,-2.09,3.14,1,8,0,0,20,74.90,0,0,4.61,11.86464,0,177.8
642,25.72,13.83,14.13,13.89,31,-5.47,-2.34,-7.81,3108,0.70341832220703,17,21.5,86,36.44,2.34,15.29,21.57,132.55,14.22,8.99,-5.23,-1.99,3.23,1,8,0,0,20,74.90,0,0,4.35,11.2725866666667,0,177.8
643,25.76,13.92,14.13,13.89,31,-5.47,-2.34,-7.81,3144,0.691848906560636,17,22,86,36.25,2.36,14.51,21.18,124.15,14.22,8.85,-5.37,-1.99,3.38,1,8,0,0,20,74.90,0,0,4.35,11.4013333333333,0,177.8
644,25.8,14.13,14.24,14.02,31,-5.47,-2.34,-7.81,3173,0.683715433703616,17,22,86,36.16,2.34,11.76,20.78,96.53,14.22,8.70,-5.52,-3.01,2.51,1,8,0,0,21,74.90,0,0,4.35,11.50832,0,177.8
645,25.84,14.26,14.36,14.74,31,-5.47,-2.34,-7.81,3188,0.626487885203482,17,22.5,86,33.29,2.26,5.88,18.43,51.59,14.22,8.41,-5.81,-6.49,-0.68,1,8,0,0,21,74.90,0,0,4.10,10.88256,0,177.8
646,25.88,14.09,14.36,14.74,31,-6.25,-2.34,-8.59,3197,0.504472943384423,17,23.5,86,26.88,2.12,0.00,15.69,0.00,14.22,7.69,-6.53,-6.49,0.04,1,8,0,0,20,74.90,0,0,3.58,9.54837333333333,0,177.8
647,25.92,14.09,14.13,16.71,31,-7.03,-2.34,-9.38,3213,0.354089175939616,17,17,86,18.96,1.9,0.00,10.20,0.00,14.22,6.67,-7.55,-8.53,-0.98,1,8,0,0,20,0.00,0,0,3.07,8.22464,0,177.8
648,25.96,13.62,13.90,16.71,31,-7.81,-2.34,-10.16,3194,0.278982387475538,17,18.5,86,14.85,1.78,0.00,9.41,0.00,14.22,5.66,-8.56,-8.53,0.04,1,8,0,0,16,0.00,0,0,0.00,0,0,177.8
649,26,13.54,13.67,17.31,31,-7.81,-2.34,-10.16,3175,0.240585872903378,17,19,86,12.73,1.76,0.00,9.02,0.00,14.22,4.93,-9.29,-8.54,0.75,1,8,0,0,11,0.00,0,0,0.00,0,0,177.8
650,26.04,13.12,13.32,14.51,31,-7.81,-2.34,-10.16,3162,0.228499130159734,18,19,86,12.04,1.72,0.00,9.02,0.00,14.22,4.64,-9.58,-8.64,0.94,1,8,0,0,7,0.00,0,0,0.00,0,0,177.8
651,26.08,13.03,13.09,14.51,31,-7.81,-2.34,-10.16,3103,0.226619400580084,18,18,86,11.72,1.7,0.00,9.02,0.00,14.22,4.35,-9.87,-8.64,1.23,1,8,0,0,4,0.00,0,0,0.00,0,0,177.8
652,26.12,13.25,12.98,14.52,31,-7.81,-2.34,-10.16,3068,0.233507170795306,18,17.5,86,11.94,1.72,0.00,9.02,0.00,14.22,4.21,-10.01,-8.73,1.28,1,8,0,0,2,0.00,0,0,0.00,0,0,177.8
653,26.16,13.46,13.09,14.53,31,-8.59,-2.34,-10.94,3029,0.239702847709451,18,17,86,12.1,1.74,0.00,9.02,0.00,14.22,4.06,-10.16,-8.88,1.28,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
654,26.2,13.62,13.32,14.53,31,-8.59,-2.34,-10.94,2984,0.241085790884719,18,16,86,11.99,1.72,0.00,9.02,0.00,14.22,4.06,-10.16,-8.88,1.28,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
655,26.24,13.88,13.55,14.54,31,-9.38,-2.34,-11.72,2931,0.24646878198567,18,15.5,86,12.04,1.72,0.00,9.02,0.00,14.22,4.06,-10.16,-9.12,1.04,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
656,26.28,14.00,13.90,14.54,31,-9.38,-2.34,-11.72,2873,0.248146214099217,18,14.5,86,11.88,1.72,0.00,9.02,0.00,14.22,4.06,-10.16,-9.12,1.04,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
657,26.32,14.64,14.24,14.54,31,0.00,-2.34,-2.34,2837,0.247889309949766,18,14,86,11.72,1.7,0.00,9.02,0.00,14.22,4.06,-10.16,-9.34,0.82,1,8,0,0,0,0.00,0,0,0.00,0,0,177.8
658,26.36,15.39,14.59,14.55,31,0.00,-2.34,-2.34,2767,0.248260908844521,18,13.5,86,11.45,1.7,0.00,9.02,0.00,14.22,4.06,-10.16,-9.51,0.64,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
659,26.4,16.45,15.27,14.55,31,0.00,-2.34,-2.34,2695,0.259838575006958,18,12.5,86,11.67,1.7,0.00,8.63,0.00,14.22,4.21,-10.01,-9.51,0.50,1,8,0,0,0,0.00,0,0,0.00,0,0,177.8
660,26.44,16.83,16.31,14.55,31,0.00,-2.34,-2.34,2631,0.259773828756058,18,12.5,86,11.39,1.68,0.00,8.24,0.00,14.22,4.06,-10.16,-9.51,0.64,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
661,26.48,17.88,17.23,14.55,31,0.00,-2.34,-2.34,2562,0.260446960085879,18,12.5,86,11.12,1.68,0.00,7.84,0.00,14.22,4.06,-10.16,-9.51,0.64,1,8,0,0,1,0.00,0,0,0.00,0,0,177.8
662,26.52,18.93,18.15,14.55,31,0.00,-2.34,23.15,2516,0.255430786047898,18,12.5,86,10.71,1.66,0.00,7.84,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,1,0.00,0,0,0.00,0,0,177.8
663,26.56,19.82,19.06,14.55,31,0.00,-2.34,26.57,2445,0.262795215213168,18,12.5,86,10.71,1.66,0.00,7.84,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,0,0.00,0,0,0.00,0,0,177.8
664,26.6,19.86,19.87,14.55,31,0.00,-2.34,26.73,2393,0.261485427765591,19,12.5,86,10.43,1.66,0.00,7.45,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,0,0.00,0,0,0.00,0,0,177.8
665,26.64,19.73,20.33,14.55,31,0.00,-2.34,26.26,2301,0.263131587525807,19,12.5,86,10.09,1.64,0.00,7.45,0.00,14.22,3.92,-10.30,-9.51,0.79,1,10,0,0,0,0.00,0,0,0.00,0,0,177.8
666,26.68,19.82,20.33,14.55,31,0.00,-2.34,26.57,2216,0.268862815884477,19,12.5,86,9.93,1.64,0.00,7.45,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,1,0.00,0,0,0.00,0,0,177.8
667,26.72,19.78,20.33,14.55,31,0.00,-2.34,26.42,2164,0.273905509991914,19,12.5,86,9.88,1.64,0.00,7.45,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,1,0.00,0,0,0.00,0,0,177.8
668,26.76,19.82,20.33,14.55,31,0.00,-2.34,26.57,2098,0.28176400476758,19,20,86,9.85,1.64,0.00,7.45,0.00,14.22,4.06,-10.16,-9.51,0.64,1,10,0,0,1,0.00,0,0,0.00,0,0,177.8
669,26.8,19.73,20.33,14.55,31,0.00,-2.34,26.26,2009,0.296528555431131,19,20.5,86,9.93,1.66,6.27,8.24,59.73,14.22,4.21,-10.01,-7.12,2.89,1,10,0,0,1,74.90,0,0,2.05,3.42912,0,177.8
670,26.84,19.73,20.33,14.55,31,0.00,-2.34,26.26,1957,0.395860482943657,19,21,86,12.91,1.8,14.51,12.94,136.79,14.22,4.64,-9.58,-7.12,2.46,1,10,0,0,2,74.90,0,0,2.30,3.75696,0,177.8
671,26.88,19.78,20.33,11.82,31,0.00,-2.34,40.21,1984,0.624048399294177,19,21.5,86,20.63,2.18,18.82,20.39,171.11,14.22,5.95,-8.27,-0.01,8.26,1,10,0,0,2,74.90,0,0,3.07,5.07776,0,177.8
672,26.92,20.16,20.33,11.82,31,0.00,-2.34,41.33,1996,1.06623246492986,19,21.5,86,35.47,2.38,19.22,23.53,174.58,14.22,8.27,-5.95,-0.01,5.94,1,10,0,0,4,74.90,0,0,3.84,6.3872,0,177.8
673,26.96,20.32,20.33,10.96,31,0.00,-2.34,46.06,2152,1.11494306297932,19,3.5,86,39.98,2.42,19.22,23.53,175.36,14.22,9.86,-4.36,0.67,5.03,1,10,0,0,7,74.90,0,0,4.61,8.26176,0,177.8
674,27,18.98,20.33,12.41,31,0.00,-2.34,34.60,2127,1.08629202915589,19,3,86,38.5,2.4,18.82,23.53,175.71,14.22,10.44,-3.78,1.02,4.80,1,10,0,0,8,74.90,0,0,4.86,8.61941333333333,0,177.8
675,27.04,13.92,20.33,12.41,31,0.00,-2.34,10.84,1936,1.15350038749677,19,17,86,37.21,2.36,17.65,22.75,162.75,14.22,10.88,-3.34,1.02,4.37,1,10,0,0,10,74.90,0,0,5.63,9.08394666666667,0,177.8
676,27.08,13.75,20.33,12.28,31,0.00,-2.34,10.70,1855,1.10619946091644,19,15,86,34.2,2.28,16.08,21.57,154.62,14.22,11.46,-2.76,-0.68,2.08,1,10,0,0,12,74.90,0,0,5.89,9.10186666666667,0,177.8
677,27.12,15.23,20.33,11.23,31,0.00,-2.34,26.27,1947,0.980403236162835,19,15,86,31.81,2.26,20.00,21.57,178.31,14.22,11.46,-2.76,1.04,3.80,1,10,0,0,12,74.90,0,0,6.40,10.3826666666667,0,177.8
678,27.16,15.52,19.64,11.23,31,0.00,-2.34,27.67,2088,0.990635851993773,19,7.5,86,34.47,2.36,25.88,26.27,224.82,14.22,11.46,-2.76,1.04,3.80,1,10,0,0,14,74.90,0,0,6.40,11.1346666666667,0,177.8
679,27.2,15.44,18.26,11.28,31,0.00,-2.34,26.95,2077,1.22382958238055,19,7,86,42.37,2.46,27.84,30.98,229.14,14.22,12.47,-1.75,4.05,5.80,1,10,0,0,16,74.90,0,0,7.17,12.4081066666667,0,177.8
680,27.24,14.68,17.23,11.28,31,0.00,-0.78,23.18,2013,1.2682563338301,20,14.5,86,42.55,2.44,26.27,30.98,217.54,14.22,12.91,-1.31,4.05,5.37,1,10,0,0,17,74.90,0,0,7.42,12.45376,0,177.8
681,27.28,13.41,16.31,11.00,31,0.00,-0.78,17.97,2010,1.18790894389849,20,14.5,86,39.79,2.42,25.88,30.98,216.26,14.22,13.34,-0.88,3.25,4.13,1,10,0,0,17,74.90,0,0,7.68,12.8624,0,177.8
682,27.32,12.36,15.27,11.21,31,0.00,-0.78,9.31,2109,1.08977124570345,21,14.5,86,38.31,2.4,27.45,30.98,230.25,14.22,13.34,-0.88,3.77,4.65,1,10,0,0,18,74.90,0,0,7.68,13.4992,0,177.8
683,27.36,11.69,14.59,11.21,31,0.00,-0.78,4.09,2134,1.1240862230553,21,14.5,86,39.98,2.42,28.24,31.37,236.11,14.22,13.34,-0.88,3.77,4.65,1,10,0,0,18,74.90,0,0,6.66,11.8365866666667,0,177.8
684,27.4,11.56,14.13,12.81,31,0.00,-0.78,-10.79,2121,1.15686505598114,21,14.5,86,40.9,2.42,27.84,31.76,233.91,14.22,13.34,-0.88,4.27,5.15,1,10,0,0,19,74.90,0,0,6.66,11.7658666666667,0,177.8
685,27.44,11.31,13.67,12.75,31,0.00,-0.78,-12.72,2113,1.15627070515854,21,14.5,86,40.72,2.42,27.84,31.76,231.98,14.22,13.34,-0.88,4.09,4.97,1,10,0,0,19,74.90,0,0,6.91,12.17088,0,177.8
686,27.48,11.77,13.21,12.75,31,0.00,-0.78,-8.30,2128,1.13768796992481,21,14.5,86,40.35,2.42,27.84,31.37,234.37,14.22,13.49,-0.73,4.09,4.82,1,10,0,0,19,74.90,0,0,6.91,12.25728,0,177.8
687,27.52,12.28,12.86,12.68,31,0.00,-0.78,-3.26,2211,1.10011309658448,21,14.5,86,40.53,2.44,28.63,31.76,235.73,14.22,13.34,-0.88,4.22,5.10,1,10,0,0,19,74.90,0,0,6.91,12.73248,0,177.8
688,27.56,12.70,12.75,12.68,31,0.00,-0.78,0.17,2234,1.13459429210968,22,14,86,42.24,2.46,28.63,32.55,239.15,14.22,13.34,-0.88,4.22,5.10,1,10,0,0,19,74.90,0,0,7.17,13.3429333333333,0,177.8
689,27.6,12.95,12.75,12.62,31,0.00,-0.78,2.52,2235,1.15703736853882,22,15,86,43.09,2.48,28.63,32.55,241.45,14.22,13.49,-0.73,4.44,5.18,1,10,0,0,20,74.90,0,0,7.17,13.3474133333333,0,177.8
