sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,correction,RPM,load,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,mrp,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,IDC,KNOCK_FLAG,ECT
0,1.72,10.17,14.70,7.62,255,0.00,-10.16,,184,0.831521739130435,0,13.5,113,2.55,1.2,0.00,6.67,0.00,14.22,13.78,-0.44,-8.86,1,7,0,0,0,0.00,0,0,6.14,0.94208,0,188.6
1,1.76,10.17,14.70,7.62,255,0.00,-10.16,,184,0.831521739130435,0,13.5,113,2.55,1.08,0.00,6.67,0.00,14.22,13.78,-0.44,-8.86,1,7,0,0,0,0.00,0,0,6.14,0.94208,0,188.6
2,1.8,10.17,14.70,7.62,255,0.00,-10.16,,184,0.831521739130435,0,13.5,113,2.55,1.06,0.00,6.67,0.00,14.22,13.78,-0.44,-8.86,1,7,0,0,0,0.00,0,0,6.14,0.94208,0,188.6
3,1.84,10.17,14.70,7.62,255,0.00,-10.16,,190,0.880211081794195,0,13.5,113,2.78,1.18,0.00,6.67,0.00,14.22,13.78,-0.44,-8.86,1,7,0,0,0,0.00,0,0,6.14,0.97024,0,188.6
4,1.88,10.17,14.70,7.62,255,0.00,-10.16,,190,0.880211081794195,0,13.5,113,2.78,1.22,0.00,6.67,0.00,14.22,13.78,-0.44,-8.86,1,7,0,0,0,0.00,0,0,5.89,0.929813333333333,0,188.6
5,1.92,10.17,14.70,7.62,255,0.00,-10.16,,382,0.524950884086444,0,13.5,113,3.34,1.16,0.00,6.67,0.00,14.22,13.05,-1.17,-8.86,1,7,0,0,0,0.00,0,0,5.63,1.79168,0,188.6
6,1.96,10.17,14.70,7.62,255,0.00,-10.16,,382,0.524950884086444,0,13.5,113,3.34,1.22,0.00,6.67,0.00,14.22,13.05,-1.17,-8.86,1,7,0,0,0,0.00,0,0,5.63,1.79168,0,188.6
7,2,22.60,14.70,7.62,255,0.00,-10.16,,600,0.337281067556297,0,20.5,113,3.37,1.28,0.00,6.67,0.00,14.22,12.91,-1.31,-8.86,1,7,0,0,0,0.00,0,0,5.63,2.81365333333333,0,188.6
8,2.04,22.64,14.70,7.62,255,0.00,-10.16,,1005,0.286638467280418,0,17.5,113,4.8,1.36,0.00,6.67,0.00,14.22,11.31,-2.91,-8.84,1,7,0,0,0,0.00,0,0,4.10,3.42954666666667,0,188.6
9,2.08,22.72,14.70,7.62,255,0.00,-10.16,,1180,0.277177368086459,0,17.5,113,5.45,1.4,0.00,6.67,0.00,14.22,10.73,-3.49,-8.84,1,7,0,0,0,0.00,0,0,3.84,3.7752,0,188.6
10,2.12,22.72,14.70,7.70,255,0.00,-10.16,,1397,0.268480400930732,0,17.5,113,6.25,1.44,0.00,6.67,0.00,14.22,9.72,-4.50,-8.49,1,7,0,0,0,0.00,0,0,3.33,3.87365333333333,0,188.6
11,2.16,22.56,14.70,7.70,255,0.00,-10.16,,1594,0.248886099780358,0,17.5,113,6.61,1.48,0.00,6.27,0.00,14.22,8.85,-5.37,-8.49,1,7,0,0,0,0.00,0,0,3.33,4.41930666666667,0,188.6
12,2.2,22.56,14.70,7.70,255,0.00,-10.16,,1650,0.277174901485299,0,17.5,113,7.62,1.5,0.00,6.27,0.00,14.22,8.27,-5.95,-8.49,1,7,0,0,0,0.00,0,0,3.33,4.57461333333333,0,188.6
13,2.24,22.60,14.70,7.71,255,0.00,-10.16,,1728,0.265933748010994,0,17.5,113,7.66,1.5,0.00,6.27,0.00,14.22,7.69,-6.53,-8.74,1,7,0,0,0,0.00,0,0,3.33,4.79301333333333,0,188.6
14,2.28,22.68,14.70,7.71,255,0.00,-10.16,,1802,0.255680399500624,0,17.5,113,7.68,1.52,0.00,6.27,0.00,14.22,7.25,-6.97,-8.74,1,7,0,0,0,0.00,0,0,3.33,4.99824,0,188.6
15,2.32,22.56,14.70,7.71,255,0.00,-9.38,,1893,0.244658655750693,0,16.5,113,7.72,1.52,0.00,6.27,0.00,14.22,6.67,-7.55,-9.09,1,7,0,0,0,0.00,0,0,3.07,4.84672,0,188.6
16,2.36,22.47,14.70,7.92,255,0.00,-9.38,,1940,0.239412295398892,0,15.5,113,7.74,1.54,0.00,6.27,0.00,14.22,6.24,-7.98,-9.33,1,7,0,0,0,0.00,0,0,3.07,4.96576,0,188.6
17,2.4,22.60,14.70,7.92,255,0.00,-9.38,,1991,0.23448449076981,0,14.5,113,7.78,1.54,0.00,6.67,0.00,14.22,5.95,-8.27,-9.33,1,7,0,0,0,0.00,0,0,2.82,4.67162666666667,0,188.6
