sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,18460.040,10.17,14.7,10.7099,255,0,1.5625,190.5,0,26.5,100.4,2.6,1.24,0,8.23529,0,14.5098,14.065,-9.19205,1,7,0,0,0,0,0,0,1.28,0,111.2
1,18460.080,10.17,14.7,10.7099,255,0,1.5625,190.5,0,26.5,100.4,2.6,1.18,0,8.23529,0,14.5098,14.065,-9.19205,1,7,0,0,0,0,0,0,1.28,0,111.2
2,18460.120,10.17,14.7,10.7099,255,0,1.5625,190.5,0,26.5,100.4,2.6,1.1,0,8.23529,0,14.5098,14.065,-9.19205,1,7,0,0,0,0,0,0,1.28,0,111.2
3,18460.160,10.17,14.7,10.7099,255,0,1.5625,190.5,0,26.5,100.4,2.6,1.16,0,8.23529,0,14.5098,14.065,-9.19205,1,7,0,0,0,0,0,0,1.28,0,111.2
4,18460.200,10.17,14.7,10.7099,255,0,1.5625,197.75,0,26.5,100.4,2.83,1.26,0,8.23529,0,14.5098,13.92,-9.19205,1,7,0,0,0,0,0,0,11.776,0,111.2
5,18460.240,10.17,14.7,10.7099,255,0,1.5625,197.75,0,26.5,100.4,2.83,1.2,0,8.23529,0,14.5098,13.92,-9.19205,1,7,0,0,0,0,0,0,11.776,0,111.2
6,18460.280,10.17,14.7,10.7099,255,0,1.5625,786,0,26.5,100.4,3.46,1.24,0,8.23529,0,14.5098,13.775,-9.19205,1,7,0,0,0,0,0,0,9.728,0,111.2
7,18460.320,10.17,14.7,10.7137,255,0,1.5625,1064.75,0,26.5,100.4,3.85,1.32,0,8.23529,0,14.5098,12.18,-9.19205,1,7,0,0,0,0,0,0,7.68,0,111.2
8,18460.360,22.5979,14.7,10.7597,255,0,1.5625,1408.5,0,26.5,100.4,5.17,1.38,0,8.23529,0,14.5098,10.875,-8.82465,1,7,0,0,0,0,0,0,6.656,0,111.2
9,18460.400,22.7236,14.7,10.7597,255,0,1.5625,1644.75,0,21.5,100.4,6.14,1.46,0,8.62745,0,14.5098,9.715,-8.82465,1,7,0,0,0,0,0,0,5.376,0,111.2
10,18460.440,22.4296,14.7,10.7674,255,0,1.5625,1808,0,21.5,100.4,7.42,1.5,0,8.62745,0,14.5098,8.845,-9.18997,1,7,0,0,0,0,0,0,4.608,0,111.2
11,18460.480,22.7661,14.7,10.7712,255,0,0,1980.25,0,21,100.4,7.86,1.52,0,8.62745,0,14.5098,7.83,-9.76216,1,7,0,0,0,0,0,0,3.584,0,111.2
12,18460.520,22.4722,14.7,10.7712,255,0,0,2070.5,0,20.5,100.4,8.04,1.54,0,8.62745,0,14.5098,7.25,-9.76216,1,7,0,0,0,0,0,0,2.816,0,111.2
13,18460.560,22.5147,14.7,10.7828,255,0,0,2144,0,20,100.4,8.25,1.56,0,8.62745,0,14.5098,6.525,-9.81082,1,7,0,0,0,0,0,0,2.56,0,111.2
14,18460.600,22.4296,14.7,10.7828,255,0,0,2184.5,0,18.5,100.4,8.18,1.54,0,8.62745,0,14.5098,5.945,-9.81082,1,7,0,0,0,0,0,0,2.56,0,111.2
15,18460.640,22.5553,14.7,10.7983,255,0,0,2209.75,0,17.5,100.4,8.18,1.56,0,8.62745,0,14.5098,5.655,-9.81082,1,7,0,0,0,0,0,0,2.56,0,111.2
16,18460.680,22.5979,14.7,10.8099,255,0,0,2219,0,16,102.2,8.25,1.56,0,9.01961,0,14.5098,5.22,-9.81082,1,7,0,0,0,0,0,0,2.304,0,111.2
17,18460.720,22.5979,14.7,10.8099,255,0,0,2209.5,0,15,102.2,8.18,1.56,0,9.01961,0,14.5098,4.93,-9.81082,1,7,0,0,0,0,0,0,2.304,0,111.2
18,18460.760,22.4722,14.7,10.9555,255,0,0,2200,0,14,102.2,8.37,1.56,0,9.01961,0,14.5098,4.785,-9.81082,1,7,0,0,0,0,0,0,2.304,0,111.2
