sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,4850.280,10.17,14.7,8.09508,255,0,0,190.75,0,28.5,77,3,1.24,0,9.41177,0,14.5098,14.21,-9.16089,1,7,0,0,0,0,0,0,20.48,0,82.4
1,4850.320,10.17,14.7,8.09508,255,0,0,190.75,0,28.5,77,3,1.26,0,9.41177,0,14.5098,14.21,-9.16089,1,7,0,0,0,0,0,0,20.48,0,82.4
2,4850.360,10.17,14.7,8.09508,255,0,0,190.75,0,28.5,77,3,1.16,0,9.41177,0,14.5098,14.21,-9.16089,1,7,0,0,0,0,0,0,20.48,0,78.8
3,4850.400,10.17,14.7,8.09508,255,0,0,190.75,0,28.5,77,3,1.18,0,9.41177,0,14.5098,14.21,-9.16089,1,7,0,0,0,0,0,0,20.48,0,78.8
4,4850.440,10.17,14.7,8.09508,255,0,0,197.75,0,28.5,77,3.27,1.28,0,9.41177,0,14.5098,14.065,-9.16089,1,7,0,0,0,0,0,0,20.48,0,78.8
5,4850.480,10.17,14.7,8.10162,255,0,0,197.75,0,28.5,77,3.27,1.26,0,9.41177,0,14.5098,14.065,-9.16089,1,7,0,0,0,0,0,0,20.736,0,78.8
6,4850.520,10.17,14.7,8.10162,255,0,0,455.75,0,28.5,77,3.96,1.3,0,9.41177,0,14.5098,14.065,-9.16089,1,7,0,0,0,0,0,0,15.36,0,78.8
7,4850.560,10.17,14.7,8.10816,255,0,0,1148.25,0,28.5,77,4.81,1.36,0,9.41177,0,14.5098,12.615,-9.11735,1,7,0,0,0,0,0,0,15.36,0,78.8
8,4850.600,10.17,14.7,8.10816,255,0,0,1512,0,28,77,6.24,1.46,0,9.41177,0,14.5098,11.02,-9.11735,1,7,0,0,0,0,0,0,10.496,0,78.8
9,4850.640,21.4607,14.7,8.10598,255,0,0,1745.5,0,23.5,77,7.82,1.54,0,9.41177,0,14.5098,10.005,-8.79349,1,7,0,0,0,0,0,0,7.168,0,78.8
10,4850.680,21.2924,14.7,8.11035,255,0,0,1899,0,23.5,77,8.49,1.58,0,9.41177,0,14.5098,9.135,-9.33902,1,7,0,0,1,0,0,0,5.632,0,78.8
11,4850.720,21.2924,14.7,8.11035,255,0,0,2057.75,0,23,77,9.39,1.62,0,9.41177,0,14.5098,7.975,-9.33902,1,7,0,0,2,0,0,0,4.096,0,78.8
12,4850.760,21.2499,14.7,8.11472,255,0,0,2186.5,0,22.5,77,9.67,1.62,0,9.41177,0,14.5098,7.105,-9.77967,1,7,0,0,3,0,0,0,3.584,0,78.8
13,4850.800,21.2073,14.7,8.12129,255,0,0,2237.75,0,22,77,9.98,1.64,0,9.41177,0,14.5098,6.67,-9.77967,1,7,0,0,3,0,0,0,3.328,0,78.8
14,4850.840,21.1648,14.7,8.12129,255,0,0,2285,0,21,77,10.57,1.66,0,9.41177,0,14.5098,6.09,-9.77967,1,7,0,0,3,0,0,0,3.328,0,78.8
15,4850.880,21.335,14.7,8.13225,255,0,0,2277.5,0,19.5,77,10.78,1.68,0,9.80392,0,14.5098,5.655,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
16,4850.920,21.335,14.7,8.13225,255,0,0,2266.5,0,18.5,77,11,1.68,0,9.80392,0,14.5098,5.365,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
17,4850.960,21.2499,14.7,8.13885,255,0,0,2189.5,0,17.5,77,11,1.68,0,9.80392,0,14.5098,5.22,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
18,4851.000,21.2499,14.7,8.14766,255,0,0,2153.25,0,16,77,10.93,1.68,0,9.80392,0,14.5098,5.075,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
19,4851.040,21.4607,14.7,8.14766,255,0,0,2075.75,0,15,77,10.78,1.66,0,9.80392,0,14.5098,4.93,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
20,4851.080,21.1242,14.7,8.36732,255,0,0,2013.5,0,14,77,10.71,1.66,0,9.80392,0,14.5098,4.93,-9.77967,1,7,0,0,4,0,0,0,3.328,0,78.8
21,4851.120,21.335,14.7,8.3743,255,0,0,1975.5,0,13,77,10.78,1.66,0,9.80392,0,14.5098,4.93,-9.71919,1,7,0,0,4,0,0,0,3.584,0,78.8
22,4851.160,21.2499,14.7,8.3743,255,0,0,1903.25,0,12,77,10.71,1.66,0,9.80392,0,14.5098,4.93,-9.71919,1,7,0,0,4,0,0,0,3.584,0,78.8
23,4851.200,21.3756,14.7,8.38129,255,0,0,1874.75,0,12,77,10.71,1.68,0,9.80392,0,14.5098,4.93,-9.52165,1,7,0,0,3,0,0,0,3.584,0,78.8
24,4851.240,21.335,14.7,8.38129,255,0,0,1804.5,0,12,77,10.86,1.66,0,9.80392,0,14.5098,4.93,-9.52165,1,7,0,0,4,0,0,0,3.584,0,78.8
25,4851.280,21.4607,14.7,8.39064,255,0,0,1747.5,0,12,77,10.86,1.68,0,9.80392,0,14.5098,4.93,-9.29797,1,7,0,0,4,0,0,0,3.84,0,78.8
26,4851.320,21.2499,14.7,8.59914,255,0,0,1711.5,0,11.5,77,10.86,1.66,0,9.41177,0,14.5098,4.93,-9.09729,1,7,0,0,4,0,0,0,3.84,0,78.8
27,4851.360,21.2924,14.7,8.59914,255,0,0,1678.5,0,12,77,10.71,1.66,0,9.41177,0,14.5098,4.93,-9.09729,1,7,0,0,4,0,0,0,3.84,0,78.8
28,4851.400,21.335,14.7,8.60652,255,0,0,1608.75,0,13,77,10.43,1.66,0,9.41177,0,14.5098,5.075,-8.91717,1,7,0,0,4,0,0,0,3.84,0,78.8
29,4851.440,21.4607,14.7,8.61144,255,0,0,1580,0,13.5,77,10.43,1.66,0,9.41177,0,14.5098,5.075,-8.8061,1,7,0,0,4,0,0,0,3.84,0,78.8
30,4851.480,21.335,14.7,8.61144,255,0,0,1550.75,0,14,77,10.43,1.66,0,9.41177,0,14.5098,5.075,-8.8061,1,7,0,0,3,0,0,0,4.096,0,78.8
31,4851.520,21.335,14.7,8.61884,255,0,0,1531.25,0,14.5,77,10.5,1.66,0,9.41177,0,14.5098,5.075,-8.79349,1,7,0,0,4,0,0,0,4.096,0,78.8
32,4851.560,21.335,14.7,8.61884,255,0,0,1517,0,15,77,10.15,1.66,0,9.41177,0,14.5098,5.22,-8.79349,1,7,0,0,3,0,0,0,4.096,0,78.8
33,4851.600,21.1648,14.7,8.62625,255,0,0,1513.5,0,15,77,10.22,1.66,0,9.41177,0,14.5098,5.22,-8.79349,1,7,0,0,4,0,0,0,4.096,0,78.8
34,4851.640,23.6094,14.7,8.82086,255,0,0,1519.5,0,15,77,10.22,1.66,0,9.41177,0,14.5098,5.365,-8.79349,1,7,0,0,3,0,0,0,4.096,0,78.8
35,4851.680,23.6519,14.7,8.82086,255,0,0,1525.5,0,14.5,77,9.88,1.64,0,9.41177,0,14.5098,5.365,-8.79349,1,7,0,0,3,0,0,0,4.096,0,78.8
36,4851.720,23.8202,14.7,8.82862,255,0,0,1523.5,0,14.5,77,10.01,1.64,0,9.41177,0,14.5098,5.365,-8.79349,1,7,0,0,3,0,0,0,4.096,0,78.8
37,4851.760,24.6208,14.7,8.8364,255,0,0,1518.75,0,14.5,77,9.84,1.64,0,9.41177,0,14.5098,5.51,-8.79355,1,7,0,0,3,0,0,0,4.096,0,78.8
