sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG
0,6.52,10.17,14.7,13.078,255,0,-1.5625,180.75,0,26,53.6,3.28,1.26,0,10.1961,0,14.3647,14.065,-9.02062,1,7,0,0,0,0,0,0,30.976,0
1,6.56,10.17,14.7,13.078,255,0,-1.5625,180.75,0,26,53.6,3.28,1.24,0,10.1961,0,14.3647,14.065,-9.02062,1,7,0,0,0,0,0,0,30.976,0
2,6.6,10.17,14.7,7.19369,255,0,-1.5625,180.75,0,26,53.6,3.28,1.12,0,10.1961,0,14.3647,14.065,-9.02068,1,7,0,0,0,0,0,0,30.976,0
3,6.64,10.17,14.7,7.19369,255,0,-1.5625,180.75,0,26,53.6,3.28,1.16,0,10.1961,0,14.3647,14.065,-9.02068,1,7,0,0,0,0,0,0,30.976,0
4,6.68,10.17,14.7,7.19369,255,0,-1.5625,185.25,0,26,53.6,3.47,1.28,0,10.1961,0,14.3647,14.065,-9.02068,1,7,0,0,0,0,0,0,30.72,0
5,6.72,10.17,14.7,7.19369,255,0,-1.5625,185.25,0,26,53.6,3.47,1.26,0,10.1961,0,14.3647,14.065,-9.02068,1,7,0,0,0,0,0,0,30.72,0
6,6.76,10.17,14.7,7.19369,255,0,-1.5625,400.75,0,26,53.6,4.31,1.28,0,10.1961,0,14.3647,13.195,-9.02068,1,7,0,0,0,0,0,0,30.72,0
7,6.8,10.17,14.7,7.19541,255,0,-1.5625,737,0,26,53.6,4.51,1.34,0,10.5882,0,14.3647,13.05,-9.02068,1,7,0,0,0,0,0,0,21.504,0
8,6.84,10.17,14.7,7.19713,255,0,-1.5625,981.5,0,26,53.6,5.41,1.44,0,10.5882,0,14.3647,11.89,-8.85387,1,7,0,0,0,0,0,0,19.2,0
9,6.88,10.17,14.7,7.19713,255,0,-1.5625,1306.5,0,26,53.6,7.04,1.52,0,10.5882,0,14.3647,10.73,-8.85387,1,7,0,0,0,0,0,0,15.36,0
10,6.92,10.17,14.7,7.19885,255,0,-1.5625,1578,0,24.5,53.6,8.15,1.58,0,10.1961,0,14.3647,9.86,-8.65328,1,7,0,0,0,0,0,0,12.288,0
11,6.96,21.4607,14.7,7.21611,255,0,0,1762.25,0,21.5,53.6,9.53,1.62,0,10.1961,0,14.3647,8.99,-9.05354,1,7,0,0,0,0,0,0,9.984,0
12,7,21.2924,14.7,7.21611,255,0,0,1948.75,0,21,53.6,10.06,1.66,0,10.1961,0,14.3647,7.975,-9.05354,1,7,0,0,0,0,0,0,7.168,0
13,7.04,21.4607,14.7,7.22477,255,0,0,1999,0,21,53.6,10.5,1.66,0,10.1961,0,14.3647,7.25,-9.53174,1,7,0,0,0,0,0,0,5.888,0
14,7.08,21.4607,14.7,7.22477,255,0,0,2065,0,20.5,53.6,11,1.68,0,10.5882,0,14.3647,6.96,-9.53174,1,7,0,0,0,0,0,0,4.352,0
15,7.12,21.2499,14.7,7.23345,255,0,0,2131.25,0,19,53.6,11.29,1.7,0,10.5882,0,14.3647,6.38,-9.63945,1,7,0,0,0,0,0,0,4.096,0
16,7.16,21.2924,14.7,7.23866,255,0,0,2154.5,0,17.5,53.6,11.72,1.7,0,10.5882,0,14.3647,5.945,-9.63945,1,7,0,0,0,0,0,0,4.096,0
17,7.2,21.335,14.7,7.23866,255,0,0,2169.25,0,16.5,53.6,12.04,1.72,0,10.5882,0,14.3647,5.655,-9.63945,1,7,0,0,0,0,0,0,4.096,0
18,7.24,21.1242,14.7,7.24563,255,0,0,2158.75,0,15,53.6,12.31,1.74,0,10.5882,0,14.3647,5.51,-9.63945,1,7,0,0,0,0,0,0,4.096,0
19,7.28,21.1648,14.7,7.24912,255,0,0,2153.25,0,14,53.6,12.31,1.74,0,10.5882,0,14.3647,5.365,-9.63945,1,7,0,0,0,0,0,0,4.096,0
20,7.32,21.335,14.7,7.24912,255,0,0,2118.75,0,14,53.6,12.37,1.74,0,10.5882,0,14.3647,5.22,-9.63945,1,7,0,0,0,0,0,0,4.096,0
21,7.36,21.1242,14.7,7.47408,255,0,0,2084,0,14,53.6,12.21,1.72,0,10.5882,0,14.3647,5.075,-9.63945,1,7,0,0,0,0,0,0,4.096,0
22,7.4,21.2073,14.7,7.47408,255,0,0,2083.75,0,14,53.6,11.88,1.72,0,10.5882,0,14.3647,5.075,-9.63945,1,7,0,0,0,0,0,0,4.096,0
23,7.44,21.335,14.7,7.4778,255,0,0,2039.25,0,14,53.6,11.77,1.72,0,10.5882,0,14.3647,5.075,-9.63945,1,7,0,0,0,0,0,0,4.096,0
24,7.48,21.1242,14.7,7.48523,255,0,0,2018.5,0,13.5,53.6,11.77,1.72,0,10.5882,0,14.3647,5.075,-9.63945,1,7,0,0,0,0,0,0,4.096,0
25,7.52,21.1648,14.7,7.48523,255,0,0,1989.75,0,13.5,53.6,11.77,1.72,0,10.5882,0,14.3647,5.075,-9.63945,1,7,0,0,0,0,0,0,4.096,0
26,7.56,21.2073,14.7,7.49082,255,0,0,1933.5,0,13.5,53.6,11.83,1.7,0,10.5882,0,14.3647,5.075,-9.53938,1,7,0,0,0,0,0,0,4.096,0
27,7.6,21.335,14.7,7.70555,255,0,0,1905.25,0,13.5,53.6,11.88,1.72,0,10.5882,0,14.3647,5.075,-9.40584,1,7,0,0,0,0,0,0,4.096,0
28,7.64,21.2073,14.7,7.70555,255,0,0,1875,0,13,53.6,11.67,1.7,0,10.5882,0,14.3647,5.075,-9.40584,1,7,0,0,0,0,0,0,4.096,0
29,7.68,21.1648,14.7,7.70753,255,0,0,1850.75,0,13,53.6,11.56,1.7,0,10.5882,0,14.3647,5.075,-9.27837,1,7,0,0,0,0,0,0,4.096,0
30,7.72,21.1648,14.7,7.70753,255,0,0,1807,0,13,53.6,11.45,1.7,0,10.5882,0,14.3647,5.22,-9.27837,1,7,0,0,0,0,0,0,4.352,0
31,7.76,21.1648,14.7,7.71148,255,0,0,1783.25,0,13,53.6,11.39,1.7,0,10.5882,0,14.3647,5.22,-9.16385,1,7,0,0,0,0,0,0,4.352,0
32,7.8,21.0816,14.7,7.71543,255,0,0,1753.25,0,13,53.6,11.61,1.7,0,10.5882,0,14.3647,5.22,-9.03106,1,7,0,0,0,0,0,0,4.352,0
33,7.84,21.0816,14.7,7.71543,255,0,0,1739.25,0,13,53.6,11.61,1.7,0,10.5882,0,14.3647,5.365,-9.03106,1,7,0,0,0,0,0,0,4.352,0
34,7.88,21.1648,14.7,7.91628,255,0,0,1723.25,0,13,53.6,11.45,1.7,0,10.5882,0,14.3647,5.365,-8.99667,1,7,0,0,0,0,0,0,4.352,0
35,7.92,21.2073,14.7,7.82981,255,0,0,1711,0,13,53.6,11.5,1.7,0,10.5882,0,14.3647,5.365,-8.92697,1,7,0,0,0,0,0,0,4.352,0
36,7.96,23.6094,14.7,7.82981,255,0,0,1673.25,0,13.5,53.6,11.5,1.7,0,10.5882,0,14.3647,5.51,-8.92697,1,7,0,0,0,0,0,0,4.608,0
37,8,23.5668,14.7,7.80342,255,0,0,1659.25,0,13.5,53.6,11.5,1.7,0,10.5882,0,14.3647,5.51,-8.84308,1,7,0,0,0,0,0,0,4.608,0
38,8.04,23.6519,14.7,7.80342,255,0,0,1649,0,13.5,53.6,11.56,1.7,0,10.5882,0,14.3647,5.51,-8.84308,1,7,0,0,0,0,0,0,4.608,0
39,8.08,23.6519,14.7,7.77722,255,0,0,1643,0,13.5,53.6,11.61,1.7,0,10.5882,0,14.3647,5.51,-8.77394,1,7,0,0,0,0,0,0,4.608,0
40,8.12,23.6094,14.7,7.94134,255,0,0,1637,0,13.5,53.6,11.61,1.7,0,10.1961,0,14.3647,5.51,-8.74422,1,7,0,0,0,0,0,0,4.608,0
41,8.16,23.6094,14.7,7.94134,255,0,0,1532,0,23,53.6,11.5,1.7,0,10.5882,0,14.3647,5.655,-8.74422,1,7,0,0,0,0,0,0,4.608,0
42,8.2,23.6094,14.7,7.9267,255,0,0,1552.75,0,23,53.6,11.5,1.7,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.864,0
43,8.24,23.6945,14.7,7.89552,255,0,0,1564,0,23,53.6,11.34,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.864,0
44,8.28,23.5668,14.7,7.89552,255,0,0,1586,0,22,53.6,11.34,1.7,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.864,0
45,8.32,23.5243,14.7,7.89759,255,0,0,1599.25,0,20.5,53.6,11.39,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.864,0
46,8.36,23.4837,14.7,7.89759,255,0,0,1611.5,0,19,53.6,11.29,1.7,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.864,0
47,8.4,23.6094,14.7,7.91628,255,0,0,1620.5,0,18,53.6,11.39,1.7,0,10.1961,0,14.3647,5.655,-8.68189,1,7,0,0,0,0,0,0,4.864,0
48,8.44,23.6094,14.7,8.12129,255,0,0,1627.5,0,17,53.6,11.29,1.68,0,10.1961,0,14.3647,5.655,-8.70227,1,7,0,0,0,0,0,0,4.608,0
49,8.48,23.5668,14.7,8.12129,255,0,0,1630,0,17,53.6,11.23,1.68,0,10.1961,0,14.3647,5.655,-8.70227,1,7,0,0,0,0,0,0,4.608,0
50,8.52,23.6519,14.7,8.16755,255,0,0,1625.5,0,17,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.71579,1,7,0,0,0,0,0,0,4.608,0
51,8.56,23.6519,14.7,8.20763,255,0,0,1620,0,17,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.74312,1,7,0,0,0,0,0,0,4.608,0
52,8.6,23.4837,14.7,8.20763,255,0,0,1608,0,18,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.74312,1,7,0,0,0,0,0,0,4.608,0
53,8.64,23.6519,14.7,8.24359,255,0,0,1604.5,0,18,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.68525,1,7,0,0,0,0,0,0,4.608,0
54,8.68,23.6519,14.7,8.24359,255,0,0,1598.75,0,18.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.68525,1,7,0,0,0,0,0,0,4.608,0
55,8.72,23.6519,14.7,8.25263,255,0,0,1593,0,18.5,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.608,0
56,8.76,23.5243,14.7,8.4353,255,0,0,1589.75,0,18.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
57,8.8,23.6094,14.7,8.4353,255,0,0,1593.5,0,18,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
58,8.84,23.6094,14.7,8.4353,255,0,0,1592.75,0,17.5,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
59,8.88,23.8627,14.7,8.51644,255,0,0,1591.25,0,17.5,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
60,8.92,23.5243,14.7,8.51644,255,0,0,1591,0,17.5,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
61,8.96,23.6945,14.7,8.52126,255,0,0,1589.75,0,17,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
62,9,23.7351,14.7,8.52126,255,0,0,1583.25,0,17.5,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
63,9.04,23.7351,14.7,8.52367,255,0,0,1578.25,0,17.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
64,9.08,23.6945,14.7,8.68849,255,0,0,1559.25,0,19,53.6,10.64,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
65,9.12,23.6519,14.7,8.68849,255,0,0,1541.75,0,20,53.6,10.78,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
66,9.16,23.6519,14.7,8.6935,255,0,0,1532,0,20.5,53.6,10.71,1.66,0,9.80392,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
67,9.2,23.6519,14.7,8.69602,255,0,0,1534.25,0,19.5,53.6,10.78,1.66,0,9.80392,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
68,9.24,23.6519,14.7,8.69602,255,0,0,1535.75,0,18.5,53.6,10.57,1.66,0,9.80392,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
69,9.28,23.6519,14.7,8.70104,255,0,0,1534.75,0,18.5,53.6,10.64,1.66,0,9.80392,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
70,9.32,23.6519,14.7,8.70104,255,0,0,1540.25,0,18,53.6,10.57,1.66,0,9.80392,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
71,9.36,23.6094,14.7,8.85719,255,0,0,1539.25,0,17.5,53.6,10.78,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
72,9.4,23.6519,14.7,8.8598,255,0,0,1533.5,0,18,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
73,9.44,23.6945,14.7,8.8598,255,0,0,1532.75,0,17.5,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
74,9.48,23.6519,14.7,8.86502,255,0,0,1538.25,0,17,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
75,9.52,23.6094,14.7,8.86763,255,0,0,1528.25,0,17.5,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
76,9.56,23.6519,14.7,8.86763,255,0,0,1529.5,0,17,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
77,9.6,23.5243,14.7,8.87286,255,0,0,1524.25,0,17,53.6,11.07,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
78,9.64,23.5668,14.7,8.87286,255,0,0,1529,0,16.5,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
79,9.68,23.4837,14.7,9.01635,255,0,0,1513,0,17.5,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
80,9.72,23.5243,14.7,9.01905,255,0,0,1510.75,0,17.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
81,9.76,23.4837,14.7,9.01905,255,0,0,1511.75,0,17,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
82,9.8,23.5243,14.7,9.02446,255,0,0,1514,0,16.5,53.6,10.78,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
83,9.84,23.6519,14.7,9.02987,255,0,0,1513.5,0,16.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
84,9.88,23.6945,14.7,9.02987,255,0,0,1508.75,0,16.5,53.6,10.78,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
85,9.92,23.6945,14.7,9.0353,255,0,0,1505.5,0,16.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
86,9.96,23.6945,14.7,9.0353,255,0,0,1503.75,0,16.5,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
87,10,23.6945,14.7,9.16736,255,0,0,1494,0,17,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
88,10.04,23.6519,14.7,9.17015,255,0,0,1493.75,0,17,53.6,10.71,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
89,10.08,23.6519,14.7,9.17015,255,0,0,1496,0,16.5,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
90,10.12,23.6945,14.7,9.17854,255,0,0,1500.5,0,16,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
91,10.16,23.6945,14.7,9.18414,255,0,0,1491,0,16.5,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
92,10.2,23.6945,14.7,9.18414,255,0,0,1500.25,0,15.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
93,10.24,23.6519,14.7,9.18694,255,0,0,1493.25,0,15.5,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
94,10.28,23.6945,14.7,9.18694,255,0,0,1490.75,0,15.5,53.6,11,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
95,10.32,23.5668,14.7,9.31197,255,0,0,1483.75,0,16,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
96,10.36,23.5243,14.7,9.31485,255,0,0,1483.25,0,16,53.6,10.78,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
97,10.4,23.5243,14.7,9.31485,255,0,0,1481,0,16,53.6,10.78,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
98,10.44,23.5243,14.7,9.32062,255,0,0,1476.25,0,16,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
99,10.48,23.5668,14.7,9.32929,255,0,0,1468.5,0,16.5,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
100,10.52,23.6094,14.7,9.32929,255,0,0,1460.25,0,16.5,53.6,10.93,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
101,10.56,23.6519,14.7,9.32929,255,0,0,1453.75,0,17,53.6,11.12,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
102,10.6,23.6945,14.7,9.32929,255,0,0,1469.75,0,15.5,53.6,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
103,10.64,23.6945,14.7,9.44638,255,0,0,1475.5,0,14.5,53.6,11,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
104,10.68,23.6519,14.7,9.36994,255,0,0,1480.75,0,14,53.6,10.93,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
105,10.72,23.6094,14.7,9.36994,255,0,0,1486.25,0,13.5,53.6,10.86,1.66,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
106,10.76,23.6519,14.7,9.36994,255,0,0,1476.5,0,14,55.4,10.86,1.68,0,10.1961,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,4.352,0
107,10.8,23.6094,14.7,9.36702,255,0,0,1478.75,0,13.5,55.4,11.07,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
108,10.84,23.6094,14.7,9.36702,255,0,0,1479.5,0,13.5,55.4,11.07,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
109,10.88,23.6519,14.7,9.3612,255,0,0,1471.25,0,14,55.4,11.18,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
110,10.92,23.6519,14.7,9.3612,255,0,0,1477.75,0,13.5,55.4,11.05,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
111,10.96,23.6945,14.7,9.47909,255,0,0,1475.5,0,13.5,55.4,11.12,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
112,11,23.6945,14.7,9.47611,255,0,0,1479.5,0,13,55.4,11.12,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
113,11.04,23.6945,14.7,9.47611,255,0,0,1480.5,0,12.5,55.4,11.23,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
114,11.08,23.6945,14.7,9.47015,255,0,0,1478.75,0,12.5,55.4,11.18,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
115,11.12,23.6945,14.7,9.47611,255,0,0,1475.5,0,13,55.4,11.34,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
116,11.16,23.6945,14.7,9.47611,255,0,0,1488.25,0,12,55.4,11.23,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
117,11.2,23.6945,14.7,9.48806,255,0,0,1481.25,0,12.5,55.4,11.29,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
118,11.24,23.7351,14.7,9.48806,255,0,0,1482,0,12,55.4,11.23,1.68,0,10.1961,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
119,11.28,23.6945,14.7,9.58167,255,0,0,1487.75,0,11.5,55.4,11.34,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
120,11.32,23.6945,14.7,9.58167,255,0,0,1491.5,0,11,55.4,11.34,1.68,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
121,11.36,23.7351,14.7,9.58167,255,0,0,1485.75,0,11.5,55.4,11.39,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
122,11.4,23.6945,14.5852,9.57253,255,0,0,1489,0,11.5,55.4,11.34,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
123,11.44,23.7351,14.5852,9.57253,255,0,0,1496.5,0,10.5,55.4,11.56,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
124,11.48,23.6945,14.5852,9.57253,255,0,0,1491.75,0,11,55.4,11.45,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
125,11.52,23.7351,14.5852,9.57557,255,0,0,1491,0,11,55.4,11.61,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
126,11.56,23.7351,14.5852,9.57557,255,0,0,1479.25,0,12,55.4,11.56,1.7,0,10.5882,0,14.3647,5.655,-8.65328,1,7,0,0,0,0,0,0,4.352,0
127,11.6,23.7351,14.5852,9.58472,255,0,0,1484.5,0,11,55.4,11.45,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
128,11.64,23.8202,14.5852,9.66162,255,0,0,1481.5,0,11.5,55.4,11.45,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
129,11.68,23.6519,14.5852,9.66162,255,0,0,1490.25,0,10.5,55.4,11.45,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
130,11.72,24.6634,14.5852,9.67715,255,0,0,1479.5,0,11.5,55.4,11.34,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
131,11.76,24.5783,14.5852,9.65542,255,0,0,1497,0,10,55.4,11.45,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
132,11.8,24.5783,14.5852,9.65542,255,0,0,1498,0,10,55.4,11.45,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
133,11.84,24.6208,14.5852,9.68026,255,0,0,1502.75,0,9.5,55.4,11.61,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
134,11.88,24.6208,14.5852,9.68026,255,0,0,1489.5,0,10.5,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
135,11.92,24.6634,14.5852,9.68961,255,0,0,1490.5,0,10.5,55.4,11.56,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
136,11.96,24.6208,14.5852,9.76187,255,0,0,1489,0,10.5,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
137,12,24.4526,14.5852,9.76187,255,0,0,1489.25,0,10.5,55.4,11.77,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
138,12.04,24.4932,14.4703,9.77772,255,0,0,1490,0,10,55.4,11.77,1.72,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
139,12.08,24.5358,14.4703,9.76504,255,0,0,1499.75,0,9.5,55.4,11.77,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
140,12.12,24.4932,14.4703,9.76504,255,0,0,1492.75,0,10,55.4,11.72,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
141,12.16,24.4526,14.4703,9.7809,255,0,0,1507,0,8.5,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
142,12.2,24.4932,14.4703,9.7809,255,0,0,1494.25,0,10,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
143,12.24,24.41,14.4703,9.7809,255,0,0,1498,0,9.5,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
144,12.28,24.5358,14.4703,9.86745,255,0,0,1491.5,0,10,55.4,11.56,1.72,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
145,12.32,24.4932,14.4703,9.86745,255,0,0,1492,0,10,55.4,11.72,1.72,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
146,12.36,24.5358,14.4703,9.86745,255,0,0,1482.75,0,10.5,55.4,11.72,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
147,12.4,24.4932,14.3555,9.85131,255,0,0,1495,0,9.5,55.4,11.67,1.7,0,10.5882,0,14.3647,5.8,-8.65328,1,7,0,0,0,0,0,0,4.352,0
