sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG
2157,92.8,14.6356,14.3555,13.8799,31,-7.03125,0,1514.75,0,19,59,9.37,1.6,0,9.01961,0,14.3647,5.51,-8.66353,1,8,0,0,0,0,0,0,2.56,0
2158,92.84,14.5931,14.3555,13.8799,31,-7.03125,0,1507.75,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2159,92.88,14.5931,14.3555,13.8799,31,-7.03125,0,1507.25,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2160,92.92,14.6782,14.3555,13.8863,31,-7.03125,0,1494.25,0,21,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2161,92.96,14.6782,14.3555,13.8863,31,-7.03125,0,1509.25,0,19.5,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66359,1,8,0,0,0,0,0,0,2.56,0
2162,93,14.6782,14.3555,13.8863,31,-7.03125,0,1518.75,0,19,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66359,1,8,0,0,0,0,0,0,2.56,0
2163,93.04,14.7613,14.3555,13.8863,31,-7.03125,0,1525.5,0,18.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2164,93.08,14.887,14.3555,13.8863,31,-7.03125,0,1526,0,18.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2165,93.12,14.7613,14.3555,13.8863,31,-7.03125,0,1523.75,0,18.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2166,93.16,14.8464,14.3555,13.8928,31,-7.03125,0,1510.25,0,19.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66353,1,8,0,0,0,0,0,0,2.56,0
2167,93.2,14.8039,14.2406,13.8928,31,-7.03125,0,1505.25,0,20,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66353,1,8,0,0,0,0,0,0,2.56,0
2168,93.24,14.8039,14.2406,13.8928,31,-7.03125,0,1507.75,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2169,93.28,14.7613,14.3555,13.8928,31,-7.03125,0,1487.25,0,21.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2170,93.32,14.887,14.3555,13.8928,31,-7.03125,0,1494,0,21,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2171,93.36,14.5931,14.3555,13.8928,31,-7.03125,0,1489.5,0,21,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66359,1,8,0,0,0,0,0,0,2.56,0
2172,93.4,14.5505,14.3555,13.8992,31,-7.03125,0,1493,0,20.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66359,1,8,0,0,0,0,0,0,2.56,0
2173,93.44,14.5931,14.3555,13.8992,31,-7.03125,0,1502,0,20,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66357,1,8,0,0,0,0,0,0,2.56,0
2174,93.48,14.5931,14.3555,13.8992,31,-7.03125,0,1508.25,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2175,93.52,14.6782,14.3555,13.8992,31,-7.03125,0,1510.5,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66355,1,8,0,0,0,0,0,0,2.56,0
2176,93.56,14.8464,14.3555,13.8992,31,-7.03125,0,1510.25,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66353,1,8,0,0,0,0,0,0,2.56,0
2177,93.6,14.9296,14.3555,13.8992,31,-7.03125,0,1517,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66351,1,8,0,0,0,0,0,0,2.56,0
2178,93.64,14.8039,14.4703,13.8992,31,-7.03125,0,1507.25,0,19.5,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66351,1,8,0,0,0,0,0,0,2.56,0
2179,93.68,15.268,14.4703,13.9056,31,-7.03125,0,1488.75,0,21,59,9.48,1.58,0,9.01961,0,14.3647,5.51,-8.66349,1,8,0,0,0,0,0,0,2.56,0
2180,93.72,14.887,14.4703,13.9056,31,-7.03125,0,1488.25,0,21,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66349,1,8,0,0,0,0,0,0,2.56,0
2181,93.76,14.7613,14.4703,13.9056,31,-7.03125,0,1493.5,0,20.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66347,1,8,0,0,0,0,0,0,2.56,0
2182,93.8,14.8039,14.3555,13.9056,31,-7.03125,0,1501.75,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66351,1,8,0,0,0,0,0,0,2.56,0
2183,93.84,14.8039,14.3555,13.9056,31,-7.03125,0,1494,0,20.5,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66351,1,8,0,0,0,0,0,0,2.56,0
2184,93.88,14.6782,14.3555,13.9056,31,-7.03125,0,1496.75,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2185,93.92,14.6782,14.3555,13.9056,31,-7.03125,0,1496,0,20,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66347,1,8,0,0,0,0,0,0,2.56,0
2186,93.96,14.8039,14.3555,13.9056,31,-7.03125,0,1491.25,0,20.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66347,1,8,0,0,0,0,0,0,2.56,0
2187,94,14.7188,14.4703,13.912,31,-7.03125,0,1495.25,0,20,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66345,1,8,0,0,0,0,0,0,2.56,0
2188,94.04,14.8464,14.4703,13.912,31,-7.03125,0,1501.25,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2189,94.08,14.8464,14.4703,13.912,31,-7.03125,0,1516,0,18.5,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2190,94.12,14.7188,14.4703,13.912,31,-7.03125,0,1503.5,0,19.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66347,1,8,0,0,0,0,0,0,2.56,0
2191,94.16,14.7188,14.4703,13.912,31,-7.03125,0,1491,0,20.5,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66347,1,8,0,0,0,0,0,0,2.56,0
2192,94.2,14.2972,14.4703,13.9184,31,-7.03125,0,1498,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66345,1,8,0,0,0,0,0,0,2.56,0
2193,94.24,14.4248,14.4703,13.9184,31,-7.03125,0,1506,0,19,59,9.37,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2194,94.28,14.3397,14.4703,13.9184,31,-7.03125,0,1499.5,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2195,94.32,14.3397,14.4703,13.9184,31,-7.03125,0,1505,0,19,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66341,1,8,0,0,0,0,0,0,2.56,0
2196,94.36,14.3823,14.4703,13.9184,31,-7.03125,0,1504.75,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66339,1,8,0,0,0,0,0,0,2.56,0
2197,94.4,14.2565,14.4703,13.9184,31,-7.03125,0,1503.75,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66339,1,8,0,0,0,0,0,0,2.56,0
2198,94.44,14.3823,14.4703,13.9249,31,-7.03125,0,1496.25,0,20,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2199,94.48,14.2972,14.4703,13.9249,31,-7.03125,0,1506.5,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66343,1,8,0,0,0,0,0,0,2.56,0
2200,94.52,14.2972,14.4703,13.9249,31,-7.03125,0,1506.75,0,19,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66335,1,8,0,0,0,0,0,0,2.56,0
2201,94.56,14.2972,14.4703,13.9249,31,-7.03125,0,1508.75,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66333,1,8,0,0,0,0,0,0,2.56,0
2202,94.6,14.3823,14.4703,13.9249,31,-7.03125,0,1506.75,0,19,59,9.49,1.6,0,9.01961,0,14.3647,5.51,-8.66333,1,8,0,0,0,0,0,0,2.56,0
2203,94.64,14.2972,14.4703,13.9249,31,-7.03125,0,1503.75,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66337,1,8,0,0,0,0,0,0,2.56,0
2204,94.68,14.2972,14.4703,13.9249,31,-7.03125,0,1512.5,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66341,1,8,0,0,0,0,0,0,2.56,0
2205,94.72,14.214,14.4703,13.9249,31,-7.03125,0,1503.25,0,19.5,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66341,1,8,0,0,0,0,0,0,2.56,0
2206,94.76,14.214,14.4703,13.9249,31,-7.03125,0,1508,0,19,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66333,1,8,0,0,0,0,0,0,2.56,0
2207,94.8,14.214,14.4703,13.9249,31,-6.25,0,1500,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66333,1,8,0,0,0,0,0,0,2.56,0
2208,94.84,14.3397,14.4703,13.9313,31,-6.25,0,1499.75,0,19.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66325,1,8,0,0,0,0,0,0,2.56,0
2209,94.88,14.3823,14.4703,13.9313,31,-6.25,0,1490.5,0,20.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66329,1,8,0,0,0,0,0,0,2.56,0
2210,94.92,14.2565,14.4703,13.9313,31,-6.25,0,1494.25,0,20,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66329,1,8,0,0,0,0,0,0,2.56,0
2211,94.96,14.2972,14.4703,13.9313,31,-6.25,0,1502.5,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66327,1,8,0,0,0,0,0,0,2.56,0
2212,95,14.2972,14.4703,13.9313,31,-6.25,0,1499,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2213,95.04,14.2565,14.4703,13.9313,31,-6.25,0,1502.25,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2214,95.08,14.3397,14.4703,13.9378,31,-6.25,0,1492,0,20,59,9.62,1.62,0,9.01961,0,14.3647,5.51,-8.66318,1,8,0,0,0,0,0,0,2.56,0
2215,95.12,14.3823,14.3555,13.9378,31,-6.25,0,1497,0,19.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66318,1,8,0,0,0,0,0,0,2.56,0
2216,95.16,14.3397,14.3555,13.9378,31,-6.25,0,1485,0,20.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66322,1,8,0,0,0,0,0,0,2.56,0
2217,95.2,14.2972,14.3555,13.9378,31,-6.25,0,1483.25,0,20.5,59,9.62,1.62,0,9.01961,0,14.3647,5.51,-8.6632,1,8,0,0,0,0,0,0,2.56,0
2218,95.24,14.3397,14.4703,13.9378,31,-6.25,0,1492.25,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.6632,1,8,0,0,0,0,0,0,2.56,0
2219,95.28,14.3823,14.4703,13.9378,31,-6.25,0,1499.75,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2220,95.32,14.3823,14.4703,13.9442,31,-6.25,0,1496.25,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66317,1,8,0,0,0,0,0,0,2.56,0
2221,95.36,14.4248,14.4703,13.9442,31,-6.25,0,1501.75,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66317,1,8,0,0,0,0,0,0,2.56,0
2222,95.4,14.4248,14.4703,13.9442,31,-6.25,0,1514.5,0,18,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2223,95.44,14.3397,14.4703,13.9442,31,-6.25,0,1502.75,0,19,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2224,95.48,14.3397,14.4703,13.9442,31,-6.25,0,1505.75,0,19,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2225,95.52,14.3823,14.4703,13.9442,31,-6.25,0,1504.75,0,19,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66318,1,8,0,0,0,0,0,0,2.56,0
2226,95.56,14.3397,14.4703,13.9442,31,-6.25,0,1513.75,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66318,1,8,0,0,0,0,0,0,2.56,0
2227,95.6,14.3823,14.4703,13.9507,31,-6.25,0,1523.75,0,17.5,59,9.49,1.6,0,9.01961,0,14.3647,5.51,-8.66316,1,8,0,0,0,0,0,0,2.56,0
2228,95.64,14.4248,14.4703,13.9507,31,-6.25,0,1508.25,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66314,1,8,0,0,0,0,0,0,2.56,0
2229,95.68,14.3397,14.3555,13.9507,31,-6.25,0,1505.75,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66314,1,8,0,0,0,0,0,0,2.56,0
2230,95.72,14.3823,14.3555,13.9507,31,-6.25,0,1510,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2231,95.76,14.8039,14.3555,13.9507,31,-6.25,0,1511.25,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2232,95.8,14.7188,14.3555,13.9507,31,-6.25,0,1516.25,0,18.5,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66317,1,8,0,0,0,0,0,0,2.56,0
2233,95.84,14.8039,14.3555,13.9507,31,-6.25,0,1515.75,0,18.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2234,95.88,14.7188,14.3555,13.9507,31,-6.25,0,1507.75,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2235,95.92,14.6782,14.3555,13.9572,31,-6.25,0,1505.25,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.6632,1,8,0,0,0,0,0,0,2.56,0
2236,95.96,14.7188,14.3555,13.9572,31,-6.25,0,1490,0,20.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66324,1,8,0,0,0,0,0,0,2.56,0
2237,96,14.7188,14.3555,13.9572,31,-6.25,0,1501.5,0,19.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66324,1,8,0,0,0,0,0,0,2.56,0
2238,96.04,14.6782,14.3555,13.9572,31,-6.25,0,1508.5,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66322,1,8,0,0,0,0,0,0,2.56,0
2239,96.08,14.6356,14.3555,13.9572,31,-6.25,0,1517,0,18.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66322,1,8,0,0,0,0,0,0,2.56,0
2240,96.12,14.7188,14.3555,13.9572,31,-6.25,0,1515,0,18.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66321,1,8,0,0,0,0,0,0,2.56,0
2241,96.16,14.7613,14.4703,13.9572,31,-6.25,0,1501.25,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2242,96.2,14.7613,14.4703,13.9572,31,-6.25,0,1501.75,0,19.5,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66319,1,8,0,0,0,0,0,0,2.56,0
2243,96.24,14.7613,14.3555,13.9636,31,-6.25,0,1504,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66317,1,8,0,0,0,0,0,0,2.56,0
2244,96.28,14.8039,14.3555,13.9636,31,-6.25,0,1497,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2245,96.32,14.7188,14.3555,13.9636,31,-6.25,0,1503.5,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2246,96.36,14.8039,14.3555,13.9636,31,-6.25,0,1497,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2247,96.4,14.2972,14.3555,13.9636,31,-6.25,0,1496.5,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2248,96.44,14.1714,14.3555,13.9636,31,-6.25,0,1500.25,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66305,1,8,0,0,0,0,0,0,2.56,0
2249,96.48,14.2565,14.3555,13.9636,31,-6.25,0,1516,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.6631,1,8,0,0,0,0,0,0,2.56,0
2250,96.52,14.214,14.3555,13.9636,31,-6.25,0,1524,0,17.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.6631,1,8,0,0,0,0,0,0,2.56,0
2251,96.56,14.1714,14.4703,13.9636,31,-6.25,0,1519.25,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66302,1,8,0,0,0,0,0,0,2.56,0
2252,96.6,14.2972,14.4703,13.9701,31,-6.25,0,1513.75,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.663,1,8,0,0,0,0,0,0,2.56,0
2253,96.64,14.508,14.4703,13.9701,31,-6.25,0,1511.75,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.663,1,8,0,0,0,0,0,0,2.56,0
2254,96.68,14.3823,14.4703,13.9701,31,-6.25,0,1518.25,0,18.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66305,1,8,0,0,0,0,0,0,2.56,0
2255,96.72,14.4248,14.4703,13.9701,31,-6.25,0,1511,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66305,1,8,0,0,0,0,0,0,2.56,0
2256,96.76,14.4248,14.3555,13.9701,31,-6.25,0,1508,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66303,1,8,0,0,0,0,0,0,2.56,0
2257,96.8,14.3823,14.3555,13.9701,31,-6.25,0,1506.5,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66307,1,8,0,0,0,0,0,0,2.56,0
2258,96.84,14.3397,14.3555,13.9701,31,-6.25,0,1505.5,0,19.5,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66307,1,8,0,0,0,0,0,0,2.56,0
2259,96.88,14.3823,14.3555,13.9766,31,-6.25,0,1515,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66306,1,8,0,0,0,0,0,0,2.56,0
2260,96.92,14.3823,14.3555,13.9766,31,-6.25,0,1510.25,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66304,1,8,0,0,0,0,0,0,2.56,0
2261,96.96,14.2972,14.3555,13.9766,31,-6.25,0,1513.75,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66304,1,8,0,0,0,0,0,0,2.56,0
2262,97,14.3823,14.3555,13.9766,31,-6.25,0,1528.25,0,17.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66296,1,8,0,0,0,0,0,0,2.56,0
2263,97.04,14.2972,14.3555,13.9766,31,-6.25,0,1539.5,0,17,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66296,1,8,0,0,0,0,0,0,2.56,0
2264,97.08,14.214,14.3555,13.9766,31,-6.25,0,1527.5,0,18,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66294,1,8,0,0,0,0,0,0,2.56,0
2265,97.12,14.3823,14.3555,13.9766,31,-6.25,0,1516.5,0,19,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66299,1,8,0,0,0,0,0,0,2.56,0
2266,97.16,14.3397,14.3555,13.9766,31,-6.25,0,1510.5,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66299,1,8,0,0,0,0,0,0,2.56,0
2267,97.2,14.2972,14.3555,13.9766,31,-6.25,0,1517.25,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66303,1,8,0,0,0,0,0,0,2.56,0
2268,97.24,14.2972,14.3555,13.9766,31,-6.25,0,1520.5,0,19,59,9.62,1.62,0,9.01961,0,14.3647,5.51,-8.66308,1,8,0,0,0,0,0,0,2.56,0
2269,97.28,14.3397,14.3555,13.9766,31,-6.25,0,1515.25,0,19,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66308,1,8,0,0,0,0,0,0,2.56,0
2270,97.32,14.2565,14.3555,13.9766,31,-6.25,0,1507.5,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66306,1,8,0,0,0,0,0,0,2.56,0
2271,97.36,14.2972,14.3555,13.9766,31,-6.25,0,1501.75,0,20.5,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66306,1,8,0,0,0,0,0,0,2.56,0
2272,97.4,14.3397,14.3555,13.9831,31,-6.25,0,1510.75,0,19.5,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66311,1,8,0,0,0,0,0,0,2.56,0
2273,97.44,14.3823,14.3555,13.9831,31,-6.25,0,1520,0,19,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2274,97.48,14.3397,14.3555,13.9831,31,-6.25,0,1512,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66315,1,8,0,0,0,0,0,0,2.56,0
2275,97.52,14.4248,14.3555,13.9831,31,-6.25,0,1506.5,0,20,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.6632,1,8,0,0,0,0,0,0,2.56,0
2276,97.56,14.3397,14.3555,13.9831,31,-6.25,0,1516.5,0,19,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66312,1,8,0,0,0,0,0,0,2.56,0
2277,97.6,14.2565,14.3555,13.9831,31,-6.25,0,1534,0,17.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66312,1,8,0,0,0,0,0,0,2.56,0
2278,97.64,14.4248,14.3555,13.9831,31,-6.25,0,1528.5,0,18,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66316,1,8,0,0,0,0,0,0,2.56,0
2279,97.68,14.4248,14.3555,13.9831,31,-6.25,0,1527.75,0,18.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66316,1,8,0,0,0,0,0,0,2.56,0
2280,97.72,14.3823,14.3555,13.9896,31,-6.25,0,1511.75,0,19.5,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66314,1,8,0,0,0,0,0,0,2.56,0
2281,97.76,14.4248,14.4703,13.9896,31,-6.25,0,1501.75,0,20.5,59,9.6,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2282,97.8,14.3823,14.3555,13.9896,31,-6.25,0,1506.25,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2283,97.84,14.3823,14.3555,13.9896,31,-6.25,0,1506.75,0,20,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66311,1,8,0,0,0,0,0,0,2.56,0
2284,97.88,14.2972,14.3555,13.9896,31,-6.25,0,1498,0,20.5,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66309,1,8,0,0,0,0,0,0,2.56,0
2285,97.92,14.887,14.3555,13.9896,31,-6.25,0,1502,0,20.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66309,1,8,0,0,0,0,0,0,2.56,0
2286,97.96,14.8039,14.3555,13.9896,31,-6.25,0,1511.5,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2287,98,14.8464,14.3555,13.9896,31,-6.25,0,1515,0,19.5,59,9.62,1.6,0,9.01961,0,14.3647,5.51,-8.66313,1,8,0,0,0,0,0,0,2.56,0
2288,98.04,14.8464,14.3555,13.9961,31,-6.25,0,1493,0,21,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66312,1,8,0,0,0,0,0,0,2.56,0
2289,98.08,14.8464,14.3555,13.9961,31,-6.25,0,1487.25,0,21.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.6631,1,8,0,0,0,0,0,0,2.56,0
2290,98.12,14.7613,14.3555,13.9961,31,-6.25,0,1506.5,0,20,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.6631,1,8,0,0,0,0,0,0,2.56,0
2291,98.16,14.8464,14.3555,13.9961,31,-6.25,0,1512,0,19.5,59,9.57,1.6,0,9.01961,0,14.3647,5.51,-8.66308,1,8,0,0,0,0,0,0,2.56,0
2292,98.2,14.8464,14.3555,13.9961,31,-6.25,0,1496.75,0,20.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66306,1,8,0,0,0,0,0,0,2.56,0
2293,98.24,14.7613,14.3555,13.9961,31,-6.25,0,1498.25,0,20.5,59,9.48,1.6,0,9.01961,0,14.3647,5.51,-8.66306,1,8,0,0,0,0,0,0,2.56,0
2294,98.28,14.8464,14.3555,13.9961,31,-6.25,0,1511,0,19.5,59,9.45,1.6,0,9.01961,0,14.3647,5.51,-8.66311,1,8,0,0,0,0,0,0,2.56,0
2295,98.32,14.8039,14.3555,13.9961,31,-6.25,0,1514,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66311,1,8,0,0,0,0,0,0,2.56,0
2296,98.36,14.6782,14.3555,13.9961,31,-6.25,0,1514.25,0,19.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66309,1,8,0,0,0,0,0,0,2.56,0
2297,98.4,14.8039,14.3555,14.0026,31,-6.25,0,1507.25,0,20,59,9.55,1.6,0,9.01961,0,14.3647,5.51,-8.66307,1,8,0,0,0,0,0,0,2.56,0
2298,98.44,14.7613,14.3555,14.0026,31,-6.25,0,1499.75,0,20.5,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66307,1,8,0,0,0,0,0,0,2.56,0
2299,98.48,14.7613,14.3555,14.0026,31,-6.25,0,1502.75,0,20,59,9.52,1.6,0,9.01961,0,14.3647,5.51,-8.66312,1,8,0,0,0,0,0,0,2.56,0
