sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,13443.480,10.17,14.7,9.53312,255,0,3.125,183.75,0,27.5,86,2.81,1.26,0,10.1961,0,14.3647,14.065,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
1,13443.520,10.17,14.7,9.53312,255,0,3.125,183.75,0,27.5,86,2.81,1.2,0,10.1961,0,14.3647,14.065,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
2,13443.560,10.17,14.7,9.53312,255,0,3.125,183.75,0,27.5,86,2.81,1.14,0,10.1961,0,14.3647,14.065,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
3,13443.600,10.17,14.7,9.53312,255,0,3.125,183.75,0,27.5,86,2.81,1.2,0,10.1961,0,14.3647,14.065,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
4,13443.640,10.17,14.7,9.56037,255,0,3.125,196,0,27.5,86,3.15,1.26,0,10.1961,0,14.3647,13.92,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
5,13443.680,10.17,14.7,9.56037,255,0,3.125,196,0,27.5,86,3.15,1.22,0,10.1961,0,14.3647,13.92,-8.98952,1,7,0,0,0,0,0,0,14.848,0,95
6,13443.720,10.17,14.7,9.56037,255,0,3.125,424,0,27.5,86,3.69,1.3,0,10.1961,0,14.3647,13.92,-8.98952,1,7,0,0,0,0,0,0,11.264,0,95
7,13443.760,10.17,14.7,9.56037,255,0,3.125,1068.5,0,27.5,86,4.77,1.4,0,10.1961,0,14.3647,12.47,-8.98952,1,7,0,0,0,0,0,0,9.216,0,95
8,13443.800,10.17,14.7,9.56037,255,0,3.125,1420.5,0,27.5,86,6.59,1.48,0,10.1961,0,14.3647,11.165,-8.98952,1,7,0,0,0,0,0,0,7.168,0,95
9,13443.840,10.17,14.7,9.57557,255,0,3.125,1672.25,0,23.5,86,7.96,1.56,0,10.1961,0,14.3647,10.15,-8.62212,1,7,0,0,0,0,0,0,5.888,0,95
10,13443.880,10.17,14.7,9.58167,255,0,3.125,1851.75,0,22.5,87.8,9.03,1.62,0,10.1961,0,14.3647,9.28,-9.24262,1,7,0,0,0,0,0,0,4.864,0,95
11,13443.920,22.5147,14.7,9.58167,255,0,3.125,2018.5,0,22,87.8,9.81,1.64,0,10.1961,0,14.3647,8.265,-9.24262,1,7,0,0,0,0,0,0,3.584,0,95
