sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,27038.040,10.17,14.7,11.3094,255,0,2.34375,179.25,0,13,104,2.42,1.2,0,7.45098,0,14.3647,13.775,-8.98952,1,7,0,0,0,0,0,0,7.936,0,140
1,27038.080,10.17,14.7,11.3094,255,0,2.34375,179.25,0,13,104,2.42,1.16,0,7.45098,0,14.3647,13.775,-8.98952,1,7,0,0,0,0,0,0,7.936,0,140
2,27038.120,10.17,14.7,11.3094,255,0,2.34375,179.25,0,13,104,2.42,1.1,0,7.45098,0,14.3647,13.775,-8.98952,1,7,0,0,0,0,0,0,7.936,0,140
3,27038.160,10.17,14.7,11.3094,255,0,2.34375,179.25,0,13,104,2.42,1.16,0,7.45098,0,14.3647,13.775,-8.98952,1,7,0,0,0,0,0,0,7.936,0,140
4,27038.200,10.17,14.7,11.3094,255,0,2.34375,200,0,13,104,2.66,1.26,0,7.45098,0,14.3647,13.63,-8.98952,1,7,0,0,0,0,0,0,7.68,0,140
5,27038.240,10.17,14.7,11.3094,255,0,2.34375,423.25,0,13,104,3.36,1.2,0,7.45098,0,14.3647,13.34,-8.98952,1,7,0,0,0,0,0,0,7.68,0,140
6,27038.280,10.17,14.7,11.3094,255,0,2.34375,764.75,0,25,104,3.44,1.24,0,7.45098,0,14.3647,12.615,-8.98952,1,7,0,0,0,0,0,0,7.168,0,140
7,27038.320,10.17,14.7,11.3094,255,0,2.34375,993,0,25,104,3.79,1.32,0,7.45098,0,14.3647,11.745,-8.98952,1,7,0,0,0,0,0,0,5.888,0,140
8,27038.360,10.17,14.7,11.4296,255,0,2.34375,1330.5,0,21.5,104,4.97,1.36,0,7.45098,0,14.3647,10.585,-8.62212,1,7,0,0,0,0,0,0,5.376,0,140
9,27038.400,10.17,14.7,11.4296,255,0,2.34375,1554.5,0,21,104,5.79,1.42,0,7.84314,0,14.3647,9.57,-8.62212,1,7,0,0,0,0,0,0,4.096,0,140
10,27038.440,10.17,14.7,11.434,255,0,2.34375,1724.5,0,20.5,104,6.55,1.46,0,7.84314,0,14.3647,8.7,-8.76215,1,7,0,0,0,0,0,0,3.584,0,140
11,27038.480,10.17,14.7,11.434,255,0,2.34375,1834,0,20,104,7.37,1.48,0,7.45098,0,14.3647,7.975,-8.76215,1,7,0,0,0,0,0,0,3.072,0,140
12,27038.520,22.5553,14.7,11.4383,255,0,2.34375,1956.75,0,19.5,104,7.69,1.5,0,7.45098,0,14.3647,7.105,-9.32853,1,7,0,0,0,0,0,0,2.56,0,140
13,27038.560,22.6404,14.7,11.4426,255,0,2.34375,2023.75,0,19,104,7.73,1.5,0,7.45098,0,14.3647,6.525,-9.6083,1,7,0,0,0,0,0,0,2.56,0,140
14,27038.600,22.5553,14.7,11.4426,255,0,2.34375,2050.75,0,18.5,104,7.79,1.5,0,7.45098,0,14.3647,6.09,-9.6083,1,7,0,0,0,0,0,0,2.56,0,140
15,27038.640,22.5553,14.7,11.4514,255,0,2.34375,2089,0,17,104,7.79,1.5,0,7.45098,0,14.3647,5.655,-9.6083,1,7,0,0,0,0,0,0,2.304,0,141.8
16,27038.680,22.7661,14.7,11.8386,255,0,2.34375,2084,0,15.5,104,7.82,1.5,0,7.84314,0,14.3647,5.22,-9.6083,1,7,0,0,0,0,0,0,2.304,0,141.8
17,27038.720,22.5553,14.7,11.8386,255,0,2.34375,2086,0,14.5,104,7.86,1.52,0,7.84314,0,14.3647,4.93,-9.6083,1,7,0,0,0,0,0,0,2.304,0,141.8
18,27038.760,22.683,14.7,12.0519,255,0,2.34375,2060.25,0,13,104,7.86,1.52,0,7.84314,0,14.3647,4.64,-9.6083,1,7,0,0,0,0,0,0,2.304,0,141.8
19,27038.800,22.6404,14.7,12.0519,255,0,2.34375,2029,0,12.5,104,7.88,1.52,0,7.84314,0,14.3647,4.495,-9.6083,1,7,0,0,0,0,0,0,2.304,0,141.8
20,27038.840,22.4722,14.7,12.2281,255,0,2.34375,2002.5,0,11,104,7.94,1.52,0,7.84314,0,14.3647,4.35,-9.6083,1,7,0,0,0,0,0,0,2.048,0,141.8
21,27038.880,22.3039,14.7,12.3789,255,0,2.34375,1952,0,10,104,7.94,1.52,0,7.84314,0,14.3647,4.35,-9.54198,1,7,0,0,0,0,0,0,2.048,0,141.8
22,27038.920,22.6404,14.7,12.3789,255,0,2.34375,1921,0,9.5,104,7.98,1.54,0,7.84314,0,14.3647,4.35,-9.54198,1,7,0,0,0,0,0,0,2.048,0,141.8
23,27038.960,22.4722,14.7,12.5075,255,0,2.34375,1867.5,0,9,104,8.04,1.54,0,7.84314,0,14.3647,4.205,-9.39408,1,7,0,0,0,0,0,0,2.048,0,141.8
24,27039.000,22.683,14.7,12.6123,255,0,0,1822.75,0,9,104,8.02,1.54,0,7.84314,0,14.3647,4.205,-9.17113,1,7,0,0,0,0,0,0,2.304,0,141.8
25,27039.040,22.5147,14.7,12.6123,255,0,0,1747,0,9,104,7.98,1.52,0,7.84314,0,14.3647,4.205,-9.17113,1,7,0,0,0,0,0,0,2.304,0,141.8
26,27039.080,22.4722,14.7,12.7028,255,0,0,1700.5,0,6,104,8.04,1.54,0,7.84314,0,14.3647,4.35,-8.94769,1,7,0,0,0,0,0,0,2.304,0,141.8
27,27039.120,22.3039,14.7,12.7028,255,0,0,1653.25,0,8.5,104,8.02,1.54,0,7.84314,0,14.3647,4.35,-8.94769,1,7,0,0,0,0,0,0,2.304,0,141.8
