sample,time,wbo2,AFR,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,KNOCK_FLAG,ECT
0,4.960,10.17,14.7,7.3734,255,0,-3.90625,172.75,0,27.5,60.8,2.65,1.24,0,9.80392,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,27.136,0,62.6
1,5.000,10.17,14.7,7.3734,255,0,-3.90625,172.75,0,27.5,60.8,2.65,1.2,0,9.80392,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,27.136,0,62.6
2,5.040,10.17,14.7,7.3734,255,0,-3.90625,172.75,0,27.5,60.8,2.65,1.1,0,10.1961,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,27.136,0,62.6
3,5.080,10.17,14.7,7.3734,255,0,-3.90625,172.75,0,27.5,60.8,2.65,1.14,0,10.1961,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,27.136,0,62.6
4,5.120,10.17,14.7,7.3734,255,0,-3.90625,181.25,0,27.5,60.8,2.89,1.26,0,9.80392,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
5,5.160,10.17,14.7,7.37702,255,0,-3.90625,181.25,0,27.5,60.8,2.89,1.24,0,10.1961,0,14.2196,14.065,-8.95836,1,7,0,0,0,0,0,0,26.88,0,62.6
6,5.200,10.17,14.7,7.37702,255,0,-3.90625,422,0,27.5,60.8,3.77,1.28,0,10.1961,0,14.2196,13.92,-8.95836,1,7,0,0,0,0,0,0,20.48,0,62.6
7,5.240,10.17,14.7,7.37702,255,0,-3.90625,770,0,27.5,60.8,4.04,1.36,0,10.1961,0,14.2196,13.92,-8.95836,1,7,0,0,0,0,0,0,17.92,0,62.6
8,5.280,10.17,14.7,7.37702,255,0,-3.90625,1220.75,0,27.5,60.8,5.69,1.44,0,9.80392,0,14.2196,11.89,-8.95836,1,7,0,0,0,0,0,0,14.08,0,62.6
9,5.320,21.2073,14.7,7.37702,255,0,-3.90625,1518,0,28,60.8,7.38,1.52,0,9.80392,0,14.2196,10.73,-8.59096,1,7,0,0,0,0,0,0,11.008,0,62.6
10,5.360,21.3756,14.7,7.38607,255,0,-3.90625,1737,0,23,60.8,8.18,1.58,0,10.1961,0,14.2196,9.715,-8.92871,1,7,0,0,0,0,0,0,8.704,0,62.6
11,5.400,21.0816,14.7,7.38607,255,0,-3.90625,1938.5,0,22.5,60.8,9.42,1.62,0,10.1961,0,14.2196,8.555,-8.92871,1,7,0,0,0,0,0,0,6.144,0,62.6
12,5.440,21.335,14.7,7.39151,255,0,-3.90625,2061,0,22,60.8,9.98,1.64,0,10.1961,0,14.2196,7.685,-9.53445,1,7,0,0,0,0,0,0,5.12,0,62.6
13,5.480,21.1242,14.7,7.39514,255,0,-3.90625,2140,0,22,60.8,10.71,1.68,0,10.5882,0,14.2196,7.395,-9.53445,1,7,0,0,0,0,0,0,3.84,0,62.6
14,5.520,21.335,14.7,7.39514,255,0,-3.90625,2226.75,0,21.5,60.8,11.13,1.68,0,10.5882,0,14.2196,6.815,-9.57714,1,7,0,0,0,0,0,0,3.84,0,62.6
15,5.560,21.2924,14.7,7.40059,255,0,-3.90625,2272.25,0,20,60.8,11.17,1.7,0,10.5882,0,14.2196,6.235,-9.57714,1,7,0,0,0,0,0,0,3.84,0,62.6
16,5.600,21.1242,14.7,7.40059,255,0,-3.90625,2318.5,0,23,60.8,11.23,1.7,0,10.5882,0,14.2196,5.945,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
17,5.640,21.4607,14.7,7.40787,255,0,-3.90625,2343.25,0,21,60.8,11.23,1.68,0,10.5882,0,14.2196,5.51,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
18,5.680,21.2499,14.7,7.41152,255,0,-3.90625,2328.5,0,19.5,60.8,11.32,1.7,0,10.5882,0,14.2196,5.22,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
19,5.720,21.2073,14.7,7.41152,255,0,-3.90625,2298,0,14,60.8,11.23,1.68,0,10.5882,0,14.2196,5.075,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
20,5.760,21.2073,14.7,7.63908,255,0,-3.90625,2236,0,13,60.8,11.35,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
21,5.800,21.2499,14.7,7.63908,255,0,-3.125,2205,0,12.5,60.8,11.5,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
22,5.840,21.2499,14.7,7.6449,255,0,-3.125,2126.25,0,12.5,60.8,11.38,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
23,5.880,20.9965,14.7,7.64878,255,0,-3.125,2110.75,0,12.5,60.8,11.35,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
24,5.920,21.2924,14.7,7.64878,255,0,-3.125,2077.5,0,12.5,60.8,11.23,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
25,5.960,21.1648,14.7,7.65656,255,0,-3.125,2036,0,12,60.8,11.32,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
26,6.000,21.0816,14.7,7.8728,255,0,-3.125,1999.75,0,12,60.8,11.35,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.584,0,62.6
27,6.040,21.2073,14.7,7.8728,255,0,-3.125,1974.75,0,12,60.8,11.41,1.7,0,10.5882,0,14.2196,4.93,-9.57714,1,7,0,0,0,0,0,0,3.84,0,62.6
28,6.080,21.2499,14.7,7.87899,255,0,-3.125,1931.5,0,12,60.8,11.29,1.68,0,10.5882,0,14.2196,4.93,-9.45726,1,7,0,0,0,0,0,0,3.84,0,62.6
29,6.120,21.2073,14.7,7.88311,255,0,-3.125,1904,0,12,60.8,11.2,1.7,0,10.5882,0,14.2196,4.93,-9.45726,1,7,0,0,0,0,0,0,3.84,0,62.6
30,6.160,21.2073,14.7,7.88311,255,0,-3.125,1869,0,11.5,60.8,11.23,1.7,0,10.5882,0,14.2196,4.93,-9.34055,1,7,0,0,0,0,0,0,3.84,0,62.6
31,6.200,21.1648,14.7,7.88931,255,0,-1.5625,1834.5,0,11.5,60.8,11.32,1.68,0,10.5882,0,14.2196,4.93,-9.18332,1,7,0,0,0,0,0,0,3.84,0,62.6
32,6.240,21.0391,14.7,7.88931,255,0,-1.5625,1783.25,0,11.5,60.8,11.06,1.68,0,10.5882,0,14.2196,4.93,-9.18332,1,7,0,0,0,0,0,0,3.84,0,62.6
33,6.280,24.704,14.7,8.09726,255,0,-1.5625,1761,0,11.5,60.8,11.13,1.68,0,10.5882,0,14.2196,4.93,-9.04249,1,7,0,0,0,0,0,0,4.096,0,62.6
34,6.320,24.704,14.7,8.10162,255,0,-1.5625,1729,0,11.5,60.8,11.13,1.68,0,10.5882,0,14.2196,5.075,-8.90878,1,7,0,0,0,0,0,0,4.096,0,62.6
35,6.360,24.5783,14.7,8.10162,255,0,-1.5625,1627,0,12.5,60.8,11.17,1.68,0,10.5882,0,14.2196,5.075,-8.90878,1,7,0,0,0,0,0,0,4.096,0,62.6
36,6.400,24.6208,14.7,8.1038,255,0,-1.5625,1601,0,13,60.8,10.96,1.68,0,10.5882,0,14.2196,5.075,-8.635,1,7,0,0,0,0,0,0,4.096,0,62.6
37,6.440,24.704,14.7,8.04317,255,0,-1.5625,1590.25,0,13,60.8,11.06,1.68,0,10.1961,0,14.2196,5.075,-8.635,1,7,0,0,0,0,0,0,4.352,0,62.6
38,6.480,24.4932,14.7,8.04317,255,0,-1.5625,1577.5,0,13,60.8,11.32,1.68,0,10.1961,0,14.2196,5.22,-8.59096,1,7,0,0,0,0,0,0,4.352,0,62.6
39,6.520,24.41,14.7,8.18754,255,0,-1.5625,1575.75,0,13,60.8,11.2,1.68,0,10.1961,0,14.2196,5.22,-8.59096,1,7,0,0,0,0,0,0,4.352,0,62.6
40,6.560,24.704,14.7,8.18754,255,0,-1.5625,1577.5,0,13,60.8,10.96,1.7,0,10.1961,0,14.2196,5.365,-8.59096,1,7,0,0,0,0,0,0,4.352,0,62.6
41,6.600,24.7466,14.7,8.11035,255,0,-1.5625,1572.75,0,13,60.8,11.2,1.68,0,10.1961,0,14.2196,5.51,-8.59096,1,7,0,0,0,0,0,0,4.608,0,62.6
42,6.640,24.6208,14.7,8.01747,255,0,-1.5625,1574.75,0,21.5,60.8,11.1,1.68,0,10.1961,0,14.2196,5.51,-8.59096,1,7,0,0,0,0,0,0,4.608,0,62.6
